run_name,arm,n_initial_event,n_final_event,n_final_ckpt,growth_factor_event_first_to_ckpt,s0_r1_final_n,s1_vs_s0_r1_final_n_factor,opacity_lt_0p005_frac_ckpt,opacity_lt_0p05_frac_ckpt,opacity_p05,opacity_p50,opacity_p95,axis_ratio_lt_0p01_frac_ckpt,axis_ratio_lt_0p1_frac_ckpt,axis_ratio_p05,axis_ratio_p50,elongation_blocked_median_tail,elongation_blocked_max,seed_surviving_tail,prune_event_count_logged,prune_event_count_note
gs_e5_C001_s1_sparse_r1,sparse,87915,3414807,3414807,38.8421,409546,8.3380,0.408452,0.680267,0.00248181,0.01001198,0.98148434,0.002188,0.409853,0.02116422,0.13229764,4704.0,4704.0,1420509,,not logged by current trainer; inferred from final opacity only
gs_e5_C001_s1_dense_r1,dense,245641,1010777,1010777,4.1149,575318,1.7569,0.233605,0.395685,0.00319115,0.14280221,0.99567010,0.001160,0.241959,0.03344752,0.25788850,517.0,517.0,363899,,not logged by current trainer; inferred from final opacity only
gs_e5_C001_s1_acmp_r1,acmp,287676,3100243,3100243,10.7769,627259,4.9425,0.452388,0.675018,0.00232302,0.00765027,0.98397609,0.002135,0.347154,0.02229191,0.17363639,4172.0,4172.0,1524869,,not logged by current trainer; inferred from final opacity only
