view_stem,buildings,normal_path,expected_sha256,actual_sha256,hash_match,shape,dtype,finite_fraction,unit_norm_median,unit_norm_max_abs_error,status
DJI_20241217084901_0194_D,8568391;8568392,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217084901_0194_D.npy,ea66413e98f3013b588e468a356d5047deba4f4bce9ec46188c2e36bb004be8d,ea66413e98f3013b588e468a356d5047deba4f4bce9ec46188c2e36bb004be8d,true,1013x1400x3,float32,1.000000,1.000000,0.000000,verified
DJI_20241217084903_0195_D,8568391;8568392,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217084903_0195_D.npy,5a809973a29f5f43e8f5167c1499a2cb722107238ccda9ade456742ae2729ac6,5a809973a29f5f43e8f5167c1499a2cb722107238ccda9ade456742ae2729ac6,true,1013x1400x3,float32,1.000000,1.000000,0.000000,verified
DJI_20241217095141_0077_D,4907199,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095141_0077_D.npy,dcda4da676f560e4087c09764e551f2ece6223fcb7244d74e2f7ee6963bbb315,dcda4da676f560e4087c09764e551f2ece6223fcb7244d74e2f7ee6963bbb315,true,1013x1136x3,float32,1.000000,1.000000,0.000000,verified
DJI_20241217095145_0079_D,4907199,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095145_0079_D.npy,80b09cdcdff7a7631dc237ed246c1f31d489768c4a1fcd266879315cf5cf1113,80b09cdcdff7a7631dc237ed246c1f31d489768c4a1fcd266879315cf5cf1113,true,1013x1160x3,float32,1.000000,1.000000,0.000000,verified
DJI_20241217095147_0080_D,4907199,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095147_0080_D.npy,f6f1d8f6fea91c75ad69874b99f0dbd9487de2d94e3d0b3896bfe887b84a7ad6,f6f1d8f6fea91c75ad69874b99f0dbd9487de2d94e3d0b3896bfe887b84a7ad6,true,1013x1159x3,float32,1.000000,1.000000,0.000000,verified
DJI_20241217095149_0081_D,4907199,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095149_0081_D.npy,e91d8cc86ca1f95edee07dc64a290da604318de12161208a13c91c817c1ed7ca,e91d8cc86ca1f95edee07dc64a290da604318de12161208a13c91c817c1ed7ca,true,1013x1159x3,float32,1.000000,1.000000,0.000000,verified
DJI_20241217095441_0023_D,4907199;8568391;8568392,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095441_0023_D.npy,688cb46b9339bff3dd095b3047e18ac399a528a8951736c27728ea0dd08b788f,688cb46b9339bff3dd095b3047e18ac399a528a8951736c27728ea0dd08b788f,true,1013x1400x3,float32,1.000000,1.000000,0.000000,verified
DJI_20241217095531_0048_D,4907199,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095531_0048_D.npy,d52a6ea766ee1374e1e2d5419e9ded802816a00f055fd9d7ace62975ff550302,d52a6ea766ee1374e1e2d5419e9ded802816a00f055fd9d7ace62975ff550302,true,1013x1363x3,float32,1.000000,1.000000,0.000000,verified
