phase,run_id,path,date,git_state,tracked_file_count,tracked_bytes,manifest_count,manifest_paths,version_record_count,version_paths,report_or_index_count,report_or_index_paths,retracted_marker,superseded_marker,linked_document_count,proposed_storage_class,issues,run_root
P2,20260715_e5_c001_s3ap_phase2_smoke,phases/p2-gsjso/runs/e5_c001/20260715_e5_c001_s3ap_phase2_smoke,20260715,tracked_record_present,4,13789,1,phases/p2-gsjso/runs/e5_c001/20260715_e5_c001_s3ap_phase2_smoke/manifest.json,0,,0,,no,no,0,A+D/C,missing_tracked_versions;missing_tracked_report_or_index,phases/p2-gsjso/runs
P2,20260715_e5_c001_s3ap_phase2_smoke_v2,phases/p2-gsjso/runs/e5_c001/20260715_e5_c001_s3ap_phase2_smoke_v2,20260715,tracked_record_present,4,81647,1,phases/p2-gsjso/runs/e5_c001/20260715_e5_c001_s3ap_phase2_smoke_v2/manifest.json,0,,0,,no,no,0,A+D/C,missing_tracked_versions;missing_tracked_report_or_index,phases/p2-gsjso/runs
P2,20260715_e5_c001_s3ap_phase2_smoke_v3,phases/p2-gsjso/runs/e5_c001/20260715_e5_c001_s3ap_phase2_smoke_v3,20260715,tracked_record_present,4,84162,1,phases/p2-gsjso/runs/e5_c001/20260715_e5_c001_s3ap_phase2_smoke_v3/manifest.json,0,,0,,no,no,0,A+D/C,missing_tracked_versions;missing_tracked_report_or_index,phases/p2-gsjso/runs
P2,20260715_e5_c001_s3ap_phase3_archives,phases/p2-gsjso/runs/e5_c001/20260715_e5_c001_s3ap_phase3_archives,20260715,tracked_record_present,34,15607944,2,phases/p2-gsjso/runs/e5_c001/20260715_e5_c001_s3ap_phase3_archives/base42/archive_manifest.json;phases/p2-gsjso/runs/e5_c001/20260715_e5_c001_s3ap_phase3_archives/base42/snapshot/results/tum_transfer/e5_s3ap_phase3/manifest.json,0,,0,,no,no,1,A+D/C,missing_tracked_versions;missing_tracked_report_or_index,phases/p2-gsjso/runs
P2,20260716_e5_c001_s3b0_measurements,phases/p2-gsjso/runs/e5_c001/20260716_e5_c001_s3b0_measurements,20260716,tracked_record_present,76,348091,8,phases/p2-gsjso/runs/e5_c001/20260716_e5_c001_s3b0_measurements/0a_alpha/manifest.json;phases/p2-gsjso/runs/e5_c001/20260716_e5_c001_s3b0_measurements/0b_hsweep/manifest.json;phases/p2-gsjso/runs/e5_c001/20260716_e5_c001_s3b0_measurements/0c_gate/manifest.json;phases/p2-gsjso/runs/e5_c001/20260716_e5_c001_s3b0_measurements/0d_mono/manifest.json;phases/p2-gsjso/runs/e5_c001/20260716_e5_c001_s3b0_measurements/0e_semantic/manifest.json;phases/p2-gsjso/runs/e5_c001/20260716_e5_c001_s3b0_measurements/0f_seed/manifest.json;phases/p2-gsjso/runs/e5_c001/20260716_e5_c001_s3b0_measurements/0f_seed/v1_manifest.json;phases/p2-gsjso/runs/e5_c001/20260716_e5_c001_s3b0_measurements/0f_seed/v2_manifest.json,0,,0,,no,no,4,A+D/C,missing_tracked_versions;missing_tracked_report_or_index,phases/p2-gsjso/runs
P2,e5p_const_20260706_235710,phases/p2-gsjso/runs/e5_c001/e5p_const_20260706_235710,20260706,tracked_record_present,1,1405,0,,1,phases/p2-gsjso/runs/e5_c001/e5p_const_20260706_235710/versions.txt,0,,no,no,2,A+D/C,missing_tracked_manifest;missing_tracked_report_or_index,phases/p2-gsjso/runs
P2,e5p_prep_20260706_235306,phases/p2-gsjso/runs/e5_c001/e5p_prep_20260706_235306,20260706,tracked_record_present,1,1392,0,,1,phases/p2-gsjso/runs/e5_c001/e5p_prep_20260706_235306/versions.txt,0,,no,no,2,A+D/C,missing_tracked_manifest;missing_tracked_report_or_index,phases/p2-gsjso/runs
P2,e5p_sparse_config_20260706_000204,phases/p2-gsjso/runs/e5_c001/e5p_sparse_config_20260706_000204,20260706,tracked_record_present,1,980,0,,1,phases/p2-gsjso/runs/e5_c001/e5p_sparse_config_20260706_000204/versions.txt,0,,no,no,2,A+D/C,missing_tracked_manifest;missing_tracked_report_or_index,phases/p2-gsjso/runs
P2,e5p_train_20260707_C001,phases/p2-gsjso/runs/e5_c001/e5p_train_20260707_C001,20260707,tracked_record_present,4,20814,0,,1,phases/p2-gsjso/runs/e5_c001/e5p_train_20260707_C001/versions.txt,0,,no,no,0,A+D/C,missing_tracked_manifest;missing_tracked_report_or_index,phases/p2-gsjso/runs
P2,20260703_aux_v4a,phases/p2-gsjso/runs/evidence_and_attributes/20260703_aux_v4a,20260703,tracked_record_present,1,562,0,,1,phases/p2-gsjso/runs/evidence_and_attributes/20260703_aux_v4a/versions.txt,0,,no,no,1,A+D/C,missing_tracked_manifest;missing_tracked_report_or_index,phases/p2-gsjso/runs
P2,20260703_aux_v4b,phases/p2-gsjso/runs/evidence_and_attributes/20260703_aux_v4b,20260703,tracked_record_present,1,489,0,,1,phases/p2-gsjso/runs/evidence_and_attributes/20260703_aux_v4b/versions.txt,0,,no,no,1,A+D/C,missing_tracked_manifest;missing_tracked_report_or_index,phases/p2-gsjso/runs
P2,20260703_cards_v4_kit,phases/p2-gsjso/runs/evidence_and_attributes/20260703_cards_v4_kit,20260703,tracked_record_present,1,644,0,,1,phases/p2-gsjso/runs/evidence_and_attributes/20260703_cards_v4_kit/versions.txt,0,,no,no,1,A+D/C,missing_tracked_manifest;missing_tracked_report_or_index,phases/p2-gsjso/runs
P2,20260704_attr_v1,phases/p2-gsjso/runs/evidence_and_attributes/20260704_attr_v1,20260704,tracked_record_present,1,2202,0,,1,phases/p2-gsjso/runs/evidence_and_attributes/20260704_attr_v1/versions.txt,0,,no,no,0,A+D/C,missing_tracked_manifest;missing_tracked_report_or_index,phases/p2-gsjso/runs
P2,20260706_attr_v1_1,phases/p2-gsjso/runs/evidence_and_attributes/20260706_attr_v1_1,20260706,tracked_record_present,1,3342,0,,1,phases/p2-gsjso/runs/evidence_and_attributes/20260706_attr_v1_1/versions.txt,0,,no,no,0,A+D/C,missing_tracked_manifest;missing_tracked_report_or_index,phases/p2-gsjso/runs
P2,20260706_attr_v1_2,phases/p2-gsjso/runs/evidence_and_attributes/20260706_attr_v1_2,20260706,tracked_record_present,1,4618,0,,1,phases/p2-gsjso/runs/evidence_and_attributes/20260706_attr_v1_2/versions.txt,0,,no,no,0,A+D/C,missing_tracked_manifest;missing_tracked_report_or_index,phases/p2-gsjso/runs
P2,20260706_attr_v1_3,phases/p2-gsjso/runs/evidence_and_attributes/20260706_attr_v1_3,20260706,tracked_record_present,1,2443,0,,1,phases/p2-gsjso/runs/evidence_and_attributes/20260706_attr_v1_3/versions.txt,0,,no,no,1,A+D/C,missing_tracked_manifest;missing_tracked_report_or_index,phases/p2-gsjso/runs
P2,20260706_regression_v1,phases/p2-gsjso/runs/evidence_and_attributes/20260706_regression_v1,20260706,tracked_record_present,1,2480,0,,1,phases/p2-gsjso/runs/evidence_and_attributes/20260706_regression_v1/versions.txt,0,,no,no,1,A+D/C,missing_tracked_manifest;missing_tracked_report_or_index,phases/p2-gsjso/runs
P2,20260706_regression_v1_1,phases/p2-gsjso/runs/evidence_and_attributes/20260706_regression_v1_1,20260706,tracked_record_present,1,2943,0,,1,phases/p2-gsjso/runs/evidence_and_attributes/20260706_regression_v1_1/versions.txt,0,,no,no,0,A+D/C,missing_tracked_manifest;missing_tracked_report_or_index,phases/p2-gsjso/runs
P2,20260708_d4_config_audit,phases/p2-gsjso/runs/evidence_and_attributes/20260708_d4_config_audit,20260708,tracked_record_present,1,1432,0,,1,phases/p2-gsjso/runs/evidence_and_attributes/20260708_d4_config_audit/versions.txt,0,,no,no,0,A+D/C,missing_tracked_manifest;missing_tracked_report_or_index,phases/p2-gsjso/runs
P2,20260724_fusion_w1,phases/p2-gsjso/runs/fusion_w1/20260724_fusion_w1,20260724,tracked_record_present,250,18522677,15,phases/p2-gsjso/runs/fusion_w1/20260724_fusion_w1/coreg_lock1/publication_manifest.json;phases/p2-gsjso/runs/fusion_w1/20260724_fusion_w1/coreg_lock2/publication_manifest.json;phases/p2-gsjso/runs/fusion_w1/20260724_fusion_w1/coregdiag_manifest.json;phases/p2-gsjso/runs/fusion_w1/20260724_fusion_w1/p0prime/manifest.json;phases/p2-gsjso/runs/fusion_w1/20260724_fusion_w1/preprocess_v1/pose_28b38383a0b6d826/by_building/DEBY_LOD2_42364609/preprocess_manifest.json;phases/p2-gsjso/runs/fusion_w1/20260724_fusion_w1/preprocess_v1/pose_28b38383a0b6d826/preprocess_run_manifest.json;phases/p2-gsjso/runs/fusion_w1/20260724_fusion_w1/preprocess_v1/preprocess_manifest.json;phases/p2-gsjso/runs/fusion_w1/20260724_fusion_w1/resume_v2/r1_pose_adoption_manifest.json;phases/p2-gsjso/runs/fusion_w1/20260724_fusion_w1/training/by_building/DEBY_LOD2_42364609/arm_A/r1/full_state_manifest.json;phases/p2-gsjso/runs/fusion_w1/20260724_fusion_w1/training/by_building/DEBY_LOD2_42364609/arm_A/r1/infra_retry_01/full_state_manifest.json;phases/p2-gsjso/runs/fusion_w1/20260724_fusion_w1/training/by_building/DEBY_LOD2_42364609/arm_A/r1/materialization_manifest.json;phases/p2-gsjso/runs/fusion_w1/20260724_fusion_w1/w1_coreg2_prereg_manifest.json;phases/p2-gsjso/runs/fusion_w1/20260724_fusion_w1/w1_coreg_prereg_manifest.json;phases/p2-gsjso/runs/fusion_w1/20260724_fusion_w1/w1_manifest.json;phases/p2-gsjso/runs/fusion_w1/20260724_fusion_w1/w1_targets_manifest.json,0,,3,phases/p2-gsjso/runs/fusion_w1/20260724_fusion_w1/W_FUSION_W1_PARTIAL_REPORT_20260726.md;phases/p2-gsjso/runs/fusion_w1/20260724_fusion_w1/p0prime/by_building/DEBY_LOD2_42364609/val3dity/seed_p0prime.report.json;phases/p2-gsjso/runs/fusion_w1/20260724_fusion_w1/p0prime/by_building/DEBY_LOD2_42364609/val3dity/seed_p0prime.report.log,no,no,5,A+D/C,missing_tracked_versions,phases/p2-gsjso/runs
P2,20260726_fusion_w1_aprime,phases/p2-gsjso/runs/fusion_w1/20260726_fusion_w1_aprime,20260726,tracked_record_present,71,17606974,8,phases/p2-gsjso/runs/fusion_w1/20260726_fusion_w1_aprime/aprime_targets_manifest.json;phases/p2-gsjso/runs/fusion_w1/20260726_fusion_w1_aprime/preflight/T3/manifest.json;phases/p2-gsjso/runs/fusion_w1/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364609/arm_Aprime/r1/materialization_manifest.json;phases/p2-gsjso/runs/fusion_w1/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364659/arm_Aprime/r1/materialization_manifest.json;phases/p2-gsjso/runs/fusion_w1/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_42364663/arm_Aprime/r1/materialization_manifest.json;phases/p2-gsjso/runs/fusion_w1/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_4907182/arm_Aprime/r1/materialization_manifest.json;phases/p2-gsjso/runs/fusion_w1/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_4907510/arm_Aprime/r1/materialization_manifest.json;phases/p2-gsjso/runs/fusion_w1/20260726_fusion_w1_aprime/training/by_building/DEBY_LOD2_4908050/arm_Aprime/r1/materialization_manifest.json,0,,1,phases/p2-gsjso/runs/fusion_w1/20260726_fusion_w1_aprime/preflight/T4/README.md,yes,no,4,A+D/C,missing_tracked_versions,phases/p2-gsjso/runs
P2,20260727_fusion_w1_aprime_smoke_recovery,phases/p2-gsjso/runs/fusion_w1/20260727_fusion_w1_aprime_smoke_recovery,20260727,tracked_record_present,9,25043,0,,0,,2,phases/p2-gsjso/runs/fusion_w1/20260727_fusion_w1_aprime_smoke_recovery/RECOVERY_REPORT.md;phases/p2-gsjso/runs/fusion_w1/20260727_fusion_w1_aprime_smoke_recovery/recovery_report.json,no,no,0,A+D/C,missing_tracked_manifest;missing_tracked_versions,phases/p2-gsjso/runs
P2,20260728_fusion_w1_dense_baseline_qualitative_v1,phases/p2-gsjso/runs/fusion_w1/20260728_fusion_w1_dense_baseline_qualitative_v1,20260728,tracked_record_present,1,2121,0,,0,,0,,yes,no,0,A+D/C,missing_tracked_manifest;missing_tracked_versions;missing_tracked_report_or_index,phases/p2-gsjso/runs
P2,20260702_A0_projection_fix,phases/p2-gsjso/runs/input_and_alignment/20260702_A0_projection_fix,20260702,tracked_record_present,1,485,0,,1,phases/p2-gsjso/runs/input_and_alignment/20260702_A0_projection_fix/versions.txt,0,,no,no,1,A+D/C,missing_tracked_manifest;missing_tracked_report_or_index,phases/p2-gsjso/runs
P2,20260702_A1_zeta_ls,phases/p2-gsjso/runs/input_and_alignment/20260702_A1_zeta_ls,20260702,tracked_record_present,1,499,0,,1,phases/p2-gsjso/runs/input_and_alignment/20260702_A1_zeta_ls/versions.txt,0,,no,no,1,A+D/C,missing_tracked_manifest;missing_tracked_report_or_index,phases/p2-gsjso/runs
P2,20260702_A2_projection_gate_v2,phases/p2-gsjso/runs/input_and_alignment/20260702_A2_projection_gate_v2,20260702,tracked_record_present,1,536,0,,1,phases/p2-gsjso/runs/input_and_alignment/20260702_A2_projection_gate_v2/versions.txt,0,,no,no,1,A+D/C,missing_tracked_manifest;missing_tracked_report_or_index,phases/p2-gsjso/runs
P2,20260703_datum_tie_overlay,phases/p2-gsjso/runs/input_and_alignment/20260703_datum_tie_overlay,20260703,tracked_record_present,1,544,0,,1,phases/p2-gsjso/runs/input_and_alignment/20260703_datum_tie_overlay/versions.txt,0,,no,no,2,A+D/C,missing_tracked_manifest;missing_tracked_report_or_index,phases/p2-gsjso/runs
P2,20260703_datum_tie_v3,phases/p2-gsjso/runs/input_and_alignment/20260703_datum_tie_v3,20260703,tracked_record_present,1,4194,0,,1,phases/p2-gsjso/runs/input_and_alignment/20260703_datum_tie_v3/versions.txt,0,,no,no,2,A+D/C,missing_tracked_manifest;missing_tracked_report_or_index,phases/p2-gsjso/runs
P2,20260703_recipe_audit,phases/p2-gsjso/runs/input_and_alignment/20260703_recipe_audit,20260703,tracked_record_present,1,1017,0,,1,phases/p2-gsjso/runs/input_and_alignment/20260703_recipe_audit/versions.txt,0,,no,no,0,A+D/C,missing_tracked_manifest;missing_tracked_report_or_index,phases/p2-gsjso/runs
P2,legacy-results-FC_S5_loss_ledger_instrumentation,phases/p2-gsjso/runs/mutual_loss/historical_receipts/legacy-results-FC_S5_loss_ledger_instrumentation,,tracked_record_present,2,4808,1,phases/p2-gsjso/runs/mutual_loss/historical_receipts/legacy-results-FC_S5_loss_ledger_instrumentation/phase2_jobs/nohup/job_manifest.csv,0,,1,phases/p2-gsjso/runs/mutual_loss/historical_receipts/legacy-results-FC_S5_loss_ledger_instrumentation/phase2_jobs/nohup/SUBMISSION_REPORT.md,no,no,0,A+D/C,missing_tracked_versions,phases/p2-gsjso/runs
P2,legacy-results-FC_S6C_lmutual_completion,phases/p2-gsjso/runs/mutual_loss/historical_receipts/legacy-results-FC_S6C_lmutual_completion,,tracked_record_present,1,235,0,,0,,0,,no,no,0,A+D/C,missing_tracked_manifest;missing_tracked_versions;missing_tracked_report_or_index,phases/p2-gsjso/runs
P2,legacy-results-FC_S6D_directional_screening,phases/p2-gsjso/runs/mutual_loss/historical_receipts/legacy-results-FC_S6D_directional_screening,,tracked_record_present,1,2567,1,phases/p2-gsjso/runs/mutual_loss/historical_receipts/legacy-results-FC_S6D_directional_screening/jobs/FC_S6D_JOB_MANIFEST.md,0,,0,,no,no,0,A+D/C,missing_tracked_versions;missing_tracked_report_or_index,phases/p2-gsjso/runs
P2,legacy-results-FC_S6E_joint,phases/p2-gsjso/runs/mutual_loss/historical_receipts/legacy-results-FC_S6E_joint,,tracked_record_present,1,1671,1,phases/p2-gsjso/runs/mutual_loss/historical_receipts/legacy-results-FC_S6E_joint/jobs/FC_S6E_JOB_MANIFEST.md,0,,0,,no,no,0,A+D/C,missing_tracked_versions;missing_tracked_report_or_index,phases/p2-gsjso/runs
P2,legacy-results-FC_S6_componentwise_revised_lmutual_design_validation,phases/p2-gsjso/runs/mutual_loss/historical_receipts/legacy-results-FC_S6_componentwise_revised_lmutual_design_validation,,tracked_record_present,3,29324,2,phases/p2-gsjso/runs/mutual_loss/historical_receipts/legacy-results-FC_S6_componentwise_revised_lmutual_design_validation/jobs/FC_S6_JOB_MANIFEST.md;phases/p2-gsjso/runs/mutual_loss/historical_receipts/legacy-results-FC_S6_componentwise_revised_lmutual_design_validation/jobs/job_manifest.csv,0,,0,,no,no,0,A+D/C,missing_tracked_versions;missing_tracked_report_or_index,phases/p2-gsjso/runs
P2,20260721_pilot_1wave,phases/p2-gsjso/runs/pilot_1wave/20260721_pilot_1wave,20260721,tracked_record_present,60,7165624,12,phases/p2-gsjso/runs/pilot_1wave/20260721_pilot_1wave/calibration/scaffolds/calibration_scaffolds_manifest.json;phases/p2-gsjso/runs/pilot_1wave/20260721_pilot_1wave/pilot_1wave_pilot_set_manifest.json;phases/p2-gsjso/runs/pilot_1wave/20260721_pilot_1wave/prep_artifacts/mono_normal_manifest.json;phases/p2-gsjso/runs/pilot_1wave/20260721_pilot_1wave/prep_artifacts/photo_support_masks/mask_manifest.json;phases/p2-gsjso/runs/pilot_1wave/20260721_pilot_1wave/prep_artifacts/plane_masks_04a/mask_manifest.json;phases/p2-gsjso/runs/pilot_1wave/20260721_pilot_1wave/prep_artifacts/plane_masks_04a/producer_manifest.json;phases/p2-gsjso/runs/pilot_1wave/20260721_pilot_1wave/prep_artifacts/plane_masks_04a_vs_04b_qa/manifest.json;phases/p2-gsjso/runs/pilot_1wave/20260721_pilot_1wave/prep_artifacts/plane_masks_04b/mask_manifest.json;phases/p2-gsjso/runs/pilot_1wave/20260721_pilot_1wave/prep_artifacts/plane_masks_04b/producer_manifest.json;phases/p2-gsjso/runs/pilot_1wave/20260721_pilot_1wave/prep_artifacts/prep_manifest.json;phases/p2-gsjso/runs/pilot_1wave/20260721_pilot_1wave/training/postprocess_failed_attempts/attempt4_1dfdcb5_aggregate_overlay_roundtrip/aggregate_attempt_001/output/pilot_1wave_manifest.json;phases/p2-gsjso/runs/pilot_1wave/20260721_pilot_1wave/training/resolved_configs/resolved_configs_manifest.json,0,,0,,no,no,3,A+D/C,missing_tracked_versions;missing_tracked_report_or_index,phases/p2-gsjso/runs
