building_id,source_group,source_run,display_label,source_role,seed,replicate,pair_raw,source_badge,readout,z_shift_to_reference_m,complexity_lens,size_lens,texture_lens,observation_lens,label_lens,has_lod22,val3dity_valid,status,status_reason,rf_success,rf_pointcloud_unusable,roof_planes,status_rf_roof_planes,ref_roof_planes,match_count,completeness,correctness,mean_match_iou,ref_rms_m,ref_hausdorff_m,ref_distance_samples,rf_rmse_lod22,shell_bucket,ref_rms_tail,ref_rms_tail_fence_m,setting,run_name,arm,readout_min_obs,readout_voxel_m,readout_alpha,readout_sor,readout_sor_std
DEBY_LOD2_4907202,gs_dense,base__gs_e5_C001_s2_arm2_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,mid,not_reviewed,mid,none,false,false,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,22.7378,base,gs_e5_C001_s2_arm2_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4908168,gs_dense,base__gs_e5_C001_s2_arm2_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,not_reviewed,high,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,22.7378,base,gs_e5_C001_s2_arm2_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4908178,gs_dense,base__gs_e5_C001_s2_arm2_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,not_reviewed,low,none,false,true,failure,roofer_skip_no_3d_geometry,True,False,0,None,2,0,0.0000,,,,,0,,미조립,false,22.7378,base,gs_e5_C001_s2_arm2_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4908179,gs_dense,base__gs_e5_C001_s2_arm2_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,22.7378,base,gs_e5_C001_s2_arm2_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_60098,gs_dense,base__gs_e5_C001_s2_arm2_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,mid,not_reviewed,mid,none,false,true,failure,missing_lod22_geometry,True,False,0,6,2,0,0.0000,,,,,0,0.000000,미조립,false,22.7378,base,gs_e5_C001_s2_arm2_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_8568391,gs_dense,base__gs_e5_C001_s2_arm2_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,무텍스처,mid,무텍스처,false,false,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,22.7378,base,gs_e5_C001_s2_arm2_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_8568392,gs_dense,base__gs_e5_C001_s2_arm2_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,lowtex_high,mid,복합(소형+재질),false,false,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,22.7378,base,gs_e5_C001_s2_arm2_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_108247349,gs_dense,base__gs_e5_C001_s2_arm2_dense_r2,base dense r2,gs,dense,r2,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,22.7378,base,gs_e5_C001_s2_arm2_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_108247350,gs_dense,base__gs_e5_C001_s2_arm2_dense_r2,base dense r2,gs,dense,r2,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,lowtex_mid,mid,복합(소형+가림),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,22.7378,base,gs_e5_C001_s2_arm2_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_108247351,gs_dense,base__gs_e5_C001_s2_arm2_dense_r2,base dense r2,gs,dense,r2,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,복합(저조도+가림),mid,복합(저조도+가림),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,22.7378,base,gs_e5_C001_s2_arm2_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907184,gs_dense,base__gs_e5_C001_s2_arm2_dense_r2,base dense r2,gs,dense,r2,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,high,high,not_reviewed,high,none,true,true,success,success,True,False,4,41,4,4,1.0000,1.0000,0.9128,0.4098,1.2982,1351,1.174384,조립,false,22.7378,base,gs_e5_C001_s2_arm2_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907185,gs_dense,base__gs_e5_C001_s2_arm2_dense_r2,base dense r2,gs,dense,r2,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,mid,not_reviewed,high,none,true,true,success,success,True,False,1,13,2,1,0.5000,1.0000,0.5007,4.3738,7.2556,644,1.462292,조립,false,22.7378,base,gs_e5_C001_s2_arm2_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907186,gs_dense,base__gs_e5_C001_s2_arm2_dense_r2,base dense r2,gs,dense,r2,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,mid,not_reviewed,mid,none,true,true,success,success,True,False,1,3,2,0,0.0000,0.0000,,3.4550,3.8799,2,13.136867,조립,false,22.7378,base,gs_e5_C001_s2_arm2_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907188,gs_dense,base__gs_e5_C001_s2_arm2_dense_r2,base dense r2,gs,dense,r2,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,mid,not_reviewed,low,none,true,false,failure,val3dity_invalid,True,False,1,3,2,0,0.0000,0.0000,,12.7869,25.7985,664,2.042440,무효·붕괴,false,22.7378,base,gs_e5_C001_s2_arm2_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907194,gs_dense,base__gs_e5_C001_s2_arm2_dense_r2,base dense r2,gs,dense,r2,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,mid,not_reviewed,low,none,false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,22.7378,base,gs_e5_C001_s2_arm2_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907195,gs_dense,base__gs_e5_C001_s2_arm2_dense_r2,base dense r2,gs,dense,r2,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,mid,not_reviewed,low,none,true,false,failure,val3dity_invalid,True,False,1,8,2,1,0.5000,1.0000,0.5548,4.2872,10.2899,710,12.501312,무효·붕괴,false,22.7378,base,gs_e5_C001_s2_arm2_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907198,gs_dense,base__gs_e5_C001_s2_arm2_dense_r2,base dense r2,gs,dense,r2,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,high,high,not_reviewed,mid,none,true,true,success,success,True,False,3,9,4,2,0.5000,0.6667,0.3213,3.5199,6.6585,1307,1.020535,조립,false,22.7378,base,gs_e5_C001_s2_arm2_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907199,gs_dense,base__gs_e5_C001_s2_arm2_dense_r2,base dense r2,gs,dense,r2,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,무텍스처,mid,무텍스처,false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,22.7378,base,gs_e5_C001_s2_arm2_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907202,gs_dense,base__gs_e5_C001_s2_arm2_dense_r2,base dense r2,gs,dense,r2,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,mid,not_reviewed,mid,none,false,false,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,22.7378,base,gs_e5_C001_s2_arm2_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4908168,gs_dense,base__gs_e5_C001_s2_arm2_dense_r2,base dense r2,gs,dense,r2,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,not_reviewed,high,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,22.7378,base,gs_e5_C001_s2_arm2_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4908178,gs_dense,base__gs_e5_C001_s2_arm2_dense_r2,base dense r2,gs,dense,r2,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,not_reviewed,low,none,false,true,failure,roofer_skip_no_3d_geometry,True,False,0,None,2,0,0.0000,,,,,0,,미조립,false,22.7378,base,gs_e5_C001_s2_arm2_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4908179,gs_dense,base__gs_e5_C001_s2_arm2_dense_r2,base dense r2,gs,dense,r2,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,22.7378,base,gs_e5_C001_s2_arm2_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_60098,gs_dense,base__gs_e5_C001_s2_arm2_dense_r2,base dense r2,gs,dense,r2,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,mid,not_reviewed,mid,none,true,false,failure,val3dity_invalid,True,False,1,7,2,1,0.5000,1.0000,0.5011,7.2020,19.4069,784,1.142464,무효·붕괴,false,22.7378,base,gs_e5_C001_s2_arm2_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_8568391,gs_dense,base__gs_e5_C001_s2_arm2_dense_r2,base dense r2,gs,dense,r2,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,무텍스처,mid,무텍스처,false,false,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,22.7378,base,gs_e5_C001_s2_arm2_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_8568392,gs_dense,base__gs_e5_C001_s2_arm2_dense_r2,base dense r2,gs,dense,r2,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,lowtex_high,mid,복합(소형+재질),false,false,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,22.7378,base,gs_e5_C001_s2_arm2_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_108247349,gs_dense,base__gs_e5_C001_s2_arm0_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,22.7378,base,gs_e5_C001_s2_arm0_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_108247350,gs_dense,base__gs_e5_C001_s2_arm0_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,lowtex_mid,mid,복합(소형+가림),true,false,failure,val3dity_invalid,True,False,1,1,1,0,0.0000,0.0000,,18.2621,22.7077,48,0.151633,무효·붕괴,false,22.7378,base,gs_e5_C001_s2_arm0_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_108247351,gs_dense,base__gs_e5_C001_s2_arm0_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,복합(저조도+가림),mid,복합(저조도+가림),true,false,failure,val3dity_invalid,True,False,1,1,1,0,0.0000,0.0000,,12.8740,16.2637,260,0.780354,무효·붕괴,false,22.7378,base,gs_e5_C001_s2_arm0_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907184,gs_dense,base__gs_e5_C001_s2_arm0_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,high,high,not_reviewed,high,none,true,true,success,success,True,False,8,36,4,4,1.0000,0.5000,0.6919,0.5690,2.3653,1351,2.602335,조립,false,22.7378,base,gs_e5_C001_s2_arm0_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907185,gs_dense,base__gs_e5_C001_s2_arm0_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,mid,not_reviewed,high,none,true,true,success,success,True,False,2,10,2,1,0.5000,0.5000,0.5248,3.4257,8.2957,645,2.281750,조립,false,22.7378,base,gs_e5_C001_s2_arm0_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907186,gs_dense,base__gs_e5_C001_s2_arm0_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,mid,not_reviewed,mid,none,true,true,success,success,True,False,1,5,2,1,0.5000,1.0000,0.5015,3.4335,9.2402,674,2.841363,조립,false,22.7378,base,gs_e5_C001_s2_arm0_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907188,gs_dense,base__gs_e5_C001_s2_arm0_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,mid,not_reviewed,low,none,false,true,failure,missing_lod22_geometry,True,False,0,2,2,0,0.0000,,,,,0,0.000000,미조립,false,22.7378,base,gs_e5_C001_s2_arm0_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907194,gs_dense,base__gs_e5_C001_s2_arm0_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,mid,not_reviewed,low,none,true,true,success,success,True,False,1,2,2,1,0.5000,1.0000,0.5652,4.5468,10.7986,850,0.765265,조립,false,22.7378,base,gs_e5_C001_s2_arm0_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907195,gs_dense,base__gs_e5_C001_s2_arm0_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,mid,not_reviewed,low,none,true,true,success,success,True,False,1,10,2,1,0.5000,1.0000,0.4447,5.5479,12.8424,710,2.549070,조립,false,22.7378,base,gs_e5_C001_s2_arm0_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907198,gs_dense,base__gs_e5_C001_s2_arm0_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,high,high,not_reviewed,mid,none,true,true,success,success,True,False,2,10,4,2,0.5000,1.0000,0.2151,5.4930,10.5451,1211,3.932400,조립,false,22.7378,base,gs_e5_C001_s2_arm0_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907199,gs_dense,base__gs_e5_C001_s2_arm0_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,무텍스처,mid,무텍스처,false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,22.7378,base,gs_e5_C001_s2_arm0_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907202,gs_dense,base__gs_e5_C001_s2_arm0_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,mid,not_reviewed,mid,none,true,false,failure,val3dity_invalid,True,False,1,3,2,0,0.0000,0.0000,,15.9057,21.5687,641,18.745813,무효·붕괴,false,22.7378,base,gs_e5_C001_s2_arm0_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4908168,gs_dense,base__gs_e5_C001_s2_arm0_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,not_reviewed,high,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,22.7378,base,gs_e5_C001_s2_arm0_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4908178,gs_dense,base__gs_e5_C001_s2_arm0_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,not_reviewed,low,none,false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,22.7378,base,gs_e5_C001_s2_arm0_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4908179,gs_dense,base__gs_e5_C001_s2_arm0_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,22.7378,base,gs_e5_C001_s2_arm0_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_60098,gs_dense,base__gs_e5_C001_s2_arm0_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,mid,not_reviewed,mid,none,true,true,success,success,True,False,1,5,2,1,0.5000,1.0000,0.5010,5.6130,15.7273,784,0.739783,조립,false,22.7378,base,gs_e5_C001_s2_arm0_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_8568391,gs_dense,base__gs_e5_C001_s2_arm0_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,무텍스처,mid,무텍스처,true,true,success,success,True,False,1,8,1,0,0.0000,0.0000,,17.1932,18.3051,221,1.461439,조립,false,22.7378,base,gs_e5_C001_s2_arm0_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_8568392,gs_dense,base__gs_e5_C001_s2_arm0_dense_r1,base dense r1,gs,dense,r1,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,lowtex_high,mid,복합(소형+재질),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,22.7378,base,gs_e5_C001_s2_arm0_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_108247349,gs_dense,base__gs_e5_C001_s2_arm0_dense_r2,base dense r2,gs,dense,r2,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,22.7378,base,gs_e5_C001_s2_arm0_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_108247350,gs_dense,base__gs_e5_C001_s2_arm0_dense_r2,base dense r2,gs,dense,r2,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,lowtex_mid,mid,복합(소형+가림),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,22.7378,base,gs_e5_C001_s2_arm0_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_108247351,gs_dense,base__gs_e5_C001_s2_arm0_dense_r2,base dense r2,gs,dense,r2,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,복합(저조도+가림),mid,복합(저조도+가림),false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,22.7378,base,gs_e5_C001_s2_arm0_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907184,gs_dense,base__gs_e5_C001_s2_arm0_dense_r2,base dense r2,gs,dense,r2,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,high,high,not_reviewed,high,none,true,true,success,success,True,False,6,41,4,4,1.0000,0.6667,0.8218,0.4941,1.5349,1349,1.950430,조립,false,22.7378,base,gs_e5_C001_s2_arm0_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907185,gs_dense,base__gs_e5_C001_s2_arm0_dense_r2,base dense r2,gs,dense,r2,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,mid,not_reviewed,high,none,true,false,failure,val3dity_invalid,True,False,3,13,2,2,1.0000,0.6667,0.3350,3.6490,13.3702,644,1.263016,무효·붕괴,false,22.7378,base,gs_e5_C001_s2_arm0_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907186,gs_dense,base__gs_e5_C001_s2_arm0_dense_r2,base dense r2,gs,dense,r2,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,mid,not_reviewed,mid,none,true,true,success,success,True,False,1,2,2,0,0.0000,0.0000,,7.4015,15.7899,674,2.807804,조립,false,22.7378,base,gs_e5_C001_s2_arm0_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907188,gs_dense,base__gs_e5_C001_s2_arm0_dense_r2,base dense r2,gs,dense,r2,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,mid,not_reviewed,low,none,true,false,failure,val3dity_invalid,True,False,1,3,2,0,0.0000,0.0000,,9.3040,19.3310,664,0.471107,무효·붕괴,false,22.7378,base,gs_e5_C001_s2_arm0_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907194,gs_dense,base__gs_e5_C001_s2_arm0_dense_r2,base dense r2,gs,dense,r2,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,mid,not_reviewed,low,none,true,true,success,success,True,False,1,2,2,1,0.5000,1.0000,0.5652,3.4841,8.3852,850,0.418479,조립,false,22.7378,base,gs_e5_C001_s2_arm0_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907195,gs_dense,base__gs_e5_C001_s2_arm0_dense_r2,base dense r2,gs,dense,r2,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,mid,not_reviewed,low,none,true,true,success,success,True,False,2,13,2,2,1.0000,1.0000,0.3155,3.7848,8.8447,709,1.615702,조립,false,22.7378,base,gs_e5_C001_s2_arm0_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907198,gs_dense,base__gs_e5_C001_s2_arm0_dense_r2,base dense r2,gs,dense,r2,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,high,high,not_reviewed,mid,none,true,true,success,success,True,False,2,19,4,1,0.2500,0.5000,0.3833,2.4326,5.1183,1207,3.047502,조립,false,22.7378,base,gs_e5_C001_s2_arm0_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907199,gs_dense,base__gs_e5_C001_s2_arm0_dense_r2,base dense r2,gs,dense,r2,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,무텍스처,mid,무텍스처,false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,22.7378,base,gs_e5_C001_s2_arm0_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907202,gs_dense,base__gs_e5_C001_s2_arm0_dense_r2,base dense r2,gs,dense,r2,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,mid,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,22.7378,base,gs_e5_C001_s2_arm0_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4908168,gs_dense,base__gs_e5_C001_s2_arm0_dense_r2,base dense r2,gs,dense,r2,raw_dense,base_405repair,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2); 405 winding repair overlay,-45.7000,low,low,not_reviewed,high,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,22.7378,base,gs_e5_C001_s2_arm0_dense_r2,dense,3,0.05,0.5,on,2.0
