source_run,stage,building_id,occupied_cells,grid_total_cells,coverage_frac
gs_e5_C001_s1_dense_r1,tsdf_minobs_voxel_post_sor,DEBY_LOD2_108247351,1,260,0.0038461538461538464
gs_e5_C001_s1_dense_r1,tsdf_minobs_voxel_post_sor,DEBY_LOD2_108247350,4,48,0.08333333333333333
gs_e5_C001_s1_dense_r1,tsdf_minobs_voxel_post_sor,DEBY_LOD2_4907185,246,644,0.38198757763975155
gs_e5_C001_s1_dense_r1,tsdf_minobs_voxel_post_sor,DEBY_LOD2_4907188,37,664,0.05572289156626506
gs_e5_C001_s1_dense_r1,tsdf_minobs_voxel_post_sor,DEBY_LOD2_4907202,356,641,0.5553822152886115
gs_e5_C001_s1_dense_r1,tsdf_minobs_voxel_post_sor,DEBY_LOD2_60098,95,784,0.1211734693877551
gs_e5_C001_s1_dense_r1,tsdf_minobs_voxel_post_sor,DEBY_LOD2_4908168,73,114,0.6403508771929824
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_pre_sor,DEBY_LOD2_4907198,872,1438,0.6063977746870653
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_pre_sor,DEBY_LOD2_4908179,28,474,0.05907172995780591
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_pre_sor,DEBY_LOD2_4907195,436,710,0.6140845070422535
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_pre_sor,DEBY_LOD2_8568391,43,221,0.19457013574660634
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_pre_sor,DEBY_LOD2_108247349,34,402,0.0845771144278607
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_pre_sor,DEBY_LOD2_4907184,1434,1352,1.0
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_pre_sor,DEBY_LOD2_4908178,285,454,0.6277533039647577
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_pre_sor,DEBY_LOD2_8568392,17,24,0.7083333333333334
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_pre_sor,DEBY_LOD2_4907186,331,673,0.4918276374442793
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_pre_sor,DEBY_LOD2_4907194,201,850,0.23647058823529413
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_pre_sor,DEBY_LOD2_4907199,38,393,0.09669211195928754
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_pre_sor,DEBY_LOD2_108247351,28,260,0.1076923076923077
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_pre_sor,DEBY_LOD2_108247350,20,48,0.4166666666666667
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_pre_sor,DEBY_LOD2_4907185,474,644,0.7360248447204969
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_pre_sor,DEBY_LOD2_4907188,236,664,0.35542168674698793
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_pre_sor,DEBY_LOD2_4907202,374,641,0.5834633385335414
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_pre_sor,DEBY_LOD2_60098,446,784,0.5688775510204082
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_pre_sor,DEBY_LOD2_4908168,82,114,0.7192982456140351
gs_e5_C001_s1_acmp_r1,tsdf_minobs_voxel_post_sor,DEBY_LOD2_4907198,482,1438,0.33518776077885953
