building_id,paired_category,w2_1c_both_attempted,w2_1c_coverage_control_population,w2_1c_als_bucket,w2_1c_dim_bucket,reference_mismatch_exclude,exclude_reason,city3d_als_status,city3d_als_reason,city3d_als_density,city3d_als_val3dity_valid,city3d_dim_status,city3d_dim_reason,city3d_dim_density,city3d_dim_val3dity_valid,roofer_als_status,roofer_dim_status
DEBY_LOD2_4907205,both_fail,yes,yes,success,success,no,,failure,val3dity_invalid,19.274884,False,failure,val3dity_invalid,53.151087,False,success,success
DEBY_LOD2_4907206,both_fail,yes,yes,success,success,no,,failure,val3dity_invalid,19.485503,False,failure,city3d_reconstruction_failed,550.511278,,success,success
DEBY_LOD2_4907207,both_fail,yes,yes,success,success,no,,failure,val3dity_invalid,21.756012,False,failure,city3d_reconstruction_failed,196.574507,,success,success
DEBY_LOD2_4907208,both_fail,no,no,aoi_edge_excluded,aoi_edge_excluded,no,aoi_edge_centroid_outside_roofer_box,failure,val3dity_invalid,21.944070,False,failure,val3dity_invalid,6.889376,False,failure,failure
DEBY_LOD2_4907505,both_fail,yes,no,success,success,no,,failure,city3d_timeout,19.515719,,failure,val3dity_invalid,33.992601,False,success,success
DEBY_LOD2_4907506,both_fail,yes,yes,validity,success,no,,failure,val3dity_invalid,22.324721,False,failure,city3d_reconstruction_failed,396.350265,,failure,success
DEBY_LOD2_4907507,both_fail,yes,yes,success,success,no,,failure,val3dity_invalid,21.871773,False,failure,city3d_reconstruction_failed,731.359645,,success,success
DEBY_LOD2_4907508,both_fail,yes,no,success,coverage,no,,failure,city3d_timeout,18.421334,,failure,val3dity_invalid,5.347145,False,success,failure
DEBY_LOD2_4907509,both_fail,yes,yes,success,success,no,,failure,val3dity_invalid,19.469482,False,failure,city3d_timeout,70.514451,,success,success
DEBY_LOD2_4907510,both_fail,yes,yes,success,roof_matching_assembly_failure,no,,failure,val3dity_invalid,17.744192,False,failure,city3d_timeout,26.725200,,success,failure
DEBY_LOD2_4907514,both_fail,yes,yes,validity,success,no,,failure,val3dity_invalid,22.987282,False,failure,city3d_reconstruction_failed,762.807295,,failure,success
DEBY_LOD2_4907515,both_fail,yes,yes,success,success,no,,failure,val3dity_invalid,18.333284,False,failure,city3d_reconstruction_failed,625.549035,,success,success
DEBY_LOD2_4907516,both_fail,yes,yes,success,success,no,,failure,val3dity_invalid,20.310446,False,failure,city3d_reconstruction_failed,689.973430,,success,success
DEBY_LOD2_4907517,both_fail,yes,yes,success,success,no,,failure,val3dity_invalid,20.176173,False,failure,city3d_reconstruction_failed,681.938415,,success,success
DEBY_LOD2_4907518,both_fail,yes,yes,success,success,no,,failure,val3dity_invalid,21.174447,False,failure,city3d_reconstruction_failed,644.592534,,success,success
DEBY_LOD2_4907519,both_fail,yes,yes,success,validity,no,,failure,city3d_timeout,18.246820,,failure,city3d_timeout,28.904362,,success,failure
DEBY_LOD2_4907520,both_fail,yes,yes,success,validity,no,,failure,val3dity_invalid,23.113020,False,failure,city3d_reconstruction_failed,606.752958,,success,failure
DEBY_LOD2_4907521,both_fail,yes,yes,success,success,no,,failure,val3dity_invalid,21.746595,False,failure,val3dity_invalid,125.672669,False,success,success
DEBY_LOD2_4908023,both_fail,yes,yes,success,success,no,,failure,val3dity_invalid,20.443552,False,failure,val3dity_invalid,768.869216,False,success,success
DEBY_LOD2_4908024,both_fail,yes,yes,success,success,no,,failure,val3dity_invalid,21.919705,False,failure,val3dity_invalid,991.647439,False,success,success
DEBY_LOD2_4908025,both_fail,yes,yes,success,success,no,,failure,val3dity_invalid,20.018536,False,failure,val3dity_invalid,880.259500,False,success,success
DEBY_LOD2_4908026,both_fail,yes,yes,success,success,no,,failure,val3dity_invalid,19.555268,False,failure,val3dity_invalid,718.598308,False,success,success
DEBY_LOD2_4908027,both_fail,yes,yes,success,success,no,,failure,val3dity_invalid,19.596034,False,failure,val3dity_invalid,677.893079,False,success,success
DEBY_LOD2_4908028,both_fail,yes,yes,success,success,no,,failure,val3dity_invalid,20.060088,False,failure,val3dity_invalid,505.246129,False,success,success
DEBY_LOD2_4908044,both_fail,yes,no,success,coverage,no,,failure,val3dity_invalid,18.184567,False,failure,pointcloud_unusable_no_points,0.000000,,success,failure
DEBY_LOD2_4908045,both_fail,yes,no,success,coverage,no,,failure,val3dity_invalid,16.457736,False,failure,pointcloud_unusable_no_points,0.000000,,success,failure
DEBY_LOD2_4908046,both_fail,yes,no,success,coverage,no,,failure,val3dity_invalid,16.291331,False,failure,val3dity_invalid,0.913465,False,success,failure
DEBY_LOD2_4908048,both_fail,yes,no,success,coverage,no,,failure,val3dity_invalid,10.744807,False,failure,pointcloud_unusable_low_points,0.498395,,success,failure
DEBY_LOD2_4908049,both_fail,yes,no,success,coverage,no,,failure,val3dity_invalid,11.327059,False,failure,pointcloud_unusable_no_points,0.000000,,success,failure
DEBY_LOD2_4908050,both_fail,yes,yes,success,roof_matching_assembly_failure,no,,failure,val3dity_invalid,10.662697,False,failure,val3dity_invalid,0.584778,False,success,failure
DEBY_LOD2_4908051,ALS_only,yes,no,success,coverage,no,,success,success,9.927294,True,failure,pointcloud_unusable_no_points,0.000000,,success,failure
DEBY_LOD2_4908052,both_fail,yes,no,success,coverage,no,,failure,val3dity_invalid,10.859495,False,failure,pointcloud_unusable_no_points,0.000000,,success,failure
