bid,true_type_eval_only,optional_roof_archetype,val3dity_valid,val3dity_errors,h_err,coverage,vol_ratio,hausdorff,chamfer,edge_incidence_ok,n_edges_incident_1,n_edges_incident_gt2,n_surfaces,verdict
1,flat,flat-like,,val3dity_not_found,0.0,0.9898333333333333,1.0000038659404997,0.7374951857220521,0.21130133664758963,True,0,0,11,VAL3DITY_NOT_RUN_GEOMETRY_REVIEW_ONLY
2,flat,flat-like,,val3dity_not_found,0.0,0.9995,1.619646824791353,0.6751662146924392,0.16710963940654155,True,0,0,13,VAL3DITY_NOT_RUN_GEOMETRY_REVIEW_ONLY
8,gable,flat-like,,val3dity_not_found,0.0009999999999994458,0.9883333333333333,1.3921262206331588,0.6725740878616712,0.18542605420999628,True,0,0,17,VAL3DITY_NOT_RUN_GEOMETRY_REVIEW_ONLY
6,hip,hip-like,,val3dity_not_found,3.6069999999999993,0.8828333333333334,0.6303124448579214,3.9261835895536974,0.2858764156724933,True,0,0,27,VAL3DITY_NOT_RUN_GEOMETRY_REVIEW_ONLY
0,tri-slope,gable-like,,val3dity_not_found,0.0,0.902,2.164330455309875,2.3981473685960353,0.26705530663904115,True,0,0,23,VAL3DITY_NOT_RUN_GEOMETRY_REVIEW_ONLY
3,complex,hip-like,,val3dity_not_found,7.305,0.3655,0.9561823560721675,11.478438770006365,1.8713248695037827,True,0,0,25,VAL3DITY_NOT_RUN_GEOMETRY_REVIEW_ONLY
