variant,arm,outcome,outcome_kind,spec,fit_type,n,predictor,coef,se,ci_low,ci_high,status
main,raw_acmp,rf_rmse_lod22,continuous,attributes_only,huber_rlm,23,coverage_frac_reg,-0.164061,0.143212,-0.444756,0.116634,ok
main,raw_acmp,rf_rmse_lod22,continuous,attributes_only,huber_rlm,23,local_plane_rms_m,0.002883,0.100181,-0.193471,0.199237,ok
main,raw_acmp,rf_rmse_lod22,continuous,attributes_only,huber_rlm,23,floater_frac,0.265075,0.099164,0.070713,0.459437,ok
main,raw_acmp,rf_rmse_lod22,continuous,attributes_only,huber_rlm,23,label_proxy_frac_all,0.039139,0.125941,-0.207706,0.285984,ok
main_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,attributes_only,huber_rlm,18,pt_density_m2_reg,0.522127,0.355685,-0.175014,1.219269,ok
main_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,attributes_only,huber_rlm,18,coverage_frac_reg,-0.534678,0.383758,-1.286844,0.217487,ok
main_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,attributes_only,huber_rlm,18,local_plane_rms_m,0.151081,0.227913,-0.295627,0.597790,ok
main_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,attributes_only,huber_rlm,18,floater_frac,0.393419,0.239730,-0.076451,0.863290,ok
main_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,attributes_only,huber_rlm,18,label_proxy_frac_all,-0.047596,0.225478,-0.489534,0.394341,ok
main,raw_acmp,rf_rmse_lod22,continuous,observation_only,huber_rlm,37,median_incidence_deg,0.347171,0.133000,0.086491,0.607852,ok
main,raw_acmp,rf_rmse_lod22,continuous,observation_only,huber_rlm,37,median_pair_angle_deg,0.044996,0.235563,-0.416708,0.506700,ok
main,raw_acmp,rf_rmse_lod22,continuous,observation_only,huber_rlm,37,n_views_nadir,0.071220,0.141913,-0.206929,0.349370,ok
main,raw_acmp,rf_rmse_lod22,continuous,observation_only,huber_rlm,37,recon_score_median,-0.215534,0.263633,-0.732254,0.301186,ok
main_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,observation_only,huber_rlm,36,median_incidence_deg,0.321656,0.130890,0.065111,0.578202,ok
main_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,observation_only,huber_rlm,36,median_pair_angle_deg,0.227211,0.254757,-0.272113,0.726535,ok
main_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,observation_only,huber_rlm,36,n_views_nadir,0.143084,0.144635,-0.140400,0.426568,ok
main_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,observation_only,huber_rlm,36,recon_score_median,-0.433412,0.276652,-0.975650,0.108826,ok
main,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,23,pt_density_m2_reg,0.607211,0.182785,0.248952,0.965470,ok
main,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,23,coverage_frac_reg,-0.209645,0.110031,-0.425305,0.006015,ok
main,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,23,local_plane_rms_m,0.074624,0.090786,-0.103317,0.252564,ok
main,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,23,floater_frac,0.165501,0.095539,-0.021755,0.352757,ok
main,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,23,label_proxy_frac_all,0.123527,0.110601,-0.093251,0.340305,ok
main,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,23,median_incidence_deg,0.259603,0.096104,0.071239,0.447966,ok
main,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,23,median_pair_angle_deg,0.350998,0.168516,0.020708,0.681289,ok
main,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,23,n_views_nadir,-0.101856,0.123489,-0.343895,0.140184,ok
main,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,23,recon_score_median,-0.586341,0.214463,-1.006688,-0.165994,ok
main_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,17,pt_density_m2_reg,0.905852,0.267437,0.381675,1.430028,ok
main_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,17,coverage_frac_reg,0.390285,0.131827,0.131904,0.648665,ok
main_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,17,local_plane_rms_m,0.176690,0.065886,0.047553,0.305827,ok
main_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,17,floater_frac,0.781931,0.093176,0.599307,0.964556,ok
main_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,17,label_proxy_frac_all,-0.111511,0.079277,-0.266893,0.043871,ok
main_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,17,median_incidence_deg,0.400840,0.092285,0.219962,0.581718,ok
main_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,17,median_pair_angle_deg,0.886787,0.184534,0.525100,1.248475,ok
main_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,17,n_views_nadir,-0.062979,0.169353,-0.394911,0.268954,ok
main_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,17,recon_score_median,-1.636621,0.258502,-2.143286,-1.129956,ok
main,raw_acmp,rf_roof_planes,continuous,attributes_only,huber_rlm,26,pt_density_m2_reg,-0.192706,0.182144,-0.549708,0.164295,ok
main,raw_acmp,rf_roof_planes,continuous,attributes_only,huber_rlm,26,coverage_frac_reg,0.069199,0.197646,-0.318187,0.456585,ok
main,raw_acmp,rf_roof_planes,continuous,attributes_only,huber_rlm,26,local_plane_rms_m,0.489904,0.170446,0.155831,0.823977,ok
main,raw_acmp,rf_roof_planes,continuous,attributes_only,huber_rlm,26,floater_frac,-0.134934,0.169024,-0.466221,0.196353,ok
main,raw_acmp,rf_roof_planes,continuous,attributes_only,huber_rlm,26,label_proxy_frac_all,0.017934,0.162854,-0.301261,0.337128,ok
main,raw_acmp,rf_roof_planes,continuous,observation_only,huber_rlm,64,median_incidence_deg,-0.459150,0.107608,-0.670062,-0.248239,ok
main,raw_acmp,rf_roof_planes,continuous,observation_only,huber_rlm,64,median_pair_angle_deg,0.262013,0.152635,-0.037152,0.561178,ok
main,raw_acmp,rf_roof_planes,continuous,observation_only,huber_rlm,64,n_views_nadir,0.000620,0.125454,-0.245270,0.246509,ok
main,raw_acmp,rf_roof_planes,continuous,observation_only,huber_rlm,64,recon_score_median,-0.186508,0.170817,-0.521309,0.148294,ok
main_cook_excluded,raw_acmp,rf_roof_planes,continuous,observation_only,huber_rlm,59,median_incidence_deg,-0.517630,0.121080,-0.754947,-0.280314,ok
main_cook_excluded,raw_acmp,rf_roof_planes,continuous,observation_only,huber_rlm,59,median_pair_angle_deg,0.238701,0.173027,-0.100432,0.577834,ok
main_cook_excluded,raw_acmp,rf_roof_planes,continuous,observation_only,huber_rlm,59,n_views_nadir,0.121964,0.111303,-0.096190,0.340118,ok
main_cook_excluded,raw_acmp,rf_roof_planes,continuous,observation_only,huber_rlm,59,recon_score_median,-0.183441,0.164718,-0.506288,0.139406,ok
main,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,26,pt_density_m2_reg,-0.358688,0.500845,-1.340345,0.622968,ok
main,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,26,coverage_frac_reg,0.105986,0.250695,-0.385376,0.597349,ok
main,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,26,local_plane_rms_m,0.462963,0.260403,-0.047427,0.973353,ok
main,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,26,floater_frac,-0.176074,0.246688,-0.659583,0.307435,ok
main,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,26,label_proxy_frac_all,0.002694,0.201779,-0.392792,0.398181,ok
main,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,26,median_incidence_deg,-0.311821,0.249860,-0.801546,0.177904,ok
main,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,26,median_pair_angle_deg,0.483135,0.464258,-0.426811,1.393081,ok
main,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,26,n_views_nadir,0.225876,0.418289,-0.593971,1.045722,ok
main,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,26,recon_score_median,-0.249869,0.601042,-1.427912,0.928174,ok
main_cook_excluded,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,24,pt_density_m2_reg,0.065804,0.357230,-0.634366,0.765974,ok
main_cook_excluded,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,24,coverage_frac_reg,0.022580,0.217010,-0.402759,0.447920,ok
main_cook_excluded,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,24,local_plane_rms_m,0.288588,0.234393,-0.170822,0.747998,ok
main_cook_excluded,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,24,floater_frac,-0.013608,0.215184,-0.435369,0.408153,ok
main_cook_excluded,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,24,label_proxy_frac_all,-0.174134,0.158137,-0.484083,0.135815,ok
main_cook_excluded,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,24,median_incidence_deg,-0.521680,0.212955,-0.939072,-0.104289,ok
main_cook_excluded,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,24,median_pair_angle_deg,0.619841,0.382645,-0.130144,1.369825,ok
main_cook_excluded,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,24,n_views_nadir,0.301391,0.236368,-0.161890,0.764672,ok
main_cook_excluded,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,24,recon_score_median,-0.617524,0.466447,-1.531760,0.296712,ok
robust_exclusion,raw_dense,assembled,binary,attributes_only,logistic,141,pt_density_m2_reg,8.555741,4.663687,-0.585086,17.696568,ok
robust_exclusion,raw_dense,assembled,binary,attributes_only,logistic,141,coverage_frac_reg,-0.423431,0.530270,-1.462761,0.615898,ok
robust_exclusion,raw_dense,assembled,binary,attributes_only,logistic,141,local_plane_rms_m,0.150687,0.261654,-0.362154,0.663528,ok
robust_exclusion,raw_dense,assembled,binary,attributes_only,logistic,141,floater_frac,-0.059058,0.219798,-0.489861,0.371746,ok
robust_exclusion,raw_dense,assembled,binary,attributes_only,logistic,141,label_proxy_frac_all,-0.793424,0.259311,-1.301674,-0.285174,ok
robust_exclusion_cook_excluded,raw_dense,assembled,binary,attributes_only,logistic,130,pt_density_m2_reg,11.256429,8.466419,-5.337752,27.850610,ok
robust_exclusion_cook_excluded,raw_dense,assembled,binary,attributes_only,logistic,130,coverage_frac_reg,-0.000486,0.808927,-1.585984,1.585012,ok
robust_exclusion_cook_excluded,raw_dense,assembled,binary,attributes_only,logistic,130,local_plane_rms_m,0.310636,0.362522,-0.399907,1.021179,ok
robust_exclusion_cook_excluded,raw_dense,assembled,binary,attributes_only,logistic,130,floater_frac,0.436674,0.695148,-0.925816,1.799165,ok
robust_exclusion_cook_excluded,raw_dense,assembled,binary,attributes_only,logistic,130,label_proxy_frac_all,-1.549761,0.462501,-2.456263,-0.643259,ok
robust_exclusion,raw_dense,assembled,binary,observation_only,logistic,196,median_incidence_deg,-1.037686,0.256963,-1.541334,-0.534039,ok
robust_exclusion,raw_dense,assembled,binary,observation_only,logistic,196,median_pair_angle_deg,1.409321,0.347650,0.727928,2.090715,ok
robust_exclusion,raw_dense,assembled,binary,observation_only,logistic,196,n_views_nadir,1.340354,0.460043,0.438669,2.242039,ok
robust_exclusion,raw_dense,assembled,binary,observation_only,logistic,196,recon_score_median,-0.192693,0.384258,-0.945838,0.560452,ok
robust_exclusion_cook_excluded,raw_dense,assembled,binary,observation_only,logistic,188,median_incidence_deg,-1.442633,0.336043,-2.101276,-0.783990,ok
robust_exclusion_cook_excluded,raw_dense,assembled,binary,observation_only,logistic,188,median_pair_angle_deg,1.509441,0.424507,0.677407,2.341475,ok
robust_exclusion_cook_excluded,raw_dense,assembled,binary,observation_only,logistic,188,n_views_nadir,1.984158,0.732217,0.549012,3.419303,ok
robust_exclusion_cook_excluded,raw_dense,assembled,binary,observation_only,logistic,188,recon_score_median,-0.026027,0.442121,-0.892585,0.840530,ok
robust_exclusion,raw_dense,assembled,binary,attributes_plus_observation,logistic,141,pt_density_m2_reg,9.087986,6.170317,-3.005835,21.181807,ok
robust_exclusion,raw_dense,assembled,binary,attributes_plus_observation,logistic,141,coverage_frac_reg,-0.833525,0.668216,-2.143229,0.476179,ok
robust_exclusion,raw_dense,assembled,binary,attributes_plus_observation,logistic,141,local_plane_rms_m,0.540914,0.350087,-0.145257,1.227084,ok
robust_exclusion,raw_dense,assembled,binary,attributes_plus_observation,logistic,141,floater_frac,-0.078744,0.270725,-0.609364,0.451877,ok
robust_exclusion,raw_dense,assembled,binary,attributes_plus_observation,logistic,141,label_proxy_frac_all,-0.949100,0.302404,-1.541811,-0.356389,ok
robust_exclusion,raw_dense,assembled,binary,attributes_plus_observation,logistic,141,median_incidence_deg,-1.051047,0.414701,-1.863861,-0.238234,ok
robust_exclusion,raw_dense,assembled,binary,attributes_plus_observation,logistic,141,median_pair_angle_deg,1.471647,0.658652,0.180689,2.762604,ok
robust_exclusion,raw_dense,assembled,binary,attributes_plus_observation,logistic,141,n_views_nadir,-0.133318,0.711592,-1.528038,1.261402,ok
robust_exclusion,raw_dense,assembled,binary,attributes_plus_observation,logistic,141,recon_score_median,-0.208234,0.666574,-1.514719,1.098250,ok
robust_exclusion_cook_excluded,raw_dense,assembled,binary,attributes_plus_observation,logistic,126,pt_density_m2_reg,49.562817,31.140045,-11.471672,110.597305,ok
robust_exclusion_cook_excluded,raw_dense,assembled,binary,attributes_plus_observation,logistic,126,coverage_frac_reg,-8.073064,4.811259,-17.503132,1.357004,ok
robust_exclusion_cook_excluded,raw_dense,assembled,binary,attributes_plus_observation,logistic,126,local_plane_rms_m,5.312821,3.444556,-1.438508,12.064150,ok
robust_exclusion_cook_excluded,raw_dense,assembled,binary,attributes_plus_observation,logistic,126,floater_frac,-1.986623,2.015072,-5.936164,1.962917,ok
robust_exclusion_cook_excluded,raw_dense,assembled,binary,attributes_plus_observation,logistic,126,label_proxy_frac_all,-8.604591,4.847345,-18.105387,0.896205,ok
robust_exclusion_cook_excluded,raw_dense,assembled,binary,attributes_plus_observation,logistic,126,median_incidence_deg,-12.007624,6.930169,-25.590755,1.575507,ok
robust_exclusion_cook_excluded,raw_dense,assembled,binary,attributes_plus_observation,logistic,126,median_pair_angle_deg,19.479618,11.508153,-3.076361,42.035598,ok
robust_exclusion_cook_excluded,raw_dense,assembled,binary,attributes_plus_observation,logistic,126,n_views_nadir,-1.395405,6.361447,-13.863840,11.073031,ok
robust_exclusion_cook_excluded,raw_dense,assembled,binary,attributes_plus_observation,logistic,126,recon_score_median,-3.682822,3.665645,-10.867486,3.501843,ok
robust_exclusion,raw_dense,val3dity_valid,binary,attributes_only,logistic,130,pt_density_m2_reg,0.041102,0.377795,-0.699376,0.781580,ok
robust_exclusion,raw_dense,val3dity_valid,binary,attributes_only,logistic,130,coverage_frac_reg,-0.431664,0.428166,-1.270869,0.407540,ok
robust_exclusion,raw_dense,val3dity_valid,binary,attributes_only,logistic,130,local_plane_rms_m,-0.571477,0.330970,-1.220178,0.077223,ok
robust_exclusion,raw_dense,val3dity_valid,binary,attributes_only,logistic,130,floater_frac,-0.326476,0.246254,-0.809134,0.156181,ok
robust_exclusion,raw_dense,val3dity_valid,binary,attributes_only,logistic,130,label_proxy_frac_all,-0.200925,0.390064,-0.965449,0.563600,ok
robust_exclusion_cook_excluded,raw_dense,val3dity_valid,binary,attributes_only,logistic,119,pt_density_m2_reg,0.687259,0.848566,-0.975930,2.350447,max_iter
robust_exclusion_cook_excluded,raw_dense,val3dity_valid,binary,attributes_only,logistic,119,coverage_frac_reg,-2.331861,3.898231,-9.972393,5.308672,max_iter
robust_exclusion_cook_excluded,raw_dense,val3dity_valid,binary,attributes_only,logistic,119,local_plane_rms_m,-0.938223,0.817174,-2.539885,0.663439,max_iter
robust_exclusion_cook_excluded,raw_dense,val3dity_valid,binary,attributes_only,logistic,119,floater_frac,0.400648,1.107411,-1.769878,2.571174,max_iter
robust_exclusion_cook_excluded,raw_dense,val3dity_valid,binary,attributes_only,logistic,119,label_proxy_frac_all,324.382729,828.389778,-1299.261235,1948.026693,max_iter
robust_exclusion,raw_dense,val3dity_valid,binary,observation_only,logistic,176,median_incidence_deg,0.091389,0.322482,-0.540675,0.723452,ok
robust_exclusion,raw_dense,val3dity_valid,binary,observation_only,logistic,176,median_pair_angle_deg,-0.428369,0.396998,-1.206485,0.349746,ok
robust_exclusion,raw_dense,val3dity_valid,binary,observation_only,logistic,176,n_views_nadir,0.079162,0.445545,-0.794107,0.952430,ok
robust_exclusion,raw_dense,val3dity_valid,binary,observation_only,logistic,176,recon_score_median,-0.436206,0.538909,-1.492469,0.620056,ok
robust_exclusion_cook_excluded,raw_dense,val3dity_valid,binary,observation_only,logistic,167,median_incidence_deg,-0.071490,0.619445,-1.285603,1.142623,ok
robust_exclusion_cook_excluded,raw_dense,val3dity_valid,binary,observation_only,logistic,167,median_pair_angle_deg,-1.926512,1.565507,-4.994907,1.141882,ok
robust_exclusion_cook_excluded,raw_dense,val3dity_valid,binary,observation_only,logistic,167,n_views_nadir,0.358778,0.928391,-1.460869,2.178424,ok
robust_exclusion_cook_excluded,raw_dense,val3dity_valid,binary,observation_only,logistic,167,recon_score_median,-2.125176,1.884733,-5.819252,1.568901,ok
robust_exclusion,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,130,pt_density_m2_reg,0.000698,0.436166,-0.854186,0.855583,ok
robust_exclusion,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,130,coverage_frac_reg,-0.523284,0.609360,-1.717629,0.671061,ok
robust_exclusion,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,130,local_plane_rms_m,-0.654256,0.353288,-1.346700,0.038189,ok
robust_exclusion,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,130,floater_frac,-0.321761,0.278404,-0.867432,0.223910,ok
robust_exclusion,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,130,label_proxy_frac_all,-0.183264,0.402617,-0.972393,0.605865,ok
robust_exclusion,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,130,median_incidence_deg,0.002346,0.436311,-0.852823,0.857515,ok
robust_exclusion,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,130,median_pair_angle_deg,-0.103291,0.445017,-0.975525,0.768944,ok
robust_exclusion,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,130,n_views_nadir,0.447437,0.601131,-0.730781,1.625654,ok
robust_exclusion,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,130,recon_score_median,-0.182467,0.591373,-1.341558,0.976623,ok
robust_exclusion_cook_excluded,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,120,pt_density_m2_reg,1.391347,2.025511,-2.578654,5.361348,max_iter
robust_exclusion_cook_excluded,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,120,coverage_frac_reg,0.364001,3.459018,-6.415674,7.143676,max_iter
robust_exclusion_cook_excluded,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,120,local_plane_rms_m,-2.417920,1.364388,-5.092121,0.256281,max_iter
robust_exclusion_cook_excluded,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,120,floater_frac,-0.653419,0.689335,-2.004515,0.697677,max_iter
robust_exclusion_cook_excluded,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,120,label_proxy_frac_all,257.097853,826.609841,-1363.057435,1877.253141,max_iter
robust_exclusion_cook_excluded,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,120,median_incidence_deg,0.750355,1.455224,-2.101884,3.602594,max_iter
robust_exclusion_cook_excluded,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,120,median_pair_angle_deg,-3.410542,4.021586,-11.292851,4.471767,max_iter
robust_exclusion_cook_excluded,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,120,n_views_nadir,1.057566,3.493539,-5.789770,7.904903,max_iter
robust_exclusion_cook_excluded,raw_dense,val3dity_valid,binary,attributes_plus_observation,logistic,120,recon_score_median,-1.239477,4.338540,-9.743016,7.264062,max_iter
robust_exclusion,raw_dense,rf_rmse_lod22,continuous,attributes_only,huber_rlm,128,pt_density_m2_reg,0.164877,0.056460,0.054215,0.275538,ok
robust_exclusion,raw_dense,rf_rmse_lod22,continuous,attributes_only,huber_rlm,128,coverage_frac_reg,-0.039119,0.058777,-0.154322,0.076084,ok
robust_exclusion,raw_dense,rf_rmse_lod22,continuous,attributes_only,huber_rlm,128,local_plane_rms_m,0.161719,0.052125,0.059553,0.263884,ok
robust_exclusion,raw_dense,rf_rmse_lod22,continuous,attributes_only,huber_rlm,128,floater_frac,0.000666,0.051445,-0.100166,0.101499,ok
robust_exclusion,raw_dense,rf_rmse_lod22,continuous,attributes_only,huber_rlm,128,label_proxy_frac_all,-0.054422,0.054050,-0.160361,0.051516,ok
robust_exclusion_cook_excluded,raw_dense,rf_rmse_lod22,continuous,attributes_only,huber_rlm,118,pt_density_m2_reg,0.357469,0.083903,0.193020,0.521918,ok
robust_exclusion_cook_excluded,raw_dense,rf_rmse_lod22,continuous,attributes_only,huber_rlm,118,coverage_frac_reg,-0.044210,0.083981,-0.208812,0.120392,ok
robust_exclusion_cook_excluded,raw_dense,rf_rmse_lod22,continuous,attributes_only,huber_rlm,118,local_plane_rms_m,0.315903,0.080646,0.157836,0.473969,ok
robust_exclusion_cook_excluded,raw_dense,rf_rmse_lod22,continuous,attributes_only,huber_rlm,118,floater_frac,-0.016697,0.070186,-0.154263,0.120868,ok
robust_exclusion_cook_excluded,raw_dense,rf_rmse_lod22,continuous,attributes_only,huber_rlm,118,label_proxy_frac_all,-0.171616,0.077737,-0.323979,-0.019252,ok
robust_exclusion,raw_dense,rf_rmse_lod22,continuous,observation_only,huber_rlm,128,median_incidence_deg,0.002072,0.053279,-0.102356,0.106499,ok
robust_exclusion,raw_dense,rf_rmse_lod22,continuous,observation_only,huber_rlm,128,median_pair_angle_deg,0.099457,0.054741,-0.007835,0.206750,ok
robust_exclusion,raw_dense,rf_rmse_lod22,continuous,observation_only,huber_rlm,128,n_views_nadir,0.254122,0.077177,0.102855,0.405389,ok
robust_exclusion,raw_dense,rf_rmse_lod22,continuous,observation_only,huber_rlm,128,recon_score_median,-0.198007,0.077999,-0.350885,-0.045129,ok
robust_exclusion_cook_excluded,raw_dense,rf_rmse_lod22,continuous,observation_only,huber_rlm,123,median_incidence_deg,-0.047411,0.082308,-0.208734,0.113912,ok
robust_exclusion_cook_excluded,raw_dense,rf_rmse_lod22,continuous,observation_only,huber_rlm,123,median_pair_angle_deg,0.238244,0.085725,0.070224,0.406265,ok
robust_exclusion_cook_excluded,raw_dense,rf_rmse_lod22,continuous,observation_only,huber_rlm,123,n_views_nadir,0.484117,0.118491,0.251874,0.716360,ok
robust_exclusion_cook_excluded,raw_dense,rf_rmse_lod22,continuous,observation_only,huber_rlm,123,recon_score_median,-0.380177,0.119290,-0.613986,-0.146369,ok
robust_exclusion,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,128,pt_density_m2_reg,0.208627,0.063348,0.084464,0.332789,ok
robust_exclusion,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,128,coverage_frac_reg,-0.089462,0.069656,-0.225987,0.047063,ok
robust_exclusion,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,128,local_plane_rms_m,0.179610,0.051550,0.078572,0.280648,ok
robust_exclusion,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,128,floater_frac,0.014813,0.052710,-0.088499,0.118125,ok
robust_exclusion,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,128,label_proxy_frac_all,-0.030998,0.053824,-0.136493,0.074498,ok
robust_exclusion,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,128,median_incidence_deg,0.094052,0.057524,-0.018695,0.206799,ok
robust_exclusion,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,128,median_pair_angle_deg,0.083446,0.059646,-0.033460,0.200353,ok
robust_exclusion,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,128,n_views_nadir,0.123285,0.079052,-0.031657,0.278228,ok
robust_exclusion,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,128,recon_score_median,-0.180025,0.074829,-0.326690,-0.033361,ok
robust_exclusion_cook_excluded,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,119,pt_density_m2_reg,0.394904,0.095395,0.207929,0.581878,ok
robust_exclusion_cook_excluded,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,119,coverage_frac_reg,-0.103412,0.099218,-0.297879,0.091055,ok
robust_exclusion_cook_excluded,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,119,local_plane_rms_m,0.342222,0.077970,0.189400,0.495043,ok
robust_exclusion_cook_excluded,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,119,floater_frac,0.093238,0.074141,-0.052078,0.238554,ok
robust_exclusion_cook_excluded,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,119,label_proxy_frac_all,-0.057593,0.080840,-0.216039,0.100853,ok
robust_exclusion_cook_excluded,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,119,median_incidence_deg,0.132473,0.085536,-0.035178,0.300123,ok
robust_exclusion_cook_excluded,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,119,median_pair_angle_deg,0.147274,0.087857,-0.024926,0.319473,ok
robust_exclusion_cook_excluded,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,119,n_views_nadir,0.283225,0.119565,0.048878,0.517572,ok
robust_exclusion_cook_excluded,raw_dense,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,119,recon_score_median,-0.413573,0.111349,-0.631818,-0.195329,ok
robust_exclusion,raw_dense,rf_roof_planes,continuous,attributes_only,huber_rlm,130,pt_density_m2_reg,0.038413,0.050881,-0.061313,0.138139,ok
robust_exclusion,raw_dense,rf_roof_planes,continuous,attributes_only,huber_rlm,130,coverage_frac_reg,0.104856,0.046736,0.013253,0.196459,ok
robust_exclusion,raw_dense,rf_roof_planes,continuous,attributes_only,huber_rlm,130,local_plane_rms_m,0.065639,0.041603,-0.015902,0.147181,ok
robust_exclusion,raw_dense,rf_roof_planes,continuous,attributes_only,huber_rlm,130,floater_frac,-0.050204,0.038744,-0.126143,0.025735,ok
robust_exclusion,raw_dense,rf_roof_planes,continuous,attributes_only,huber_rlm,130,label_proxy_frac_all,-0.041241,0.041861,-0.123289,0.040807,ok
robust_exclusion_cook_excluded,raw_dense,rf_roof_planes,continuous,attributes_only,huber_rlm,123,pt_density_m2_reg,-0.000797,0.068270,-0.134607,0.133012,ok
