variant,arm,outcome,outcome_kind,spec,fit_type,n,predictor,coef,se,ci_low,ci_high,status
robust_exclusion,raw_lidar,rf_roof_planes,continuous,attributes_only,huber_rlm,175,floater_frac,-0.123488,0.044353,-0.210419,-0.036556,ok
robust_exclusion,raw_lidar,rf_roof_planes,continuous,attributes_only,huber_rlm,175,label_proxy_frac_all,0.082537,0.045378,-0.006403,0.171477,ok
robust_exclusion_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_only,huber_rlm,164,pt_density_m2_reg,-0.006737,0.065497,-0.135112,0.121637,ok
robust_exclusion_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_only,huber_rlm,164,coverage_frac_reg,0.056931,0.061003,-0.062636,0.176497,ok
robust_exclusion_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_only,huber_rlm,164,local_plane_rms_m,0.172380,0.064951,0.045076,0.299685,ok
robust_exclusion_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_only,huber_rlm,164,floater_frac,-0.101859,0.062662,-0.224677,0.020958,ok
robust_exclusion_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_only,huber_rlm,164,label_proxy_frac_all,0.113184,0.059519,-0.003474,0.229841,ok
robust_exclusion,raw_lidar,rf_roof_planes,continuous,observation_only,huber_rlm,175,median_incidence_deg,-0.171406,0.041844,-0.253419,-0.089392,ok
robust_exclusion,raw_lidar,rf_roof_planes,continuous,observation_only,huber_rlm,175,median_pair_angle_deg,0.176240,0.050597,0.077070,0.275410,ok
robust_exclusion,raw_lidar,rf_roof_planes,continuous,observation_only,huber_rlm,175,n_views_nadir,0.105789,0.061985,-0.015700,0.227279,ok
robust_exclusion,raw_lidar,rf_roof_planes,continuous,observation_only,huber_rlm,175,recon_score_median,-0.253548,0.067419,-0.385689,-0.121408,ok
robust_exclusion_cook_excluded,raw_lidar,rf_roof_planes,continuous,observation_only,huber_rlm,166,median_incidence_deg,-0.317829,0.060192,-0.435805,-0.199853,ok
robust_exclusion_cook_excluded,raw_lidar,rf_roof_planes,continuous,observation_only,huber_rlm,166,median_pair_angle_deg,0.303292,0.072914,0.160381,0.446204,ok
robust_exclusion_cook_excluded,raw_lidar,rf_roof_planes,continuous,observation_only,huber_rlm,166,n_views_nadir,0.169611,0.087942,-0.002755,0.341978,ok
robust_exclusion_cook_excluded,raw_lidar,rf_roof_planes,continuous,observation_only,huber_rlm,166,recon_score_median,-0.463491,0.095871,-0.651398,-0.275584,ok
robust_exclusion,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,175,pt_density_m2_reg,-0.009138,0.047711,-0.102652,0.084376,ok
robust_exclusion,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,175,coverage_frac_reg,-0.223581,0.040373,-0.302712,-0.144449,ok
robust_exclusion,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,175,local_plane_rms_m,0.090734,0.044935,0.002662,0.178806,ok
robust_exclusion,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,175,floater_frac,-0.084685,0.043483,-0.169911,0.000541,ok
robust_exclusion,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,175,label_proxy_frac_all,0.084590,0.044163,-0.001971,0.171150,ok
robust_exclusion,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,175,median_incidence_deg,-0.160355,0.045491,-0.249518,-0.071193,ok
robust_exclusion,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,175,median_pair_angle_deg,0.163310,0.053042,0.059347,0.267272,ok
robust_exclusion,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,175,n_views_nadir,0.083454,0.064103,-0.042188,0.209095,ok
robust_exclusion,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,175,recon_score_median,-0.228215,0.070201,-0.365810,-0.090621,ok
robust_exclusion_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,162,pt_density_m2_reg,-0.065406,0.067398,-0.197506,0.066693,ok
robust_exclusion_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,162,coverage_frac_reg,0.066504,0.057942,-0.047063,0.180071,ok
robust_exclusion_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,162,local_plane_rms_m,0.151391,0.062145,0.029587,0.273196,ok
robust_exclusion_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,162,floater_frac,-0.026668,0.062247,-0.148673,0.095336,ok
robust_exclusion_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,162,label_proxy_frac_all,0.156936,0.056715,0.045774,0.268097,ok
robust_exclusion_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,162,median_incidence_deg,-0.332151,0.064491,-0.458554,-0.205748,ok
robust_exclusion_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,162,median_pair_angle_deg,0.273838,0.073628,0.129528,0.418148,ok
robust_exclusion_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,162,n_views_nadir,0.131188,0.085497,-0.036387,0.298763,ok
robust_exclusion_cook_excluded,raw_lidar,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,162,recon_score_median,-0.384194,0.094683,-0.569774,-0.198615,ok
robust_exclusion,raw_acmp,assembled,binary,attributes_only,logistic,25,pt_density_m2_reg,3.524260,2.563733,-1.500656,8.549176,ok
robust_exclusion,raw_acmp,assembled,binary,attributes_only,logistic,25,coverage_frac_reg,-3.057380,1.744041,-6.475701,0.360941,ok
robust_exclusion,raw_acmp,assembled,binary,attributes_only,logistic,25,local_plane_rms_m,0.844453,0.967777,-1.052389,2.741296,ok
robust_exclusion,raw_acmp,assembled,binary,attributes_only,logistic,25,floater_frac,10.062543,6.767276,-3.201318,23.326404,ok
robust_exclusion,raw_acmp,assembled,binary,attributes_only,logistic,25,label_proxy_frac_all,-0.747604,0.723192,-2.165060,0.669852,ok
robust_exclusion_cook_excluded,raw_acmp,assembled,binary,attributes_only,logistic,18,pt_density_m2_reg,53.915832,3499.040542,-6804.203630,6912.035294,max_iter
robust_exclusion_cook_excluded,raw_acmp,assembled,binary,attributes_only,logistic,18,coverage_frac_reg,-37.640703,3344.918145,-6593.680266,6518.398861,max_iter
robust_exclusion_cook_excluded,raw_acmp,assembled,binary,attributes_only,logistic,18,local_plane_rms_m,13.323726,2867.994669,-5607.945825,5634.593277,max_iter
robust_exclusion_cook_excluded,raw_acmp,assembled,binary,attributes_only,logistic,18,floater_frac,27.406166,2891.771194,-5640.465374,5695.277706,max_iter
robust_exclusion_cook_excluded,raw_acmp,assembled,binary,attributes_only,logistic,18,label_proxy_frac_all,-0.242002,2586.187858,-5069.170204,5068.686200,max_iter
robust_exclusion,raw_acmp,assembled,binary,observation_only,logistic,63,median_incidence_deg,0.197922,0.355269,-0.498405,0.894250,ok
robust_exclusion,raw_acmp,assembled,binary,observation_only,logistic,63,median_pair_angle_deg,0.541757,0.498843,-0.435975,1.519490,ok
robust_exclusion,raw_acmp,assembled,binary,observation_only,logistic,63,n_views_nadir,1.318213,0.890645,-0.427451,3.063878,ok
robust_exclusion,raw_acmp,assembled,binary,observation_only,logistic,63,recon_score_median,-0.485624,0.523533,-1.511748,0.540500,ok
robust_exclusion_cook_excluded,raw_acmp,assembled,binary,observation_only,logistic,60,median_incidence_deg,0.296978,0.393691,-0.474656,1.068612,ok
robust_exclusion_cook_excluded,raw_acmp,assembled,binary,observation_only,logistic,60,median_pair_angle_deg,0.974510,0.593787,-0.189312,2.138333,ok
robust_exclusion_cook_excluded,raw_acmp,assembled,binary,observation_only,logistic,60,n_views_nadir,2.438469,1.723088,-0.938784,5.815723,ok
robust_exclusion_cook_excluded,raw_acmp,assembled,binary,observation_only,logistic,60,recon_score_median,-0.931932,0.614258,-2.135877,0.272013,ok
robust_exclusion,raw_acmp,assembled,binary,attributes_plus_observation,logistic,25,pt_density_m2_reg,204.223984,2850.465122,-5382.687655,5791.135623,max_iter
robust_exclusion,raw_acmp,assembled,binary,attributes_plus_observation,logistic,25,coverage_frac_reg,-74.616361,1984.514207,-3964.264208,3815.031485,max_iter
robust_exclusion,raw_acmp,assembled,binary,attributes_plus_observation,logistic,25,local_plane_rms_m,28.397981,2051.757127,-3993.045988,4049.841951,max_iter
robust_exclusion,raw_acmp,assembled,binary,attributes_plus_observation,logistic,25,floater_frac,283.783198,2495.834970,-4608.053344,5175.619740,max_iter
robust_exclusion,raw_acmp,assembled,binary,attributes_plus_observation,logistic,25,label_proxy_frac_all,5.910235,1504.251461,-2942.422628,2954.243099,max_iter
robust_exclusion,raw_acmp,assembled,binary,attributes_plus_observation,logistic,25,median_incidence_deg,58.077588,1689.067699,-3252.495101,3368.650278,max_iter
robust_exclusion,raw_acmp,assembled,binary,attributes_plus_observation,logistic,25,median_pair_angle_deg,70.706507,3414.911260,-6622.519564,6763.932577,max_iter
robust_exclusion,raw_acmp,assembled,binary,attributes_plus_observation,logistic,25,n_views_nadir,129.064311,2295.394412,-4369.908736,4628.037358,max_iter
robust_exclusion,raw_acmp,assembled,binary,attributes_plus_observation,logistic,25,recon_score_median,-181.189591,4160.292700,-8335.363284,7972.984101,max_iter
robust_exclusion,raw_acmp,val3dity_valid,binary,attributes_only,logistic,25,pt_density_m2_reg,3.009127,2.346405,-1.589827,7.608082,ok
robust_exclusion,raw_acmp,val3dity_valid,binary,attributes_only,logistic,25,coverage_frac_reg,-2.720602,1.693038,-6.038956,0.597752,ok
robust_exclusion,raw_acmp,val3dity_valid,binary,attributes_only,logistic,25,local_plane_rms_m,1.278872,1.060681,-0.800063,3.357807,ok
robust_exclusion,raw_acmp,val3dity_valid,binary,attributes_only,logistic,25,floater_frac,7.551450,6.891145,-5.955194,21.058094,ok
robust_exclusion,raw_acmp,val3dity_valid,binary,attributes_only,logistic,25,label_proxy_frac_all,-2.212511,1.960619,-6.055323,1.630302,ok
robust_exclusion_cook_excluded,raw_acmp,val3dity_valid,binary,attributes_only,logistic,20,pt_density_m2_reg,51.072328,3170.401704,-6162.915012,6265.059668,max_iter
robust_exclusion_cook_excluded,raw_acmp,val3dity_valid,binary,attributes_only,logistic,20,coverage_frac_reg,-39.717018,3409.846977,-6723.017093,6643.583057,max_iter
robust_exclusion_cook_excluded,raw_acmp,val3dity_valid,binary,attributes_only,logistic,20,local_plane_rms_m,16.811724,2628.627065,-5135.297322,5168.920771,max_iter
robust_exclusion_cook_excluded,raw_acmp,val3dity_valid,binary,attributes_only,logistic,20,floater_frac,23.308837,2677.635856,-5224.857441,5271.475115,max_iter
robust_exclusion_cook_excluded,raw_acmp,val3dity_valid,binary,attributes_only,logistic,20,label_proxy_frac_all,-10.734576,2678.630079,-5260.849531,5239.380380,max_iter
robust_exclusion,raw_acmp,val3dity_valid,binary,observation_only,logistic,63,median_incidence_deg,0.237631,0.378967,-0.505143,0.980406,ok
robust_exclusion,raw_acmp,val3dity_valid,binary,observation_only,logistic,63,median_pair_angle_deg,0.626468,0.515906,-0.384708,1.637644,ok
robust_exclusion,raw_acmp,val3dity_valid,binary,observation_only,logistic,63,n_views_nadir,1.367206,0.903440,-0.403535,3.137948,ok
robust_exclusion,raw_acmp,val3dity_valid,binary,observation_only,logistic,63,recon_score_median,-0.470248,0.539268,-1.527213,0.586717,ok
robust_exclusion_cook_excluded,raw_acmp,val3dity_valid,binary,observation_only,logistic,59,median_incidence_deg,0.227644,0.447770,-0.649985,1.105273,ok
robust_exclusion_cook_excluded,raw_acmp,val3dity_valid,binary,observation_only,logistic,59,median_pair_angle_deg,1.141851,0.631131,-0.095165,2.378868,ok
robust_exclusion_cook_excluded,raw_acmp,val3dity_valid,binary,observation_only,logistic,59,n_views_nadir,2.246802,1.683813,-1.053472,5.547076,ok
robust_exclusion_cook_excluded,raw_acmp,val3dity_valid,binary,observation_only,logistic,59,recon_score_median,-0.757862,0.645789,-2.023609,0.507886,ok
robust_exclusion,raw_acmp,val3dity_valid,binary,attributes_plus_observation,logistic,25,pt_density_m2_reg,25478736.885458,5331.125442,25468287.879592,25489185.891325,max_iter
robust_exclusion,raw_acmp,val3dity_valid,binary,attributes_plus_observation,logistic,25,coverage_frac_reg,6951247.574691,3535.830991,6944317.345949,6958177.803434,max_iter
robust_exclusion,raw_acmp,val3dity_valid,binary,attributes_plus_observation,logistic,25,local_plane_rms_m,12597992.580995,3204.634294,12591711.497779,12604273.664211,max_iter
robust_exclusion,raw_acmp,val3dity_valid,binary,attributes_plus_observation,logistic,25,floater_frac,16640387.767415,3099.248234,16634313.240877,16646462.293954,max_iter
robust_exclusion,raw_acmp,val3dity_valid,binary,attributes_plus_observation,logistic,25,label_proxy_frac_all,-15770292.137565,2489.818254,-15775172.181344,-15765412.093786,max_iter
robust_exclusion,raw_acmp,val3dity_valid,binary,attributes_plus_observation,logistic,25,median_incidence_deg,13587931.305879,3013.428312,13582024.986387,13593837.625372,max_iter
robust_exclusion,raw_acmp,val3dity_valid,binary,attributes_plus_observation,logistic,25,median_pair_angle_deg,54158632.236824,5716.483755,54147427.928664,54169836.544984,max_iter
robust_exclusion,raw_acmp,val3dity_valid,binary,attributes_plus_observation,logistic,25,n_views_nadir,61570121.085366,3475.537121,61563309.032609,61576933.138124,max_iter
robust_exclusion,raw_acmp,val3dity_valid,binary,attributes_plus_observation,logistic,25,recon_score_median,-64023384.594828,6851.162660,-64036812.873642,-64009956.316014,max_iter
robust_exclusion_cook_excluded,raw_acmp,val3dity_valid,binary,attributes_plus_observation,logistic,23,pt_density_m2_reg,-10.253414,6613.439375,-12972.594588,12952.087760,max_iter
robust_exclusion_cook_excluded,raw_acmp,val3dity_valid,binary,attributes_plus_observation,logistic,23,coverage_frac_reg,31.891670,4800.387243,-9376.867327,9440.650667,max_iter
robust_exclusion_cook_excluded,raw_acmp,val3dity_valid,binary,attributes_plus_observation,logistic,23,local_plane_rms_m,18.086240,3159.028948,-6173.610499,6209.782979,max_iter
robust_exclusion_cook_excluded,raw_acmp,val3dity_valid,binary,attributes_plus_observation,logistic,23,floater_frac,13.225655,3178.013117,-6215.680054,6242.131363,max_iter
robust_exclusion_cook_excluded,raw_acmp,val3dity_valid,binary,attributes_plus_observation,logistic,23,label_proxy_frac_all,14.895559,2931.159324,-5730.176716,5759.967834,max_iter
robust_exclusion_cook_excluded,raw_acmp,val3dity_valid,binary,attributes_plus_observation,logistic,23,median_incidence_deg,19.455003,3094.130494,-6045.040766,6083.950772,max_iter
robust_exclusion_cook_excluded,raw_acmp,val3dity_valid,binary,attributes_plus_observation,logistic,23,median_pair_angle_deg,67.900600,6554.354890,-12778.634985,12914.436184,max_iter
robust_exclusion_cook_excluded,raw_acmp,val3dity_valid,binary,attributes_plus_observation,logistic,23,n_views_nadir,79.423264,4858.795526,-9443.815966,9602.662494,max_iter
robust_exclusion_cook_excluded,raw_acmp,val3dity_valid,binary,attributes_plus_observation,logistic,23,recon_score_median,-70.279533,7249.034262,-14278.386687,14137.827620,max_iter
robust_exclusion,raw_acmp,rf_rmse_lod22,continuous,attributes_only,huber_rlm,23,pt_density_m2_reg,0.227336,0.123522,-0.014768,0.469439,ok
robust_exclusion,raw_acmp,rf_rmse_lod22,continuous,attributes_only,huber_rlm,23,coverage_frac_reg,-0.164061,0.143212,-0.444756,0.116634,ok
robust_exclusion,raw_acmp,rf_rmse_lod22,continuous,attributes_only,huber_rlm,23,local_plane_rms_m,0.002883,0.100181,-0.193471,0.199237,ok
robust_exclusion,raw_acmp,rf_rmse_lod22,continuous,attributes_only,huber_rlm,23,floater_frac,0.265075,0.099164,0.070713,0.459437,ok
robust_exclusion,raw_acmp,rf_rmse_lod22,continuous,attributes_only,huber_rlm,23,label_proxy_frac_all,0.039139,0.125941,-0.207706,0.285984,ok
robust_exclusion_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,attributes_only,huber_rlm,18,pt_density_m2_reg,0.522127,0.355685,-0.175014,1.219269,ok
robust_exclusion_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,attributes_only,huber_rlm,18,coverage_frac_reg,-0.534678,0.383758,-1.286844,0.217487,ok
robust_exclusion_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,attributes_only,huber_rlm,18,local_plane_rms_m,0.151081,0.227913,-0.295627,0.597790,ok
robust_exclusion_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,attributes_only,huber_rlm,18,floater_frac,0.393419,0.239730,-0.076451,0.863290,ok
robust_exclusion_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,attributes_only,huber_rlm,18,label_proxy_frac_all,-0.047596,0.225478,-0.489534,0.394341,ok
robust_exclusion,raw_acmp,rf_rmse_lod22,continuous,observation_only,huber_rlm,37,median_incidence_deg,0.347171,0.133000,0.086491,0.607852,ok
robust_exclusion,raw_acmp,rf_rmse_lod22,continuous,observation_only,huber_rlm,37,median_pair_angle_deg,0.044996,0.235563,-0.416708,0.506700,ok
robust_exclusion,raw_acmp,rf_rmse_lod22,continuous,observation_only,huber_rlm,37,n_views_nadir,0.071220,0.141913,-0.206929,0.349370,ok
robust_exclusion,raw_acmp,rf_rmse_lod22,continuous,observation_only,huber_rlm,37,recon_score_median,-0.215534,0.263633,-0.732254,0.301186,ok
robust_exclusion_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,observation_only,huber_rlm,36,median_incidence_deg,0.321656,0.130890,0.065111,0.578202,ok
robust_exclusion_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,observation_only,huber_rlm,36,median_pair_angle_deg,0.227211,0.254757,-0.272113,0.726535,ok
robust_exclusion_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,observation_only,huber_rlm,36,n_views_nadir,0.143084,0.144635,-0.140400,0.426568,ok
robust_exclusion_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,observation_only,huber_rlm,36,recon_score_median,-0.433412,0.276652,-0.975650,0.108826,ok
robust_exclusion,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,23,pt_density_m2_reg,0.607211,0.182785,0.248952,0.965470,ok
robust_exclusion,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,23,coverage_frac_reg,-0.209645,0.110031,-0.425305,0.006015,ok
robust_exclusion,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,23,local_plane_rms_m,0.074624,0.090786,-0.103317,0.252564,ok
robust_exclusion,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,23,floater_frac,0.165501,0.095539,-0.021755,0.352757,ok
robust_exclusion,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,23,label_proxy_frac_all,0.123527,0.110601,-0.093251,0.340305,ok
robust_exclusion,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,23,median_incidence_deg,0.259603,0.096104,0.071239,0.447966,ok
robust_exclusion,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,23,median_pair_angle_deg,0.350998,0.168516,0.020708,0.681289,ok
robust_exclusion,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,23,n_views_nadir,-0.101856,0.123489,-0.343895,0.140184,ok
robust_exclusion,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,23,recon_score_median,-0.586341,0.214463,-1.006688,-0.165994,ok
robust_exclusion_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,17,pt_density_m2_reg,0.905852,0.267437,0.381675,1.430028,ok
robust_exclusion_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,17,coverage_frac_reg,0.390285,0.131827,0.131904,0.648665,ok
robust_exclusion_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,17,local_plane_rms_m,0.176690,0.065886,0.047553,0.305827,ok
robust_exclusion_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,17,floater_frac,0.781931,0.093176,0.599307,0.964556,ok
robust_exclusion_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,17,label_proxy_frac_all,-0.111511,0.079277,-0.266893,0.043871,ok
robust_exclusion_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,17,median_incidence_deg,0.400840,0.092285,0.219962,0.581718,ok
robust_exclusion_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,17,median_pair_angle_deg,0.886787,0.184534,0.525100,1.248475,ok
robust_exclusion_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,17,n_views_nadir,-0.062979,0.169353,-0.394911,0.268954,ok
robust_exclusion_cook_excluded,raw_acmp,rf_rmse_lod22,continuous,attributes_plus_observation,huber_rlm,17,recon_score_median,-1.636621,0.258502,-2.143286,-1.129956,ok
robust_exclusion,raw_acmp,rf_roof_planes,continuous,attributes_only,huber_rlm,25,pt_density_m2_reg,0.061587,0.197490,-0.325494,0.448668,ok
robust_exclusion,raw_acmp,rf_roof_planes,continuous,attributes_only,huber_rlm,25,coverage_frac_reg,-0.028750,0.204902,-0.430358,0.372858,ok
robust_exclusion,raw_acmp,rf_roof_planes,continuous,attributes_only,huber_rlm,25,local_plane_rms_m,0.505568,0.164705,0.182747,0.828390,ok
robust_exclusion,raw_acmp,rf_roof_planes,continuous,attributes_only,huber_rlm,25,floater_frac,-0.122888,0.161820,-0.440056,0.194281,ok
robust_exclusion,raw_acmp,rf_roof_planes,continuous,attributes_only,huber_rlm,25,label_proxy_frac_all,0.033542,0.153609,-0.267531,0.334615,ok
robust_exclusion,raw_acmp,rf_roof_planes,continuous,observation_only,huber_rlm,63,median_incidence_deg,-0.468103,0.099480,-0.663084,-0.273122,ok
robust_exclusion,raw_acmp,rf_roof_planes,continuous,observation_only,huber_rlm,63,median_pair_angle_deg,0.231621,0.143597,-0.049830,0.513072,ok
robust_exclusion,raw_acmp,rf_roof_planes,continuous,observation_only,huber_rlm,63,n_views_nadir,0.212768,0.094856,0.026851,0.398685,ok
robust_exclusion,raw_acmp,rf_roof_planes,continuous,observation_only,huber_rlm,63,recon_score_median,-0.176586,0.148720,-0.468077,0.114906,ok
robust_exclusion_cook_excluded,raw_acmp,rf_roof_planes,continuous,observation_only,huber_rlm,59,median_incidence_deg,-0.517630,0.121080,-0.754947,-0.280314,ok
robust_exclusion_cook_excluded,raw_acmp,rf_roof_planes,continuous,observation_only,huber_rlm,59,median_pair_angle_deg,0.238701,0.173027,-0.100432,0.577834,ok
robust_exclusion_cook_excluded,raw_acmp,rf_roof_planes,continuous,observation_only,huber_rlm,59,n_views_nadir,0.121964,0.111303,-0.096190,0.340118,ok
robust_exclusion_cook_excluded,raw_acmp,rf_roof_planes,continuous,observation_only,huber_rlm,59,recon_score_median,-0.183441,0.164718,-0.506288,0.139406,ok
robust_exclusion,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,25,pt_density_m2_reg,0.217848,0.443075,-0.650578,1.086274,ok
robust_exclusion,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,25,coverage_frac_reg,-0.093311,0.295557,-0.672603,0.485982,ok
robust_exclusion,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,25,local_plane_rms_m,0.338480,0.270933,-0.192548,0.869507,ok
robust_exclusion,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,25,floater_frac,-0.052857,0.261366,-0.565135,0.459421,ok
robust_exclusion,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,25,label_proxy_frac_all,0.006033,0.205453,-0.396655,0.408721,ok
robust_exclusion,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,25,median_incidence_deg,-0.424918,0.249607,-0.914147,0.064311,ok
robust_exclusion,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,25,median_pair_angle_deg,0.516539,0.474629,-0.413733,1.446812,ok
robust_exclusion,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,25,n_views_nadir,0.119386,0.286452,-0.442059,0.680832,ok
robust_exclusion,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,25,recon_score_median,-0.444830,0.568243,-1.558587,0.668927,ok
robust_exclusion_cook_excluded,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,22,pt_density_m2_reg,0.158062,0.482679,-0.787989,1.104113,ok
robust_exclusion_cook_excluded,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,22,coverage_frac_reg,-0.031325,0.332325,-0.682681,0.620032,ok
robust_exclusion_cook_excluded,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,22,local_plane_rms_m,0.315260,0.290214,-0.253559,0.884080,ok
robust_exclusion_cook_excluded,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,22,floater_frac,-0.037299,0.352951,-0.729082,0.654485,ok
robust_exclusion_cook_excluded,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,22,label_proxy_frac_all,-0.172968,0.217328,-0.598931,0.252994,ok
robust_exclusion_cook_excluded,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,22,median_incidence_deg,-0.408168,0.341088,-1.076701,0.260364,ok
robust_exclusion_cook_excluded,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,22,median_pair_angle_deg,0.645213,0.675812,-0.679379,1.969805,ok
robust_exclusion_cook_excluded,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,22,n_views_nadir,0.129910,0.237259,-0.335117,0.594937,ok
robust_exclusion_cook_excluded,raw_acmp,rf_roof_planes,continuous,attributes_plus_observation,huber_rlm,22,recon_score_median,-0.666670,0.806791,-2.247980,0.914641,ok
w2_overlap,raw_dense,assembled,binary,attributes_only,logistic,93,pt_density_m2_reg,362.612595,696.108625,-1001.760310,1726.985501,max_iter
w2_overlap,raw_dense,assembled,binary,attributes_only,logistic,93,coverage_frac_reg,132.450277,314.692294,-484.346620,749.247174,max_iter
w2_overlap,raw_dense,assembled,binary,attributes_only,logistic,93,local_plane_rms_m,85.521998,190.654331,-288.160492,459.204487,max_iter
w2_overlap,raw_dense,assembled,binary,attributes_only,logistic,93,floater_frac,-129.385285,217.253609,-555.202359,296.431788,max_iter
w2_overlap,raw_dense,assembled,binary,attributes_only,logistic,93,label_proxy_frac_all,-132.021579,251.227933,-624.428329,360.385171,max_iter
w2_overlap,raw_dense,assembled,binary,observation_only,logistic,93,median_incidence_deg,-2.140673,0.872892,-3.851541,-0.429806,ok
w2_overlap,raw_dense,assembled,binary,observation_only,logistic,93,median_pair_angle_deg,0.562818,1.108100,-1.609059,2.734694,ok
w2_overlap,raw_dense,assembled,binary,observation_only,logistic,93,n_views_nadir,5.019205,1.871491,1.351082,8.687327,ok
w2_overlap,raw_dense,assembled,binary,observation_only,logistic,93,recon_score_median,-6.116075,2.529521,-11.073936,-1.158215,ok
w2_overlap_cook_excluded,raw_dense,assembled,binary,observation_only,logistic,86,median_incidence_deg,-17.897519,815.164567,-1615.620070,1579.825032,max_iter
w2_overlap_cook_excluded,raw_dense,assembled,binary,observation_only,logistic,86,median_pair_angle_deg,-2.168404,1088.603757,-2135.831767,2131.494960,max_iter
