building_id,group,footprint_area_m2,sfm_seed_points_in_footprint,dense_init_points_in_footprint,initial_gaussians_in_footprint,sfm_boundary_points_excluded,dense_boundary_points_excluded,init_pointcloud_mode,sfm_scene_points_total,dense_init_scene_points_total,initial_scene_gaussians_total,same_pointcloud,expected_sfm_count_locked_qa,expected_dense_count_locked_qa,qa_match_expected,point_frame,footprint_crs,count_rule,sfm_source,sfm_source_sha256,dense_init_source,dense_init_source_sha256,footprint_source,footprint_source_sha256,arm1p_config,arm1p_config_sha256
DEBY_LOD2_4907199,textureless_observed_3,98.3464,2,30,32,0,0,concat_sfm_plus_dense,44016,201625,245641,false,2,30,true,GS-local (EPSG:25832 XY minus world_offset; ellipsoidal Z local),EPSG:25832,exact polygon contains_xy; boundary excluded and logged; no buffer,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/sparse/0/points3D.bin,d1fb05b4d7913d61a248a95a6faf1357ed9d669abbd6e575939e306b4ffece09,results/tum_transfer/e5_pilot/C001/seeds/seed_dense_C001_buf20.ply,6083e9e93df712734499a0d1ff3621fb23cf96046d39d6adda3712ac98aa0c53,results/tum_transfer/analysis/footprints_aoi.geojson,ca7f5b13a52368e1d2ac47b77cc78f12887bad4d598d122ad57b882eb4920a82,configs/e5_c001/e5_s2p_interaction/gs_e5_C001_s2p_arm1p_dense_r1.yaml,bdd3d229e6ae8052e60d5d8bbff26d670c62008326ee6ed4d8ee81970a4146df
DEBY_LOD2_8568391,textureless_observed_3,55.5357,0,9,9,0,0,concat_sfm_plus_dense,44016,201625,245641,false,0,9,true,GS-local (EPSG:25832 XY minus world_offset; ellipsoidal Z local),EPSG:25832,exact polygon contains_xy; boundary excluded and logged; no buffer,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/sparse/0/points3D.bin,d1fb05b4d7913d61a248a95a6faf1357ed9d669abbd6e575939e306b4ffece09,results/tum_transfer/e5_pilot/C001/seeds/seed_dense_C001_buf20.ply,6083e9e93df712734499a0d1ff3621fb23cf96046d39d6adda3712ac98aa0c53,results/tum_transfer/analysis/footprints_aoi.geojson,ca7f5b13a52368e1d2ac47b77cc78f12887bad4d598d122ad57b882eb4920a82,configs/e5_c001/e5_s2p_interaction/gs_e5_C001_s2p_arm1p_dense_r1.yaml,bdd3d229e6ae8052e60d5d8bbff26d670c62008326ee6ed4d8ee81970a4146df
DEBY_LOD2_8568392,textureless_observed_3,5.7975,0,29,29,0,0,concat_sfm_plus_dense,44016,201625,245641,false,0,29,true,GS-local (EPSG:25832 XY minus world_offset; ellipsoidal Z local),EPSG:25832,exact polygon contains_xy; boundary excluded and logged; no buffer,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/sparse/0/points3D.bin,d1fb05b4d7913d61a248a95a6faf1357ed9d669abbd6e575939e306b4ffece09,results/tum_transfer/e5_pilot/C001/seeds/seed_dense_C001_buf20.ply,6083e9e93df712734499a0d1ff3621fb23cf96046d39d6adda3712ac98aa0c53,results/tum_transfer/analysis/footprints_aoi.geojson,ca7f5b13a52368e1d2ac47b77cc78f12887bad4d598d122ad57b882eb4920a82,configs/e5_c001/e5_s2p_interaction/gs_e5_C001_s2p_arm1p_dense_r1.yaml,bdd3d229e6ae8052e60d5d8bbff26d670c62008326ee6ed4d8ee81970a4146df
DEBY_LOD2_4907202,collapse_3,160.4587,70,955,1025,0,0,concat_sfm_plus_dense,44016,201625,245641,false,70,955,true,GS-local (EPSG:25832 XY minus world_offset; ellipsoidal Z local),EPSG:25832,exact polygon contains_xy; boundary excluded and logged; no buffer,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/sparse/0/points3D.bin,d1fb05b4d7913d61a248a95a6faf1357ed9d669abbd6e575939e306b4ffece09,results/tum_transfer/e5_pilot/C001/seeds/seed_dense_C001_buf20.ply,6083e9e93df712734499a0d1ff3621fb23cf96046d39d6adda3712ac98aa0c53,results/tum_transfer/analysis/footprints_aoi.geojson,ca7f5b13a52368e1d2ac47b77cc78f12887bad4d598d122ad57b882eb4920a82,configs/e5_c001/e5_s2p_interaction/gs_e5_C001_s2p_arm1p_dense_r1.yaml,bdd3d229e6ae8052e60d5d8bbff26d670c62008326ee6ed4d8ee81970a4146df
DEBY_LOD2_4908168,collapse_3,28.8314,2,91,93,0,0,concat_sfm_plus_dense,44016,201625,245641,false,2,91,true,GS-local (EPSG:25832 XY minus world_offset; ellipsoidal Z local),EPSG:25832,exact polygon contains_xy; boundary excluded and logged; no buffer,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/sparse/0/points3D.bin,d1fb05b4d7913d61a248a95a6faf1357ed9d669abbd6e575939e306b4ffece09,results/tum_transfer/e5_pilot/C001/seeds/seed_dense_C001_buf20.ply,6083e9e93df712734499a0d1ff3621fb23cf96046d39d6adda3712ac98aa0c53,results/tum_transfer/analysis/footprints_aoi.geojson,ca7f5b13a52368e1d2ac47b77cc78f12887bad4d598d122ad57b882eb4920a82,configs/e5_c001/e5_s2p_interaction/gs_e5_C001_s2p_arm1p_dense_r1.yaml,bdd3d229e6ae8052e60d5d8bbff26d670c62008326ee6ed4d8ee81970a4146df
DEBY_LOD2_4908178,collapse_3,113.4123,24,395,419,0,0,concat_sfm_plus_dense,44016,201625,245641,false,24,395,true,GS-local (EPSG:25832 XY minus world_offset; ellipsoidal Z local),EPSG:25832,exact polygon contains_xy; boundary excluded and logged; no buffer,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/sparse/0/points3D.bin,d1fb05b4d7913d61a248a95a6faf1357ed9d669abbd6e575939e306b4ffece09,results/tum_transfer/e5_pilot/C001/seeds/seed_dense_C001_buf20.ply,6083e9e93df712734499a0d1ff3621fb23cf96046d39d6adda3712ac98aa0c53,results/tum_transfer/analysis/footprints_aoi.geojson,ca7f5b13a52368e1d2ac47b77cc78f12887bad4d598d122ad57b882eb4920a82,configs/e5_c001/e5_s2p_interaction/gs_e5_C001_s2p_arm1p_dense_r1.yaml,bdd3d229e6ae8052e60d5d8bbff26d670c62008326ee6ed4d8ee81970a4146df
