run_name,arm,replicate,building_id,run_1_has_lod22,repeat_has_lod22_values,repeat_flip,run_1_status,run_1_reason,run_1_rf_rmse_lod22,run_1_rf_roof_planes
gs_e5_C001_sparse_r1,sparse,r1,DEBY_LOD2_108247349,False,False;False;False,False,failure,pointcloud_unusable_no_planes,,0
gs_e5_C001_sparse_r1,sparse,r1,DEBY_LOD2_108247350,False,False;False;False,False,failure,pointcloud_unusable_no_points,,0
gs_e5_C001_sparse_r1,sparse,r1,DEBY_LOD2_108247351,False,False;False;False,False,failure,pointcloud_unusable_no_points,,0
gs_e5_C001_sparse_r1,sparse,r1,DEBY_LOD2_4907184,True,True;True;True,False,failure,val3dity_invalid,0.951331,67
gs_e5_C001_sparse_r1,sparse,r1,DEBY_LOD2_4907185,True,True;True;True,False,success,success,5.832468,15
gs_e5_C001_sparse_r1,sparse,r1,DEBY_LOD2_4907186,True,True;True;True,False,success,success,0.541341,1
gs_e5_C001_sparse_r1,sparse,r1,DEBY_LOD2_4907188,False,False;False;False,False,failure,pointcloud_unusable_no_planes,,0
gs_e5_C001_sparse_r1,sparse,r1,DEBY_LOD2_4907194,False,False;False;False,False,failure,pointcloud_unusable_no_points,,0
gs_e5_C001_sparse_r1,sparse,r1,DEBY_LOD2_4907195,True,True;True;True,False,success,success,1.597581,3
gs_e5_C001_sparse_r1,sparse,r1,DEBY_LOD2_4907198,True,True;True;True,False,success,success,3.615297,12
gs_e5_C001_sparse_r1,sparse,r1,DEBY_LOD2_4907199,False,False;False;False,False,failure,pointcloud_unusable_no_planes,,0
gs_e5_C001_sparse_r1,sparse,r1,DEBY_LOD2_4907202,True,True;True;True,False,failure,val3dity_invalid,20.846184,5
gs_e5_C001_sparse_r1,sparse,r1,DEBY_LOD2_4908168,False,False;False;False,False,failure,pointcloud_unusable_no_points,,0
gs_e5_C001_sparse_r1,sparse,r1,DEBY_LOD2_4908178,True,True;True;True,False,failure,val3dity_invalid,43.105537,1
gs_e5_C001_sparse_r1,sparse,r1,DEBY_LOD2_4908179,False,False;False;False,False,failure,pointcloud_unusable_no_planes,,0
gs_e5_C001_sparse_r1,sparse,r1,DEBY_LOD2_60098,True,True;True;True,False,success,success,3.314752,2
gs_e5_C001_sparse_r1,sparse,r1,DEBY_LOD2_8568391,True,True;True;True,False,failure,val3dity_invalid,12.204517,2
gs_e5_C001_sparse_r1,sparse,r1,DEBY_LOD2_8568392,False,False;False;False,False,failure,pointcloud_unusable_no_points,,0
gs_e5_C001_sparse_r2,sparse,r2,DEBY_LOD2_108247349,False,False;False;False,False,failure,pointcloud_unusable_no_points,,0
gs_e5_C001_sparse_r2,sparse,r2,DEBY_LOD2_108247350,True,True;True;True,False,success,success,0.350415,1
gs_e5_C001_sparse_r2,sparse,r2,DEBY_LOD2_108247351,True,True;True;True,False,success,success,2.551575,1
gs_e5_C001_sparse_r2,sparse,r2,DEBY_LOD2_4907184,True,True;True;True,False,failure,val3dity_invalid,0.608917,66
gs_e5_C001_sparse_r2,sparse,r2,DEBY_LOD2_4907185,True,True;True;True,False,success,success,4.377320,13
gs_e5_C001_sparse_r2,sparse,r2,DEBY_LOD2_4907186,True,True;True;True,False,success,success,0.825543,1
gs_e5_C001_sparse_r2,sparse,r2,DEBY_LOD2_4907188,False,False;False;False,False,failure,pointcloud_unusable_no_points,,0
gs_e5_C001_sparse_r2,sparse,r2,DEBY_LOD2_4907194,True,True;True;True,False,failure,val3dity_invalid,6.487740,1
gs_e5_C001_sparse_r2,sparse,r2,DEBY_LOD2_4907195,True,True;True;True,False,success,success,3.069189,6
gs_e5_C001_sparse_r2,sparse,r2,DEBY_LOD2_4907198,True,True;True;True,False,success,success,2.865139,14
gs_e5_C001_sparse_r2,sparse,r2,DEBY_LOD2_4907199,False,False;False;False,False,failure,pointcloud_unusable_no_planes,,0
gs_e5_C001_sparse_r2,sparse,r2,DEBY_LOD2_4907202,True,True;True;True,False,success,success,0.815628,2
gs_e5_C001_sparse_r2,sparse,r2,DEBY_LOD2_4908168,False,False;False;False,False,failure,pointcloud_unusable_no_points,,0
gs_e5_C001_sparse_r2,sparse,r2,DEBY_LOD2_4908178,True,True;True;True,False,success,success,3.349817,2
gs_e5_C001_sparse_r2,sparse,r2,DEBY_LOD2_4908179,False,False;False;False,False,failure,pointcloud_unusable_no_points,,0
gs_e5_C001_sparse_r2,sparse,r2,DEBY_LOD2_60098,True,True;True;True,False,success,success,0.702196,3
gs_e5_C001_sparse_r2,sparse,r2,DEBY_LOD2_8568391,False,False;False;False,False,failure,pointcloud_unusable_no_points,,0
gs_e5_C001_sparse_r2,sparse,r2,DEBY_LOD2_8568392,False,False;False;False,False,failure,pointcloud_unusable_no_points,,0
gs_e5_C001_dense_r1,dense,r1,DEBY_LOD2_108247349,False,False;False;False,False,failure,pointcloud_unusable_no_points,,0
gs_e5_C001_dense_r1,dense,r1,DEBY_LOD2_108247350,False,False;False;False,False,failure,pointcloud_unusable_no_points,,0
gs_e5_C001_dense_r1,dense,r1,DEBY_LOD2_108247351,True,True;True;True,False,success,success,1.122709,1
gs_e5_C001_dense_r1,dense,r1,DEBY_LOD2_4907184,True,True;True;True,False,failure,val3dity_invalid,1.586049,42
gs_e5_C001_dense_r1,dense,r1,DEBY_LOD2_4907185,True,True;True;True,False,success,success,1.702653,10
gs_e5_C001_dense_r1,dense,r1,DEBY_LOD2_4907186,True,True;True;True,False,success,success,2.347814,2
gs_e5_C001_dense_r1,dense,r1,DEBY_LOD2_4907188,True,True;True;True,False,failure,val3dity_invalid,1.750910,2
gs_e5_C001_dense_r1,dense,r1,DEBY_LOD2_4907194,False,False;False;False,False,failure,pointcloud_unusable_no_planes,,0
gs_e5_C001_dense_r1,dense,r1,DEBY_LOD2_4907195,True,True;True;True,False,success,success,1.072473,3
gs_e5_C001_dense_r1,dense,r1,DEBY_LOD2_4907198,True,True;True;True,False,success,success,3.898746,16
gs_e5_C001_dense_r1,dense,r1,DEBY_LOD2_4907199,False,False;False;False,False,failure,pointcloud_unusable_no_planes,,0
gs_e5_C001_dense_r1,dense,r1,DEBY_LOD2_4907202,False,False;False;False,False,failure,pointcloud_unusable_no_planes,,0
gs_e5_C001_dense_r1,dense,r1,DEBY_LOD2_4908168,False,False;False;False,False,failure,pointcloud_unusable_no_points,,0
gs_e5_C001_dense_r1,dense,r1,DEBY_LOD2_4908178,True,True;True;True,False,failure,val3dity_invalid,36.842022,1
gs_e5_C001_dense_r1,dense,r1,DEBY_LOD2_4908179,False,False;False;False,False,failure,pointcloud_unusable_no_points,,0
gs_e5_C001_dense_r1,dense,r1,DEBY_LOD2_60098,False,False;False;False,False,failure,pointcloud_unusable_no_planes,,0
gs_e5_C001_dense_r1,dense,r1,DEBY_LOD2_8568391,False,False;False;False,False,failure,pointcloud_unusable_no_points,,0
gs_e5_C001_dense_r1,dense,r1,DEBY_LOD2_8568392,False,False;False;False,False,failure,pointcloud_unusable_no_points,,0
gs_e5_C001_dense_r2,dense,r2,DEBY_LOD2_108247349,False,False;False;False,False,failure,pointcloud_unusable_no_points,,0
gs_e5_C001_dense_r2,dense,r2,DEBY_LOD2_108247350,True,True;True;True,False,success,success,0.026150,1
gs_e5_C001_dense_r2,dense,r2,DEBY_LOD2_108247351,False,False;False;False,False,failure,pointcloud_unusable_no_planes,,0
gs_e5_C001_dense_r2,dense,r2,DEBY_LOD2_4907184,True,True;True;True,False,success,success,0.951003,43
gs_e5_C001_dense_r2,dense,r2,DEBY_LOD2_4907185,True,True;True;True,False,success,success,1.933761,14
gs_e5_C001_dense_r2,dense,r2,DEBY_LOD2_4907186,True,True;True;True,False,success,success,1.531319,2
gs_e5_C001_dense_r2,dense,r2,DEBY_LOD2_4907188,True,True;True;True,False,failure,val3dity_invalid,0.944160,3
gs_e5_C001_dense_r2,dense,r2,DEBY_LOD2_4907194,False,False;False;False,False,failure,pointcloud_unusable_no_points,,0
gs_e5_C001_dense_r2,dense,r2,DEBY_LOD2_4907195,True,True;True;True,False,success,success,2.616632,6
gs_e5_C001_dense_r2,dense,r2,DEBY_LOD2_4907198,True,True;True;True,False,success,success,2.593539,19
gs_e5_C001_dense_r2,dense,r2,DEBY_LOD2_4907199,False,False;False;False,False,failure,pointcloud_unusable_no_planes,,0
gs_e5_C001_dense_r2,dense,r2,DEBY_LOD2_4907202,True,True;True;True,False,success,success,5.223785,5
gs_e5_C001_dense_r2,dense,r2,DEBY_LOD2_4908168,True,True;True;True,False,success,success,0.013870,1
gs_e5_C001_dense_r2,dense,r2,DEBY_LOD2_4908178,True,True;True;True,False,failure,val3dity_invalid,0.025339,1
gs_e5_C001_dense_r2,dense,r2,DEBY_LOD2_4908179,False,False;False;False,False,failure,pointcloud_unusable_no_points,,0
gs_e5_C001_dense_r2,dense,r2,DEBY_LOD2_60098,True,True;True;True,False,success,success,0.933127,2
gs_e5_C001_dense_r2,dense,r2,DEBY_LOD2_8568391,True,True;True;True,False,success,success,0.007875,1
gs_e5_C001_dense_r2,dense,r2,DEBY_LOD2_8568392,True,True;True;True,False,success,success,0.015306,1
gs_e5_C001_acmp_r1,acmp,r1,DEBY_LOD2_108247349,False,False;False;False,False,failure,pointcloud_unusable_no_points,,0
gs_e5_C001_acmp_r1,acmp,r1,DEBY_LOD2_108247350,False,False;False;False,False,failure,pointcloud_unusable_no_points,,0
gs_e5_C001_acmp_r1,acmp,r1,DEBY_LOD2_108247351,False,False;False;False,False,failure,pointcloud_unusable_no_points,,0
