run_name,tsdf_npz,tsdf_sha256,readout,z_datum_history,log
gs_e5_C001_sparse_r1,results/tum_transfer/e5_pilot/C001/readout/gs_e5_C001_sparse_r1/tsdf_gssem.npz,36d605b48f0f89836acc3caa11572c4707403014ae42190f4888e29d2b0ad976,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",E5 pilot GS: C001 cropped scene uses zeta -558.3 linked constants; output P_utm in EPSG:25832 ellipsoidal frame,results/tum_transfer/e5_pilot/C001/readout/gs_e5_C001_sparse_r1/readout.log
gs_e5_C001_sparse_r2,results/tum_transfer/e5_pilot/C001/readout/gs_e5_C001_sparse_r2/tsdf_gssem.npz,cac15d9a857375129d7f7a9a2144d0e089286ebda8e177f946bd7b9c1b9e3f70,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",E5 pilot GS: C001 cropped scene uses zeta -558.3 linked constants; output P_utm in EPSG:25832 ellipsoidal frame,results/tum_transfer/e5_pilot/C001/readout/gs_e5_C001_sparse_r2/readout.log
gs_e5_C001_dense_r1,results/tum_transfer/e5_pilot/C001/readout/gs_e5_C001_dense_r1/tsdf_gssem.npz,af419582b5c4fabbe0eeb1f55cf239aa657fe6e8b82ea239b5fa6ff7cd272edf,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",E5 pilot GS: C001 cropped scene uses zeta -558.3 linked constants; output P_utm in EPSG:25832 ellipsoidal frame,results/tum_transfer/e5_pilot/C001/readout/gs_e5_C001_dense_r1/readout.log
gs_e5_C001_dense_r2,results/tum_transfer/e5_pilot/C001/readout/gs_e5_C001_dense_r2/tsdf_gssem.npz,317f06deec5260e0dfdae1ae012c5db9938989eb16bcb3783b099ae59eecc098,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",E5 pilot GS: C001 cropped scene uses zeta -558.3 linked constants; output P_utm in EPSG:25832 ellipsoidal frame,results/tum_transfer/e5_pilot/C001/readout/gs_e5_C001_dense_r2/readout.log
gs_e5_C001_acmp_r1,results/tum_transfer/e5_pilot/C001/readout/gs_e5_C001_acmp_r1/tsdf_gssem.npz,cb1487c9e6f929b8843be01b3b3aa73495d096f9638c49ed1e59fa9fa9ff74e4,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",E5 pilot GS: C001 cropped scene uses zeta -558.3 linked constants; output P_utm in EPSG:25832 ellipsoidal frame,results/tum_transfer/e5_pilot/C001/readout/gs_e5_C001_acmp_r1/readout.log
gs_e5_C001_acmp_r2,results/tum_transfer/e5_pilot/C001/readout/gs_e5_C001_acmp_r2/tsdf_gssem.npz,961b4372cb89022b4f7fe71a790dd7de9a02db179978a3ba0bb0e916f791d9a9,"readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",E5 pilot GS: C001 cropped scene uses zeta -558.3 linked constants; output P_utm in EPSG:25832 ellipsoidal frame,results/tum_transfer/e5_pilot/C001/readout/gs_e5_C001_acmp_r2/readout.log
