setting,run_name,arm,replicate,roofer_repeat,input,building_id,status,reason,rf_success,rf_extrusion_mode,rf_pointcloud_unusable,rf_roof_type,rf_pt_density,rf_nodata_frac,rf_rmse_lod22,rf_roof_planes,has_lod22,val3dity_valid,val3dity_errors
voxel02,gs_e5_C001_corrected_s1_preprune_keepall_dense_r1,dense,r1,run_1,GS-dense-r1-voxel02,DEBY_LOD2_108247349,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,,
voxel02,gs_e5_C001_corrected_s1_preprune_keepall_dense_r1,dense,r1,run_1,GS-dense-r1-voxel02,DEBY_LOD2_108247350,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,,
voxel02,gs_e5_C001_corrected_s1_preprune_keepall_dense_r1,dense,r1,run_1,GS-dense-r1-voxel02,DEBY_LOD2_108247351,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,,
voxel02,gs_e5_C001_corrected_s1_preprune_keepall_dense_r1,dense,r1,run_1,GS-dense-r1-voxel02,DEBY_LOD2_4907184,failure,val3dity_invalid,True,standard,False,slanted,1499.783691,0.001479,0.610914,32,True,False,"[{""code"":302,""description"":""SHELL_NOT_CLOSED"",""id"":""coid=DEBY_LOD2_4907184-0|geom=0|shell=0|face="",""info"":""Location hole: (690860, 5.33611e+06, 577.89)""},{""code"":302,""description"":""SHELL_NOT_CLOSED"",""id"":""coid=DEBY_LOD2_4907184-0|geom=0|shell=0|face="",""info"":""Location hole: (690860, 5.33611e+06, 577.89)""},{""code"":302,""description"":""SHELL_NOT_CLOSED"",""id"":""coid=DEBY_LOD2_4907184-0|geom=0|shell=0|face="",""info"":""Location hole: (690848, 5.33608e+06, 577.89)""}]"
voxel02,gs_e5_C001_corrected_s1_preprune_keepall_dense_r1,dense,r1,run_1,GS-dense-r1-voxel02,DEBY_LOD2_4907185,failure,val3dity_invalid,True,standard,False,slanted,22.842106,0.881988,1.405485,2,True,False,"[{""code"":306,""description"":""SHELL_SELF_INTERSECTION"",""id"":""coid=DEBY_LOD2_4907185-0|geom=0|shell=0|face="",""info"":""Location close to: (690836, 5.3361e+06, 577.89)""},{""code"":306,""description"":""SHELL_SELF_INTERSECTION"",""id"":""coid=DEBY_LOD2_4907185-0|geom=0|shell=0|face="",""info"":""Location close to: (690830, 5.3361e+06, 577.89)""},{""code"":306,""description"":""SHELL_SELF_INTERSECTION"",""id"":""coid=DEBY_LOD2_4907185-0|geom=0|shell=0|face="",""info"":""Location close to: (690839, 5.3361e+06, 578.914)""},{""code"":306,""description"":""SHELL_SELF_INTERSECTION"",""id"":""coid=DEBY_LOD2_4907185-0|geom=0|shell=0|face="",""info"":""Location close to: (690839, 5.3361e+06, 580.46)""},{""code"":306,""description"":""SHELL_SELF_INTERSECTION"",""id"":""coid=DEBY_LOD2_4907185-0|geom=0|shell=0|face="",""info"":""Location close to: (690839, 5.3361e+06, 579.325)""}]"
voxel02,gs_e5_C001_corrected_s1_preprune_keepall_dense_r1,dense,r1,run_1,GS-dense-r1-voxel02,DEBY_LOD2_4907186,failure,roofer_skip_no_3d_geometry,True,skip,False,unknown,0.000000,1.000000,,None,False,True,[]
voxel02,gs_e5_C001_corrected_s1_preprune_keepall_dense_r1,dense,r1,run_1,GS-dense-r1-voxel02,DEBY_LOD2_4907188,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,,
voxel02,gs_e5_C001_corrected_s1_preprune_keepall_dense_r1,dense,r1,run_1,GS-dense-r1-voxel02,DEBY_LOD2_4907194,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,,
voxel02,gs_e5_C001_corrected_s1_preprune_keepall_dense_r1,dense,r1,run_1,GS-dense-r1-voxel02,DEBY_LOD2_4907195,failure,roofer_skip_no_3d_geometry,True,skip,False,unknown,0.000000,1.000000,,None,False,True,[]
voxel02,gs_e5_C001_corrected_s1_preprune_keepall_dense_r1,dense,r1,run_1,GS-dense-r1-voxel02,DEBY_LOD2_4907198,success,success,True,standard,False,horizontal,11.058824,0.988178,0.871980,1,True,True,[]
