building_id,unstable_fields,als_sequence,dim_sequence,pair_sequence
DEBY_LOD2_60042,DIM;PAIR,success:success -> success:success -> success:success,success:success -> failure:val3dity_invalid -> failure:val3dity_invalid,both_success -> ALS_only -> ALS_only
