bid,source,stage3_algo_version,metric_version,status,metric_artifact_dir,readout_artifact_dir,failure_reason,n_faces,n_roof_faces,n_wall_faces,n_ground_faces,roof_cov,wall_cov,ground_cov,semantic_face_acc,face_planarity_mean,face_planarity_max,support_coverage,F,precision,recall,h_err,vol_ratio,hausdorff,chamfer,footprint_IoU,edge_ok,open_edges,nonmanifold_edges,roof_wall_adjacency_count,wall_ground_adjacency_count,shell_completeness,roof_support_cov,wall_support_cov,ground_support_cov,support_cov,non_manifold_edges,source_family,footprint_buffer_m,bid_int
B123,E1_Baseline_rendered_buffer_0.75m,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/metric_v1/buffer_0.75m/E1_Baseline_rendered/B123,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/readout/buffer_0.75m/E1_Baseline_rendered/B123,,55,26,28,1,0.167,0.647,0.9766666666666667,0.8443333333333334,1.5960433524099018e-15,8.070421285510229e-15,0.342,0.5965428132420729,0.6015,0.5916666666666667,0.29203150714080905,0.992215560786045,5.305519254153722,0.8348434343385214,1.0,True,0,0,28,28,CLOSED,0.292,0.633,0.14,0.342,0,E1_Baseline_rendered,0.75,123
B123,E2_Mutual_rendered_buffer_0.75m,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/metric_v1/buffer_0.75m/E2_Mutual_rendered/B123,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/readout/buffer_0.75m/E2_Mutual_rendered/B123,,55,26,28,1,0.15,0.6403333333333333,0.947,0.8393333333333334,1.6675173224441727e-15,8.084313294052623e-15,0.3123333333333333,0.5762228645758057,0.591,0.5621666666666667,0.05493656572977912,0.7385642480606636,5.348908854212128,0.8631629411907014,1.0,True,0,0,28,28,CLOSED,0.272,0.606,0.089,0.3123333333333333,0,E2_Mutual_rendered,0.75,123
B126,E1_Baseline_rendered_buffer_0.75m,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/metric_v1/buffer_0.75m/E1_Baseline_rendered/B126,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/readout/buffer_0.75m/E1_Baseline_rendered/B126,,49,23,25,1,0.14133333333333334,0.6223333333333333,0.99,0.7446666666666667,2.6912456319565558e-15,1.0875005912170445e-14,0.23500000000000001,0.5614468652734549,0.5835,0.541,1.233671258914974,0.2767196310685855,5.4164174580267215,1.0299905522465689,1.0,True,0,0,25,25,CLOSED,0.223,0.464,0.038,0.23500000000000001,0,E1_Baseline_rendered,0.75,126
B126,E2_Mutual_rendered_buffer_0.75m,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/metric_v1/buffer_0.75m/E2_Mutual_rendered/B126,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/readout/buffer_0.75m/E2_Mutual_rendered/B126,,49,23,25,1,0.15566666666666668,0.6223333333333333,0.9623333333333334,0.7408333333333333,2.7718512548658097e-15,1.0317195741328054e-14,0.24666666666666667,0.5403327171903882,0.56,0.522,1.1424515213034923,0.48903272092103717,5.416819502782191,1.0381567046756128,1.0,True,0,0,25,25,CLOSED,0.244,0.473,0.048,0.24666666666666667,0,E2_Mutual_rendered,0.75,126
B50,E1_Baseline_rendered_buffer_0.75m,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/metric_v1/buffer_0.75m/E1_Baseline_rendered/B50,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/readout/buffer_0.75m/E1_Baseline_rendered/B50,,19,8,10,1,0.5476666666666666,0.945,1.0,0.946,1.090435552213523e-15,3.4024458178222215e-15,0.4403333333333334,0.9331509198071085,0.937,0.9293333333333333,0.13542257921591627,1.0095923918666236,1.5157838155860595,0.23308632957319247,1.0,True,0,0,10,10,CLOSED,0.935,0.327,0.056,0.4403333333333334,0,E1_Baseline_rendered,0.75,50
B50,E2_Mutual_rendered_buffer_0.75m,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/metric_v1/buffer_0.75m/E2_Mutual_rendered/B50,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/readout/buffer_0.75m/E2_Mutual_rendered/B50,,19,8,10,1,0.553,0.9473333333333334,1.0,0.9476666666666667,9.719845997786263e-16,3.4024458178222215e-15,0.4323333333333333,0.9349016252191223,0.9386666666666666,0.9311666666666667,0.27220380881142603,1.004370275011915,1.5626898081724714,0.22850182087213686,1.0,True,0,0,10,10,CLOSED,0.924,0.335,0.015,0.4323333333333333,0,E2_Mutual_rendered,0.75,50
B104,E1_Baseline_rendered_buffer_0.75m,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/metric_v1/buffer_0.75m/E1_Baseline_rendered/B104,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/readout/buffer_0.75m/E1_Baseline_rendered/B104,,7,2,4,1,1.0,0.9996666666666667,1.0,0.9098333333333334,2.2123215171838835e-15,7.013299995729592e-15,0.7943333333333333,1.0,1.0,1.0,0.2308115401708064,0.8649605297263258,0.46300447768003145,0.13417468555339113,1.0,True,0,0,4,4,CLOSED,1.0,0.782,0.557,0.7943333333333333,0,E1_Baseline_rendered,0.75,104
B104,E2_Mutual_rendered_buffer_0.75m,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/metric_v1/buffer_0.75m/E2_Mutual_rendered/B104,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/readout/buffer_0.75m/E2_Mutual_rendered/B104,,7,2,4,1,1.0,0.9166666666666666,0.0,0.8188333333333333,2.209504231261536e-15,6.924412099839007e-15,0.745,0.8275055271682864,0.8911666666666667,0.7723333333333333,0.6116163007342417,0.7344306125677919,0.7774703290736924,0.2219298171623314,1.0,True,0,0,4,4,CLOSED,1.0,0.818,0.354,0.745,0,E2_Mutual_rendered,0.75,104
B0,E1_Baseline_rendered_buffer_1.50m,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/metric_v1/buffer_1.50m/E1_Baseline_rendered/B0,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/readout/buffer_1.50m/E1_Baseline_rendered/B0,,23,10,12,1,0.7083333333333334,0.966,1.0,0.9461666666666667,1.7861246164106808e-15,9.599516701501e-15,0.564,0.9429284094590218,0.9258333333333333,0.9606666666666667,0.47584940782923013,1.1045679543958355,2.032316039035035,0.24264644725624618,1.0,True,0,0,12,12,CLOSED,0.744,0.687,0.24,0.564,0,E1_Baseline_rendered,1.5,0
B0,E2_Mutual_rendered_buffer_1.50m,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/metric_v1/buffer_1.50m/E2_Mutual_rendered/B0,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/readout/buffer_1.50m/E2_Mutual_rendered/B0,,23,10,12,1,0.7706666666666667,0.9626666666666667,1.0,0.9456666666666667,1.8058840238585346e-15,1.0069893855681058e-14,0.5926666666666666,0.9571872551580047,0.9495,0.965,0.5448234478526324,1.1023326901359043,1.9228446365893324,0.23062700475500644,1.0,True,0,0,12,12,CLOSED,0.86,0.691,0.23,0.5926666666666666,0,E2_Mutual_rendered,1.5,0
B1,E1_Baseline_rendered_buffer_1.50m,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/metric_v1/buffer_1.50m/E1_Baseline_rendered/B1,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/readout/buffer_1.50m/E1_Baseline_rendered/B1,,11,4,6,1,0.7643333333333333,0.861,0.0,0.9091666666666667,2.545002803980765e-15,7.822965893790503e-15,0.451,0.8298029877681973,0.8648333333333333,0.7975,1.456660997170026,0.7167315874386165,1.700096948943768,0.3774047875066594,1.0,True,0,0,6,6,CLOSED,0.848,0.524,0.004,0.451,0,E1_Baseline_rendered,1.5,1
B1,E2_Mutual_rendered_buffer_1.50m,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/metric_v1/buffer_1.50m/E2_Mutual_rendered/B1,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/readout/buffer_1.50m/E2_Mutual_rendered/B1,,11,4,6,1,0.7803333333333333,0.9223333333333333,0.0,0.9535,2.7785772207447364e-15,7.890081295832676e-15,0.48866666666666664,0.855679421023594,0.8701666666666666,0.8416666666666667,0.38476996522920004,0.8282549652692063,1.3294199845074062,0.2674724773647992,1.0,True,0,0,6,6,CLOSED,0.917,0.519,0.05,0.48866666666666664,0,E2_Mutual_rendered,1.5,1
B2,E1_Baseline_rendered_buffer_1.50m,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/metric_v1/buffer_1.50m/E1_Baseline_rendered/B2,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/readout/buffer_1.50m/E1_Baseline_rendered/B2,,11,4,6,1,1.0,0.987,1.0,0.977,1.175474490519391e-15,6.990299993591321e-15,0.5046666666666667,0.9984993045123242,0.9976666666666667,0.9993333333333333,0.37452903503691637,2.049597542058696,0.7701719117278403,0.18271911935786148,1.0,True,0,0,6,6,CLOSED,1.0,0.411,0.113,0.5046666666666667,0,E1_Baseline_rendered,1.5,2
B2,E2_Mutual_rendered_buffer_1.50m,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/metric_v1/buffer_1.50m/E2_Mutual_rendered/B2,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/readout/buffer_1.50m/E2_Mutual_rendered/B2,,11,4,6,1,1.0,0.988,1.0,0.9711666666666666,1.3387091318253752e-15,6.990299993591321e-15,0.48933333333333334,0.9820570216376749,0.977,0.9871666666666666,0.5214514406209929,2.089123869757737,0.8940377634051218,0.20575299052589713,1.0,True,0,0,6,6,CLOSED,1.0,0.397,0.098,0.48933333333333334,0,E2_Mutual_rendered,1.5,2
B8,E1_Baseline_rendered_buffer_1.50m,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/metric_v1/buffer_1.50m/E1_Baseline_rendered/B8,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/readout/buffer_1.50m/E1_Baseline_rendered/B8,,15,6,8,1,0.984,0.9516666666666667,0.0,0.9403333333333334,1.4193443575356925e-15,4.086586494235534e-15,0.478,0.8951681712424384,0.9103333333333333,0.8805,0.6788635026179879,1.4860785787618873,0.8657732007151742,0.23273674594160138,1.0,True,0,0,8,8,CLOSED,1.0,0.41,0.0,0.478,0,E1_Baseline_rendered,1.5,8
B8,E2_Mutual_rendered_buffer_1.50m,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/metric_v1/buffer_1.50m/E2_Mutual_rendered/B8,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/readout/buffer_1.50m/E2_Mutual_rendered/B8,,15,6,8,1,1.0,0.9823333333333333,1.0,0.9598333333333333,1.4895550934306261e-15,4.683561766292705e-15,0.5136666666666667,0.9877484181219944,0.9865,0.989,0.3567123397433125,1.5649483050957362,0.8330328436512614,0.20824829059353772,1.0,True,0,0,8,8,CLOSED,1.0,0.449,0.051,0.5136666666666667,0,E2_Mutual_rendered,1.5,8
B6,E1_Baseline_rendered_buffer_1.50m,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/metric_v1/buffer_1.50m/E1_Baseline_rendered/B6,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/readout/buffer_1.50m/E1_Baseline_rendered/B6,,23,10,12,1,0.6693333333333333,0.9316666666666666,1.0,0.929,1.6542707667329527e-15,5.350739672834268e-15,0.4626666666666667,0.948325834797891,0.951,0.9456666666666667,3.5759969016833573,0.6804885114394883,3.566713639064695,0.23443012101240024,1.0,True,0,0,12,12,CLOSED,0.903,0.408,0.069,0.4626666666666667,0,E1_Baseline_rendered,1.5,6
B6,E2_Mutual_rendered_buffer_1.50m,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/metric_v1/buffer_1.50m/E2_Mutual_rendered/B6,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/readout/buffer_1.50m/E2_Mutual_rendered/B6,,23,10,12,1,0.5246666666666666,0.9303333333333333,1.0,0.9365,1.6114371085249588e-15,5.555554120640865e-15,0.42,0.9316165474060822,0.9385,0.9248333333333333,3.2370249073167336,0.6704600353522017,3.6235083886001966,0.23974114961391402,1.0,True,0,0,12,12,CLOSED,0.756,0.381,0.083,0.42,0,E2_Mutual_rendered,1.5,6
B3,E1_Baseline_rendered_buffer_1.50m,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/metric_v1/buffer_1.50m/E1_Baseline_rendered/B3,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/readout/buffer_1.50m/E1_Baseline_rendered/B3,,83,40,42,1,0.14866666666666667,0.603,0.9186666666666666,0.7856666666666666,1.251153714873041e-15,6.842741747213367e-15,0.254,0.4500747041420119,0.43433333333333335,0.467,2.2076661274090483,0.9814509902851412,11.121050384368926,1.0505438851482554,1.0,True,0,0,42,42,CLOSED,0.302,0.441,0.065,0.254,0,E1_Baseline_rendered,1.5,3
B3,E2_Mutual_rendered_buffer_1.50m,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/metric_v1/buffer_1.50m/E2_Mutual_rendered/B3,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/readout/buffer_1.50m/E2_Mutual_rendered/B3,,83,40,42,1,0.15566666666666668,0.6116666666666667,0.9196666666666666,0.7763333333333333,1.2067765081672796e-15,8.551056525637021e-15,0.254,0.4484852422498608,0.435,0.4628333333333333,1.5920348550016392,0.9873560147721581,11.183994129120826,1.0661603581333385,1.0,True,0,0,42,42,CLOSED,0.276,0.457,0.062,0.254,0,E2_Mutual_rendered,1.5,3
B123,E1_Baseline_rendered_buffer_1.50m,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/metric_v1/buffer_1.50m/E1_Baseline_rendered/B123,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/readout/buffer_1.50m/E1_Baseline_rendered/B123,,55,26,28,1,0.167,0.648,0.9763333333333334,0.8435,1.6164709189534098e-15,7.311694870481396e-15,0.3413333333333333,0.5940066395473887,0.6008333333333333,0.5873333333333334,0.23573692270038293,0.9968473918108273,5.305519254153722,0.8358871888932535,1.0,True,0,0,28,28,CLOSED,0.292,0.63,0.139,0.3413333333333333,0,E1_Baseline_rendered,1.5,123
B123,E2_Mutual_rendered_buffer_1.50m,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/metric_v1/buffer_1.50m/E2_Mutual_rendered/B123,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/readout/buffer_1.50m/E2_Mutual_rendered/B123,,55,26,28,1,0.15,0.6406666666666667,0.953,0.8395,1.6036929568273916e-15,8.0426657098946e-15,0.3133333333333333,0.5789075912338753,0.5933333333333334,0.5651666666666667,0.07418265796775358,0.7369807094659698,5.348908854212128,0.8621142256680117,1.0,True,0,0,28,28,CLOSED,0.272,0.606,0.089,0.3133333333333333,0,E2_Mutual_rendered,1.5,123
B126,E1_Baseline_rendered_buffer_1.50m,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/metric_v1/buffer_1.50m/E1_Baseline_rendered/B126,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/readout/buffer_1.50m/E1_Baseline_rendered/B126,,49,23,25,1,0.14133333333333334,0.621,0.991,0.7448333333333333,2.7264299280499217e-15,9.867034428113265e-15,0.2336666666666667,0.5641047352116831,0.5863333333333334,0.5435,1.261119018866701,0.2748412500503767,5.4164174580267215,1.0261499063819224,1.0,True,0,0,25,25,CLOSED,0.223,0.464,0.038,0.2336666666666667,0,E1_Baseline_rendered,1.5,126
B126,E2_Mutual_rendered_buffer_1.50m,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/metric_v1/buffer_1.50m/E2_Mutual_rendered/B126,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/readout/buffer_1.50m/E2_Mutual_rendered/B126,,49,23,25,1,0.15566666666666668,0.624,0.981,0.7405,2.7512160330207295e-15,1.0875005912170445e-14,0.246,0.5523005826803296,0.5726666666666667,0.5333333333333333,1.1924858864236434,0.4856086308726973,5.416819502782191,1.0325508458435855,1.0,True,0,0,25,25,CLOSED,0.244,0.475,0.048,0.246,0,E2_Mutual_rendered,1.5,126
B50,E1_Baseline_rendered_buffer_1.50m,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/metric_v1/buffer_1.50m/E1_Baseline_rendered/B50,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/readout/buffer_1.50m/E1_Baseline_rendered/B50,,19,8,10,1,0.5476666666666666,0.946,1.0,0.9466666666666667,9.492573417558188e-16,4.37550078775494e-15,0.441,0.9328236853076053,0.9358333333333333,0.9298333333333333,0.26586991761910284,1.001797432197157,1.5157838155860595,0.22968170919441433,1.0,True,0,0,10,10,CLOSED,0.935,0.328,0.056,0.441,0,E1_Baseline_rendered,1.5,50
B50,E2_Mutual_rendered_buffer_1.50m,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/metric_v1/buffer_1.50m/E2_Mutual_rendered/B50,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/readout/buffer_1.50m/E2_Mutual_rendered/B50,,19,8,10,1,0.553,0.9466666666666667,0.9996666666666667,0.9383333333333334,1.0353820693461401e-15,4.287461675329943e-15,0.432,0.9245388012618297,0.931,0.9181666666666667,0.7201350202309378,0.9776038743290705,1.5626898081724685,0.25408639381715115,1.0,True,0,0,10,10,CLOSED,0.924,0.342,0.007,0.432,0,E2_Mutual_rendered,1.5,50
B104,E1_Baseline_rendered_buffer_1.50m,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/metric_v1/buffer_1.50m/E1_Baseline_rendered/B104,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/readout/buffer_1.50m/E1_Baseline_rendered/B104,,7,2,4,1,1.0,1.0,1.0,0.937,2.1665939464796806e-15,6.791255390804561e-15,0.7776666666666667,1.0,1.0,1.0,0.07172433479453444,0.9098924774710536,0.46300447768003145,0.10613961678327383,1.0,True,0,0,4,4,CLOSED,1.0,0.757,0.526,0.7776666666666667,0,E1_Baseline_rendered,1.5,104
B104,E2_Mutual_rendered_buffer_1.50m,Stage3Algo-v1,Metric-v1,OK,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/metric_v1/buffer_1.50m/E2_Mutual_rendered/B104,results/footprint_conditioned_readout/FC_S3_mutual_loss_alignment_g2_target_definition/phase5_footprint_sensitivity/readout/buffer_1.50m/E2_Mutual_rendered/B104,,7,2,4,1,0.6446666666666667,0.9536666666666667,1.0,0.858,2.18908783951284e-15,6.924412099839007e-15,0.6806666666666668,0.9327515400410678,0.9583333333333334,0.9085,0.22494125570084123,0.7847969901186355,1.1682818697532964,0.18879243130647108,1.0,True,0,0,4,4,CLOSED,0.998,0.729,0.284,0.6806666666666668,0,E2_Mutual_rendered,1.5,104
