source_id,source_role,condition_id,seed,building_id,prediction_roof_surface_count,published_score_time_z_shift_m,published_rms_m,recomputed_zero_shift_rms_m,canonical_shift_m,datum_corrected_rms_m,published_hausdorff_m,recomputed_zero_shift_hausdorff_m,datum_corrected_hausdorff_m
03_seed1002,honest,03,1002,DEBY_LOD2_60098,0,0.0,,,-45.7,,,,
03_seed1002,honest,03,1002,DEBY_LOD2_4907207,6,0.0,46.711275368,46.711275367925616,-45.7,1.4027892914408193,50.857590889,50.8575908893788,5.157590889378753
03_seed1002,honest,03,1002,DEBY_LOD2_4907165,0,0.0,,,-45.7,,,,
03_seed1002,honest,03,1002,DEBY_LOD2_4907177,1,0.0,49.334498367,49.33449836730346,-45.7,5.36297500689866,59.114799679,59.11479967901778,13.414799679017733
03_seed1002,honest,03,1002,DEBY_LOD2_4907179,4,0.0,46.260528177,46.26052817668049,-45.7,0.8799410565513072,48.151060424,48.15106042415664,2.4510604241565943
03_seed1002,honest,03,1002,DEBY_LOD2_42364665,2,0.0,50.199204699,50.19920469944401,-45.7,4.649364837811881,51.409793307,51.40979330650123,5.709793306501183
03_seed1002,honest,03,1002,DEBY_LOD2_4906965,61,0.0,46.453801453,46.45380145343416,-45.7,2.0171170053757117,58.03166777,58.031667769914066,12.33166776991402
03_seed1002,honest,03,1002,DEBY_LOD2_42364667,1,0.0,46.026150687,46.02615068706552,-45.7,0.3265769161865152,46.05387218,46.053872179773634,0.35387217977358887
03_seed1002,honest,03,1002,DEBY_LOD2_4907176,0,0.0,,,-45.7,,,,
03_seed1002,honest,03,1002,DEBY_LOD2_4907180,4,0.0,50.472503831,50.472503830544014,-45.7,7.027161591183782,60.963984436,60.963984435862244,15.263984435862199
03_seed1002,honest,03,1002,DEBY_LOD2_4906967,44,0.0,46.55247903,46.55247903010063,-45.7,2.7171305467081814,63.472090811,63.47209081118524,17.772090811185194
03_seed1002,honest,03,1002,DEBY_LOD2_4908023,1,0.0,47.031589587,47.03158958705432,-45.7,1.3316144820066365,47.047510602,47.04751060169849,1.3475106016984455
03_seed1002,honest,03,1002,DEBY_LOD2_4908024,1,0.0,47.529,47.52899999999999,-45.7,1.8289999999999509,47.529,47.528999999999996,1.8289999999999509
04a_seed1001,honest,04a,1001,DEBY_LOD2_4906966,9,0.0,53.064789812,53.06478981182137,-45.7,8.168013796020833,62.987738455,62.98773845470828,17.287738454708233
04a_seed1001,honest,04a,1001,DEBY_LOD2_4907178,0,0.0,,,-45.7,,,,
04a_seed1001,honest,04a,1001,DEBY_LOD2_4907183,8,0.0,41.982866772,41.98286677185077,-45.7,6.376688189467254,66.840565311,66.84056531148963,21.14056531148958
04a_seed1001,honest,04a,1001,DEBY_LOD2_4907184,8,0.0,47.38082433,47.38082432968569,-45.7,6.432063857023638,66.902208483,66.90220848287834,21.20220848287829
04a_seed1001,honest,04a,1001,DEBY_LOD2_4907185,0,0.0,,,-45.7,,,,
