building_id,group_id,method_id,reference_provenance,G0_generated,G1_schema_semantic,RMSZ_m,RMSXY_m,surface_distance_rmse_m,reference_vertical_coverage,operation_unit_id
DEBY_LOD2_4906981,GROUP_37b5107f054e56e8,C1_L_upper,SELF_REFERENCE_UPPER_BASELINE,True,True,3.1914299192256315,0.0,3.1914299192256292,1.0,C1_L_upper|C1_L_upper_COMP_84a837b5d7c79565f0e8
DEBY_LOD2_4906981,GROUP_37b5107f054e56e8,C2_MVS,INDEPENDENT_UAS_SCORE_ONLY,True,True,2.5654874735259092,0.0,2.565487473525909,1.0,C2_MVS|C2_MVS_COMP_3b9ac290b64ed07a8b9b
DEBY_LOD2_4906982,GROUP_6e1c6ddc7a70ba88,C1_L_upper,SELF_REFERENCE_UPPER_BASELINE,True,True,3.8151049754618915,0.0,3.8151049754619075,1.0,C1_L_upper|C1_L_upper_COMP_84a837b5d7c79565f0e8
DEBY_LOD2_4906982,GROUP_6e1c6ddc7a70ba88,C2_MVS,INDEPENDENT_UAS_SCORE_ONLY,True,True,3.129077436485144,0.0,3.129077436485145,1.0,C2_MVS|C2_MVS_COMP_3b9ac290b64ed07a8b9b
DEBY_LOD2_4959314,GROUP_a47a79580ecbedd1,C1_L_upper,SELF_REFERENCE_UPPER_BASELINE,True,True,8.61571797052197,0.0,8.615717970521976,1.0,C1_L_upper|C1_L_upper_COMP_84a837b5d7c79565f0e8
DEBY_LOD2_4959314,GROUP_a47a79580ecbedd1,C2_MVS,INDEPENDENT_UAS_SCORE_ONLY,True,True,2.0691932381164104,0.0,2.069193238116405,1.0,C2_MVS|C2_MVS_COMP_a2e596f19e5dec9c1ef3
DEBY_LOD2_4959327,GROUP_32a743e7f900e7ae,C1_L_upper,SELF_REFERENCE_UPPER_BASELINE,True,True,1.5992228857277073,0.0,1.599222885727698,1.0,C1_L_upper|C1_L_upper_COMP_84a837b5d7c79565f0e8
DEBY_LOD2_4959327,GROUP_32a743e7f900e7ae,C2_MVS,INDEPENDENT_UAS_SCORE_ONLY,True,True,2.226712378963051,0.0,2.226712378963053,1.0,C2_MVS|C2_MVS_COMP_3b9ac290b64ed07a8b9b
DEBY_LOD2_4959461,GROUP_660281d563f14018,C1_L_upper,SELF_REFERENCE_UPPER_BASELINE,True,True,2.858026345798099,0.0,2.8580263457980952,1.0,C1_L_upper|C1_L_upper_COMP_84a837b5d7c79565f0e8
DEBY_LOD2_4959461,GROUP_660281d563f14018,C2_MVS,INDEPENDENT_UAS_SCORE_ONLY,True,True,2.170788371052487,0.0,2.170788371052489,1.0,C2_MVS|C2_MVS_COMP_3b9ac290b64ed07a8b9b
