building_id,group_id,split,method_id,run_id,operation_id,criterion_version,reference_provenance,component_id,operation_unit_id,G0_generated,G1_schema_semantic,G1_check_class,G1_failure_reasons,geometry_ring_diagnostic,geometry_ring_diagnostic_class,G2_geometry_topology_valid,G2_null_reason,G3_roof_structure_acceptable,G4_geometric_accuracy_acceptable,PASS_usable,threshold_null_reason,attempt_count,retry_count,runtime_seconds,peak_memory_bytes,peak_memory_unavailable_reason,input_point_count,roofer_input_point_count,output_bytes,reference_cell_count,vertically_scored_cell_count,reference_vertical_coverage,height_error_signed_mean_m,height_error_signed_median_m,height_error_mae_m,RMSZ_m,RMSXY_m,surface_distance_rmse_m,surface_distance_p95_m,normal_angular_error_median_deg,normal_angular_error_p95_deg,failure_reasons
DEBY_LOD2_4906976,GROUP_37b5107f054e56e8,development,C1_L_upper,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,SELF_REFERENCE_UPPER_BASELINE,C1_L_upper_COMP_84a837b5d7c79565f0e8,C1_L_upper|C1_L_upper_COMP_84a837b5d7c79565f0e8,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,1.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,100638,223714,3627,83,83,1.0,-1.9399831325301382,-2.115599999999972,1.9458000000000177,2.189754841919733,0.0,2.1897548419197332,3.4793700000000056,18.09341346946808,34.05291911503484,
DEBY_LOD2_4906976,GROUP_37b5107f054e56e8,development,C2_MVS,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,INDEPENDENT_UAS_SCORE_ONLY,C2_MVS_COMP_3b9ac290b64ed07a8b9b,C2_MVS|C2_MVS_COMP_3b9ac290b64ed07a8b9b,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,0.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,73697,191430,3514,83,83,1.0,-1.2519831325301582,-1.427599999999984,1.345932530120512,1.6121270041003237,0.0,1.61212700410032,2.7913700000000174,18.09341346946808,34.05291911503484,
DEBY_LOD2_4906977,GROUP_37b5107f054e56e8,development,C1_L_upper,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,SELF_REFERENCE_UPPER_BASELINE,C1_L_upper_COMP_84a837b5d7c79565f0e8,C1_L_upper|C1_L_upper_COMP_84a837b5d7c79565f0e8,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,1.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,100638,223714,3627,468,468,1.0,-3.5593425213675474,-3.521050000000116,3.5593425213675474,3.5952939467365326,0.0,3.5952939467365312,4.442715000000026,6.075571325542432,12.656285194298736,
DEBY_LOD2_4906977,GROUP_37b5107f054e56e8,development,C2_MVS,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,INDEPENDENT_UAS_SCORE_ONLY,C2_MVS_COMP_3b9ac290b64ed07a8b9b,C2_MVS|C2_MVS_COMP_3b9ac290b64ed07a8b9b,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,0.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,73697,191430,3514,468,468,1.0,-2.8713425213675556,-2.833050000000071,2.8713425213675556,2.915789302065336,0.0,2.9157893020653374,3.754715000000038,6.075571325542432,12.656285194298736,
DEBY_LOD2_4906981,GROUP_37b5107f054e56e8,development,C1_L_upper,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,SELF_REFERENCE_UPPER_BASELINE,C1_L_upper_COMP_84a837b5d7c79565f0e8,C1_L_upper|C1_L_upper_COMP_84a837b5d7c79565f0e8,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,1.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,100638,223714,3627,1474,1474,1.0,-2.9628219131614926,-3.2446499999999787,2.9628219131614926,3.1914299192256315,0.0,3.1914299192256292,4.51408500000004,16.104586453563677,23.76523325305648,
DEBY_LOD2_4906981,GROUP_37b5107f054e56e8,development,C2_MVS,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,INDEPENDENT_UAS_SCORE_ONLY,C2_MVS_COMP_3b9ac290b64ed07a8b9b,C2_MVS|C2_MVS_COMP_3b9ac290b64ed07a8b9b,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,0.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,73697,191430,3514,1474,1474,1.0,-2.2748219131615026,-2.5566500000000474,2.3095476933514596,2.5654874735259092,0.0,2.565487473525909,3.8260850000000515,16.104586453563677,23.76523325305648,
DEBY_LOD2_4906982,GROUP_6e1c6ddc7a70ba88,development,C1_L_upper,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,SELF_REFERENCE_UPPER_BASELINE,C1_L_upper_COMP_84a837b5d7c79565f0e8,C1_L_upper|C1_L_upper_COMP_84a837b5d7c79565f0e8,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,1.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,100638,223714,3627,767,767,1.0,-3.806136897001314,-3.778599999999983,3.806136897001314,3.8151049754618915,0.0,3.8151049754619075,4.268750000000068,4.160825703375743,8.158406757482213,
DEBY_LOD2_4906982,GROUP_6e1c6ddc7a70ba88,development,C2_MVS,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,INDEPENDENT_UAS_SCORE_ONLY,C2_MVS_COMP_3b9ac290b64ed07a8b9b,C2_MVS|C2_MVS_COMP_3b9ac290b64ed07a8b9b,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,0.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,73697,191430,3514,767,767,1.0,-3.1181368970013414,-3.090599999999995,3.1181368970013414,3.129077436485144,0.0,3.129077436485145,3.5807500000000796,4.160825703375743,8.158406757482213,
DEBY_LOD2_4906983,GROUP_37b5107f054e56e8,development,C1_L_upper,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,SELF_REFERENCE_UPPER_BASELINE,C1_L_upper_COMP_84a837b5d7c79565f0e8,C1_L_upper|C1_L_upper_COMP_84a837b5d7c79565f0e8,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,1.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,100638,223714,3627,785,785,1.0,10.62923414012737,9.448300000000017,10.62923414012737,11.005545825734567,0.0,11.00554582573456,18.37273999999993,1.2027031861159831,5.112217933279283,
DEBY_LOD2_4906983,GROUP_37b5107f054e56e8,development,C2_MVS,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,INDEPENDENT_UAS_SCORE_ONLY,C2_MVS_COMP_3b9ac290b64ed07a8b9b,C2_MVS|C2_MVS_COMP_3b9ac290b64ed07a8b9b,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,0.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,73697,191430,3514,785,785,1.0,11.317234140127352,10.136300000000006,11.317234140127352,11.67138419807858,0.0,11.67138419807858,19.060739999999917,1.2027031861159831,5.112217933279283,
DEBY_LOD2_4906984,GROUP_37b5107f054e56e8,development,C1_L_upper,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,SELF_REFERENCE_UPPER_BASELINE,C1_L_upper_COMP_84a837b5d7c79565f0e8,C1_L_upper|C1_L_upper_COMP_84a837b5d7c79565f0e8,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,1.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,100638,223714,3627,102,102,1.0,11.283899019607816,13.273600000000044,11.66411274509801,11.88298264453388,0.0,11.882982644533886,13.378184999999991,1.4416800736459736,3.012839468879757,
DEBY_LOD2_4906984,GROUP_37b5107f054e56e8,development,C2_MVS,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,INDEPENDENT_UAS_SCORE_ONLY,C2_MVS_COMP_3b9ac290b64ed07a8b9b,C2_MVS|C2_MVS_COMP_3b9ac290b64ed07a8b9b,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,0.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,73697,191430,3514,102,102,1.0,11.971899019607804,13.961599999999976,12.298151960784278,12.538152399028878,0.0,12.538152399028878,14.06618499999998,1.4416800736459736,3.012839468879757,
DEBY_LOD2_4906985,GROUP_37b5107f054e56e8,development,C1_L_upper,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,SELF_REFERENCE_UPPER_BASELINE,C1_L_upper_COMP_84a837b5d7c79565f0e8,C1_L_upper|C1_L_upper_COMP_84a837b5d7c79565f0e8,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,1.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,100638,223714,3627,110,110,1.0,-0.7151681818181962,-4.773599999999931,6.76774272727273,7.64393741143326,0.0,7.643937411433268,13.359454999999986,3.45405766995279,8.268496243036163,
DEBY_LOD2_4906985,GROUP_37b5107f054e56e8,development,C2_MVS,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,INDEPENDENT_UAS_SCORE_ONLY,C2_MVS_COMP_3b9ac290b64ed07a8b9b,C2_MVS|C2_MVS_COMP_3b9ac290b64ed07a8b9b,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,0.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,73697,191430,3514,110,110,1.0,-0.02716818181821943,-4.0855999999999995,6.392470000000021,7.610456736078806,0.0,7.610456736078806,14.047454999999974,3.45405766995279,8.268496243036163,
DEBY_LOD2_4907173,GROUP_37b5107f054e56e8,development,C1_L_upper,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,SELF_REFERENCE_UPPER_BASELINE,C1_L_upper_COMP_84a837b5d7c79565f0e8,C1_L_upper|C1_L_upper_COMP_84a837b5d7c79565f0e8,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,1.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,100638,223714,3627,66,66,1.0,2.7054787878787656,-2.186300000000017,6.490933333333337,9.604185230440205,0.0,9.604185230440212,18.985049999999973,15.93675123800907,31.110834991342337,
DEBY_LOD2_4907173,GROUP_37b5107f054e56e8,development,C2_MVS,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,INDEPENDENT_UAS_SCORE_ONLY,C2_MVS_COMP_3b9ac290b64ed07a8b9b,C2_MVS|C2_MVS_COMP_3b9ac290b64ed07a8b9b,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,0.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,73697,191430,3514,66,66,1.0,3.3934787878787502,-1.4983000000000288,6.136509090909112,9.820206553465514,0.0,9.820206553465514,19.67304999999996,15.93675123800907,31.110834991342337,
DEBY_LOD2_4907176,GROUP_37b5107f054e56e8,development,C1_L_upper,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,SELF_REFERENCE_UPPER_BASELINE,C1_L_upper_COMP_84a837b5d7c79565f0e8,C1_L_upper|C1_L_upper_COMP_84a837b5d7c79565f0e8,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,1.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,100638,223714,3627,109,109,1.0,11.504220183486192,11.505199999999945,11.504220183486192,11.50501308650057,0.0,11.50501308650059,11.702719999999953,2.4933780805384615,9.897606469538061,
DEBY_LOD2_4907176,GROUP_37b5107f054e56e8,development,C2_MVS,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,INDEPENDENT_UAS_SCORE_ONLY,C2_MVS_COMP_15d5693161e719555349,C2_MVS|C2_MVS_COMP_15d5693161e719555349,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,1.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,296,3906,2759,109,92,0.8440366972477065,0.4779173913043315,0.4782999999999902,0.4779173913043315,0.49124982398490635,0.7894512809985407,0.9385168104082362,2.0510039674408196,2.4933780805384615,9.897606469538061,
DEBY_LOD2_4907177,GROUP_37b5107f054e56e8,development,C1_L_upper,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,SELF_REFERENCE_UPPER_BASELINE,C1_L_upper_COMP_84a837b5d7c79565f0e8,C1_L_upper|C1_L_upper_COMP_84a837b5d7c79565f0e8,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,1.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,100638,223714,3627,15,15,1.0,11.55347333333328,11.505499999999984,11.55347333333328,11.555587154359522,0.0,11.55558715435955,11.976980000000003,2.7972798331128446,11.827988743958372,
DEBY_LOD2_4907177,GROUP_37b5107f054e56e8,development,C2_MVS,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,INDEPENDENT_UAS_SCORE_ONLY,C2_MVS_COMP_15d5693161e719555349,C2_MVS|C2_MVS_COMP_15d5693161e719555349,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,1.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,296,3906,2759,15,2,0.13333333333333333,0.46450000000004366,0.46450000000004366,0.46450000000004366,0.46465240772005023,2.064282262966507,2.14477579477781,3.739444589293787,2.7972798331128446,11.827988743958372,
DEBY_LOD2_4907180,GROUP_37b5107f054e56e8,development,C1_L_upper,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,SELF_REFERENCE_UPPER_BASELINE,C1_L_upper_COMP_84a837b5d7c79565f0e8,C1_L_upper|C1_L_upper_COMP_84a837b5d7c79565f0e8,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,1.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,100638,223714,3627,34,34,1.0,14.525620588235252,11.695949999999868,14.525620588235252,14.953323907068446,0.0,14.953323907068459,18.87581499999999,4.576648152763956,7.428825628871532,
DEBY_LOD2_4907180,GROUP_37b5107f054e56e8,development,C2_MVS,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,INDEPENDENT_UAS_SCORE_ONLY,C2_MVS_COMP_15d5693161e719555349,C2_MVS|C2_MVS_COMP_15d5693161e719555349,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,1.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,296,3906,2759,34,20,0.5882352941176471,0.5417349999999772,0.6091499999999428,0.5417349999999772,0.5621114662591198,15.88724851302031,16.65344903091694,26.724691938503348,4.576648152763956,7.428825628871532,
DEBY_LOD2_4907181,GROUP_37b5107f054e56e8,development,C1_L_upper,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,SELF_REFERENCE_UPPER_BASELINE,C1_L_upper_COMP_84a837b5d7c79565f0e8,C1_L_upper|C1_L_upper_COMP_84a837b5d7c79565f0e8,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,1.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,100638,223714,3627,20,20,1.0,15.251064999999972,15.232299999999896,15.251064999999972,15.251801926215117,0.0,15.25180192621511,15.476469999999972,7.557427945687055,10.234083080269722,
DEBY_LOD2_4907181,GROUP_37b5107f054e56e8,development,C2_MVS,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,INDEPENDENT_UAS_SCORE_ONLY,C2_MVS_COMP_f1d8cfc93f4be10ae807,C2_MVS|C2_MVS_COMP_f1d8cfc93f4be10ae807,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,0.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,194,2469,2743,20,20,1.0,2.227064999999982,2.2083000000000084,2.227064999999982,2.232105928601938,0.0,2.2321059286019214,2.452469999999971,7.557427945687055,10.234083080269722,
DEBY_LOD2_4907183,GROUP_37b5107f054e56e8,development,C1_L_upper,P2-C1-C2-FEASIBILITY-PILOT-RECOVERY-R3-RUN-v1,5c34f533655997f54e0321c7d3e72aa42054cbf6bf0a02abce1e7ef5669feea3,C1C5_CANON_v2_PROVISIONAL_P2_FEASIBILITY,SELF_REFERENCE_UPPER_BASELINE,C1_L_upper_COMP_84a837b5d7c79565f0e8,C1_L_upper|C1_L_upper_COMP_84a837b5d7c79565f0e8,True,True,INTERNAL_CITYJSON_BOUNDARY_SEMANTICS_PARENT_CHILD_VALIDATION,,True,DIAGNOSTIC_RING_INDEX_SANITY_NOT_G2_NOT_VAL3DITY,,CANONICAL_VALIDATOR_UNAVAILABLE,,,,THRESHOLD_NOT_FROZEN,1,0,1.0,,ROOFER_IMAGE_GNU_TIME_UNAVAILABLE_VERIFIED_IMMUTABLE_IMAGE,100638,223714,3627,14,14,1.0,18.716464285714267,18.716999999999985,18.716464285714267,18.716471474937315,0.0,18.716471474937315,18.74144999999997,0.5171532872465625,9.133261029148596,
