run,bid,job_status,config_path,status,F,precision,recall,roof_cov,wall_cov,ground_cov,support_cov,roof_support_cov,wall_support_cov,ground_support_cov,h_err,vol_ratio,chamfer,hausdorff,open_edges,non_manifold_edges,failure_reason
M3,B0,COMPLETED,configs/fc_s5/M3_reduced_mutual.yaml,OK,0.9525118828915522,0.9443333333333334,0.9608333333333333,0.7533333333333333,0.9666666666666667,1.0,0.5843333333333333,0.84,0.701,0.256,0.5153836026608012,1.4234302523670235,0.23355336432763232,2.091090674214841,0,0,
M3,B1,COMPLETED,configs/fc_s5/M3_reduced_mutual.yaml,OK,0.9017669068736142,0.9165,0.8875,0.30566666666666664,0.9143333333333333,1.0,0.4183333333333334,0.622,0.527,0.094,0.27357523101190395,0.7449375815063615,0.27423368297858436,1.7611481268534568,0,0,
M3,B2,COMPLETED,configs/fc_s5/M3_reduced_mutual.yaml,OK,0.9832286351950731,0.9786666666666667,0.9878333333333333,1.0,0.986,1.0,0.5246666666666667,1.0,0.435,0.192,0.5261554425993733,2.0802346380815235,0.20567752866163852,0.8917247284739207,0,0,
M3,B8,COMPLETED,configs/fc_s5/M3_reduced_mutual.yaml,OK,0.8995428783107984,0.8836666666666667,0.916,1.0,0.978,0.0,0.5586666666666666,1.0,0.467,0.193,0.7833343503451662,1.5648092129267106,0.21738638951513894,0.7825166635492162,0,0,
M3,B6,COMPLETED,configs/fc_s5/M3_reduced_mutual.yaml,OK,0.9271278386961472,0.9331666666666667,0.9211666666666667,0.536,0.9326666666666666,1.0,0.4493333333333333,0.814,0.396,0.128,2.939339941791957,0.6977508230011964,0.2597607162631983,3.9163185600031962,0,0,
M3,B3,COMPLETED,configs/fc_s5/M3_reduced_mutual.yaml,OK,0.43766203703703704,0.42583333333333334,0.45016666666666666,0.14166666666666666,0.6226666666666667,0.919,0.27566666666666667,0.316,0.46,0.096,0.11430682289079286,1.0050719245772402,1.084254107437368,11.785627334673123,0,0,
M3,B123,COMPLETED,configs/fc_s5/M3_reduced_mutual.yaml,OK,0.5802787348071585,0.5918333333333333,0.5691666666666667,0.19533333333333333,0.649,0.9096666666666666,0.3973333333333333,0.353,0.693,0.172,0.08952350299223255,0.7034650647019095,0.8014665136310396,5.358499586648408,0,0,
M3,B126,COMPLETED,configs/fc_s5/M3_reduced_mutual.yaml,OK,0.5143035204054127,0.5373333333333333,0.49316666666666664,0.152,0.6106666666666667,0.9006666666666666,0.27366666666666667,0.222,0.489,0.087,1.0723245603921576,0.554925257691318,1.050862873918685,5.364759945341737,0,0,
M3,B50,COMPLETED,configs/fc_s5/M3_reduced_mutual.yaml,OK,0.9242322394518572,0.934,0.9146666666666666,0.47333333333333333,0.951,1.0,0.45333333333333337,0.875,0.376,0.11,0.13260242026867886,1.0109359009954508,0.25386298948144553,1.6618035594496272,0,0,
M3,B104,COMPLETED,configs/fc_s5/M3_reduced_mutual.yaml,OK,1.0,1.0,1.0,1.0,1.0,1.0,0.7813333333333333,1.0,0.808,0.486,0.1423154694011437,1.0321121907229374,0.08365052372106549,0.29848115724054275,0,0,
