variant,n_with_density,mean_rf_pt_density,median_rf_pt_density,min_rf_pt_density,max_rf_pt_density,target_density_note
wall_removed,93,308.863,212.714,36.429,1228.415,~21 pts/m2 for thinned; wall_removed has no density target
thinned,93,19.147,16.615,7.806,151.811,~21 pts/m2 for thinned; wall_removed has no density target
