run_name,arm,replicate,n_gaussians,opacity_p05,opacity_p50,opacity_p95,opacity_below_prune005_frac,inplane_ratio_p50,inplane_ratio_p95,elongated_ratio_gt10_frac,elongated_ratio_gt20_frac,scale_inplane_p95_m,seed_distance_p50_m,seed_distance_p90_m,off_seed_gt1m_proxy_frac,off_seed_gt2m_proxy_frac
gs_e5_C001_sparse_r1,sparse,r1,409546,0.0020992857171222568,0.004597554448992014,0.9948595464229584,0.506526739365053,4.893165588378906,31.085147857666016,0.28751837400438535,0.1200475648645085,4.052554965019226,75.81870113786896,215.0594531792749,0.84214,0.80142
gs_e5_C001_sparse_r2,sparse,r2,402332,0.002069417852908373,0.004693806637078524,0.9945743560791016,0.5042427646819045,4.589144229888916,28.237575721740722,0.25514003360408816,0.09822484912957458,4.000506520271296,87.38334386792356,219.63840676865314,0.83511,0.7973
gs_e5_C001_dense_r1,dense,r1,575318,0.0018993726058397443,0.0039057396352291107,0.9908412843942643,0.6079559478410201,3.135077476501465,26.366073608398438,0.2240117639288185,0.08825727684515346,3.4104327559471144,27.862627138000228,221.4682955026801,0.655115,0.5887
gs_e5_C001_dense_r2,dense,r2,508235,0.001812208618503064,0.0039014380890876055,0.9915696680545807,0.6231172587484136,2.612823963165283,25.084796142578117,0.1937587926844865,0.07750548466752585,3.2600789546966547,6.543500055520964,141.87227295967526,0.59108,0.524855
gs_e5_C001_acmp_r1,acmp,r1,627259,0.0019341671373695134,0.0038995540235191584,0.9900235891342163,0.6264079112455939,2.6449317932128906,24.20749244689941,0.18956124981865546,0.07284869567435462,3.1021223068237305,17.957194811165017,187.43640561673732,0.628665,0.553715
gs_e5_C001_acmp_r2,acmp,r2,642766,0.0018677364860195667,0.003897721879184246,0.9897344410419464,0.6270929078389336,2.812992215156555,26.385840892791748,0.2078299101072552,0.08404302654465233,3.2554160952568054,19.57038606795696,234.4519997901172,0.618085,0.552535
