building_id,evaluation_scope,priority_group,priority_rank,footprint_area_m2,small_lt50_candidate,texture_low_gradient_fraction,texture_grad_p10,texture_valid,texture_view,texture_source,texture_projection_reference_height_used,sfm_point_count,dense_point_count,point_count_source,dense_assembled,dense_outcome_source,mast3r_correspondence_count,mast3r_reciprocal_raw_count,mast3r_border_count,mast3r_status,mast3r_view_a,mast3r_view_b,mast3r_crop_a_xyxy,mast3r_crop_b_xyxy,mast3r_model_revision,mast3r_model_sha256,mast3r_result_source,outline_inframe_frac_max,outline_inframe_frac_median,outline_valid_pixel_count_max,outline_valid_pixel_count_median,representative_view_count,representative_views_json,projection_reference_height_m,projection_reference_height_used,projection_reference_source,projection_status,crs,learning_runs_started,new_inference_type
DEBY_LOD2_4907185,evaluation_178,c001_18,51,160.980000,false,0.338000,0.006200,valid,DJI_20241217102919_0005_D.JPG,docs/lowtex_v5.csv,true,35,3598,docs/pointcloud_attributes_v1_3.csv,1,docs/regression_input_snapshot.csv,0,4,2,complete,DJI_20241217084709_0138_D.JPG,DJI_20241217102943_0017_D.JPG,321;352;4289;3328,3061;364;3797;916,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,102,102.000000,3,"[{""name"":""DJI_20241217084709_0138_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":102,""zenith_deg"":61.136113},{""name"":""DJI_20241217102943_0017_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":102,""zenith_deg"":78.526103},{""name"":""DJI_20241217084729_0148_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":102,""zenith_deg"":58.46678}]",532.096500,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_4907186,evaluation_178,c001_18,52,167.836000,false,0.610000,0.002800,valid,DJI_20241217102919_0005_D.JPG,docs/lowtex_v5.csv,true,25,541,docs/pointcloud_attributes_v1_3.csv,1,docs/regression_input_snapshot.csv,0,60,42,complete,DJI_20241217084905_0196_D.JPG,DJI_20241217102939_0015_D.JPG,0;3;4368;3279,616;367;1256;847,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,104,104.000000,3,"[{""name"":""DJI_20241217084905_0196_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":104,""zenith_deg"":60.926979},{""name"":""DJI_20241217102939_0015_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":104,""zenith_deg"":79.759409},{""name"":""DJI_20241217084903_0195_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":104,""zenith_deg"":59.276567}]",529.701000,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_4907188,evaluation_178,c001_18,53,165.881000,false,0.598000,0.002800,valid,DJI_20241217102919_0005_D.JPG,docs/lowtex_v5.csv,true,20,1146,docs/pointcloud_attributes_v1_3.csv,1,docs/regression_input_snapshot.csv,0,226,115,complete,DJI_20241217084901_0194_D.JPG,DJI_20241217084835_0181_D.JPG,1487;820;5135;3556,1039;0;5039;3000,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,104,104.000000,3,"[{""name"":""DJI_20241217084901_0194_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":104,""zenith_deg"":59.988672},{""name"":""DJI_20241217084835_0181_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":104,""zenith_deg"":60.985808},{""name"":""DJI_20241217102919_0005_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":104,""zenith_deg"":79.415107}]",529.007500,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_4907194,evaluation_178,c001_18,54,212.727000,false,0.708000,0.002800,valid,DJI_20241217102915_0003_D.JPG,docs/lowtex_v5.csv,true,6,632,docs/pointcloud_attributes_v1_3.csv,0,docs/regression_input_snapshot.csv,0,39,33,complete,DJI_20241217102703_0007_D.JPG,DJI_20241217100321_0015_D.JPG,3893;1530;4597;2058,973;1317;3389;3129,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,119,119.000000,3,"[{""name"":""DJI_20241217102703_0007_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":119,""zenith_deg"":82.499528},{""name"":""DJI_20241217100321_0015_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":119,""zenith_deg"":84.285353},{""name"":""DJI_20241217084905_0196_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":118,""zenith_deg"":60.213409}]",531.885000,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_4907195,evaluation_178,c001_18,55,177.840000,false,0.732000,0.003900,valid,DJI_20241217102915_0003_D.JPG,docs/lowtex_v5.csv,true,46,1144,docs/pointcloud_attributes_v1_3.csv,1,docs/regression_input_snapshot.csv,103,737,626,complete,DJI_20241217102919_0005_D.JPG,DJI_20241217095143_0078_D.JPG,2604;1519;3196;1963,0;1454;688;1970,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,120,120.000000,3,"[{""name"":""DJI_20241217102919_0005_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":120,""zenith_deg"":80.352342},{""name"":""DJI_20241217095143_0078_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":120,""zenith_deg"":81.784258},{""name"":""DJI_20241217084907_0197_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":120,""zenith_deg"":59.618003}]",532.626500,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_4907198,evaluation_178,c001_18,56,359.797000,false,0.641000,0.004400,valid,DJI_20241217102915_0003_D.JPG,docs/lowtex_v5.csv,true,55,4216,docs/pointcloud_attributes_v1_3.csv,1,docs/regression_input_snapshot.csv,0,131,101,complete,DJI_20241217084911_0199_D.JPG,DJI_20241217102919_0005_D.JPG,560;345;5280;3885,2141;1525;3101;2245,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,201,201.000000,3,"[{""name"":""DJI_20241217084911_0199_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":201,""zenith_deg"":59.546254},{""name"":""DJI_20241217102919_0005_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":201,""zenith_deg"":78.414265},{""name"":""DJI_20241217102915_0003_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":201,""zenith_deg"":78.414012}]",531.229000,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_4907202,evaluation_178,c001_18,57,160.461000,false,0.562000,0.003900,valid,DJI_20241217095441_0023_D.JPG,docs/lowtex_v5.csv,true,70,7972,docs/pointcloud_attributes_v1_3.csv,1,docs/regression_input_snapshot.csv,0,4,2,complete,DJI_20241217095441_0023_D.JPG,DJI_20241217084645_0126_D.JPG,1098;1315;3754;3307,403;299;3923;2939,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,117,117.000000,3,"[{""name"":""DJI_20241217095441_0023_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":117,""zenith_deg"":15.460937},{""name"":""DJI_20241217084645_0126_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":117,""zenith_deg"":60.823629},{""name"":""DJI_20241217084647_0127_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":117,""zenith_deg"":60.047605}]",521.260000,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_4908178,evaluation_178,c001_18,59,113.412000,false,0.406000,0.005900,valid,DJI_20241217095441_0023_D.JPG,docs/lowtex_v5.csv,true,24,1960,docs/pointcloud_attributes_v1_3.csv,1,docs/regression_input_snapshot.csv,0,78,41,complete,DJI_20241217084643_0125_D.JPG,DJI_20241217084837_0182_D.JPG,494;723;4398;3651,429;343;4813;3631,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,87,87.000000,3,"[{""name"":""DJI_20241217084643_0125_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":87,""zenith_deg"":61.769319},{""name"":""DJI_20241217084837_0182_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":87,""zenith_deg"":62.048103},{""name"":""DJI_20241217095441_0023_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":87,""zenith_deg"":23.581349}]",519.136000,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_4908179,evaluation_178,c001_18,60,118.250000,false,0.429000,0.006200,valid,DJI_20241217102713_0012_D.JPG,docs/lowtex_v5.csv,true,0,0,docs/pointcloud_attributes_v1_3.csv,0,docs/regression_input_snapshot.csv,0,9,5,complete,DJI_20241217084721_0144_D.JPG,DJI_20241217084651_0129_D.JPG,724;490;4660;3442,672;350;4976;3578,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,106,106.000000,3,"[{""name"":""DJI_20241217084721_0144_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":106,""zenith_deg"":60.704274},{""name"":""DJI_20241217084651_0129_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":106,""zenith_deg"":61.580045},{""name"":""DJI_20241217084717_0142_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":106,""zenith_deg"":59.175231}]",518.094000,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_60098,evaluation_178,c001_18,61,195.930000,false,0.544000,0.002800,valid,DJI_20241217102919_0005_D.JPG,docs/lowtex_v5.csv,true,18,674,docs/pointcloud_attributes_v1_3.csv,1,docs/regression_input_snapshot.csv,0,7,2,complete,DJI_20241217084713_0140_D.JPG,DJI_20241217102937_0014_D.JPG,177;335;4321;3443,505;1990;1257;2554,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,117,117.000000,3,"[{""name"":""DJI_20241217084713_0140_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":117,""zenith_deg"":60.998537},{""name"":""DJI_20241217102937_0014_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":117,""zenith_deg"":78.588098},{""name"":""DJI_20241217084727_0147_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":117,""zenith_deg"":59.991747}]",529.742000,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_108247714,evaluation_178,evaluation_remainder,62,34.271000,true,0.156000,0.016200,valid,DJI_20241217084643_0125_D.JPG,docs/lowtex_v5.csv,true,7,1645,docs/pointcloud_attributes_v1_3.csv,1,docs/regression_input_snapshot.csv,362,1241,1170,complete,DJI_20241217084629_0118_D.JPG,DJI_20241217084915_0201_D.JPG,4403;691;5091;1207,261;433;949;949,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,52,52.000000,3,"[{""name"":""DJI_20241217084629_0118_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":52,""zenith_deg"":33.596019},{""name"":""DJI_20241217084915_0201_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":52,""zenith_deg"":34.864353},{""name"":""DJI_20241217084643_0125_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":52,""zenith_deg"":8.127973}]",517.650000,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_108250120,evaluation_178,evaluation_remainder,63,46.818000,true,0.546000,0.006200,valid,DJI_20241217090953_0059_D.JPG,docs/lowtex_v5.csv,true,9,407,docs/pointcloud_attributes_v1_3.csv,1,docs/regression_input_snapshot.csv,0,54,36,complete,DJI_20241217090805_0005_D.JPG,DJI_20241217091031_0078_D.JPG,1550;3444;2126;3876,2871;2626;4599;3922,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,59,59.000000,3,"[{""name"":""DJI_20241217090805_0005_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":59,""zenith_deg"":27.331788},{""name"":""DJI_20241217091031_0078_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":59,""zenith_deg"":58.700795},{""name"":""DJI_20241217090953_0059_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":59,""zenith_deg"":20.237466}]",523.111000,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_108580335,evaluation_178,evaluation_remainder,64,1020.875000,false,0.304000,0.008100,valid,DJI_20241217091235_0140_D.JPG,docs/lowtex_v5.csv,true,1588,153624,docs/pointcloud_attributes_v1_3.csv,1,docs/regression_input_snapshot.csv,0,2,0,complete,DJI_20241217091233_0139_D.JPG,DJI_20241217095627_0076_D.JPG,1345;98;4609;2546,327;74;3527;2474,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,268,268.000000,3,"[{""name"":""DJI_20241217091233_0139_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":268,""zenith_deg"":11.902795},{""name"":""DJI_20241217095627_0076_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":268,""zenith_deg"":84.34542},{""name"":""DJI_20241217091235_0140_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":268,""zenith_deg"":5.606642}]",530.440000,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_108580336,evaluation_178,evaluation_remainder,65,4799.469000,false,0.288000,0.007100,valid,DJI_20241217095545_0055_D.JPG,docs/lowtex_v5.csv,true,17462,1756363,docs/pointcloud_attributes_v1_3.csv,1,docs/regression_input_snapshot.csv,86,1006,940,complete,DJI_20241217095509_0037_D.JPG,DJI_20241217103023_0037_D.JPG,79;236;3359;2696,666;572;5178;3956,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,883,883.000000,3,"[{""name"":""DJI_20241217095509_0037_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":883,""zenith_deg"":84.242911},{""name"":""DJI_20241217103023_0037_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":883,""zenith_deg"":84.350329},{""name"":""DJI_20241217103051_0002_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":883,""zenith_deg"":77.560202}]",540.580000,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_42364657,evaluation_178,evaluation_remainder,66,107.301000,false,0.382000,0.006200,valid,DJI_20241217091139_0112_D.JPG,docs/lowtex_v5.csv,true,34,5984,docs/pointcloud_attributes_v1_3.csv,1,docs/regression_input_snapshot.csv,0,4,3,complete,DJI_20241217091215_0130_D.JPG,DJI_20241217100343_0026_D.JPG,0;2936;1360;3956,2180;1291;2964;1879,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,106,106.000000,3,"[{""name"":""DJI_20241217091215_0130_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":106,""zenith_deg"":38.517696},{""name"":""DJI_20241217100343_0026_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":106,""zenith_deg"":79.53598},{""name"":""DJI_20241217091209_0127_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":106,""zenith_deg"":35.09238}]",517.450000,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_42364659,evaluation_178,evaluation_remainder,67,66.102000,false,0.522000,0.006200,valid,DJI_20241217091157_0121_D.JPG,docs/lowtex_v5.csv,true,127,6743,docs/pointcloud_attributes_v1_3.csv,0,docs/regression_input_snapshot.csv,398,1580,1479,complete,DJI_20241217091209_0127_D.JPG,DJI_20241217091147_0116_D.JPG,3026;2772;3698;3276,1981;111;2829;747,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,71,71.000000,3,"[{""name"":""DJI_20241217091209_0127_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":71,""zenith_deg"":18.886188},{""name"":""DJI_20241217091147_0116_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":71,""zenith_deg"":23.606221},{""name"":""DJI_20241217091157_0121_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":71,""zenith_deg"":4.182713}]",516.530000,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_42364661,evaluation_178,evaluation_remainder,68,58.561000,false,0.327000,0.007800,valid,DJI_20241217091235_0140_D.JPG,docs/lowtex_v5.csv,true,4,2149,docs/pointcloud_attributes_v1_3.csv,0,docs/regression_input_snapshot.csv,0,7,6,complete,DJI_20241217091233_0139_D.JPG,DJI_20241217090805_0005_D.JPG,2595;2407;4515;3847,561;2555;1921;3575,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,62,62.000000,3,"[{""name"":""DJI_20241217091233_0139_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":62,""zenith_deg"":59.153578},{""name"":""DJI_20241217090805_0005_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":62,""zenith_deg"":59.551624},{""name"":""DJI_20241217091007_0066_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":62,""zenith_deg"":33.471447}]",519.803000,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_42364663,evaluation_178,evaluation_remainder,69,42.215000,true,0.446000,0.004400,valid,DJI_20241217084727_0147_D.JPG,docs/lowtex_v5.csv,true,1176,100215,docs/pointcloud_attributes_v1_3.csv,1,docs/regression_input_snapshot.csv,3,833,788,complete,DJI_20241217084725_0146_D.JPG,DJI_20241217084835_0181_D.JPG,904;94;3224;1834,0;0;2112;1584,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,121,121.000000,3,"[{""name"":""DJI_20241217084725_0146_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":121,""zenith_deg"":18.395748},{""name"":""DJI_20241217084835_0181_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":121,""zenith_deg"":38.211635},{""name"":""DJI_20241217084729_0148_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":121,""zenith_deg"":5.219331}]",530.480000,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_42364665,evaluation_178,evaluation_remainder,70,49.277000,true,0.520000,0.004400,valid,DJI_20241217084853_0190_D.JPG,docs/lowtex_v5.csv,true,353,46684,docs/pointcloud_attributes_v1_3.csv,1,docs/regression_input_snapshot.csv,237,1233,1118,complete,DJI_20241217084713_0140_D.JPG,DJI_20241217084845_0186_D.JPG,582;274;2006;1342,384;0;1760;1032,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,118,118.000000,3,"[{""name"":""DJI_20241217084713_0140_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":118,""zenith_deg"":26.584409},{""name"":""DJI_20241217084845_0186_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":118,""zenith_deg"":32.007466},{""name"":""DJI_20241217084719_0143_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":118,""zenith_deg"":16.515062}]",525.688000,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_42364667,evaluation_178,evaluation_remainder,71,45.705000,true,0.567000,0.004400,valid,DJI_20241217084725_0146_D.JPG,docs/lowtex_v5.csv,true,578,68673,docs/pointcloud_attributes_v1_3.csv,1,docs/regression_input_snapshot.csv,264,1280,1228,complete,DJI_20241217084839_0183_D.JPG,DJI_20241217084719_0143_D.JPG,456;306;1736;1266,613;19;1893;979,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,110,110.000000,3,"[{""name"":""DJI_20241217084839_0183_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":110,""zenith_deg"":28.877046},{""name"":""DJI_20241217084719_0143_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":110,""zenith_deg"":30.284725},{""name"":""DJI_20241217084725_0146_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":110,""zenith_deg"":16.378569}]",526.203000,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_4906965,evaluation_178,evaluation_remainder,72,2621.250000,false,0.603000,0.002800,valid,DJI_20241217094552_0032_D.JPG,docs/lowtex_v5.csv,true,30383,3374580,docs/pointcloud_attributes_v1_3.csv,1,docs/regression_input_snapshot.csv,29,266,243,complete,DJI_20241217095427_0016_D.JPG,DJI_20241217101558_0016_D.JPG,433;0;4977;3408,156;841;2076;2281,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,662,662.000000,3,"[{""name"":""DJI_20241217095427_0016_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":662,""zenith_deg"":71.825224},{""name"":""DJI_20241217101558_0016_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":662,""zenith_deg"":83.394004},{""name"":""DJI_20241217095429_0017_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":662,""zenith_deg"":71.550604}]",534.430000,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
DEBY_LOD2_4906966,evaluation_178,evaluation_remainder,73,1437.016000,false,0.537000,0.004400,valid,DJI_20241217102531_0018_D.JPG,docs/lowtex_v5.csv,true,21019,1900822,docs/pointcloud_attributes_v1_3.csv,1,docs/regression_input_snapshot.csv,0,150,101,complete,DJI_20241217101530_0002_D.JPG,DJI_20241217095149_0081_D.JPG,1226;73;2762;1225,2045;1320;2893;1956,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,phases/p2-gsjso/runs/20260716_boundary_map/mast3r_correspondence.csv,1.000000,1.000000,432,432.000000,3,"[{""name"":""DJI_20241217101530_0002_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":432,""zenith_deg"":81.578657},{""name"":""DJI_20241217095149_0081_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":432,""zenith_deg"":81.596504},{""name"":""DJI_20241217103553_0066_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":432,""zenith_deg"":77.194537}]",535.019000,true,LoD2 CityGML; measurement/classification projection only,prepared,EPSG:25832,0,MASt3R correspondence only
