schema_version,condition_id,seed,checkpoint_step,checkpoint_sha256,iter,term,raw,weighted,share,roof_share
jointbuildgs.pilot_1wave.scoring.v1,01,1001,20000,484208e4835a29764c52e3f7e3a44874f6a3dbd323501ecb0a913ad0184281c6,1600,plane,0.0,0.0,0.0,0.0
jointbuildgs.pilot_1wave.scoring.v1,01,1001,20000,484208e4835a29764c52e3f7e3a44874f6a3dbd323501ecb0a913ad0184281c6,1700,pho,0.1743176430463791,0.1743176430463791,0.9154087671728757,0.9229010100566069
jointbuildgs.pilot_1wave.scoring.v1,01,1001,20000,484208e4835a29764c52e3f7e3a44874f6a3dbd323501ecb0a913ad0184281c6,1700,dep,4.6572265625,0.0,0.0,0.0
jointbuildgs.pilot_1wave.scoring.v1,01,1001,20000,484208e4835a29764c52e3f7e3a44874f6a3dbd323501ecb0a913ad0184281c6,1700,nrm,0.37779808044433594,0.0,0.0,0.0
jointbuildgs.pilot_1wave.scoring.v1,01,1001,20000,484208e4835a29764c52e3f7e3a44874f6a3dbd323501ecb0a913ad0184281c6,1700,nc,0.32216742634773254,0.016108371317386627,0.08459123282712433,0.07709898994339319
jointbuildgs.pilot_1wave.scoring.v1,01,1001,20000,484208e4835a29764c52e3f7e3a44874f6a3dbd323501ecb0a913ad0184281c6,1700,str.na,0.0,0.0,0.0,0.0
jointbuildgs.pilot_1wave.scoring.v1,01,1001,20000,484208e4835a29764c52e3f7e3a44874f6a3dbd323501ecb0a913ad0184281c6,1700,str.cp,0.0,0.0,0.0,0.0
jointbuildgs.pilot_1wave.scoring.v1,01,1001,20000,484208e4835a29764c52e3f7e3a44874f6a3dbd323501ecb0a913ad0184281c6,1700,plane,0.0,0.0,0.0,0.0
jointbuildgs.pilot_1wave.scoring.v1,01,1001,20000,484208e4835a29764c52e3f7e3a44874f6a3dbd323501ecb0a913ad0184281c6,1800,pho,0.2190486192703247,0.2190486192703247,0.9420968350052156,0.8769054562294001
jointbuildgs.pilot_1wave.scoring.v1,01,1001,20000,484208e4835a29764c52e3f7e3a44874f6a3dbd323501ecb0a913ad0184281c6,1800,dep,10.333514213562012,0.0,0.0,0.0
jointbuildgs.pilot_1wave.scoring.v1,01,1001,20000,484208e4835a29764c52e3f7e3a44874f6a3dbd323501ecb0a913ad0184281c6,1800,nrm,0.34429100155830383,0.0,0.0,0.0
jointbuildgs.pilot_1wave.scoring.v1,01,1001,20000,484208e4835a29764c52e3f7e3a44874f6a3dbd323501ecb0a913ad0184281c6,1800,nc,0.269263356924057,0.013463168404996395,0.0579031649947844,0.12309454377059996
jointbuildgs.pilot_1wave.scoring.v1,01,1001,20000,484208e4835a29764c52e3f7e3a44874f6a3dbd323501ecb0a913ad0184281c6,1800,str.na,0.0,0.0,0.0,0.0
jointbuildgs.pilot_1wave.scoring.v1,01,1001,20000,484208e4835a29764c52e3f7e3a44874f6a3dbd323501ecb0a913ad0184281c6,1800,str.cp,0.0,0.0,0.0,0.0
jointbuildgs.pilot_1wave.scoring.v1,01,1001,20000,484208e4835a29764c52e3f7e3a44874f6a3dbd323501ecb0a913ad0184281c6,1800,plane,0.0,0.0,0.0,0.0
jointbuildgs.pilot_1wave.scoring.v1,01,1001,20000,484208e4835a29764c52e3f7e3a44874f6a3dbd323501ecb0a913ad0184281c6,1900,pho,0.1735822558403015,0.1735822558403015,0.9445148626124265,0.9567948588048716
jointbuildgs.pilot_1wave.scoring.v1,01,1001,20000,484208e4835a29764c52e3f7e3a44874f6a3dbd323501ecb0a913ad0184281c6,1900,dep,5.8054094314575195,0.0,0.0,0.0
jointbuildgs.pilot_1wave.scoring.v1,01,1001,20000,484208e4835a29764c52e3f7e3a44874f6a3dbd323501ecb0a913ad0184281c6,1900,nrm,0.6358891725540161,0.0,0.0,0.0
jointbuildgs.pilot_1wave.scoring.v1,01,1001,20000,484208e4835a29764c52e3f7e3a44874f6a3dbd323501ecb0a913ad0184281c6,1900,nc,0.20394036173820496,0.010197018273174763,0.055485137387573505,0.04320514119512844
jointbuildgs.pilot_1wave.scoring.v1,01,1001,20000,484208e4835a29764c52e3f7e3a44874f6a3dbd323501ecb0a913ad0184281c6,1900,str.na,0.0,0.0,0.0,0.0
jointbuildgs.pilot_1wave.scoring.v1,01,1001,20000,484208e4835a29764c52e3f7e3a44874f6a3dbd323501ecb0a913ad0184281c6,1900,str.cp,0.0,0.0,0.0,0.0
jointbuildgs.pilot_1wave.scoring.v1,01,1001,20000,484208e4835a29764c52e3f7e3a44874f6a3dbd323501ecb0a913ad0184281c6,1900,plane,0.0,0.0,0.0,0.0
jointbuildgs.pilot_1wave.scoring.v1,01,1001,20000,484208e4835a29764c52e3f7e3a44874f6a3dbd323501ecb0a913ad0184281c6,2000,pho,0.2244480550289154,0.2244480550289154,0.9525504251893742,0.8625434645460209
