bid,true_type_eval_only,optional_roof_archetype,pipeline_success,val3dity_status,val3dity_valid,h_err,recall_coverage,pred_precision,F_score,vol_ratio,footprint_IoU,Hausdorff,Chamfer,edge_ok,failure_reason
114,flat,flat-like,True,BLOCKED_DEPENDENCY,,4.440892098500626e-16,1.0,1.0,1.0,1.0000133187042606,1.0,0.17803901832894972,0.051299370221328064,True,VAL3DITY_BLOCKED_DEPENDENCY
115,flat,flat-like,True,BLOCKED_DEPENDENCY,,0.0,1.0,1.0,1.0,1.000045130311119,0.9999999999999957,0.3056689769843257,0.07478746004585451,True,VAL3DITY_BLOCKED_DEPENDENCY
116,flat,flat-like,True,BLOCKED_DEPENDENCY,,0.0,1.0,1.0,1.0,1.000025161054293,0.9999999999999972,0.20508466853010537,0.06028247298782165,True,VAL3DITY_BLOCKED_DEPENDENCY
117,flat,flat-like,True,BLOCKED_DEPENDENCY,,4.440892098500626e-16,1.0,1.0,1.0,1.0025577707366182,0.9974380755497064,0.19310104352238616,0.04916141446141123,True,VAL3DITY_BLOCKED_DEPENDENCY
118,flat,flat-like,True,BLOCKED_DEPENDENCY,,0.0,1.0,1.0,1.0,1.0000386783827897,0.9999999999999993,0.20298511197012975,0.04500763115778922,True,VAL3DITY_BLOCKED_DEPENDENCY
119,tri-slope,gable-like,True,BLOCKED_DEPENDENCY,,0.6980000000000004,0.8398333333333333,0.7668333333333334,0.8016749308437068,2.0923402138135687,0.9857080892941246,3.8358326736090858,0.45810387222282206,True,LOW_PRECISION_OVERFILL
120,complex,hip-like,True,BLOCKED_DEPENDENCY,,2.814,0.5236666666666666,0.6053333333333333,0.5615463044975887,1.049148548871035,0.9738329091419715,7.448305480195081,1.0793590141816116,True,SHARED_WALL_LIKELY
121,tri-slope,gable-like,True,BLOCKED_DEPENDENCY,,0.027999999999998693,0.789,0.8315,0.8096926874421475,0.9923172327878601,0.9670013123186195,5.430132850541946,0.4602245014394472,True,VAL3DITY_BLOCKED_DEPENDENCY
122,complex,complex-like,True,BLOCKED_DEPENDENCY,,0.23600000000000065,0.6471666666666667,0.8616666666666667,0.7391697043337383,0.6934367027020882,0.9872468237649119,7.151980616247101,0.749725979042959,True,VAL3DITY_BLOCKED_DEPENDENCY
123,complex,hip-like,True,BLOCKED_DEPENDENCY,,0.0,0.5765,0.6275,0.6009198504983388,0.3175485818305321,0.9854367234019569,5.350390586812627,0.7047021046305456,True,SHARED_WALL_LIKELY
124,gable,gable-like,True,BLOCKED_DEPENDENCY,,0.0,0.8406666666666667,0.8776666666666667,0.8587683155512448,0.8349262812526295,0.9974051791925865,2.246045920221674,0.33233111151642153,True,VAL3DITY_BLOCKED_DEPENDENCY
125,complex,gable-like,True,BLOCKED_DEPENDENCY,,1.1650000000000027,0.5931666666666666,0.6921666666666667,0.6388540369986168,1.0755018770724138,0.9992037728116974,6.05261162607454,0.8158256847933536,True,SHARED_WALL_LIKELY
126,complex,hip-like,True,BLOCKED_DEPENDENCY,,4.151999999999999,0.4995,0.6615,0.5691976744186046,0.5874035424141664,0.9966267588902488,7.952696024178513,1.209445493415669,True,LOW_RECALL_UNDERFILL
127,hip,hip-like,True,BLOCKED_DEPENDENCY,,0.012000000000000455,0.831,0.859,0.8447680473372781,1.4053174138148388,0.9718308622720927,2.093284948348445,0.3301794885656387,True,VAL3DITY_BLOCKED_DEPENDENCY
128,complex,gable-like,True,BLOCKED_DEPENDENCY,,0.04899999999999949,0.6223333333333333,0.6581666666666667,0.6397486224998915,1.0128123869759231,0.8099111538935397,4.333763897128532,0.6963277795529265,True,SHARED_WALL_LIKELY
129,gable,complex-like,True,BLOCKED_DEPENDENCY,,0.0,0.8646666666666667,0.8691666666666666,0.8669108270050305,1.008053755291859,0.985849320794784,1.5960542961243422,0.3102010079054379,True,VAL3DITY_BLOCKED_DEPENDENCY
130,gable,gable-like,True,BLOCKED_DEPENDENCY,,0.0,0.8658333333333333,0.8923333333333333,0.8788836224602649,0.9991801287768116,0.984499672717063,2.3371557801068854,0.31526655696733485,True,VAL3DITY_BLOCKED_DEPENDENCY
