building_id,source_group,source_run,display_label,source_role,seed,replicate,pair_raw,source_badge,readout,z_shift_to_reference_m,complexity_lens,size_lens,texture_lens,observation_lens,label_lens,has_lod22,val3dity_valid,status,status_reason,rf_success,rf_pointcloud_unusable,roof_planes,status_rf_roof_planes,ref_roof_planes,match_count,completeness,correctness,mean_match_iou,ref_rms_m,ref_hausdorff_m,ref_distance_samples,rf_rmse_lod22,shell_bucket,ref_rms_tail,ref_rms_tail_fence_m,setting,run_name,arm,readout_min_obs,readout_voxel_m,readout_alpha,readout_sor,readout_sor_std
DEBY_LOD2_108247349,gs_sparse,base__gs_e5_C001_corrected_s1_preprune_keepall_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_keepall_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_8568391,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,무텍스처,mid,무텍스처,true,false,failure,val3dity_invalid,True,False,1,2,1,0,0.0000,0.0000,,37.3726,48.7119,221,11.767342,무효·붕괴,true,19.0876,base,gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,acmp,3,0.05,0.5,on,2.0
DEBY_LOD2_8568392,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,lowtex_high,mid,복합(소형+재질),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_keepall_acmp_r1,acmp,3,0.05,0.5,on,2.0
DEBY_LOD2_108247349,gs_sparse,base__gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_108247350,gs_sparse,base__gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,lowtex_mid,mid,복합(소형+가림),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_108247351,gs_sparse,base__gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,복합(저조도+가림),mid,복합(저조도+가림),true,false,failure,val3dity_invalid,True,False,1,1,1,0,0.0000,0.0000,,11.7141,14.7338,260,0.951944,무효·붕괴,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4907184,gs_sparse,base__gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,high,high,not_reviewed,high,none,true,true,success,success,True,False,6,32,4,4,1.0000,0.6667,0.7933,0.3627,2.0489,1350,1.430402,조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4907185,gs_sparse,base__gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,high,none,true,true,success,success,True,False,4,15,2,2,1.0000,0.5000,0.3255,1.9802,6.0462,644,1.220893,조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4907186,gs_sparse,base__gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,true,false,failure,val3dity_invalid,True,False,1,4,2,1,0.5000,1.0000,0.5015,3.8609,11.4477,674,2.578092,무효·붕괴,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4907188,gs_sparse,base__gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,true,false,failure,val3dity_invalid,True,False,1,2,2,1,0.5000,1.0000,0.5034,6.6575,14.0430,664,0.726396,무효·붕괴,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4907194,gs_sparse,base__gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,true,true,success,success,True,False,1,1,2,0,0.0000,0.0000,,11.5249,23.2339,850,0.952298,조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4907195,gs_sparse,base__gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,true,true,success,success,True,False,2,10,2,2,1.0000,1.0000,0.3128,3.8006,8.9927,713,1.524940,조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4907198,gs_sparse,base__gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,high,high,not_reviewed,mid,none,true,true,success,success,True,False,1,24,4,1,0.2500,1.0000,0.3814,1.3381,4.1844,1200,2.184156,조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4907199,gs_sparse,base__gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,무텍스처,mid,무텍스처,false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4907202,gs_sparse,base__gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,true,false,failure,val3dity_invalid,True,False,2,4,2,0,0.0000,0.0000,,32.9745,47.7622,642,0.906665,무효·붕괴,true,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4908168,gs_sparse,base__gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,high,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4908178,gs_sparse,base__gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,low,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4908179,gs_sparse,base__gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_60098,gs_sparse,base__gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,true,false,failure,val3dity_invalid,True,False,1,7,2,1,0.5000,1.0000,0.5011,7.5769,20.4513,784,1.006689,무효·붕괴,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_8568391,gs_sparse,base__gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,무텍스처,mid,무텍스처,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_8568392,gs_sparse,base__gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,lowtex_high,mid,복합(소형+재질),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_108247349,gs_dense,base__gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_108247350,gs_dense,base__gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,lowtex_mid,mid,복합(소형+가림),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_108247351,gs_dense,base__gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,복합(저조도+가림),mid,복합(저조도+가림),false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907184,gs_dense,base__gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,high,high,not_reviewed,high,none,true,true,success,success,True,False,5,31,4,4,1.0000,0.8000,0.9105,0.3394,1.7193,1357,1.199728,조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907185,gs_dense,base__gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,high,none,true,true,success,success,True,False,4,11,2,2,1.0000,0.5000,0.3467,3.6049,8.1659,648,1.168422,조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907186,gs_dense,base__gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,true,true,success,success,True,False,1,7,2,1,0.5000,1.0000,0.4981,5.7016,14.0325,674,2.528249,조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907188,gs_dense,base__gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,true,false,failure,val3dity_invalid,True,False,1,2,2,0,0.0000,0.0000,,11.8036,23.4476,664,1.994706,무효·붕괴,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907194,gs_dense,base__gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907195,gs_dense,base__gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,true,true,success,success,True,False,1,10,2,1,0.5000,1.0000,0.4447,5.3323,12.1760,710,1.712173,조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907198,gs_dense,base__gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,high,high,not_reviewed,mid,none,true,true,success,success,True,False,2,25,4,2,0.5000,1.0000,0.5828,1.3224,3.7310,1435,1.260929,조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907199,gs_dense,base__gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,무텍스처,mid,무텍스처,false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907202,gs_dense,base__gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4908168,gs_dense,base__gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,high,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4908178,gs_dense,base__gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,low,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4908179,gs_dense,base__gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_60098,gs_dense,base__gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,true,true,success,success,True,False,1,7,2,1,0.5000,1.0000,0.5010,4.6850,12.3938,784,0.878295,조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_8568391,gs_dense,base__gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,무텍스처,mid,무텍스처,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_8568392,gs_dense,base__gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,lowtex_high,mid,복합(소형+재질),false,true,failure,roofer_skip_no_3d_geometry,True,False,0,None,1,0,0.0000,,,,,0,,미조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_108247349,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_opa001_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_acmp_r1,acmp,3,0.05,0.5,on,2.0
DEBY_LOD2_108247350,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_opa001_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,lowtex_mid,mid,복합(소형+가림),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_acmp_r1,acmp,3,0.05,0.5,on,2.0
DEBY_LOD2_108247351,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_opa001_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,복합(저조도+가림),mid,복합(저조도+가림),false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_acmp_r1,acmp,3,0.05,0.5,on,2.0
DEBY_LOD2_4907184,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_opa001_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,high,high,not_reviewed,high,none,true,false,failure,val3dity_invalid,True,False,5,32,4,4,1.0000,0.8000,0.8019,0.3237,0.9203,1351,2.305118,무효·붕괴,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_acmp_r1,acmp,3,0.05,0.5,on,2.0
DEBY_LOD2_4907185,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_opa001_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,high,none,true,true,success,success,True,False,4,14,2,2,1.0000,0.5000,0.3186,3.1274,6.3694,642,1.079096,조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_acmp_r1,acmp,3,0.05,0.5,on,2.0
DEBY_LOD2_4907186,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_opa001_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,true,true,success,success,True,False,2,7,2,1,0.5000,0.5000,0.4730,5.2885,13.0428,674,1.747030,조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_acmp_r1,acmp,3,0.05,0.5,on,2.0
DEBY_LOD2_4907188,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_opa001_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,true,false,failure,val3dity_invalid,True,False,1,2,2,1,0.5000,1.0000,0.5034,6.8570,14.3688,664,0.835092,무효·붕괴,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_acmp_r1,acmp,3,0.05,0.5,on,2.0
DEBY_LOD2_4907194,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_opa001_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,true,true,success,success,True,False,1,2,2,1,0.5000,1.0000,0.5652,4.6222,11.1400,850,0.750067,조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_acmp_r1,acmp,3,0.05,0.5,on,2.0
DEBY_LOD2_4907195,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_opa001_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,true,true,success,success,True,False,1,11,2,1,0.5000,1.0000,0.4447,4.9843,11.5688,710,1.593676,조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_acmp_r1,acmp,3,0.05,0.5,on,2.0
DEBY_LOD2_4907198,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_opa001_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,high,high,not_reviewed,mid,none,true,false,failure,val3dity_invalid,True,False,3,27,4,2,0.5000,0.6667,0.7028,1.5799,4.3132,1439,0.700619,무효·붕괴,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_acmp_r1,acmp,3,0.05,0.5,on,2.0
DEBY_LOD2_4907199,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_opa001_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,무텍스처,mid,무텍스처,true,false,failure,val3dity_invalid,True,False,1,1,1,0,0.0000,0.0000,,12.0036,23.4532,393,8.470619,무효·붕괴,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_acmp_r1,acmp,3,0.05,0.5,on,2.0
DEBY_LOD2_4907202,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_opa001_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,true,false,failure,val3dity_invalid,True,False,3,6,2,2,1.0000,0.6667,0.5714,2.6392,3.5501,643,23.894457,무효·붕괴,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_acmp_r1,acmp,3,0.05,0.5,on,2.0
DEBY_LOD2_4908168,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_opa001_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,high,none,true,true,success,success,True,False,1,2,1,0,0.0000,0.0000,,11.6435,12.6058,114,1.248485,조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_acmp_r1,acmp,3,0.05,0.5,on,2.0
DEBY_LOD2_4908178,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_opa001_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,low,none,true,false,failure,val3dity_invalid,True,False,1,2,2,1,0.5000,1.0000,0.6143,0.4056,0.8175,454,33.503872,무효·붕괴,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_acmp_r1,acmp,3,0.05,0.5,on,2.0
DEBY_LOD2_4908179,gs_acmp,base__gs_e5_C001_corrected_s1_preprune_opa001_acmp_r1,base acmp r1,gs,acmp,r1,raw_acmp,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,19.0876,base,gs_e5_C001_corrected_s1_preprune_opa001_acmp_r1,acmp,3,0.05,0.5,on,2.0
