building_id,population_scope,population_difference_status,footprint_area_m2,small_lt50,texture_low_gradient_fraction,texture_grad_p10,texture_valid,texture_view,dense_point_count,dense_point_density_m2,dense_zero_points_recode,coverage_frac,coverage_zero_points_recode,n_views_nadir,frac_views_incidence_le60,recon_score_median,dense_assembled,outline_inframe_frac_max,outline_inframe_frac_median,outline_valid_pixel_count_max,outline_valid_pixel_count_median,representative_view_count,representative_views_json,projection_status,projection_reference_height_m,projection_reference_height_used,projection_reference_source,crop_pair_correspondence_count,crop_pair_reciprocal_raw_count,crop_pair_border_count,crop_pair_status,crop_pair_view_a,crop_pair_view_b,crop_pair_model_revision,crop_pair_model_sha256,fm_status,fm_view_a,fm_view_b,fm_baseline_m,fm_selected_pair_count,fm_completed_pair_count,fm_successful_pair_count,fm_excluded_pair_count,fm_failed_pair_count,fm_pending_pair_count,fm_pair_status_json,fm_pooling_rule,fm_reprojection_pass_count,fm_correspondence_count,fm_z_median_m,fm_z_mad_m,fm_score,fm_vertical_datum,fm_projection_geoid_m,fm_projection_datum_config_sha256,feature_sources_json,crs,learning_runs_started,new_inference_type
DEBY_LOD2_4906989,canonical_raw_lidar_assembled_178,intersection_reused,320.910000,false,0.308000,0.008300,valid,DJI_20241217101359_0032_D.JPG,28795,89.729170,false,0.685892,false,1.560000,0.262000,69.829000,1,1.000000,1.000000,147,147.000000,3,"[{""name"":""DJI_20241217090805_0005_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":147,""zenith_deg"":17.033426},{""name"":""DJI_20241217101532_0003_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":147,""zenith_deg"":83.862877},{""name"":""DJI_20241217090807_0006_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":147,""zenith_deg"":19.212507}]",prepared,532.470000,true,LoD2 CityGML; measurement/classification projection only,0,2,0,complete,DJI_20241217090805_0005_D.JPG,DJI_20241217101532_0003_D.JPG,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,,,,,,,,,,,,,,,,,,,,,"{""coverage_frac"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.coverage_frac"",""dense_point_count"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.n_points_footprint"",""dense_point_density_m2"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.pt_density_m2"",""footprint_area_m2"":""results/tum_transfer/analysis/footprints_aoi.geojson:area_m2"",""frac_views_incidence_le60"":""docs/population_aux_v4.csv:frac_views_incidence_le60"",""n_views_nadir"":""docs/population_aux_v4.csv:n_views_nadir"",""recon_score_median"":""docs/population_aux_v4.csv:recon_score_median"",""texture_grad_p10"":""docs/lowtex_v5.csv:roof_grad_p10_v5"",""texture_low_gradient_fraction"":""docs/lowtex_v5.csv:roof_lowtex_v5""}",EPSG:25832,0,none; frozen 20260716 crop-pair reused
DEBY_LOD2_4906991,canonical_raw_lidar_assembled_178,intersection_reused,167.684000,false,0.240000,0.009800,valid,DJI_20241217090953_0059_D.JPG,9947,59.320778,false,1.000000,false,3.010000,0.095000,87.630000,1,1.000000,1.000000,111,111.000000,3,"[{""name"":""DJI_20241217090953_0059_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":111,""zenith_deg"":15.151225},{""name"":""DJI_20241217103615_0077_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":111,""zenith_deg"":82.83663},{""name"":""DJI_20241217090955_0060_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":111,""zenith_deg"":16.278879}]",prepared,526.760500,true,LoD2 CityGML; measurement/classification projection only,0,28,20,complete,DJI_20241217090953_0059_D.JPG,DJI_20241217103615_0077_D.JPG,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,,,,,,,,,,,,,,,,,,,,,"{""coverage_frac"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.coverage_frac"",""dense_point_count"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.n_points_footprint"",""dense_point_density_m2"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.pt_density_m2"",""footprint_area_m2"":""results/tum_transfer/analysis/footprints_aoi.geojson:area_m2"",""frac_views_incidence_le60"":""docs/population_aux_v4.csv:frac_views_incidence_le60"",""n_views_nadir"":""docs/population_aux_v4.csv:n_views_nadir"",""recon_score_median"":""docs/population_aux_v4.csv:recon_score_median"",""texture_grad_p10"":""docs/lowtex_v5.csv:roof_grad_p10_v5"",""texture_low_gradient_fraction"":""docs/lowtex_v5.csv:roof_lowtex_v5""}",EPSG:25832,0,none; frozen 20260716 crop-pair reused
DEBY_LOD2_4906998,canonical_raw_lidar_assembled_178,intersection_reused,326.336000,false,0.478000,0.004400,valid,DJI_20241217101552_0013_D.JPG,14119,43.264607,false,0.533231,false,0.000000,0.348000,22.571000,1,1.000000,1.000000,158,158.000000,3,"[{""name"":""DJI_20241217090933_0049_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":158,""zenith_deg"":60.725563},{""name"":""DJI_20241217094959_0026_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":158,""zenith_deg"":87.70407},{""name"":""DJI_20241217103613_0076_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":158,""zenith_deg"":84.776486}]",prepared,536.091000,true,LoD2 CityGML; measurement/classification projection only,0,86,52,complete,DJI_20241217090933_0049_D.JPG,DJI_20241217094959_0026_D.JPG,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,,,,,,,,,,,,,,,,,,,,,"{""coverage_frac"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.coverage_frac"",""dense_point_count"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.n_points_footprint"",""dense_point_density_m2"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.pt_density_m2"",""footprint_area_m2"":""results/tum_transfer/analysis/footprints_aoi.geojson:area_m2"",""frac_views_incidence_le60"":""docs/population_aux_v4.csv:frac_views_incidence_le60"",""n_views_nadir"":""docs/population_aux_v4.csv:n_views_nadir"",""recon_score_median"":""docs/population_aux_v4.csv:recon_score_median"",""texture_grad_p10"":""docs/lowtex_v5.csv:roof_grad_p10_v5"",""texture_low_gradient_fraction"":""docs/lowtex_v5.csv:roof_lowtex_v5""}",EPSG:25832,0,none; frozen 20260716 crop-pair reused
DEBY_LOD2_4906999,canonical_raw_lidar_assembled_178,intersection_reused,221.160000,false,0.464000,0.004400,valid,DJI_20241217101357_0031_D.JPG,0,0.000000,true,0.000000,true,0.000000,0.348000,1.980000,0,1.000000,1.000000,127,127.000000,3,"[{""name"":""DJI_20241217090935_0050_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":127,""zenith_deg"":61.324217},{""name"":""DJI_20241217095013_0033_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":127,""zenith_deg"":87.007968},{""name"":""DJI_20241217103613_0076_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":127,""zenith_deg"":83.850494}]",prepared,530.350000,true,LoD2 CityGML; measurement/classification projection only,0,219,142,complete,DJI_20241217090935_0050_D.JPG,DJI_20241217095013_0033_D.JPG,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,,,,,,,,,,,,,,,,,,,,,"{""coverage_frac"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.coverage_frac"",""dense_point_count"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.n_points_footprint"",""dense_point_density_m2"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.pt_density_m2"",""footprint_area_m2"":""results/tum_transfer/analysis/footprints_aoi.geojson:area_m2"",""frac_views_incidence_le60"":""docs/population_aux_v4.csv:frac_views_incidence_le60"",""n_views_nadir"":""docs/population_aux_v4.csv:n_views_nadir"",""recon_score_median"":""docs/population_aux_v4.csv:recon_score_median"",""texture_grad_p10"":""docs/lowtex_v5.csv:roof_grad_p10_v5"",""texture_low_gradient_fraction"":""docs/lowtex_v5.csv:roof_lowtex_v5""}",EPSG:25832,0,none; frozen 20260716 crop-pair reused
DEBY_LOD2_4907012,canonical_raw_lidar_assembled_178,intersection_reused,51.113000,false,0.658000,0.002000,valid,DJI_20241217102935_0013_D.JPG,0,0.000000,true,0.000000,true,0.000000,0.316000,0.000000,0,1.000000,1.000000,67,67.000000,3,"[{""name"":""DJI_20241217101530_0002_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":67,""zenith_deg"":85.088324},{""name"":""DJI_20241217095149_0081_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":67,""zenith_deg"":87.221231},{""name"":""DJI_20241217103547_0063_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":67,""zenith_deg"":85.650411}]",prepared,533.880000,true,LoD2 CityGML; measurement/classification projection only,11,710,689,complete,DJI_20241217101530_0002_D.JPG,DJI_20241217095149_0081_D.JPG,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,,,,,,,,,,,,,,,,,,,,,"{""coverage_frac"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.coverage_frac"",""dense_point_count"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.n_points_footprint"",""dense_point_density_m2"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.pt_density_m2"",""footprint_area_m2"":""results/tum_transfer/analysis/footprints_aoi.geojson:area_m2"",""frac_views_incidence_le60"":""docs/population_aux_v4.csv:frac_views_incidence_le60"",""n_views_nadir"":""docs/population_aux_v4.csv:n_views_nadir"",""recon_score_median"":""docs/population_aux_v4.csv:recon_score_median"",""texture_grad_p10"":""docs/lowtex_v5.csv:roof_grad_p10_v5"",""texture_low_gradient_fraction"":""docs/lowtex_v5.csv:roof_lowtex_v5""}",EPSG:25832,0,none; frozen 20260716 crop-pair reused
DEBY_LOD2_4907013,canonical_raw_lidar_assembled_178,intersection_reused,116.320000,false,0.392000,0.002000,valid,DJI_20241217103545_0062_D.JPG,0,0.000000,true,0.000000,true,0.000000,0.295000,0.000000,0,1.000000,1.000000,88,88.000000,3,"[{""name"":""DJI_20241217095139_0076_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":88,""zenith_deg"":87.264911},{""name"":""DJI_20241217101307_0006_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":88,""zenith_deg"":87.499385},{""name"":""DJI_20241217103545_0062_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":88,""zenith_deg"":85.797429}]",prepared,533.967000,true,LoD2 CityGML; measurement/classification projection only,21,726,677,complete,DJI_20241217095139_0076_D.JPG,DJI_20241217101307_0006_D.JPG,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,,,,,,,,,,,,,,,,,,,,,"{""coverage_frac"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.coverage_frac"",""dense_point_count"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.n_points_footprint"",""dense_point_density_m2"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.pt_density_m2"",""footprint_area_m2"":""results/tum_transfer/analysis/footprints_aoi.geojson:area_m2"",""frac_views_incidence_le60"":""docs/population_aux_v4.csv:frac_views_incidence_le60"",""n_views_nadir"":""docs/population_aux_v4.csv:n_views_nadir"",""recon_score_median"":""docs/population_aux_v4.csv:recon_score_median"",""texture_grad_p10"":""docs/lowtex_v5.csv:roof_grad_p10_v5"",""texture_low_gradient_fraction"":""docs/lowtex_v5.csv:roof_lowtex_v5""}",EPSG:25832,0,none; frozen 20260716 crop-pair reused
DEBY_LOD2_4907014,canonical_raw_lidar_assembled_178,intersection_reused,149.949000,false,0.389000,0.005900,valid,DJI_20241217103459_0039_D.JPG,0,0.000000,true,0.000000,true,0.000000,0.538000,0.000000,0,1.000000,1.000000,99,99.000000,3,"[{""name"":""DJI_20241217095145_0079_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":99,""zenith_deg"":86.897745},{""name"":""DJI_20241217101307_0006_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":99,""zenith_deg"":87.038122},{""name"":""DJI_20241217103549_0064_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":99,""zenith_deg"":85.166958}]",prepared,531.640000,true,LoD2 CityGML; measurement/classification projection only,0,278,243,complete,DJI_20241217095145_0079_D.JPG,DJI_20241217101307_0006_D.JPG,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,,,,,,,,,,,,,,,,,,,,,"{""coverage_frac"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.coverage_frac"",""dense_point_count"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.n_points_footprint"",""dense_point_density_m2"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.pt_density_m2"",""footprint_area_m2"":""results/tum_transfer/analysis/footprints_aoi.geojson:area_m2"",""frac_views_incidence_le60"":""docs/population_aux_v4.csv:frac_views_incidence_le60"",""n_views_nadir"":""docs/population_aux_v4.csv:n_views_nadir"",""recon_score_median"":""docs/population_aux_v4.csv:recon_score_median"",""texture_grad_p10"":""docs/lowtex_v5.csv:roof_grad_p10_v5"",""texture_low_gradient_fraction"":""docs/lowtex_v5.csv:roof_lowtex_v5""}",EPSG:25832,0,none; frozen 20260716 crop-pair reused
DEBY_LOD2_4907015,canonical_raw_lidar_assembled_178,intersection_reused,168.434000,false,0.291000,0.009800,valid,DJI_20241217103553_0066_D.JPG,0,0.000000,true,0.000000,true,0.000000,0.494000,0.000000,0,1.000000,1.000000,106,106.000000,3,"[{""name"":""DJI_20241217101311_0008_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":106,""zenith_deg"":86.903883},{""name"":""DJI_20241217094945_0019_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":106,""zenith_deg"":87.185712},{""name"":""DJI_20241217102939_0015_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":106,""zenith_deg"":84.773714}]",prepared,531.680000,true,LoD2 CityGML; measurement/classification projection only,0,581,506,complete,DJI_20241217101311_0008_D.JPG,DJI_20241217094945_0019_D.JPG,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,,,,,,,,,,,,,,,,,,,,,"{""coverage_frac"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.coverage_frac"",""dense_point_count"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.n_points_footprint"",""dense_point_density_m2"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.pt_density_m2"",""footprint_area_m2"":""results/tum_transfer/analysis/footprints_aoi.geojson:area_m2"",""frac_views_incidence_le60"":""docs/population_aux_v4.csv:frac_views_incidence_le60"",""n_views_nadir"":""docs/population_aux_v4.csv:n_views_nadir"",""recon_score_median"":""docs/population_aux_v4.csv:recon_score_median"",""texture_grad_p10"":""docs/lowtex_v5.csv:roof_grad_p10_v5"",""texture_low_gradient_fraction"":""docs/lowtex_v5.csv:roof_lowtex_v5""}",EPSG:25832,0,none; frozen 20260716 crop-pair reused
DEBY_LOD2_4907016,canonical_raw_lidar_assembled_178,intersection_reused,282.211000,false,0.585000,0.004400,valid,DJI_20241217095143_0078_D.JPG,0,0.000000,true,0.000000,true,0.000000,0.606000,5.989000,0,1.000000,1.000000,142,142.000000,3,"[{""name"":""DJI_20241217090825_0015_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":142,""zenith_deg"":59.200251},{""name"":""DJI_20241217095009_0031_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":142,""zenith_deg"":86.956024},{""name"":""DJI_20241217101311_0008_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":142,""zenith_deg"":86.599105}]",prepared,530.861000,true,LoD2 CityGML; measurement/classification projection only,0,3,0,complete,DJI_20241217090825_0015_D.JPG,DJI_20241217095009_0031_D.JPG,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,,,,,,,,,,,,,,,,,,,,,"{""coverage_frac"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.coverage_frac"",""dense_point_count"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.n_points_footprint"",""dense_point_density_m2"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.pt_density_m2"",""footprint_area_m2"":""results/tum_transfer/analysis/footprints_aoi.geojson:area_m2"",""frac_views_incidence_le60"":""docs/population_aux_v4.csv:frac_views_incidence_le60"",""n_views_nadir"":""docs/population_aux_v4.csv:n_views_nadir"",""recon_score_median"":""docs/population_aux_v4.csv:recon_score_median"",""texture_grad_p10"":""docs/lowtex_v5.csv:roof_grad_p10_v5"",""texture_low_gradient_fraction"":""docs/lowtex_v5.csv:roof_lowtex_v5""}",EPSG:25832,0,none; frozen 20260716 crop-pair reused
DEBY_LOD2_4907017,canonical_raw_lidar_assembled_178,intersection_reused,287.672000,false,0.625000,0.002000,valid,DJI_20241217101335_0020_D.JPG,53,0.184237,false,0.010435,false,0.000000,0.607000,21.987000,1,1.000000,1.000000,144,144.000000,3,"[{""name"":""DJI_20241217101335_0020_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":144,""zenith_deg"":87.100562},{""name"":""DJI_20241217095017_0035_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":144,""zenith_deg"":87.301726},{""name"":""DJI_20241217101552_0013_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":144,""zenith_deg"":86.20942}]",prepared,534.018000,true,LoD2 CityGML; measurement/classification projection only,0,22,21,complete,DJI_20241217101335_0020_D.JPG,DJI_20241217095017_0035_D.JPG,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,,,,,,,,,,,,,,,,,,,,,"{""coverage_frac"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.coverage_frac"",""dense_point_count"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.n_points_footprint"",""dense_point_density_m2"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.pt_density_m2"",""footprint_area_m2"":""results/tum_transfer/analysis/footprints_aoi.geojson:area_m2"",""frac_views_incidence_le60"":""docs/population_aux_v4.csv:frac_views_incidence_le60"",""n_views_nadir"":""docs/population_aux_v4.csv:n_views_nadir"",""recon_score_median"":""docs/population_aux_v4.csv:recon_score_median"",""texture_grad_p10"":""docs/lowtex_v5.csv:roof_grad_p10_v5"",""texture_low_gradient_fraction"":""docs/lowtex_v5.csv:roof_lowtex_v5""}",EPSG:25832,0,none; frozen 20260716 crop-pair reused
DEBY_LOD2_4907018,canonical_raw_lidar_assembled_178,intersection_reused,257.297000,false,0.846000,0.002800,valid,DJI_20241217101335_0020_D.JPG,20738,80.600030,false,0.966019,false,0.000000,0.381000,51.317000,1,1.000000,1.000000,134,134.000000,3,"[{""name"":""DJI_20241217090927_0046_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":134,""zenith_deg"":60.493379},{""name"":""DJI_20241217095013_0033_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":134,""zenith_deg"":87.57166},{""name"":""DJI_20241217103613_0076_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":134,""zenith_deg"":84.268142}]",prepared,536.293000,true,LoD2 CityGML; measurement/classification projection only,0,89,75,complete,DJI_20241217090927_0046_D.JPG,DJI_20241217095013_0033_D.JPG,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,,,,,,,,,,,,,,,,,,,,,"{""coverage_frac"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.coverage_frac"",""dense_point_count"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.n_points_footprint"",""dense_point_density_m2"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.pt_density_m2"",""footprint_area_m2"":""results/tum_transfer/analysis/footprints_aoi.geojson:area_m2"",""frac_views_incidence_le60"":""docs/population_aux_v4.csv:frac_views_incidence_le60"",""n_views_nadir"":""docs/population_aux_v4.csv:n_views_nadir"",""recon_score_median"":""docs/population_aux_v4.csv:recon_score_median"",""texture_grad_p10"":""docs/lowtex_v5.csv:roof_grad_p10_v5"",""texture_low_gradient_fraction"":""docs/lowtex_v5.csv:roof_lowtex_v5""}",EPSG:25832,0,none; frozen 20260716 crop-pair reused
DEBY_LOD2_4907019,canonical_raw_lidar_assembled_178,intersection_reused,206.424000,false,0.671000,0.005900,valid,DJI_20241217103549_0064_D.JPG,0,0.000000,true,0.000000,true,0.000000,0.175000,0.318000,0,1.000000,1.000000,119,119.000000,3,"[{""name"":""DJI_20241217095149_0081_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":119,""zenith_deg"":86.858015},{""name"":""DJI_20241217101311_0008_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":119,""zenith_deg"":86.889555},{""name"":""DJI_20241217090831_0018_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":119,""zenith_deg"":59.795721}]",prepared,533.436000,true,LoD2 CityGML; measurement/classification projection only,0,476,424,complete,DJI_20241217095149_0081_D.JPG,DJI_20241217101311_0008_D.JPG,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,,,,,,,,,,,,,,,,,,,,,"{""coverage_frac"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.coverage_frac"",""dense_point_count"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.n_points_footprint"",""dense_point_density_m2"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.pt_density_m2"",""footprint_area_m2"":""results/tum_transfer/analysis/footprints_aoi.geojson:area_m2"",""frac_views_incidence_le60"":""docs/population_aux_v4.csv:frac_views_incidence_le60"",""n_views_nadir"":""docs/population_aux_v4.csv:n_views_nadir"",""recon_score_median"":""docs/population_aux_v4.csv:recon_score_median"",""texture_grad_p10"":""docs/lowtex_v5.csv:roof_grad_p10_v5"",""texture_low_gradient_fraction"":""docs/lowtex_v5.csv:roof_lowtex_v5""}",EPSG:25832,0,none; frozen 20260716 crop-pair reused
DEBY_LOD2_4907020,canonical_raw_lidar_assembled_178,intersection_reused,330.555000,false,0.518000,0.004400,valid,DJI_20241217101357_0031_D.JPG,20614,62.361993,false,0.879637,false,0.000000,0.241000,95.943000,1,1.000000,1.000000,158,158.000000,3,"[{""name"":""DJI_20241217090815_0010_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":158,""zenith_deg"":31.921982},{""name"":""DJI_20241217101357_0031_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":158,""zenith_deg"":86.573786},{""name"":""DJI_20241217090817_0011_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":158,""zenith_deg"":30.418181}]",prepared,532.057000,true,LoD2 CityGML; measurement/classification projection only,0,52,41,complete,DJI_20241217090815_0010_D.JPG,DJI_20241217101357_0031_D.JPG,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,,,,,,,,,,,,,,,,,,,,,"{""coverage_frac"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.coverage_frac"",""dense_point_count"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.n_points_footprint"",""dense_point_density_m2"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.pt_density_m2"",""footprint_area_m2"":""results/tum_transfer/analysis/footprints_aoi.geojson:area_m2"",""frac_views_incidence_le60"":""docs/population_aux_v4.csv:frac_views_incidence_le60"",""n_views_nadir"":""docs/population_aux_v4.csv:n_views_nadir"",""recon_score_median"":""docs/population_aux_v4.csv:recon_score_median"",""texture_grad_p10"":""docs/lowtex_v5.csv:roof_grad_p10_v5"",""texture_low_gradient_fraction"":""docs/lowtex_v5.csv:roof_lowtex_v5""}",EPSG:25832,0,none; frozen 20260716 crop-pair reused
DEBY_LOD2_4907021,canonical_raw_lidar_assembled_178,intersection_reused,249.031000,false,0.239000,0.010600,valid,DJI_20241217084757_0162_D.JPG,0,0.000000,true,0.000000,true,0.000000,0.148000,72.404000,0,1.000000,1.000000,133,133.000000,3,"[{""name"":""DJI_20241217084759_0163_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":133,""zenith_deg"":61.853418},{""name"":""DJI_20241217095145_0079_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":133,""zenith_deg"":86.346879},{""name"":""DJI_20241217090843_0024_D.JPG"",""outline_inframe_frac"":1.0,""outline_valid_pixel_count"":133,""zenith_deg"":59.509481}]",prepared,532.690000,true,LoD2 CityGML; measurement/classification projection only,0,43,39,complete,DJI_20241217084759_0163_D.JPG,DJI_20241217095145_0079_D.JPG,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,,,,,,,,,,,,,,,,,,,,,"{""coverage_frac"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.coverage_frac"",""dense_point_count"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.n_points_footprint"",""dense_point_density_m2"":""docs/pointcloud_attributes_v1_3.csv:raw_dense.pt_density_m2"",""footprint_area_m2"":""results/tum_transfer/analysis/footprints_aoi.geojson:area_m2"",""frac_views_incidence_le60"":""docs/population_aux_v4.csv:frac_views_incidence_le60"",""n_views_nadir"":""docs/population_aux_v4.csv:n_views_nadir"",""recon_score_median"":""docs/population_aux_v4.csv:recon_score_median"",""texture_grad_p10"":""docs/lowtex_v5.csv:roof_grad_p10_v5"",""texture_low_gradient_fraction"":""docs/lowtex_v5.csv:roof_lowtex_v5""}",EPSG:25832,0,none; frozen 20260716 crop-pair reused
