setting,run_name,arm,replicate,roofer_repeat,input,building_id,status,reason,rf_success,rf_extrusion_mode,rf_pointcloud_unusable,rf_roof_type,rf_pt_density,rf_nodata_frac,rf_rmse_lod22,rf_roof_planes,has_lod22,val3dity_valid,val3dity_errors
base,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_108247349,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.957711,,0,False,True,[]
base,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_108247350,failure,pointcloud_unusable_no_points,True,skip,True,no points,25.600000,0.895833,,0,False,True,[]
base,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_108247351,failure,pointcloud_unusable_no_planes,True,skip,True,no planes,8.200000,0.923077,,0,False,True,[]
base,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4907184,success,success,True,standard,False,slanted,1206.343140,0.000000,1.218738,34,True,True,[]
base,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4907185,success,success,True,standard,False,slanted,92.115105,0.568323,8.710631,15,True,True,[]
base,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4907186,success,success,True,standard,False,slanted,41.000000,0.851632,2.261731,2,True,True,[]
base,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4907188,failure,val3dity_invalid,True,standard,False,slanted,38.849998,0.879518,0.824667,2,True,False,"[{""code"":302,""description"":""SHELL_NOT_CLOSED"",""id"":""coid=DEBY_LOD2_4907188-0|geom=0|shell=0|face="",""info"":""Location hole: (690785, 5.33611e+06, 577.674)""},{""code"":302,""description"":""SHELL_NOT_CLOSED"",""id"":""coid=DEBY_LOD2_4907188-0|geom=0|shell=0|face="",""info"":""Location hole: (690789, 5.33612e+06, 577.674)""}]"
base,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4907194,failure,pointcloud_unusable_no_planes,True,skip,True,no planes,5.639344,0.928320,,0,False,True,[]
base,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4907195,success,success,True,standard,False,slanted,71.113640,0.752113,1.790226,8,True,True,[]
base,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4907198,success,success,True,standard,False,slanted,52.532188,0.675939,1.435307,20,True,True,[]
base,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4907199,failure,val3dity_invalid,True,standard,False,slanted,56.400002,0.847328,0.495134,1,True,False,"[{""code"":302,""description"":""SHELL_NOT_CLOSED"",""id"":""coid=DEBY_LOD2_4907199-0|geom=0|shell=0|face="",""info"":""Location hole: (690802, 5.33606e+06, 560.974)""},{""code"":302,""description"":""SHELL_NOT_CLOSED"",""id"":""coid=DEBY_LOD2_4907199-0|geom=0|shell=0|face="",""info"":""Location hole: (690790, 5.33605e+06, 560.974)""}]"
base,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4907202,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.937598,,0,False,True,[]
base,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4908168,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.938596,,0,False,True,[]
base,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4908178,failure,val3dity_invalid,True,standard,False,multiple horizontal,87.611115,0.682819,0.113498,2,True,False,"[{""code"":302,""description"":""SHELL_NOT_CLOSED"",""id"":""coid=DEBY_LOD2_4908178-0|geom=0|shell=0|face="",""info"":""Location hole: (690808, 5.33604e+06, 560.974)""},{""code"":302,""description"":""SHELL_NOT_CLOSED"",""id"":""coid=DEBY_LOD2_4908178-0|geom=0|shell=0|face="",""info"":""Location hole: (690795, 5.33604e+06, 560.974)""}]"
base,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_4908179,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.964135,,0,False,True,[]
base,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_60098,success,success,True,standard,False,slanted,29.732283,0.838010,2.110110,7,True,True,[]
base,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_8568391,failure,pointcloud_unusable_no_planes,True,skip,True,no planes,12.222222,0.918552,,0,False,True,[]
base,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-base,DEBY_LOD2_8568392,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
