view_stem,image_name,height_px,width_px,source_components_total,source_components_eligible_ge256,source_components_excluded_lt256,source_roof_pixels,eligible_source_pixels,unassigned_eligible_pixels_excluding_inactive_veto,inactive_veto_pixels,inactive_veto_buildings_projected,inactive_veto_rule,candidate_footprints_projected,candidate_footprints_active_projected,candidate_footprints_inactive_veto_projected,candidate_footprints_configured,candidate_footprints_inactive_zero_source,candidate_footprints_using_global_height_fallback,candidate_overlap_pixels,raw_two_sided_cutline_pixels_before_inactive_veto_precedence,cutline_pixels,effective_depth_loss_excluded_pixels_cutline_or_inactive_veto,regions_after_cut,region_pixels_after_cut,cache_path,cache_sha256,semantic_mask_path,semantic_mask_sha256,status
DJI_20241217095625_0075_D,DJI_20241217095625_0075_D.JPG,1013,1400,3,3,0,697521,697521,30216,0,[],source_count=0 competes once with active +20m candidates by nearest projected unbuffered footprint; inactive winner is region_id=0/exclusion-only,4,4,0,18,1,0,456483,12001,12001,12001,4,655304,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095625_0075_D.npz,622120b6e7f2d888ff1c9a3b8364179a670204ac0a6ee9055e9b1414612f85e5,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095625_0075_D.png,cd944751229f0b5d00b668f2191d11561545297d7247d0d4fec27947e19ef445,ok
DJI_20241217095531_0048_D,DJI_20241217095531_0048_D.JPG,1013,1363,4,4,0,667900,667900,9806,0,['DEBY_LOD2_4908179'],source_count=0 competes once with active +20m candidates by nearest projected unbuffered footprint; inactive winner is region_id=0/exclusion-only,14,13,1,18,1,0,470353,11027,11027,11027,9,647067,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095531_0048_D.npz,2aebe828b96a020f4155ee7911643164e9138a75ede4048587bf99481f285677,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095531_0048_D.png,fe7ae7951e08bbcf0d9f3b3a47765ea2d611664bbe92b889cf96be742357cd98,ok
DJI_20241217095441_0023_D,DJI_20241217095441_0023_D.JPG,1013,1400,10,10,0,558072,558072,63411,17851,['DEBY_LOD2_4908179'],source_count=0 competes once with active +20m candidates by nearest projected unbuffered footprint; inactive winner is region_id=0/exclusion-only,10,9,1,18,1,0,372943,23173,20463,38314,16,456347,results/tum_transfer/e5_s3/C001/semantic_regions/DJI_20241217095441_0023_D.npz,e6baa21e62eb13ec3abe7bef78ce014d35b1223b3501d82f67df213974309e5b,results/tum_transfer/e5_pilot/C001/data_geoidfix_C001_buf20/semantic/DJI_20241217095441_0023_D.png,9e075656f3d9584306f0c0f53b5e1792b2bba2ff2cab1d392725e97c320154dc,ok
