building_id,group_new,before_view_idx,before_image_name,before_angle_error_median_deg_absdot,before_quality_bin_locked,after_view_idx,after_image_name,after_crop_xyxy,after_angle_error_median_deg_absdot,after_angle_error_p75_deg_absdot,after_quality_bin_locked,after_normal_mode_count,after_pair_png,after_normal_path,note
DEBY_LOD2_60098,GS만 실패 5동,161,DJI_20241217095533_0049_D.JPG,42.4898,bad_gt30,161,DJI_20241217095533_0049_D.JPG,"181,622,572,1013",43.8346,45.2394,bad_gt30,1,docs/figs/e5_c001_s2/normal_recheck/60098_normal_recheck_pair.png,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095533_0049_D.npy,after recomputed from S2 full-image Omnidata world-normal prior on reselected central-footprint view
DEBY_LOD2_4907186,GS만 실패 5동,53,DJI_20241217084843_0185_D.JPG,44.2877,bad_gt30,53,DJI_20241217084843_0185_D.JPG,"813,0,1052,239",45.2868,46.3215,bad_gt30,2,docs/figs/e5_c001_s2/normal_recheck/4907186_normal_recheck_pair.png,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217084843_0185_D.npy,after recomputed from S2 full-image Omnidata world-normal prior on reselected central-footprint view
DEBY_LOD2_4907188,GS만 실패 5동,160,DJI_20241217095531_0048_D.JPG,32.9097,bad_gt30,160,DJI_20241217095531_0048_D.JPG,"231,675,569,1013",34.2335,52.0293,bad_gt30,1,docs/figs/e5_c001_s2/normal_recheck/4907188_normal_recheck_pair.png,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095531_0048_D.npy,after recomputed from S2 full-image Omnidata world-normal prior on reselected central-footprint view
DEBY_LOD2_4907194,GS만 실패 5동,135,DJI_20241217095441_0023_D.JPG,21.3679,borderline_15_30,135,DJI_20241217095441_0023_D.JPG,"0,703,310,1013",19.9660,57.0366,borderline_15_30,1,docs/figs/e5_c001_s2/normal_recheck/4907194_normal_recheck_pair.png,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095441_0023_D.npy,after recomputed from S2 full-image Omnidata world-normal prior on reselected central-footprint view
DEBY_LOD2_4907195,GS만 실패 5동,160,DJI_20241217095531_0048_D.JPG,4.7084,good_lt15,160,DJI_20241217095531_0048_D.JPG,"532,645,900,1013",4.3766,6.5238,good_lt15,1,docs/figs/e5_c001_s2/normal_recheck/4907195_normal_recheck_pair.png,results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy/DJI_20241217095531_0048_D.npy,after recomputed from S2 full-image Omnidata world-normal prior on reselected central-footprint view
