config,run_name,arm,max_iter,w_normal,w_distort,depth_weight_floor,w_mono_depth,normal_dir,mono_depth_dir,out_dir,sha256
configs/e5_c001/e5_s2_direction_position/gs_e5_C001_s2_arm0_dense_r1.yaml,gs_e5_C001_s2_arm0_dense_r1,arm0,30000,0.05,0.0,,0.0,/workspace/JointBuildGS/results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy,,/workspace/JointBuildGS/results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r1,be20eb835c7f93d8a9315fab4e9af03e6d8077cb74e7d463ea0a2bbb96c1e12b
configs/e5_c001/e5_s2_direction_position/gs_e5_C001_s2_arm0_dense_r2.yaml,gs_e5_C001_s2_arm0_dense_r2,arm0,30000,0.05,0.0,,0.0,/workspace/JointBuildGS/results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy,,/workspace/JointBuildGS/results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm0_dense_r2,7a7b1602a921cef3091d60e1f8b3d05a83216a96f94617f28b64fe4a0212d8dd
configs/e5_c001/e5_s2_direction_position/gs_e5_C001_s2_arm1_dense_r1.yaml,gs_e5_C001_s2_arm1_dense_r1,arm1,30000,0.05,100.0,,0.0,/workspace/JointBuildGS/results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy,,/workspace/JointBuildGS/results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r1,c7613b317a091676fb0dd92c4e7b456fe95bad0a4586f478aea578e5a2c33cba
configs/e5_c001/e5_s2_direction_position/gs_e5_C001_s2_arm1_dense_r2.yaml,gs_e5_C001_s2_arm1_dense_r2,arm1,30000,0.05,100.0,,0.0,/workspace/JointBuildGS/results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy,,/workspace/JointBuildGS/results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm1_dense_r2,8caf582141dd053f867d21673ced2828a86373e693da5025daf07c1926823f54
configs/e5_c001/e5_s2_direction_position/gs_e5_C001_s2_arm2_dense_r1.yaml,gs_e5_C001_s2_arm2_dense_r1,arm2,30000,0.05,100.0,0.15,0.0,/workspace/JointBuildGS/results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy,,/workspace/JointBuildGS/results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r1,4fb7c6dfa6a1cf77c2c55edd205d38872a443ba2287ef9ebb1d302dfedb24ba0
configs/e5_c001/e5_s2_direction_position/gs_e5_C001_s2_arm2_dense_r2.yaml,gs_e5_C001_s2_arm2_dense_r2,arm2,30000,0.05,100.0,0.15,0.0,/workspace/JointBuildGS/results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy,,/workspace/JointBuildGS/results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_arm2_dense_r2,5732fc152737ee3fcc88538b5961fc6fcc4800674e9efe2caf40bf4255fce8e4
configs/e5_c001/e5_s2_direction_position/gs_e5_C001_s2_gate_normal_w0p025_dense_r1.yaml,gs_e5_C001_s2_gate_normal_w0p025_dense_r1,gate,1000,0.025,100.0,,0.0,/workspace/JointBuildGS/results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy,,/workspace/JointBuildGS/results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_gate_normal_w0p025_dense_r1,5d1d124429ff9ddd7b44de3a1277b78eaa310b6641ccfb8d4f1d1e9cd8bc90f2
configs/e5_c001/e5_s2_direction_position/gs_e5_C001_s2_gate_normal_w0p05_dense_r1.yaml,gs_e5_C001_s2_gate_normal_w0p05_dense_r1,gate,1000,0.05,100.0,,0.0,/workspace/JointBuildGS/results/tum_transfer/e5_s2_direction_position/C001/mono_priors/normal_omnidata_world_npy,,/workspace/JointBuildGS/results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_gate_normal_w0p05_dense_r1,47f1a542056cca359cd3787e41ab41c00d63d2c0a057a09beb168be2ba8c1ff8
