gate_kind,component,weight,run_name,return_code,final_ckpt_exists,gate_finite_ok,gate_grad_share_le_040,gate_ok,audit_rows,weighted_loss_share_max,grad_norm_share_max,weighted_loss_share_last,grad_norm_share_last,audit_csv,log,selected_weight,selection_reason
normal,normal,0.05,gs_e5_C001_s2_gate_normal_w0p05_dense_r1,0,true,true,true,true,200,0.0095,0.0220,0.0006,0.0074,results/tum_transfer/e5_s2_direction_position/C001/runs/gs_e5_C001_s2_gate_normal_w0p05_dense_r1/audit/loss_grad_norms.csv,results/tum_transfer/e5_s2_direction_position/C001/train_logs/gs_e5_C001_s2_gate_normal_w0p05_dense_r1.log,0.05,normal gate passed at 0.05
