run,label,bid,status,is_B104,is_B6,is_roof_complex,is_terrain_sensitive,n_evidence_points,lmu5_proxy,lmu5_roof_p10,lmu5_terrain_p90,lmu5_margin,lmu5_violation_frac,lmu6_proxy,lmu6_roof_mismatch,lmu6_wall_mismatch,lmu6_terrain_mismatch,lmu6_gate_rate,lmu6_entropy_mean,lmu7_proxy,lmu7_roof_wall_edges,lmu7_missing_adjacency_frac,lmu7_normal_parallel_violation,lmu7_height_order_violation,lmu8_proxy,lmu8_wall_ground_edges,lmu8_missing_adjacency_frac,lmu8_wall_ground_gap,lmu8_topology_penalty,F,roof_cov,wall_cov,ground_cov,support_cov,roof_support_cov,wall_support_cov,ground_support_cov,h_err,vol_ratio,chamfer,open_edges,non_manifold_edges
B2_terrain_confidence_gated,B2 terrain confidence-gated,B126,OK,0,0,1,0,18012,0.0,4.158347225189209,0.48014550507068626,3.678201720118522,0.0,0.01729113289716708,0.00012023522936866773,0.016099253051004278,0.0010716446167941332,0.9968354430379747,0.08371350515530655,0.13608190352990218,25.0,0.0,0.27216380705980436,0.0,0.0,25.0,0.0,0.0,0.0,0.5558846518119733,0.14933333333333335,0.6043333333333333,0.9763333333333334,0.27566666666666667,0.223,0.493,0.081,1.1336483268499862,0.9360529616376311,1.0737503484535864,0,0
B2_terrain_confidence_gated,B2 terrain confidence-gated,B50,OK,0,0,0,1,4358,0.0,16.533437728881836,0.516997754573822,16.016439974308014,0.0,0.022694490079101917,9.471306858147875e-05,0.021868414800183724,0.0007313622103367111,0.9988526847177605,0.08032770900013239,0.02679597109831559,10.0,0.0,0.05359194219663118,0.0,0.0,10.0,0.0,0.0,0.0,0.9358988513934645,0.5316666666666666,0.9516666666666667,1.0,0.46166666666666667,0.9,0.381,0.108,0.0869884765515927,1.0137799913759302,0.24697124479149343,0,0
B2_terrain_confidence_gated,B2 terrain confidence-gated,B104,OK,1,0,0,1,701,0.0,3.6592803955078126,0.5137583494186408,3.1455220460891717,0.0,0.028039004623496462,1.5337920150722058e-05,0.026469942070112232,0.0015537246332335086,0.992867332382311,0.12152423627442746,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.9945606479541963,0.9483333333333334,0.995,1.0,0.7733333333333334,1.0,0.741,0.523,0.12048846136646763,0.9343183637246621,0.09703576922769372,0,0
A9_no_terrain_terms_ramp,A9 no-terrain + ramp,B0,OK,0,0,0,0,4918,0.0,16.132180786132814,0.3208049476146698,15.811375838518144,0.0,0.017669705114048324,0.00013593990663228602,0.014883189005733988,0.0026505762016820504,0.9993899959333062,0.07067203372386453,0.11787732533104732,12.0,0.0,0.23575465066209464,0.0,0.0,12.0,0.0,0.0,0.0,0.9502512276394248,0.7413333333333333,0.9623333333333334,1.0,0.5906666666666667,0.841,0.708,0.257,0.5133499159824417,1.0676159925894182,0.23903638217621725,0,0
A9_no_terrain_terms_ramp,A9 no-terrain + ramp,B1,OK,0,0,0,0,4993,0.0,16.961151123046875,0.4008013725280762,16.5603497505188,0.0,0.016098383783553313,0.0001294547498690402,0.014680337501378914,0.001288591532305359,0.9989985980372521,0.06588063276949307,0.10815215798323746,6.0,0.0,0.21630431596647492,0.0,0.0,6.0,0.0,0.0,0.0,0.961908804759017,0.8793333333333333,0.938,1.0,0.5396666666666666,1.0,0.496,0.102,0.4522077822136765,0.8435396743853305,0.24817654018949115,0,0
A9_no_terrain_terms_ramp,A9 no-terrain + ramp,B2,OK,0,0,0,0,3835,0.0,13.95308837890625,0.37226934134960177,13.580819037556648,0.0,0.010920408850602489,6.262908212371489e-05,0.009825691842316448,0.001032087926162327,0.9992177314211212,0.054632984639058614,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.9250388253310513,0.5033333333333333,0.9613333333333334,1.0,0.4153333333333334,0.698,0.438,0.196,0.46842477707191854,2.0275176602691403,0.2521593777038076,0,0
A9_no_terrain_terms_ramp,A9 no-terrain + ramp,B8,OK,0,0,0,0,4545,0.0,14.015102958679199,0.34037322998046876,13.67472972869873,0.0,0.015086361966626861,4.4020079923185734e-05,0.014147109921156767,0.000895231965546908,0.9931793179317931,0.06386216535451704,0.16249941093594808,8.0,0.0,0.32499882187189616,0.0,0.0,8.0,0.0,0.0,0.0,0.8977832420896353,0.9983333333333333,0.978,0.0,0.5623333333333332,1.0,0.463,0.2,0.6447563618823224,1.578327427940508,0.2228615219355186,0,0
A9_no_terrain_terms_ramp,A9 no-terrain + ramp,B6,OK,0,1,0,1,3280,0.0,14.470139503479004,0.568270468711853,13.90186903476715,0.0,0.031298911372134294,0.00016598642217839404,0.02970544024093754,0.0014274847090183557,0.998780487804878,0.10986530595975814,0.11978150835862349,12.0,0.0,0.23956301671724697,0.0,0.0,12.0,0.0,0.0,0.0,0.9382706927175843,0.5566666666666666,0.94,1.0,0.43366666666666664,0.791,0.378,0.123,2.9859409620923607,0.6747469953905146,0.24492855763335247,0,0
A9_no_terrain_terms_ramp,A9 no-terrain + ramp,B3,OK,0,0,1,0,28297,0.0,3.318162536621094,1.4152999877929695,1.9028625488281243,0.00018145527127563056,0.014631466712521518,9.990472143265824e-05,0.013772877250786037,0.0007586847403028262,0.995370533978867,0.0671553192599921,0.2159477628275683,42.0,0.0,0.4318955256551366,0.0,0.0,42.0,0.0,0.0,0.0,0.45210482682387615,0.14566666666666667,0.6053333333333333,0.9153333333333333,0.26766666666666666,0.311,0.454,0.092,0.5821144879951916,0.9280774687484049,1.0693304197405493,0,0
A9_no_terrain_terms_ramp,A9 no-terrain + ramp,B123,OK,0,0,1,0,27208,0.0,4.505348062515258,0.4656099796295166,4.039738082885742,0.0,0.014821916352268542,4.718520303613894e-05,0.013864817028147798,0.0009099141210846041,0.9958835636577478,0.06472918518157135,0.05353453393093888,28.0,0.0,0.10706906786187775,0.0,0.0,28.0,0.0,0.0,0.0,0.5881745042492917,0.16633333333333333,0.6506666666666666,0.9466666666666667,0.39599999999999996,0.353,0.706,0.174,0.0773396034838214,0.9297109722413471,0.8076220593647986,0,0
A9_no_terrain_terms_ramp,A9 no-terrain + ramp,B126,OK,0,0,1,0,17972,0.0,4.16005802154541,0.43075215220451374,3.7293058693408963,0.0,0.01787813537508118,8.458661506101733e-05,0.016798591530231447,0.0009949572297887168,0.9970509681727131,0.08300251612067899,0.12389268992983991,25.0,0.0,0.24778537985967983,0.0,0.0,25.0,0.0,0.0,0.0,0.5349252292864916,0.14633333333333334,0.6076666666666667,0.9566666666666667,0.26966666666666667,0.225,0.484,0.086,1.16262680625238,0.7612082333161754,1.060613778152583,0,0
A9_no_terrain_terms_ramp,A9 no-terrain + ramp,B50,OK,0,0,0,1,4373,0.0,16.485879707336426,0.4756002724170685,16.010279434919358,0.0,0.024762848998902028,0.00012593340240806805,0.023863135660922585,0.0007737799355713722,0.9995426480676881,0.0818440081994744,0.02773078579172709,10.0,0.0,0.05546157158345418,0.0,0.0,10.0,0.0,0.0,0.0,0.93540858203415,0.574,0.9503333333333334,1.0,0.46866666666666673,0.932,0.378,0.097,0.07962312312671926,1.0197896052027446,0.24611910047183733,0,0
A9_no_terrain_terms_ramp,A9 no-terrain + ramp,B104,OK,1,0,0,1,698,0.0,3.6553909301757814,0.6195296883583071,3.035861241817474,0.0,0.03535717614271472,1.104031834247672e-05,0.03408772240369137,0.0012584134206808724,0.9828080229226361,0.1304661160060418,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7453333333333333,1.0,0.747,0.505,0.30263226545583954,0.977891166059633,0.08035022011881104,0,0
