setting,run_name,arm,replicate,roofer_repeat,input,building_id,status,reason,rf_success,rf_extrusion_mode,rf_pointcloud_unusable,rf_roof_type,rf_pt_density,rf_nodata_frac,rf_rmse_lod22,rf_roof_planes,has_lod22,val3dity_valid,val3dity_errors
voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-voxel02,DEBY_LOD2_108247349,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,,
voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-voxel02,DEBY_LOD2_108247350,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-voxel02,DEBY_LOD2_108247351,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,,
voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-voxel02,DEBY_LOD2_4907184,failure,val3dity_invalid,True,standard,False,slanted,1510.597534,0.002219,0.703976,35,True,False,"[{""code"":302,""description"":""SHELL_NOT_CLOSED"",""id"":""coid=DEBY_LOD2_4907184-0|geom=0|shell=0|face="",""info"":""Location hole: (690860, 5.33611e+06, 577.89)""},{""code"":302,""description"":""SHELL_NOT_CLOSED"",""id"":""coid=DEBY_LOD2_4907184-0|geom=0|shell=0|face="",""info"":""Location hole: (690860, 5.33611e+06, 577.89)""}]"
voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-voxel02,DEBY_LOD2_4907185,success,success,True,standard,False,slanted,20.875000,0.900621,2.765438,2,True,True,[]
voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-voxel02,DEBY_LOD2_4907186,failure,roofer_skip_no_3d_geometry,True,skip,False,unknown,0.000000,1.000000,,None,False,True,[]
voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-voxel02,DEBY_LOD2_4907188,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,,
voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-voxel02,DEBY_LOD2_4907194,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,,
voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-voxel02,DEBY_LOD2_4907195,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.998592,,0,False,True,[]
voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-voxel02,DEBY_LOD2_4907198,failure,pointcloud_unusable_no_planes,True,skip,True,no planes,4.423530,0.940890,,0,False,True,[]
voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-voxel02,DEBY_LOD2_4907199,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.997455,,0,False,True,[]
voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-voxel02,DEBY_LOD2_4907202,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,,
voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-voxel02,DEBY_LOD2_4908168,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.929825,,0,False,True,[]
voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-voxel02,DEBY_LOD2_4908178,failure,roofer_skip_no_3d_geometry,True,skip,False,unknown,0.000000,1.000000,,None,False,True,[]
voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-voxel02,DEBY_LOD2_4908179,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,,
voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-voxel02,DEBY_LOD2_60098,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.973214,,0,False,True,[]
voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-voxel02,DEBY_LOD2_8568391,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,,
voxel02,gs_e5_C001_corrected_s1_dense_r1,dense,r1,run_1,GS-dense-r1-voxel02,DEBY_LOD2_8568392,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,,
