bid,source,stage3_algo_version,metric_version,status,n_faces,n_roof_faces,n_wall_faces,n_ground_faces,roof_cov,wall_cov,ground_cov,semantic_face_acc,face_planarity_mean,face_planarity_max,support_coverage,roof_support_cov,wall_support_cov,ground_support_cov,F,precision,recall,h_err,vol_ratio,hausdorff,chamfer,footprint_IoU,edge_ok,open_edges,nonmanifold_edges,roof_wall_adjacency_count,wall_ground_adjacency_count,shell_completeness,metric_artifact_dir,readout_artifact_dir,failure_reason
B126,E1_Baseline_rendered,Stage3Algo-v1,Metric-v1,OK,49,23,25,1,0.14133333333333334,0.6223333333333333,0.99,0.7446666666666667,2.6912456319565558e-15,1.0875005912170445e-14,0.23500000000000001,0.2,0.449,0.045,0.5614468652734549,0.5835,0.541,1.233671258914974,0.2767196310685855,5.4164174580267215,1.0299905522465689,1.0,True,0,0,25,25,CLOSED,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v1/Stage3Algo-v1/E1_Baseline_rendered/B126,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_readout/Stage3Algo-v1/E1_Baseline_rendered/B126,
B126,E1_Baseline_rendered,Stage3Algo-v1,Metric-v0,OK,49,23,25,1,0.14166666666666666,0.6253333333333333,0.9923333333333333,0.7596666666666667,2.6912456319565558e-15,1.0875005912170445e-14,0.25,0.217,0.486,0.037,0.5578206848566174,0.5836666666666667,0.5341666666666667,1.233671258914974,0.27671397645651674,5.350150764033104,1.0260044449138939,1.0,True,0,0,25,25,CLOSED,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v0/Stage3Algo-v1/E1_Baseline_rendered/B126,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_readout/Stage3Algo-v1/E1_Baseline_rendered/B126,
B50,E1_Baseline_rendered,Stage3Algo-v0,Metric-v0,OK,19,8,10,1,0.5523333333333333,0.9553333333333334,1.0,0.9228333333333333,1.090435552213523e-15,3.4024458178222215e-15,0.43766666666666665,0.939,0.317,0.051,0.9381666666666667,0.9381666666666667,0.9381666666666667,0.13542257921591627,1.009594568421398,1.5082224969560472,0.22937300756949697,1.0,True,0,0,10,10,CLOSED,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v0/Stage3Algo-v0/E1_Baseline_rendered/B50,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_readout/Stage3Algo-v0/E1_Baseline_rendered/B50,
B50,E1_Baseline_rendered,Stage3Algo-v0,Metric-v1,OK,19,8,10,1,0.5476666666666666,0.945,1.0,0.946,1.090435552213523e-15,3.4024458178222215e-15,0.4403333333333334,0.921,0.319,0.047,0.9331509198071085,0.937,0.9293333333333333,0.13542257921591627,1.0095923918666236,1.5157838155860595,0.23308632957319247,1.0,True,0,0,10,10,CLOSED,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v1/Stage3Algo-v0/E1_Baseline_rendered/B50,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_readout/Stage3Algo-v0/E1_Baseline_rendered/B50,
B50,E1_Baseline_rendered,Stage3Algo-v1,Metric-v1,OK,19,8,10,1,0.5476666666666666,0.945,1.0,0.946,1.090435552213523e-15,3.4024458178222215e-15,0.4403333333333334,0.921,0.319,0.047,0.9331509198071085,0.937,0.9293333333333333,0.13542257921591627,1.0095923918666236,1.5157838155860595,0.23308632957319247,1.0,True,0,0,10,10,CLOSED,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v1/Stage3Algo-v1/E1_Baseline_rendered/B50,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_readout/Stage3Algo-v1/E1_Baseline_rendered/B50,
B50,E1_Baseline_rendered,Stage3Algo-v1,Metric-v0,OK,19,8,10,1,0.5523333333333333,0.9553333333333334,1.0,0.9228333333333333,1.090435552213523e-15,3.4024458178222215e-15,0.43766666666666665,0.939,0.317,0.051,0.9381666666666667,0.9381666666666667,0.9381666666666667,0.13542257921591627,1.009594568421398,1.5082224969560472,0.22937300756949697,1.0,True,0,0,10,10,CLOSED,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v0/Stage3Algo-v1/E1_Baseline_rendered/B50,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_readout/Stage3Algo-v1/E1_Baseline_rendered/B50,
B104,E1_Baseline_rendered,Stage3Algo-v0,Metric-v0,OK,7,2,4,1,1.0,0.9993333333333333,1.0,0.9116666666666666,2.2123215171838835e-15,7.013299995729592e-15,0.7826666666666666,1.0,0.803,0.515,1.0,1.0,1.0,0.2308115401708064,0.864946965379437,0.4561480525567694,0.13336814232977134,1.0,True,0,0,4,4,CLOSED,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v0/Stage3Algo-v0/E1_Baseline_rendered/B104,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_readout/Stage3Algo-v0/E1_Baseline_rendered/B104,
B104,E1_Baseline_rendered,Stage3Algo-v0,Metric-v1,OK,7,2,4,1,1.0,0.9996666666666667,1.0,0.9098333333333334,2.2123215171838835e-15,7.013299995729592e-15,0.7943333333333333,1.0,0.775,0.545,1.0,1.0,1.0,0.2308115401708064,0.8649605297263258,0.46300447768003145,0.13417468555339113,1.0,True,0,0,4,4,CLOSED,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v1/Stage3Algo-v0/E1_Baseline_rendered/B104,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_readout/Stage3Algo-v0/E1_Baseline_rendered/B104,
B104,E1_Baseline_rendered,Stage3Algo-v1,Metric-v1,OK,7,2,4,1,1.0,0.9996666666666667,1.0,0.9098333333333334,2.2123215171838835e-15,7.013299995729592e-15,0.7943333333333333,1.0,0.775,0.545,1.0,1.0,1.0,0.2308115401708064,0.8649605297263258,0.46300447768003145,0.13417468555339113,1.0,True,0,0,4,4,CLOSED,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v1/Stage3Algo-v1/E1_Baseline_rendered/B104,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_readout/Stage3Algo-v1/E1_Baseline_rendered/B104,
B104,E1_Baseline_rendered,Stage3Algo-v1,Metric-v0,OK,7,2,4,1,1.0,0.9993333333333333,1.0,0.9116666666666666,2.2123215171838835e-15,7.013299995729592e-15,0.7826666666666666,1.0,0.803,0.515,1.0,1.0,1.0,0.2308115401708064,0.864946965379437,0.4561480525567694,0.13336814232977134,1.0,True,0,0,4,4,CLOSED,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_metric_v0/Stage3Algo-v1/E1_Baseline_rendered/B104,results/footprint_conditioned_readout/FC_S2_baseline_rendered_recovery_stage3_v1c/phaseA_e1_recovery/stage3_matrix_readout/Stage3Algo-v1/E1_Baseline_rendered/B104,
