path,size_bytes,loadable,keys,n_points,n_roof,n_wall,n_ground,bbox_min,bbox_max,compatibility_notes,role_guess,mtime
results/footprint_conditioned_readout/Stage3_v1_auditable_readout_FC_S1_v0_v1_comparison/phase2_stage3_v1_readout/E4_Mutual_primitive/B8/readout_evidence_after_stage3_v1_patch.npz,181647,True,points;normals;classes;weights;sem_probs;opacities;areas,2694,1234,1440,20,"[-63.93577194213867, -15.186436653137207, 4.754448413848877]","[-51.66840744018555, 0.3196071684360504, 19.004901885986328]","Post-readout diagnostic evidence, not source E1 evidence.",OTHER,2026-05-07 23:39:01
results/phase2_ablation_citygml/_diag/d1/baseline_bid1/primitives.npz,344188,True,centers;normals;labels;areas,9533,4842,4565,126,"[-96.2496337890625, -18.89792823791504, -46.98414611816406]","[-79.150390625, 0.8078357577323914, -23.69473648071289]",Not Baseline rendered evidence.,BASELINE_PRIMITIVE_NOT_RENDERED,2026-04-25 01:36:52
results/phase2_ablation_citygml/_diag/d1/baseline_bid2/primitives.npz,188740,True,centers;normals;labels;areas,5215,2491,2666,58,"[-87.07219696044922, -15.924901008605957, -6.682481288909912]","[-72.13272094726562, 0.7054903507232666, 10.291397094726562]",Not Baseline rendered evidence.,BASELINE_PRIMITIVE_NOT_RENDERED,2026-04-25 01:39:13
results/phase2_ablation_citygml/_diag/d1/baseline_bid22/primitives.npz,161920,True,centers;normals;labels;areas,4470,2439,2029,2,"[-44.480064392089844, -19.779701232910156, 48.424617767333984]","[-27.0363826751709, 1.0469157695770264, 61.94498825073242]",Not Baseline rendered evidence.,BASELINE_PRIMITIVE_NOT_RENDERED,2026-04-25 01:39:05
results/phase2_ablation_citygml/_diag/d1/mutual_bid1/primitives.npz,338428,True,centers;normals;labels;areas,9373,4781,4456,135,"[-96.33291625976562, -18.860576629638672, -46.983333587646484]","[-79.14981842041016, 0.5145429968833923, -23.695594787597656]",,OTHER,2026-04-25 01:36:55
results/phase2_ablation_citygml/_diag/d1/mutual_bid2/primitives.npz,169048,True,centers;normals;labels;areas,4668,2295,2318,55,"[-87.06950378417969, -15.93724250793457, -6.676660060882568]","[-72.13017272949219, 0.30677124857902527, 10.286593437194824]",,OTHER,2026-04-25 01:39:13
results/phase2_ablation_citygml/_diag/d1/mutual_bid22/primitives.npz,156052,True,centers;normals;labels;areas,4307,2367,1933,7,"[-44.479190826416016, -19.77469825744629, 48.42898178100586]","[-27.03214454650879, 0.4305301308631897, 61.94251251220703]",,OTHER,2026-04-25 01:39:06
results/phase2_ablation_citygml/baseline/stage3/primitives.npz,51802688,True,centers;normals;scales;areas;opacities;sem_probs;labels,981148,396080,365572,219496,"[-418.78173828125, -104.45124053955078, -347.91644287109375]","[205.90463256835938, 80.14653015136719, 210.06761169433594]",Not Baseline rendered evidence.,BASELINE_PRIMITIVE_NOT_RENDERED,2026-04-23 22:27:06
results/phase2_ablation_citygml/mutual/stage3/primitives.npz,52044027,True,centers;normals;scales;areas;opacities;sem_probs;labels,986908,395441,387650,192591,"[-287.2430725097656, -102.84004974365234, -203.52484130859375]","[231.33749389648438, 26.60414695739746, 205.4896240234375]",,OTHER,2026-04-23 22:38:50
results/stage3_rendered_evidence/S1D_align_colmap_obj_gt/phase6_common_frame_evidence_construction/gt_clean_evidence_in_colmap_or_ckpt_frame.npz,1884874,True,points;xyz;normals;normal;classes;label;weights;support_weight;sem_probs;semantic_prob;semantic_probability,99951,15605,79263,5083,"[-104.62079620361328, -26.2450008392334, -107.61599731445312]","[109.56719970703125, 0.0, 103.59300231933594]",Rendered evidence exists but not tied to Baseline checkpoint.,GENERIC_RENDERED_NOT_BASELINE,2026-05-04 20:13:21
results/stage3_rendered_evidence/S1D_align_colmap_obj_gt/phase6_common_frame_evidence_construction/rendered_evidence_common.npz,252691990,True,points;xyz;normals;normal;classes;label;weights;support_weight;sem_probs;semantic_prob;semantic_probability;view_id,2700538,1210959,223793,790180,"[-203.2343292236328, -104.08892822265625, -180.4275665283203]","[185.53257751464844, 1.666085958480835, 158.08901977539062]",Rendered evidence exists but not tied to Baseline checkpoint.,GENERIC_RENDERED_NOT_BASELINE,2026-05-04 20:13:17
results/stage3_rendered_evidence/S1D_domain_rendered_xyz_evidence_audit/phase5_combined_candidate_evidence/rendered_evidence_C0_original_F2.npz,266846551,True,points;xyz;normals;normal;classes;label;weights;support_weight;sem_probs;semantic_prob;semantic_probability;confidence;view_count;normal_consistency;semantic_entropy,2646220,1199313,222452,750572,"[-203.2343292236328, -104.08892822265625, -180.4275665283203]","[185.53257751464844, 1.66608464717865, 158.08901977539062]",Rendered evidence exists but not tied to Baseline checkpoint.,GENERIC_RENDERED_NOT_BASELINE,2026-05-04 22:20:37
results/stage3_rendered_evidence/S1D_domain_rendered_xyz_evidence_audit/phase5_combined_candidate_evidence/rendered_evidence_C1_best_depth_only.npz,204657065,True,points;xyz;normals;normal;classes;label;weights;support_weight;sem_probs;semantic_prob;semantic_probability;view_id,2197489,1191418,216399,789672,"[-203.2343292236328, -104.08892822265625, -180.4275665283203]","[184.28555297851562, 1.666085958480835, 156.5447540283203]",Rendered evidence exists but not tied to Baseline checkpoint.,GENERIC_RENDERED_NOT_BASELINE,2026-05-04 22:21:09
results/stage3_rendered_evidence/S1D_domain_rendered_xyz_evidence_audit/phase5_combined_candidate_evidence/rendered_evidence_C2_best_depth_mask.npz,28826906,True,points;xyz;normals;normal;classes;label;weights;support_weight;sem_probs;semantic_prob;semantic_probability;view_id,312623,194071,28182,90249,"[-181.90684509277344, -48.97208023071289, -115.75357818603516]","[116.05416107177734, 0.5826504826545715, 125.53912353515625]",Rendered evidence exists but not tied to Baseline checkpoint.,GENERIC_RENDERED_NOT_BASELINE,2026-05-04 22:21:20
results/stage3_rendered_evidence/S1D_domain_rendered_xyz_evidence_audit/phase5_combined_candidate_evidence/rendered_evidence_C3_best_depth_mask_domain.npz,28814369,True,points;xyz;normals;normal;classes;label;weights;support_weight;sem_probs;semantic_prob;semantic_probability;view_id,312502,194071,28182,90249,"[-181.90684509277344, -48.97208023071289, -115.15825653076172]","[116.05416107177734, 0.5826504826545715, 125.53912353515625]",Rendered evidence exists but not tied to Baseline checkpoint.,GENERIC_RENDERED_NOT_BASELINE,2026-05-04 22:21:24
results/stage3_rendered_evidence/S1D_domain_rendered_xyz_evidence_audit/phase5_combined_candidate_evidence/rendered_evidence_C4_best_depth_mask_domain_fusion.npz,28814369,True,points;xyz;normals;normal;classes;label;weights;support_weight;sem_probs;semantic_prob;semantic_probability;view_id,312502,194071,28182,90249,"[-181.90684509277344, -48.97208023071289, -115.15825653076172]","[116.05416107177734, 0.5826504826545715, 125.53912353515625]",Rendered evidence exists but not tied to Baseline checkpoint.,GENERIC_RENDERED_NOT_BASELINE,2026-05-04 22:21:28
results/stage3_rendered_evidence/S1D_fix_export_and_rerun/phase1_transform_sweep/rendered_sample_bank.npz,97933866,True,depth_expected;depth_median;normal;sem_prob;label;alpha;confidence;view_id;pixel_u;pixel_v,,1210959,223793,790180,,,Rendered evidence exists but not tied to Baseline checkpoint.,GENERIC_RENDERED_NOT_BASELINE,2026-05-04 16:11:40
results/stage3_rendered_evidence/S1D_fix_export_and_rerun/phase2_fixed_export/raw_rendered_samples_fixed.npz,122769286,True,xyz;normal;sem_prob;label;alpha;confidence;view_id;pixel_u;pixel_v;depth,2700538,1210959,223793,790180,"[-203.2343292236328, -104.08892822265625, -180.4275665283203]","[185.53257751464844, 1.66608464717865, 158.08901977539062]",Rendered evidence exists but not tied to Baseline checkpoint.,GENERIC_RENDERED_NOT_BASELINE,2026-05-04 16:30:14
results/stage3_rendered_evidence/S1D_fix_export_and_rerun/phase3_fixed_quality/rendered_evidence_fixed.npz,132737314,True,points;normals;classes;weights;sem_probs;support_weight;confidence;view_count;normal_consistency;semantic_entropy;pos_cov_trace;fusion_mode,2646220,1199313,222452,750572,"[-203.2343292236328, -104.08892822265625, -180.4275665283203]","[185.53257751464844, 1.66608464717865, 158.08901977539062]",Rendered evidence exists but not tied to Baseline checkpoint.,GENERIC_RENDERED_NOT_BASELINE,2026-05-04 16:36:39
results/stage3_rendered_evidence/S1D_fix_export_and_rerun/phase3_fixed_quality/rendered_evidence_fixed_F0_no_fusion_downsample.npz,22719684,True,points;normals;classes;weights;sem_probs;support_weight;confidence;view_count;normal_consistency;semantic_entropy;pos_cov_trace,450000,112500,112500,112500,"[-203.2343292236328, -102.10871887207031, -180.21717834472656]","[185.53257751464844, 1.1316994428634644, 158.08815002441406]",Rendered evidence exists but not tied to Baseline checkpoint.,GENERIC_RENDERED_NOT_BASELINE,2026-05-04 16:36:22
results/stage3_rendered_evidence/S1D_fix_export_and_rerun/phase3_fixed_quality/rendered_evidence_fixed_F1_class_aware_voxel_0p05.npz,132653779,True,points;normals;classes;weights;sem_probs;support_weight;confidence;view_count;normal_consistency;semantic_entropy;pos_cov_trace;fusion_mode,2643931,1197639,222149,750325,"[-203.2343292236328, -104.08892822265625, -180.4275665283203]","[185.53257751464844, 1.66608464717865, 158.08901977539062]",Rendered evidence exists but not tied to Baseline checkpoint.,GENERIC_RENDERED_NOT_BASELINE,2026-05-04 16:36:30
results/stage3_rendered_evidence/S1D_fix_export_and_rerun/phase3_fixed_quality/rendered_evidence_fixed_F2_class_normal_aware_voxel_0p05.npz,132737314,True,points;normals;classes;weights;sem_probs;support_weight;confidence;view_count;normal_consistency;semantic_entropy;pos_cov_trace;fusion_mode,2646220,1199313,222452,750572,"[-203.2343292236328, -104.08892822265625, -180.4275665283203]","[185.53257751464844, 1.66608464717865, 158.08901977539062]",Rendered evidence exists but not tied to Baseline checkpoint.,GENERIC_RENDERED_NOT_BASELINE,2026-05-04 16:36:39
results/stage3_rendered_evidence/S1D_fix_export_and_rerun/phase3_fixed_quality/rendered_evidence_fixed_F3_class_aware_voxel_0p10.npz,129153411,True,points;normals;classes;weights;sem_probs;support_weight;confidence;view_count;normal_consistency;semantic_entropy;pos_cov_trace;fusion_mode,2554438,1168655,218503,698043,"[-203.2343292236328, -104.08892822265625, -180.4275665283203]","[185.53257751464844, 1.66608464717865, 158.08901977539062]",Rendered evidence exists but not tied to Baseline checkpoint.,GENERIC_RENDERED_NOT_BASELINE,2026-05-04 16:36:47
results/stage3_rendered_evidence/S1D_fix_export_and_rerun/phase3_fixed_quality/rendered_evidence_fixed_F4_class_normal_aware_voxel_0p10.npz,129501009,True,points;normals;classes;weights;sem_probs;support_weight;confidence;view_count;normal_consistency;semantic_entropy;pos_cov_trace;fusion_mode,2563422,1175403,219666,698860,"[-203.2343292236328, -104.08892822265625, -180.4275665283203]","[185.53257751464844, 1.66608464717865, 158.08901977539062]",Rendered evidence exists but not tied to Baseline checkpoint.,GENERIC_RENDERED_NOT_BASELINE,2026-05-04 16:36:55
results/stage3_rendered_evidence/S1D_fix_export_and_rerun/phase3_fixed_quality/rendered_evidence_fixed_F5_class_aware_voxel_0p20.npz,117552325,True,points;normals;classes;weights;sem_probs;support_weight;confidence;view_count;normal_consistency;semantic_entropy;pos_cov_trace;fusion_mode,2285105,1067892,207174,556197,"[-203.2343292236328, -104.08892822265625, -180.4275665283203]","[185.53257751464844, 1.66608464717865, 158.08901977539062]",Rendered evidence exists but not tied to Baseline checkpoint.,GENERIC_RENDERED_NOT_BASELINE,2026-05-04 16:37:03
results/stage3_rendered_evidence/S1D_fix_export_and_rerun/phase3_fixed_quality/rendered_evidence_fixed_F6_E2_density_matched_sampling.npz,14091891,True,points;normals;classes;weights;sem_probs;support_weight;confidence;view_count;normal_consistency;semantic_entropy;pos_cov_trace;fusion_mode,277325,69332,69331,69331,"[-203.22219848632812, -91.39629364013672, -180.4192352294922]","[185.53257751464844, 1.66608464717865, 158.08815002441406]",Rendered evidence exists but not tied to Baseline checkpoint.,GENERIC_RENDERED_NOT_BASELINE,2026-05-04 16:37:05
results/stage3_rendered_evidence/S1D_fix_export_and_rerun/phase3_fixed_quality/rendered_evidence_fixed_F7_tile_balanced_sampling.npz,14676197,True,points;normals;classes;weights;sem_probs;support_weight;confidence;view_count;normal_consistency;semantic_entropy;pos_cov_trace;fusion_mode,289885,141271,21765,92179,"[-203.22906494140625, -104.08892822265625, -180.4275665283203]","[185.53257751464844, 1.630373477935791, 158.08387756347656]",Rendered evidence exists but not tied to Baseline checkpoint.,GENERIC_RENDERED_NOT_BASELINE,2026-05-04 16:37:06
results/stage3_rendered_evidence/S1D_fix_export_and_rerun/phase3_fixed_quality/rendered_evidence_fixed_F8_view_count_ge_2_only.npz,2911921,True,points;normals;classes;weights;sem_probs;support_weight;confidence;view_count;normal_consistency;semantic_entropy;pos_cov_trace;fusion_mode,52830,11477,1316,38386,"[-179.31480407714844, -80.21894836425781, -177.9774169921875]","[175.83987426757812, 0.2252112329006195, 143.94337463378906]",Rendered evidence exists but not tied to Baseline checkpoint.,GENERIC_RENDERED_NOT_BASELINE,2026-05-04 16:37:06
