run_name,arm,replicate,seed,config,config_sha256,effective_config,effective_config_sha256,ckpt,ckpt_sha256,log,host_gpu,start_utc,end_utc,elapsed_min,return_code,max_iter,final_n_gaussians,readout,z_datum_history,distortion_formula,distortion_denom,scene_extent_bbox_m,citygsv2_commit,citygsv2_depth,citygsv2_elongation,failed_attempts
gs_e5_C001_s1_sparse_r1,sparse,r1,2001,configs/tum_mob/e5_3b_s1/gs_e5_C001_s1_sparse_r1.yaml,37ed9338a4f71518d13b8fa1f263c14acff0ec3949d2b0f2da41646937180285,results/tum_transfer/e5_3b_s1/C001/runs/gs_e5_C001_s1_sparse_r1/effective_config.json,25e1805430a68992d434c3dd3c8759e282e9605ab751e97687cc8e99f602a3f4,results/tum_transfer/e5_3b_s1/C001/runs/gs_e5_C001_s1_sparse_r1/ckpt/final.pt,5c6d4c66553bb53897365dd92a66c16988eab7e88c562aa692a58a36f895f7a4,results/tum_transfer/e5_3b_s1/C001/train_logs/gs_e5_C001_s1_sparse_r1.retry1.log,0,2026-07-08T08:17:32Z,2026-07-08T10:26:11Z,128.7,0,30000,3414807,"S1 base readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",E5 pilot GS: C001 cropped scene uses zeta -558.3 linked constants; output P_utm in EPSG:25832 ellipsoidal frame,loss_distort = mean(rend_dist) / denominator; total += w_distort * loss_distort,93252.56728832517,305.3728332519531,1c0759eece7f428caa65a86f4ca8dd76749bce87,"init=0.5, final_factor=0.05, max_steps=60000(MatrixCity aerial trim)",scale_min/scale_max > 0.01,results/tum_transfer/e5_3b_s1/C001/train_logs/gs_e5_C001_s1_sparse_r1.log return_code=1
gs_e5_C001_s1_dense_r1,dense,r1,2001,configs/tum_mob/e5_3b_s1/gs_e5_C001_s1_dense_r1.yaml,acd5c15b3eefc283445ed0a39085f7601c73c9c09bd62c5990199b9c5d2a12c9,results/tum_transfer/e5_3b_s1/C001/runs/gs_e5_C001_s1_dense_r1/effective_config.json,25e1805430a68992d434c3dd3c8759e282e9605ab751e97687cc8e99f602a3f4,results/tum_transfer/e5_3b_s1/C001/runs/gs_e5_C001_s1_dense_r1/ckpt/final.pt,2e58552cbe11308d1c4f389c9a24a475b170a4ae294ee114542700a858380b8a,results/tum_transfer/e5_3b_s1/C001/train_logs/gs_e5_C001_s1_dense_r1.log,1,2026-07-08T08:10:34Z,2026-07-08T09:33:50Z,83.3,0,30000,1010777,"S1 base readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",E5 pilot GS: C001 cropped scene uses zeta -558.3 linked constants; output P_utm in EPSG:25832 ellipsoidal frame,loss_distort = mean(rend_dist) / denominator; total += w_distort * loss_distort,93252.56728832517,305.3728332519531,1c0759eece7f428caa65a86f4ca8dd76749bce87,"init=0.5, final_factor=0.05, max_steps=60000(MatrixCity aerial trim)",scale_min/scale_max > 0.01,
gs_e5_C001_s1_acmp_r1,acmp,r1,2001,configs/tum_mob/e5_3b_s1/gs_e5_C001_s1_acmp_r1.yaml,858b9fa61922f191d1d0afdea4e64686b21e2091731a531f2c7a57b22b766d41,results/tum_transfer/e5_3b_s1/C001/runs/gs_e5_C001_s1_acmp_r1/effective_config.json,25e1805430a68992d434c3dd3c8759e282e9605ab751e97687cc8e99f602a3f4,results/tum_transfer/e5_3b_s1/C001/runs/gs_e5_C001_s1_acmp_r1/ckpt/final.pt,f968f0bb24b4f21165b05c3e344b18f8f95726b658da3f665aa669131eb445fa,results/tum_transfer/e5_3b_s1/C001/train_logs/gs_e5_C001_s1_acmp_r1.log,1,2026-07-08T09:34:08Z,2026-07-08T11:32:30Z,118.4,0,30000,3100243,"S1 base readout(gssem; semantic-TSDF[minobs3, voxel0.05]; Roofer eps0.3/minpts15/complexity0.888)",E5 pilot GS: C001 cropped scene uses zeta -558.3 linked constants; output P_utm in EPSG:25832 ellipsoidal frame,loss_distort = mean(rend_dist) / denominator; total += w_distort * loss_distort,93252.56728832517,305.3728332519531,1c0759eece7f428caa65a86f4ca8dd76749bce87,"init=0.5, final_factor=0.05, max_steps=60000(MatrixCity aerial trim)",scale_min/scale_max > 0.01,
