image_idx,image_name,backend,align_a,align_b,mvs_valid_pixels,residual_abs_median_m,residual_abs_p90_m,warp_amp_plane_m,warp_amp_quadratic_m,metric_depth
23,DJI_20241217084655_0131_D.JPG,Depth Anything V2 Large vitl,-0.07736173,74.10924185,280401,1.4647,3.4088,1.8215,3.8307,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084655_0131_D.npy
24,DJI_20241217084657_0132_D.JPG,Depth Anything V2 Large vitl,-0.08158861,75.08996171,320808,1.2390,3.0264,2.2660,3.2205,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084657_0132_D.npy
25,DJI_20241217084659_0133_D.JPG,Depth Anything V2 Large vitl,-0.08488847,76.38064758,384504,1.4132,3.2621,4.0585,5.7688,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084659_0133_D.npy
26,DJI_20241217084701_0134_D.JPG,Depth Anything V2 Large vitl,-0.09138302,77.20849918,460634,1.2280,2.2864,2.1684,3.9163,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084701_0134_D.npy
27,DJI_20241217084703_0135_D.JPG,Depth Anything V2 Large vitl,-0.09403993,77.20607529,539953,1.7098,3.1692,1.5413,3.3337,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084703_0135_D.npy
28,DJI_20241217084705_0136_D.JPG,Depth Anything V2 Large vitl,-0.09412693,76.16259430,668319,2.1859,3.8984,3.6928,3.9933,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084705_0136_D.npy
29,DJI_20241217084707_0137_D.JPG,Depth Anything V2 Large vitl,-0.09802248,76.75530011,706582,2.0384,4.4289,5.2514,7.6972,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084707_0137_D.npy
30,DJI_20241217084709_0138_D.JPG,Depth Anything V2 Large vitl,-0.09510219,76.63073275,716175,2.4624,4.8361,6.4403,6.8876,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084709_0138_D.npy
31,DJI_20241217084711_0139_D.JPG,Depth Anything V2 Large vitl,-0.09381299,76.14946701,713394,2.7540,5.4364,8.5448,8.7388,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084711_0139_D.npy
32,DJI_20241217084713_0140_D.JPG,Depth Anything V2 Large vitl,-0.09191506,76.35188746,730874,3.1493,6.3200,7.8673,8.2039,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084713_0140_D.npy
33,DJI_20241217084715_0141_D.JPG,Depth Anything V2 Large vitl,-0.08638321,75.96170061,746551,3.3631,6.7240,7.9181,8.2543,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084715_0141_D.npy
34,DJI_20241217084717_0142_D.JPG,Depth Anything V2 Large vitl,-0.07596596,74.91430558,747285,3.4040,8.9556,8.3057,9.4068,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084717_0142_D.npy
35,DJI_20241217084719_0143_D.JPG,Depth Anything V2 Large vitl,-0.06036793,74.82613083,626298,2.5016,7.9916,1.5438,3.0635,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084719_0143_D.npy
36,DJI_20241217084721_0144_D.JPG,Depth Anything V2 Large vitl,-0.05911136,74.87791424,657944,2.3513,7.4623,1.4628,3.1300,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084721_0144_D.npy
37,DJI_20241217084723_0145_D.JPG,Depth Anything V2 Large vitl,-0.05572582,74.34927094,631113,2.6532,7.8607,3.3555,5.4872,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084723_0145_D.npy
38,DJI_20241217084725_0146_D.JPG,Depth Anything V2 Large vitl,-0.05968860,75.83766004,438278,1.1336,2.8868,1.5341,3.1981,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084725_0146_D.npy
39,DJI_20241217084727_0147_D.JPG,Depth Anything V2 Large vitl,-0.06641167,76.32852022,421939,1.2828,3.3812,1.3563,2.2913,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084727_0147_D.npy
40,DJI_20241217084729_0148_D.JPG,Depth Anything V2 Large vitl,-0.07103882,76.68725968,370884,1.1077,3.1543,1.0512,2.1137,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084729_0148_D.npy
41,DJI_20241217084731_0149_D.JPG,Depth Anything V2 Large vitl,-0.07192186,73.50815477,217017,1.3439,4.4123,2.7940,4.7665,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084731_0149_D.npy
42,DJI_20241217084733_0150_D.JPG,Depth Anything V2 Large vitl,-0.07226771,72.87609337,187173,1.2942,5.4861,3.9330,6.1109,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084733_0150_D.npy
43,DJI_20241217084735_0151_D.JPG,Depth Anything V2 Large vitl,-0.07002412,71.48439587,151982,1.0518,8.3927,2.9516,5.8008,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084735_0151_D.npy
44,DJI_20241217084737_0152_D.JPG,Depth Anything V2 Large vitl,-0.01343168,56.16319109,60211,1.3765,3.4432,3.0165,4.2902,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084737_0152_D.npy
45,DJI_20241217084739_0153_D.JPG,Depth Anything V2 Large vitl,-0.00293643,51.48237806,38547,3.3388,17.7867,7.1442,8.1272,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084739_0153_D.npy
46,DJI_20241217084829_0178_D.JPG,Depth Anything V2 Large vitl,-0.11658446,82.86980487,30695,1.8997,12.1356,4.8031,6.2812,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084829_0178_D.npy
47,DJI_20241217084831_0179_D.JPG,Depth Anything V2 Large vitl,-0.05860760,75.56542039,112510,2.4520,4.6611,2.0727,5.4246,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084831_0179_D.npy
48,DJI_20241217084833_0180_D.JPG,Depth Anything V2 Large vitl,-0.05660482,69.59126452,275874,8.1664,9.8504,6.4119,15.6656,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084833_0180_D.npy
49,DJI_20241217084835_0181_D.JPG,Depth Anything V2 Large vitl,-0.06504012,71.62307721,360216,6.0274,10.8756,7.5731,12.8549,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084835_0181_D.npy
50,DJI_20241217084837_0182_D.JPG,Depth Anything V2 Large vitl,-0.05930913,71.42760807,434458,7.1237,10.7771,10.7469,12.9366,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084837_0182_D.npy
51,DJI_20241217084839_0183_D.JPG,Depth Anything V2 Large vitl,-0.10011224,78.40913172,737378,1.9041,5.8551,4.3517,4.9333,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084839_0183_D.npy
52,DJI_20241217084841_0184_D.JPG,Depth Anything V2 Large vitl,-0.09504526,78.36333405,913110,2.1112,4.8570,3.8668,4.4737,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084841_0184_D.npy
53,DJI_20241217084843_0185_D.JPG,Depth Anything V2 Large vitl,-0.10115188,78.54377634,1032417,1.8569,5.5175,3.1421,5.1235,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084843_0185_D.npy
54,DJI_20241217084845_0186_D.JPG,Depth Anything V2 Large vitl,-0.10018743,77.88846449,1103172,1.5760,5.0034,1.8637,2.5499,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084845_0186_D.npy
55,DJI_20241217084847_0187_D.JPG,Depth Anything V2 Large vitl,-0.09378968,77.00760059,1139831,2.4010,5.9193,3.1515,3.7682,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084847_0187_D.npy
56,DJI_20241217084849_0188_D.JPG,Depth Anything V2 Large vitl,-0.09695398,77.37241027,1215558,2.2894,6.0834,1.2238,2.2142,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084849_0188_D.npy
57,DJI_20241217084851_0189_D.JPG,Depth Anything V2 Large vitl,-0.09366459,77.00612863,1221097,2.8152,6.1342,0.3118,3.4478,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084851_0189_D.npy
58,DJI_20241217084853_0190_D.JPG,Depth Anything V2 Large vitl,-0.08908419,76.15187253,1306465,3.5351,6.4739,4.5073,6.4561,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084853_0190_D.npy
59,DJI_20241217084855_0191_D.JPG,Depth Anything V2 Large vitl,-0.09441260,76.68430116,1327158,3.0681,6.4481,4.5117,5.6260,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084855_0191_D.npy
60,DJI_20241217084857_0192_D.JPG,Depth Anything V2 Large vitl,-0.09975463,76.72440226,1329945,3.2107,6.2784,2.4623,5.1275,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084857_0192_D.npy
61,DJI_20241217084859_0193_D.JPG,Depth Anything V2 Large vitl,-0.11055299,77.91975666,1348372,2.8814,5.4330,0.7642,4.1579,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084859_0193_D.npy
62,DJI_20241217084901_0194_D.JPG,Depth Anything V2 Large vitl,-0.11622696,78.33834271,1364779,2.0357,4.1494,1.4648,3.1583,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084901_0194_D.npy
63,DJI_20241217084903_0195_D.JPG,Depth Anything V2 Large vitl,-0.10775471,77.34930183,1371545,2.1838,4.6669,1.7109,3.4687,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084903_0195_D.npy
64,DJI_20241217084905_0196_D.JPG,Depth Anything V2 Large vitl,-0.10425323,77.36612851,1380309,1.8216,4.8788,3.5357,4.4511,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084905_0196_D.npy
65,DJI_20241217084907_0197_D.JPG,Depth Anything V2 Large vitl,-0.10986751,78.00074413,1382882,1.6117,3.3510,1.4443,2.0705,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084907_0197_D.npy
66,DJI_20241217084909_0198_D.JPG,Depth Anything V2 Large vitl,-0.10423921,77.92399463,1007984,1.3593,3.6441,1.5441,1.8147,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084909_0198_D.npy
67,DJI_20241217084911_0199_D.JPG,Depth Anything V2 Large vitl,-0.09937464,77.47169172,777832,2.0272,5.9565,5.6084,6.3282,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084911_0199_D.npy
68,DJI_20241217084913_0200_D.JPG,Depth Anything V2 Large vitl,-0.09280631,77.53340552,603577,1.7439,5.3609,7.3196,7.9762,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084913_0200_D.npy
69,DJI_20241217084915_0201_D.JPG,Depth Anything V2 Large vitl,-0.07860723,75.70034237,335281,2.3797,4.3094,2.9249,3.3727,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084915_0201_D.npy
70,DJI_20241217084917_0202_D.JPG,Depth Anything V2 Large vitl,-0.07531473,75.17378364,315690,2.6084,4.6433,2.4887,3.3153,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084917_0202_D.npy
71,DJI_20241217084919_0203_D.JPG,Depth Anything V2 Large vitl,-0.07725408,74.99670067,329400,2.7100,4.2800,1.2270,2.9316,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217084919_0203_D.npy
72,DJI_20241217090847_0026_D.JPG,Depth Anything V2 Large vitl,-0.01852576,60.98317395,40845,3.2927,16.5465,10.5018,15.2004,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217090847_0026_D.npy
73,DJI_20241217090849_0027_D.JPG,Depth Anything V2 Large vitl,-0.03763883,62.67661331,36269,2.6251,15.6501,15.2618,16.9957,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217090849_0027_D.npy
74,DJI_20241217090851_0028_D.JPG,Depth Anything V2 Large vitl,-0.07392741,65.85108085,76622,2.5608,13.5735,4.1348,8.0025,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217090851_0028_D.npy
75,DJI_20241217090853_0029_D.JPG,Depth Anything V2 Large vitl,-0.06166690,67.98210870,123488,2.5361,9.7340,7.6012,7.8761,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217090853_0029_D.npy
76,DJI_20241217090855_0030_D.JPG,Depth Anything V2 Large vitl,-0.02438148,58.83628162,107673,2.4767,8.7776,1.6011,2.5079,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217090855_0030_D.npy
77,DJI_20241217090857_0031_D.JPG,Depth Anything V2 Large vitl,-0.04955520,65.16666086,59736,6.3583,23.1294,5.9820,12.2816,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217090857_0031_D.npy
78,DJI_20241217094516_0014_D.JPG,Depth Anything V2 Large vitl,-0.05213223,60.02156656,81106,2.9481,6.3663,9.9777,11.9748,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217094516_0014_D.npy
79,DJI_20241217094534_0023_D.JPG,Depth Anything V2 Large vitl,-0.53090659,253.45676808,204782,48.7593,145.1959,27.1959,79.5125,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217094534_0023_D.npy
80,DJI_20241217094536_0024_D.JPG,Depth Anything V2 Large vitl,-0.48282434,241.81731917,185318,45.0094,141.3164,32.1220,79.2218,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217094536_0024_D.npy
81,DJI_20241217094546_0029_D.JPG,Depth Anything V2 Large vitl,-0.15278060,103.21994536,197876,15.1109,49.2333,24.0480,48.6825,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217094546_0029_D.npy
82,DJI_20241217094548_0030_D.JPG,Depth Anything V2 Large vitl,-0.32030899,185.62302190,236097,25.2106,83.9474,14.0017,68.5182,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217094548_0030_D.npy
83,DJI_20241217094550_0031_D.JPG,Depth Anything V2 Large vitl,-0.31868255,185.51010736,231138,25.0069,85.1891,12.6684,68.5778,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217094550_0031_D.npy
84,DJI_20241217094552_0032_D.JPG,Depth Anything V2 Large vitl,-0.32763669,190.36079783,228433,26.0159,91.0206,8.8651,75.0102,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217094552_0032_D.npy
85,DJI_20241217094652_0041_D.JPG,Depth Anything V2 Large vitl,-0.89356215,334.75561523,111066,54.8837,225.9700,81.6457,128.3187,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217094652_0041_D.npy
86,DJI_20241217094653_0042_D.JPG,Depth Anything V2 Large vitl,-0.88507554,338.38842956,114641,55.4966,209.3319,70.2398,136.3962,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217094653_0042_D.npy
87,DJI_20241217094945_0019_D.JPG,Depth Anything V2 Large vitl,-0.22667373,152.27791495,49459,19.8573,69.4424,11.6763,78.0625,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217094945_0019_D.npy
88,DJI_20241217094947_0020_D.JPG,Depth Anything V2 Large vitl,-0.22770092,152.77004400,55600,14.0331,71.0604,5.5182,39.3326,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217094947_0020_D.npy
89,DJI_20241217094953_0023_D.JPG,Depth Anything V2 Large vitl,-0.21011490,129.36343665,90888,7.5219,25.7002,9.5905,29.8451,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217094953_0023_D.npy
90,DJI_20241217094955_0024_D.JPG,Depth Anything V2 Large vitl,-0.24044669,138.37764773,94303,7.6450,42.0476,21.6387,45.7042,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217094955_0024_D.npy
91,DJI_20241217094957_0025_D.JPG,Depth Anything V2 Large vitl,-0.26688970,140.70290481,116442,13.7229,33.5297,25.8950,38.0211,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217094957_0025_D.npy
92,DJI_20241217094959_0026_D.JPG,Depth Anything V2 Large vitl,-0.24864037,117.01100854,194218,5.0975,18.0673,8.5579,11.6310,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217094959_0026_D.npy
93,DJI_20241217095005_0029_D.JPG,Depth Anything V2 Large vitl,-0.05224317,51.83367364,121400,1.2625,3.0810,2.4896,4.4586,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095005_0029_D.npy
94,DJI_20241217095007_0030_D.JPG,Depth Anything V2 Large vitl,-0.05047948,50.33616054,98205,1.1576,2.2634,3.6499,4.7711,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095007_0030_D.npy
95,DJI_20241217095009_0031_D.JPG,Depth Anything V2 Large vitl,-0.32407418,146.03589354,179494,8.6817,31.2909,11.3179,16.6502,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095009_0031_D.npy
96,DJI_20241217095011_0032_D.JPG,Depth Anything V2 Large vitl,-0.29489068,136.36837010,158259,7.5019,22.4440,16.4818,18.8920,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095011_0032_D.npy
97,DJI_20241217095013_0033_D.JPG,Depth Anything V2 Large vitl,-0.32942342,146.29494145,166159,8.0960,26.2644,14.6440,16.0787,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095013_0033_D.npy
98,DJI_20241217095015_0034_D.JPG,Depth Anything V2 Large vitl,-0.32079661,143.00108255,163278,8.3559,24.3313,16.4833,16.6793,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095015_0034_D.npy
99,DJI_20241217095017_0035_D.JPG,Depth Anything V2 Large vitl,-0.12489652,75.13181256,196894,1.8169,7.4499,8.1552,11.2104,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095017_0035_D.npy
100,DJI_20241217095023_0038_D.JPG,Depth Anything V2 Large vitl,-0.35142133,172.42726523,249511,11.1945,68.9324,12.7875,17.7162,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095023_0038_D.npy
101,DJI_20241217095027_0040_D.JPG,Depth Anything V2 Large vitl,-0.13798518,84.85432366,171880,2.0320,11.2427,0.7326,3.6444,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095027_0040_D.npy
102,DJI_20241217095029_0041_D.JPG,Depth Anything V2 Large vitl,-0.43990163,199.24166461,281432,10.1875,46.7449,3.5387,20.8120,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095029_0041_D.npy
103,DJI_20241217095039_0046_D.JPG,Depth Anything V2 Large vitl,-0.50245372,225.86343650,439019,13.4929,59.8236,2.4696,40.1628,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095039_0046_D.npy
104,DJI_20241217095041_0047_D.JPG,Depth Anything V2 Large vitl,-0.05987057,55.15594991,219825,0.4896,1.1929,1.7155,2.0363,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095041_0047_D.npy
105,DJI_20241217095051_0052_D.JPG,Depth Anything V2 Large vitl,-0.40602401,204.79730125,433623,15.5491,76.2656,7.5091,30.0686,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095051_0052_D.npy
106,DJI_20241217095053_0053_D.JPG,Depth Anything V2 Large vitl,-0.37083991,205.25877820,308611,34.7463,106.9804,5.5309,45.7027,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095053_0053_D.npy
107,DJI_20241217095055_0054_D.JPG,Depth Anything V2 Large vitl,-0.40930245,202.30220074,461446,15.1072,69.9437,8.1565,27.6397,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095055_0054_D.npy
108,DJI_20241217095057_0055_D.JPG,Depth Anything V2 Large vitl,-0.48318375,220.39192559,450415,16.2542,62.5933,2.8230,43.9012,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095057_0055_D.npy
109,DJI_20241217095103_0058_D.JPG,Depth Anything V2 Large vitl,-0.18733903,106.32199348,319816,2.5629,16.9575,1.2172,7.5670,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095103_0058_D.npy
110,DJI_20241217095121_0067_D.JPG,Depth Anything V2 Large vitl,-0.34336346,196.75310061,287206,35.8683,133.7959,5.9390,8.7247,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095121_0067_D.npy
111,DJI_20241217095123_0068_D.JPG,Depth Anything V2 Large vitl,-0.40561002,190.95137499,569505,11.7680,66.0141,8.1839,14.3331,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095123_0068_D.npy
112,DJI_20241217095125_0069_D.JPG,Depth Anything V2 Large vitl,-0.41506514,196.76667891,571141,12.5436,52.7376,4.8276,31.8862,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095125_0069_D.npy
113,DJI_20241217095127_0070_D.JPG,Depth Anything V2 Large vitl,-0.34124383,165.79850867,661049,8.4364,38.7967,2.4119,19.8445,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095127_0070_D.npy
114,DJI_20241217095129_0071_D.JPG,Depth Anything V2 Large vitl,-0.13636766,86.27877399,577982,2.0141,10.7582,2.5081,4.1108,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095129_0071_D.npy
115,DJI_20241217095131_0072_D.JPG,Depth Anything V2 Large vitl,-0.13430059,85.72399659,608894,1.9556,11.5027,2.7323,4.0310,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095131_0072_D.npy
116,DJI_20241217095137_0075_D.JPG,Depth Anything V2 Large vitl,-0.06336557,58.27095682,474544,0.6359,2.1813,0.5406,1.6602,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095137_0075_D.npy
117,DJI_20241217095139_0076_D.JPG,Depth Anything V2 Large vitl,-0.33205385,161.14887415,788360,14.8356,44.0273,19.3562,38.3076,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095139_0076_D.npy
118,DJI_20241217095141_0077_D.JPG,Depth Anything V2 Large vitl,-0.49772538,225.34669339,540671,13.3533,121.6677,19.6869,26.2424,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095141_0077_D.npy
119,DJI_20241217095143_0078_D.JPG,Depth Anything V2 Large vitl,-0.55809401,246.99356720,578035,19.7704,137.9834,3.3404,44.1335,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095143_0078_D.npy
120,DJI_20241217095145_0079_D.JPG,Depth Anything V2 Large vitl,-0.56029137,248.10554461,578222,20.0281,137.8263,2.7434,46.1688,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095145_0079_D.npy
121,DJI_20241217095147_0080_D.JPG,Depth Anything V2 Large vitl,-0.55788801,247.55452495,578085,19.9212,138.1902,2.6752,45.8089,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095147_0080_D.npy
122,DJI_20241217095149_0081_D.JPG,Depth Anything V2 Large vitl,-0.55472970,246.80451383,579011,19.8376,136.7725,4.0202,43.8011,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095149_0081_D.npy
123,DJI_20241217095359_0002_D.JPG,Depth Anything V2 Large vitl,-0.09920810,52.28797280,287143,1.4557,4.4341,4.3411,4.5712,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095359_0002_D.npy
124,DJI_20241217095403_0004_D.JPG,Depth Anything V2 Large vitl,-0.09074817,51.10727328,326490,1.6133,7.5632,4.7178,6.7063,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095403_0004_D.npy
125,DJI_20241217095417_0011_D.JPG,Depth Anything V2 Large vitl,-0.09764103,66.35540583,751030,2.0570,8.7567,1.3751,9.7136,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095417_0011_D.npy
126,DJI_20241217095419_0012_D.JPG,Depth Anything V2 Large vitl,-0.22277881,118.28977157,881001,5.2295,22.8866,2.9011,23.0475,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095419_0012_D.npy
127,DJI_20241217095421_0013_D.JPG,Depth Anything V2 Large vitl,-0.30647604,153.89430879,1099506,7.5147,32.5428,3.0506,31.1751,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095421_0013_D.npy
