image_idx,image_name,backend,align_a,align_b,mvs_valid_pixels,residual_abs_median_m,residual_abs_p90_m,warp_amp_plane_m,warp_amp_quadratic_m,metric_depth
128,DJI_20241217095427_0016_D.JPG,Depth Anything V2 Large vitl,-0.33663537,169.42163701,1116895,7.6238,36.7251,3.4776,40.3050,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095427_0016_D.npy
129,DJI_20241217095429_0017_D.JPG,Depth Anything V2 Large vitl,-0.33191044,168.01527520,1118788,7.6301,36.2983,4.5745,40.1242,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095429_0017_D.npy
130,DJI_20241217095431_0018_D.JPG,Depth Anything V2 Large vitl,-0.10752911,72.43767145,1264979,1.2126,6.5892,0.3645,3.3949,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095431_0018_D.npy
131,DJI_20241217095433_0019_D.JPG,Depth Anything V2 Large vitl,-0.11736116,79.04603370,1288295,1.1246,7.2820,0.8387,6.1180,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095433_0019_D.npy
132,DJI_20241217095435_0020_D.JPG,Depth Anything V2 Large vitl,-0.10264693,69.37774364,1344557,1.4858,6.2748,1.1996,3.3134,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095435_0020_D.npy
133,DJI_20241217095437_0021_D.JPG,Depth Anything V2 Large vitl,-0.09613268,52.58722878,1248745,2.5417,4.4690,6.3854,6.4934,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095437_0021_D.npy
134,DJI_20241217095439_0022_D.JPG,Depth Anything V2 Large vitl,-0.08378840,49.46029620,1123237,1.1133,4.4393,6.0631,6.1125,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095439_0022_D.npy
135,DJI_20241217095441_0023_D.JPG,Depth Anything V2 Large vitl,-0.04748790,40.12335072,430491,0.7868,5.7011,2.2180,4.1996,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095441_0023_D.npy
136,DJI_20241217095443_0024_D.JPG,Depth Anything V2 Large vitl,-0.09781359,53.21356903,1319225,2.2511,4.1949,5.9778,6.1421,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095443_0024_D.npy
137,DJI_20241217095445_0025_D.JPG,Depth Anything V2 Large vitl,-0.10483828,59.71040483,1388189,1.6307,4.6868,3.1999,3.8286,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095445_0025_D.npy
138,DJI_20241217095447_0026_D.JPG,Depth Anything V2 Large vitl,-0.33956264,170.84623890,1126870,7.6495,31.5759,5.9201,40.3884,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095447_0026_D.npy
139,DJI_20241217095449_0027_D.JPG,Depth Anything V2 Large vitl,-0.11926977,67.73104218,1370772,1.1197,6.3185,2.6752,5.1230,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095449_0027_D.npy
140,DJI_20241217095451_0028_D.JPG,Depth Anything V2 Large vitl,-0.44652700,216.72611150,954495,16.7154,53.7372,17.5895,80.8948,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095451_0028_D.npy
141,DJI_20241217095453_0029_D.JPG,Depth Anything V2 Large vitl,-0.42578235,209.74400025,979863,15.3425,48.8605,15.8618,74.7378,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095453_0029_D.npy
142,DJI_20241217095455_0030_D.JPG,Depth Anything V2 Large vitl,-0.43358314,208.43869408,994532,13.9826,50.7429,16.4990,71.0136,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095455_0030_D.npy
143,DJI_20241217095457_0031_D.JPG,Depth Anything V2 Large vitl,-0.41584811,203.92529120,1042567,12.6519,47.1855,12.7772,61.5260,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095457_0031_D.npy
144,DJI_20241217095459_0032_D.JPG,Depth Anything V2 Large vitl,-0.12599336,77.17193517,1376780,2.6619,9.9937,3.2474,11.1751,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095459_0032_D.npy
145,DJI_20241217095501_0033_D.JPG,Depth Anything V2 Large vitl,-0.11268310,57.34824846,1233160,1.6836,4.3378,4.4644,4.6870,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095501_0033_D.npy
146,DJI_20241217095503_0034_D.JPG,Depth Anything V2 Large vitl,-0.09881938,51.37481320,949156,1.9553,3.3674,4.6547,4.7282,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095503_0034_D.npy
147,DJI_20241217095505_0035_D.JPG,Depth Anything V2 Large vitl,-0.09542080,57.43374688,1293803,1.1976,4.8746,1.5411,1.8246,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095505_0035_D.npy
148,DJI_20241217095507_0036_D.JPG,Depth Anything V2 Large vitl,-0.21366857,117.44815805,1405599,7.3539,23.5106,4.8593,28.0444,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095507_0036_D.npy
149,DJI_20241217095509_0037_D.JPG,Depth Anything V2 Large vitl,-0.27589603,161.76707468,937966,12.9835,36.6970,0.3925,17.5770,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095509_0037_D.npy
150,DJI_20241217095511_0038_D.JPG,Depth Anything V2 Large vitl,-0.28495439,150.94218846,1361730,8.6073,30.5478,4.7543,29.0212,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095511_0038_D.npy
151,DJI_20241217095513_0039_D.JPG,Depth Anything V2 Large vitl,-0.28600869,151.53539043,1337749,10.1611,29.4380,7.6887,16.9373,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095513_0039_D.npy
152,DJI_20241217095515_0040_D.JPG,Depth Anything V2 Large vitl,-0.09589055,64.79683643,1325461,1.3912,10.2338,4.4923,10.6174,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095515_0040_D.npy
153,DJI_20241217095517_0041_D.JPG,Depth Anything V2 Large vitl,-0.08616709,52.68378928,1375720,1.4530,4.7175,1.3761,2.9250,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095517_0041_D.npy
154,DJI_20241217095519_0042_D.JPG,Depth Anything V2 Large vitl,-0.08870320,54.31664700,1393002,1.4133,4.7348,2.4922,4.2982,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095519_0042_D.npy
155,DJI_20241217095521_0043_D.JPG,Depth Anything V2 Large vitl,-0.08784340,61.52502953,1330697,0.7574,8.7418,3.5879,7.3736,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095521_0043_D.npy
156,DJI_20241217095523_0044_D.JPG,Depth Anything V2 Large vitl,-0.14695316,88.09671885,1390477,3.5112,10.9694,5.5857,14.4926,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095523_0044_D.npy
157,DJI_20241217095525_0045_D.JPG,Depth Anything V2 Large vitl,-0.08501745,53.10927658,1276487,1.8783,5.1864,3.2764,5.3171,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095525_0045_D.npy
158,DJI_20241217095527_0046_D.JPG,Depth Anything V2 Large vitl,-0.08327805,52.95941303,1308766,1.6925,5.2943,2.7650,4.7961,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095527_0046_D.npy
159,DJI_20241217095529_0047_D.JPG,Depth Anything V2 Large vitl,-0.08621132,53.64846891,1333279,1.6176,4.8080,1.6389,3.8334,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095529_0047_D.npy
160,DJI_20241217095531_0048_D.JPG,Depth Anything V2 Large vitl,-0.05937046,40.77130850,580028,1.6953,5.4185,2.3981,3.9383,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095531_0048_D.npy
161,DJI_20241217095533_0049_D.JPG,Depth Anything V2 Large vitl,-0.07308521,44.23408512,864015,2.3054,4.8248,4.0457,4.0642,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095533_0049_D.npy
162,DJI_20241217095535_0050_D.JPG,Depth Anything V2 Large vitl,-0.08212363,54.54867773,1387374,1.3534,4.5721,1.2663,1.2981,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095535_0050_D.npy
163,DJI_20241217095537_0051_D.JPG,Depth Anything V2 Large vitl,-0.11787613,75.61527423,1396364,3.5561,10.2484,6.1056,12.7803,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095537_0051_D.npy
164,DJI_20241217095539_0052_D.JPG,Depth Anything V2 Large vitl,-0.25487360,136.38906636,1373160,8.7346,29.9857,6.9487,14.6172,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095539_0052_D.npy
165,DJI_20241217095541_0053_D.JPG,Depth Anything V2 Large vitl,-0.24552226,154.58411309,609788,15.8761,43.5664,19.5977,45.3047,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095541_0053_D.npy
166,DJI_20241217095543_0054_D.JPG,Depth Anything V2 Large vitl,-0.24259746,153.71603954,601801,15.8011,42.7387,19.6643,48.8816,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095543_0054_D.npy
167,DJI_20241217095545_0055_D.JPG,Depth Anything V2 Large vitl,-0.24080757,153.15141858,574490,15.9899,43.6803,18.3662,38.6132,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095545_0055_D.npy
168,DJI_20241217095547_0056_D.JPG,Depth Anything V2 Large vitl,-0.33459499,184.29793055,435330,10.3204,33.9477,13.9761,31.8522,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095547_0056_D.npy
169,DJI_20241217095549_0057_D.JPG,Depth Anything V2 Large vitl,-0.24762942,149.82063764,727985,14.2039,39.0247,9.6042,44.6609,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095549_0057_D.npy
170,DJI_20241217095551_0058_D.JPG,Depth Anything V2 Large vitl,-0.21487575,136.22009918,1127606,9.1830,34.2722,5.3069,23.0816,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095551_0058_D.npy
171,DJI_20241217095553_0059_D.JPG,Depth Anything V2 Large vitl,-0.22677604,125.98875492,1366419,8.4599,29.1925,5.0815,15.5362,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095553_0059_D.npy
172,DJI_20241217095555_0060_D.JPG,Depth Anything V2 Large vitl,-0.16165927,92.38364109,1383131,2.6056,11.3899,5.6017,10.1608,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095555_0060_D.npy
173,DJI_20241217095557_0061_D.JPG,Depth Anything V2 Large vitl,-0.08466444,56.94334084,1373608,1.0991,5.4716,3.1142,3.6223,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095557_0061_D.npy
174,DJI_20241217095559_0062_D.JPG,Depth Anything V2 Large vitl,-0.11471299,72.00295189,1289519,3.6359,9.9324,7.7651,11.3718,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095559_0062_D.npy
175,DJI_20241217095603_0064_D.JPG,Depth Anything V2 Large vitl,-0.11295158,71.79253978,1288512,3.7702,10.0706,7.8415,11.4580,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095603_0064_D.npy
176,DJI_20241217095605_0065_D.JPG,Depth Anything V2 Large vitl,-0.11840768,72.17458624,1287278,3.6709,10.0104,7.7533,11.4147,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095605_0065_D.npy
177,DJI_20241217095607_0066_D.JPG,Depth Anything V2 Large vitl,-0.11700386,72.20348768,1293389,3.9798,9.7618,7.7992,11.9642,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095607_0066_D.npy
178,DJI_20241217095609_0067_D.JPG,Depth Anything V2 Large vitl,-0.12369034,74.67910306,1390961,4.6015,9.0070,8.0069,12.7658,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095609_0067_D.npy
179,DJI_20241217095611_0068_D.JPG,Depth Anything V2 Large vitl,-0.12309458,75.17247670,1377405,4.7892,9.1287,8.0986,12.9347,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095611_0068_D.npy
180,DJI_20241217095613_0069_D.JPG,Depth Anything V2 Large vitl,-0.13309606,79.66853911,1376040,5.1460,8.6603,8.1482,12.9858,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095613_0069_D.npy
181,DJI_20241217095615_0070_D.JPG,Depth Anything V2 Large vitl,-0.10245582,52.60684977,1119722,2.0978,4.7756,4.3490,6.5240,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095615_0070_D.npy
182,DJI_20241217095617_0071_D.JPG,Depth Anything V2 Large vitl,-0.09502936,53.73044211,1254512,2.1092,5.4280,4.8231,7.5465,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095617_0071_D.npy
183,DJI_20241217095619_0072_D.JPG,Depth Anything V2 Large vitl,-0.09114825,58.90120705,1365402,0.9856,5.1644,3.0248,6.3326,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095619_0072_D.npy
184,DJI_20241217095621_0073_D.JPG,Depth Anything V2 Large vitl,-0.09473791,61.15069795,1404901,1.0452,7.0475,3.8230,9.2974,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095621_0073_D.npy
185,DJI_20241217095623_0074_D.JPG,Depth Anything V2 Large vitl,-0.10380655,52.08246013,1259262,2.2402,4.6930,4.6942,5.8958,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095623_0074_D.npy
186,DJI_20241217095625_0075_D.JPG,Depth Anything V2 Large vitl,-0.10599159,52.13018863,1244888,1.6837,3.9040,3.3658,3.7796,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095625_0075_D.npy
187,DJI_20241217095627_0076_D.JPG,Depth Anything V2 Large vitl,-0.09780538,61.24191986,1375177,1.2037,6.0398,3.5934,8.7593,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095627_0076_D.npy
188,DJI_20241217095629_0077_D.JPG,Depth Anything V2 Large vitl,-0.14549771,90.74437715,1222362,2.7550,5.5739,5.3217,5.4738,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095629_0077_D.npy
189,DJI_20241217095631_0078_D.JPG,Depth Anything V2 Large vitl,-0.14852424,93.31452900,783758,3.0201,10.3406,4.8917,7.7136,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095631_0078_D.npy
190,DJI_20241217095633_0079_D.JPG,Depth Anything V2 Large vitl,-0.14654784,90.83785168,1226679,2.9725,5.9241,5.5493,5.8043,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095633_0079_D.npy
191,DJI_20241217095635_0080_D.JPG,Depth Anything V2 Large vitl,-0.14857345,90.43497637,1228155,2.8413,5.8039,5.1106,5.3143,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095635_0080_D.npy
192,DJI_20241217095637_0081_D.JPG,Depth Anything V2 Large vitl,-0.14365999,90.20818741,1221574,2.9849,6.2374,5.4058,5.7122,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095637_0081_D.npy
193,DJI_20241217095639_0082_D.JPG,Depth Anything V2 Large vitl,-0.09560643,63.34394186,1256194,1.5552,5.6800,3.3645,9.5125,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095639_0082_D.npy
194,DJI_20241217095641_0083_D.JPG,Depth Anything V2 Large vitl,-0.09190402,55.04618037,1253032,1.2632,3.8970,2.8426,4.6725,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095641_0083_D.npy
195,DJI_20241217095643_0084_D.JPG,Depth Anything V2 Large vitl,-0.09752839,54.39131050,1248326,1.1078,2.9973,2.7590,3.9102,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095643_0084_D.npy
196,DJI_20241217095645_0085_D.JPG,Depth Anything V2 Large vitl,-0.08976185,54.60552244,1271708,1.2406,3.3402,1.8858,3.5106,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095645_0085_D.npy
197,DJI_20241217095647_0086_D.JPG,Depth Anything V2 Large vitl,-0.08294779,55.60814380,1016503,1.2661,4.2216,5.0060,6.2056,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095647_0086_D.npy
198,DJI_20241217095649_0087_D.JPG,Depth Anything V2 Large vitl,-0.10121733,65.73115585,1362389,1.8203,7.4630,4.0096,9.3824,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095649_0087_D.npy
199,DJI_20241217095755_0002_D.JPG,Depth Anything V2 Large vitl,-0.12002083,82.59785994,987004,2.8155,11.9045,10.3697,14.2283,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095755_0002_D.npy
200,DJI_20241217095757_0003_D.JPG,Depth Anything V2 Large vitl,-0.12443510,82.91107310,1049829,2.9415,11.3066,9.9330,13.9441,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095757_0003_D.npy
201,DJI_20241217095759_0004_D.JPG,Depth Anything V2 Large vitl,-0.12414019,79.93385391,1218657,2.9088,9.7383,7.9235,12.0580,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095759_0004_D.npy
202,DJI_20241217095801_0005_D.JPG,Depth Anything V2 Large vitl,-0.10743517,71.17772575,1305181,2.0073,9.8457,5.1886,8.9755,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095801_0005_D.npy
203,DJI_20241217095803_0006_D.JPG,Depth Anything V2 Large vitl,-0.10140782,65.42119012,1347733,1.6813,6.2528,4.0748,8.9454,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095803_0006_D.npy
204,DJI_20241217095805_0007_D.JPG,Depth Anything V2 Large vitl,-0.09900166,65.30713845,1343549,1.6306,6.2219,3.6896,8.9366,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095805_0007_D.npy
205,DJI_20241217095807_0008_D.JPG,Depth Anything V2 Large vitl,-0.11620042,73.01315734,1375218,3.7447,8.2570,5.9151,11.7944,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095807_0008_D.npy
206,DJI_20241217095809_0009_D.JPG,Depth Anything V2 Large vitl,-0.09699624,53.56173826,894949,1.1080,3.2045,1.1018,1.4881,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095809_0009_D.npy
207,DJI_20241217095811_0010_D.JPG,Depth Anything V2 Large vitl,-0.11059003,70.00243126,1118039,3.0239,8.9399,6.2814,11.9251,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095811_0010_D.npy
208,DJI_20241217095813_0011_D.JPG,Depth Anything V2 Large vitl,-0.12903124,72.73897615,828292,4.0601,8.3080,11.5749,11.6256,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095813_0011_D.npy
209,DJI_20241217095815_0012_D.JPG,Depth Anything V2 Large vitl,-0.09264492,60.09620168,740235,1.2819,5.3888,5.3097,7.4776,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095815_0012_D.npy
210,DJI_20241217095817_0013_D.JPG,Depth Anything V2 Large vitl,-0.09981622,62.95740538,747873,1.8693,10.8532,5.5553,9.9639,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095817_0013_D.npy
211,DJI_20241217095819_0014_D.JPG,Depth Anything V2 Large vitl,-0.08474340,53.47237831,356226,1.0292,4.9501,5.6189,7.3594,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095819_0014_D.npy
212,DJI_20241217095821_0015_D.JPG,Depth Anything V2 Large vitl,-0.09399105,59.93161524,599074,1.5663,11.5707,6.7660,8.2397,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095821_0015_D.npy
213,DJI_20241217095823_0016_D.JPG,Depth Anything V2 Large vitl,-0.03311450,49.33366625,170704,0.5858,1.2610,2.0460,2.2062,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095823_0016_D.npy
214,DJI_20241217095825_0017_D.JPG,Depth Anything V2 Large vitl,-0.06930609,51.14457755,173205,0.8767,2.8623,4.4822,4.6701,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095825_0017_D.npy
215,DJI_20241217095839_0024_D.JPG,Depth Anything V2 Large vitl,-0.07308447,42.63328912,74166,3.9522,7.1765,6.1064,11.2844,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095839_0024_D.npy
216,DJI_20241217095841_0025_D.JPG,Depth Anything V2 Large vitl,-0.06530988,42.98788015,53232,4.3761,9.7068,7.7844,12.8502,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095841_0025_D.npy
217,DJI_20241217095843_0026_D.JPG,Depth Anything V2 Large vitl,-0.09418120,55.77532314,145496,2.3878,10.5751,12.9893,15.4439,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095843_0026_D.npy
218,DJI_20241217095845_0027_D.JPG,Depth Anything V2 Large vitl,-0.09286552,57.99076659,179874,2.6720,8.9822,9.5617,11.5410,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095845_0027_D.npy
219,DJI_20241217095847_0028_D.JPG,Depth Anything V2 Large vitl,-0.09518564,57.69618879,189873,2.1457,8.7899,9.7984,10.8601,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095847_0028_D.npy
220,DJI_20241217095851_0030_D.JPG,Depth Anything V2 Large vitl,-0.07150845,47.06297302,72810,3.7634,10.5997,8.9121,12.7133,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095851_0030_D.npy
221,DJI_20241217095853_0031_D.JPG,Depth Anything V2 Large vitl,-0.05458711,43.15471462,54226,4.2870,5.7998,4.2623,10.9891,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095853_0031_D.npy
222,DJI_20241217095855_0032_D.JPG,Depth Anything V2 Large vitl,-0.02653502,30.58130611,102697,0.7399,1.8843,3.5454,4.2976,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095855_0032_D.npy
223,DJI_20241217095857_0033_D.JPG,Depth Anything V2 Large vitl,-0.02414411,31.33814056,34594,1.0957,2.5302,0.4984,4.3749,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217095857_0033_D.npy
224,DJI_20241217100036_0024_D.JPG,Depth Anything V2 Large vitl,-0.10263429,94.88147835,45181,1.3193,21.7343,3.7516,12.7892,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217100036_0024_D.npy
225,DJI_20241217100102_0037_D.JPG,Depth Anything V2 Large vitl,-0.08697119,63.42559745,175627,2.9738,8.4859,2.2914,10.6864,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217100102_0037_D.npy
226,DJI_20241217100106_0039_D.JPG,Depth Anything V2 Large vitl,-0.10694110,79.37848740,260953,3.1215,14.0692,0.5997,10.5572,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217100106_0039_D.npy
227,DJI_20241217100110_0041_D.JPG,Depth Anything V2 Large vitl,-0.07719102,68.39093331,220866,1.7086,8.3005,2.5044,8.5382,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217100110_0041_D.npy
228,DJI_20241217100112_0042_D.JPG,Depth Anything V2 Large vitl,0.03363056,25.89768900,16652,1.7701,10.4407,5.0909,6.2122,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217100112_0042_D.npy
229,DJI_20241217100255_0002_D.JPG,Depth Anything V2 Large vitl,-0.05263944,63.93388711,184603,0.5945,2.6538,2.7640,3.7244,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217100255_0002_D.npy
230,DJI_20241217100257_0003_D.JPG,Depth Anything V2 Large vitl,-0.04970074,61.03612173,185111,0.6471,2.6759,2.5323,3.6046,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217100257_0003_D.npy
231,DJI_20241217100259_0004_D.JPG,Depth Anything V2 Large vitl,-0.10060010,84.19967506,261609,2.2839,7.9886,0.8640,8.2628,results/tum_transfer/e5_s2p_interaction/C001/mono_priors_v2/depth_aligned_npy/DJI_20241217100259_0004_D.npy
