schema_version,row_type,source_id,source_role,condition_id,seed,stratum,population_count,metric_available_count,rms_measurable_count,roof_rms_median_m,roof_rms_max_m,rms_le_0p3_count,rms_le_0p3_rate,rms_le_1p0_count,rms_le_1p0_rate,als_approach_measurable_count,als_gap_closed_fraction_median,rms_gap_to_als_m_median,hausdorff_measurable_count,roof_hausdorff_median_m,roof_hausdorff_max_m,face_count_ratio_measurable_count,face_count_ratio_median,face_count_ratio_target_abs_deviation,completeness_measurable_count,roof_completeness_min,roof_completeness_median,completeness_ge_0p8_count,completeness_ge_0p8_rate,completeness_ge_0p9_count,completeness_ge_0p9_rate,completeness_ge_0p95_count,completeness_ge_0p95_rate,val3dity_valid_count,val3dity_valid_rate,lod2_count,lod2_rate,rms_lt_dense_measurable_count,rms_lt_dense_count,rms_lt_dense_rate,dense_bar_median_m,run_provenance_validated,run_eligible_20k_full_state,run_partial,run_guard_status,run_last_completed_steps,run_process_completed_steps,rule_a_rms_below_dense_bar,rule_b_structural_improvement,rule_c_all_metrics_nonworse,rule_d_completeness_floor_0p9,rule_d_completeness_floor_0p8_sensitivity,rule_d_completeness_floor_0p95_sensitivity,rule_abcd
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1001,honest,04a,1001,observation_high__size_area_mid,1,1,0,,,0,,0,,0,,,0,,,1,0.000000000,1.000000000,1,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,1,1.000000000,0,0.000000000,0,0,,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1001,honest,04a,1001,observation_high__size_area_high,6,6,6,48.778362097,53.064789812,0,0.000000000,0,0.000000000,6,43.971288993,46.107318604,6,64.167705918,73.302685868,6,1.055555556,0.055555556,6,0.024455665,0.126589677,0,0.000000000,0,0.000000000,0,0.000000000,4,0.666666667,6,1.000000000,6,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1002,honest,04a,1002,all,30,30,18,44.815522613,74.386061685,0,0.000000000,0,0.000000000,18,18.258557045,44.269303816,18,48.123645498,92.772330747,30,0.500000000,0.500000000,30,0.000000000,0.082669302,9,0.300000000,8,0.266666667,7,0.233333333,25,0.833333333,18,0.600000000,18,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,false,false,false,false,false,false,false
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1002,honest,04a,1002,small_lt50m2,5,5,3,45.541309736,49.195175639,0,0.000000000,0,0.000000000,3,79.624996082,45.193744174,3,53.006412432,62.829594554,5,1.000000000,0.000000000,5,0.000000000,0.766236166,2,0.400000000,2,0.400000000,1,0.200000000,5,1.000000000,3,0.600000000,3,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1002,honest,04a,1002,non_small_ge50m2,25,25,15,43.689208780,74.386061685,0,0.000000000,0,0.000000000,15,17.778769518,41.101604384,15,46.699025743,92.772330747,25,0.500000000,0.500000000,25,0.000000000,0.082629722,7,0.280000000,6,0.240000000,6,0.240000000,20,0.800000000,15,0.600000000,15,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1002,honest,04a,1002,observation_low,8,8,4,42.026575589,47.813262926,0,0.000000000,0,0.000000000,4,-92.640232596,40.349175282,4,47.618566630,49.998828191,8,0.125000000,0.875000000,8,0.000000000,0.041314861,2,0.250000000,1,0.125000000,1,0.125000000,7,0.875000000,4,0.500000000,4,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1002,honest,04a,1002,size_area_low,8,8,3,45.541309736,49.195175639,0,0.000000000,0,0.000000000,3,79.624996082,45.193744174,3,53.006412432,62.829594554,8,0.000000000,1.000000000,8,0.000000000,0.000000000,2,0.250000000,2,0.250000000,1,0.125000000,8,1.000000000,3,0.375000000,3,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1002,honest,04a,1002,observation_mid,10,10,4,42.863812364,47.892140276,0,0.000000000,0,0.000000000,4,8.359291644,42.236729827,4,43.988645076,50.248943778,10,0.000000000,1.000000000,10,0.000000000,0.000000000,1,0.100000000,1,0.100000000,1,0.100000000,10,1.000000000,4,0.400000000,4,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1002,honest,04a,1002,size_area_mid,12,12,6,41.668012178,49.708347354,0,0.000000000,0,0.000000000,6,-1.146537398,40.083554974,6,43.952238188,56.652500817,12,0.250000000,0.750000000,12,0.000000000,0.035527879,2,0.166666667,2,0.166666667,2,0.166666667,11,0.916666667,6,0.500000000,6,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1002,honest,04a,1002,observation_high,12,12,10,46.624169510,74.386061685,0,0.000000000,0,0.000000000,10,54.291022686,46.079950256,10,54.829456624,92.772330747,12,1.967391304,0.967391304,12,0.000000000,0.856926191,6,0.500000000,6,0.500000000,5,0.416666667,8,0.666666667,10,0.833333333,10,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1002,honest,04a,1002,size_area_high,10,10,9,47.707029284,74.386061685,0,0.000000000,0,0.000000000,9,18.738344571,46.966156338,9,49.998828191,92.772330747,10,1.967391304,0.967391304,10,0.000000000,0.627607188,5,0.500000000,4,0.400000000,4,0.400000000,6,0.600000000,9,0.900000000,9,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1002,honest,04a,1002,observation_low__size_area_low,1,1,0,,,0,,0,,0,,,0,,,1,0.000000000,1.000000000,1,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,1,1.000000000,0,0.000000000,0,0,,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1002,honest,04a,1002,observation_low__size_area_mid,5,5,2,40.790510885,42.551096932,0,0.000000000,0,0.000000000,2,-71.292081732,38.697944572,2,43.012939211,45.688868007,5,0.000000000,1.000000000,5,0.000000000,0.000000000,1,0.200000000,1,0.200000000,1,0.200000000,4,0.800000000,2,0.400000000,2,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1002,honest,04a,1002,observation_low__size_area_high,2,2,2,44.657658586,47.813262926,0,0.000000000,0,0.000000000,2,-103.236655001,44.166745241,2,49.773546722,49.998828191,2,1.875000000,0.875000000,2,0.082629722,0.477638255,1,0.500000000,0,0.000000000,0,0.000000000,2,1.000000000,2,1.000000000,2,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1002,honest,04a,1002,observation_mid__size_area_low,2,2,0,,,0,,0,,0,,,0,,,2,0.000000000,1.000000000,2,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,2,1.000000000,0,0.000000000,0,0,,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1002,honest,04a,1002,observation_mid__size_area_mid,6,6,3,40.784927423,44.942697305,0,0.000000000,0,0.000000000,3,40.289038598,40.570363769,3,42.215608368,45.761681784,6,0.250000000,0.750000000,6,0.000000000,0.035527879,0,0.000000000,0,0.000000000,0,0.000000000,6,1.000000000,3,0.500000000,3,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1002,honest,04a,1002,observation_mid__size_area_high,2,2,1,47.892140276,47.892140276,0,0.000000000,0,0.000000000,1,-23.570455309,47.706283084,1,50.248943778,50.248943778,2,0.125000000,0.875000000,2,0.000000000,0.499830170,1,0.500000000,1,0.500000000,1,0.500000000,2,1.000000000,1,0.500000000,1,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1002,honest,04a,1002,observation_high__size_area_low,5,5,3,45.541309736,49.195175639,0,0.000000000,0,0.000000000,3,79.624996082,45.193744174,3,53.006412432,62.829594554,5,1.000000000,0.000000000,5,0.000000000,0.766236166,2,0.400000000,2,0.400000000,1,0.200000000,5,1.000000000,3,0.600000000,3,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1002,honest,04a,1002,observation_high__size_area_mid,1,1,1,49.708347354,49.708347354,0,0.000000000,0,0.000000000,1,-20.071844314,49.440643688,1,56.652500817,56.652500817,1,0.500000000,0.500000000,1,0.999971034,0.999971034,1,1.000000000,1,1.000000000,1,1.000000000,1,1.000000000,1,1.000000000,1,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1002,honest,04a,1002,observation_high__size_area_high,6,6,6,45.698119032,74.386061685,0,0.000000000,0,0.000000000,6,54.291022686,43.823436175,6,63.830854133,92.772330747,6,2.750000000,1.750000000,6,0.022792228,0.679769828,3,0.500000000,3,0.500000000,3,0.500000000,2,0.333333333,6,1.000000000,6,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1001,seg_upperbound,04b,1001,all,30,30,21,45.040129272,52.128367300,0,0.000000000,0,0.000000000,21,15.617356684,43.989350542,21,50.770795252,75.512251296,30,0.937500000,0.062500000,30,0.000000000,0.924132136,17,0.566666667,15,0.500000000,15,0.500000000,20,0.666666667,21,0.700000000,21,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,false,true,false,false,false,false,false
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1001,seg_upperbound,04b,1001,small_lt50m2,5,5,4,45.603343999,47.816920961,0,0.000000000,0,0.000000000,4,-929.206244239,45.511794525,4,58.188907998,69.842000000,5,1.000000000,0.000000000,5,0.000000000,0.975240301,4,0.800000000,4,0.800000000,4,0.800000000,3,0.600000000,4,0.800000000,4,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1001,seg_upperbound,04b,1001,non_small_ge50m2,25,25,17,44.203914196,52.128367300,0,0.000000000,0,0.000000000,17,15.617356684,43.044171026,17,50.770795252,75.512251296,25,0.666666667,0.333333333,25,0.000000000,0.828852552,13,0.520000000,11,0.440000000,11,0.440000000,17,0.680000000,17,0.680000000,17,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1001,seg_upperbound,04b,1001,observation_low,8,8,5,42.476637479,52.010639018,0,0.000000000,0,0.000000000,5,-34.546835472,41.966727188,5,48.997175764,62.277707024,8,0.500000000,0.500000000,8,0.000000000,0.296822763,3,0.375000000,3,0.375000000,3,0.375000000,6,0.750000000,5,0.625000000,5,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1001,seg_upperbound,04b,1001,size_area_low,8,8,4,45.603343999,47.816920961,0,0.000000000,0,0.000000000,4,-929.206244239,45.511794525,4,58.188907998,69.842000000,8,0.500000000,0.500000000,8,0.000000000,0.476719879,4,0.500000000,4,0.500000000,4,0.500000000,6,0.750000000,4,0.500000000,4,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1001,seg_upperbound,04b,1001,observation_mid,10,10,5,44.203914196,51.514799254,0,0.000000000,0,0.000000000,5,-15.292196174,43.989350542,5,47.118071261,70.473443065,10,0.125000000,0.875000000,10,0.000000000,0.160482709,4,0.400000000,4,0.400000000,4,0.400000000,7,0.700000000,5,0.500000000,5,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1001,seg_upperbound,04b,1001,size_area_mid,12,12,8,43.810004708,52.010639018,0,0.000000000,0,0.000000000,8,-16.366728417,43.156352165,8,50.857033763,70.473443065,12,0.500000000,0.500000000,12,0.000000000,0.999865804,7,0.583333333,7,0.583333333,7,0.583333333,9,0.750000000,8,0.666666667,8,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1001,seg_upperbound,04b,1001,observation_high,12,12,11,45.422847750,52.128367300,0,0.000000000,0,0.000000000,11,42.497342075,45.195063642,11,59.413218793,75.512251296,12,3.809782608,2.809782608,12,0.000000000,0.980655148,10,0.833333333,8,0.666666667,8,0.666666667,7,0.583333333,11,0.916666667,11,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1001,seg_upperbound,04b,1001,size_area_high,10,10,9,45.040129272,52.128367300,0,0.000000000,0,0.000000000,9,18.767451179,42.563779778,9,50.770795252,75.512251296,10,2.875000000,1.875000000,10,0.000000000,0.861838532,6,0.600000000,4,0.400000000,4,0.400000000,5,0.500000000,9,0.900000000,9,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1001,seg_upperbound,04b,1001,observation_low__size_area_low,1,1,0,,,0,,0,,0,,,0,,,1,0.000000000,1.000000000,1,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,1,1.000000000,0,0.000000000,0,0,,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1001,seg_upperbound,04b,1001,observation_low__size_area_mid,5,5,3,42.476637479,52.010639018,0,0.000000000,0,0.000000000,3,-34.546835472,41.966727188,3,55.069800111,62.277707024,5,0.500000000,0.500000000,5,0.000000000,0.999930731,3,0.600000000,3,0.600000000,3,0.600000000,4,0.800000000,3,0.600000000,3,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1001,seg_upperbound,04b,1001,observation_low__size_area_high,2,2,2,43.901383481,45.723320028,0,0.000000000,0,0.000000000,2,-103.945514170,43.410470136,2,47.445779746,48.997175764,2,1.437500000,0.437500000,2,0.227680143,0.296822763,0,0.000000000,0,0.000000000,0,0.000000000,1,0.500000000,2,1.000000000,2,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1001,seg_upperbound,04b,1001,observation_mid__size_area_low,2,2,0,,,0,,0,,0,,,0,,,2,0.000000000,1.000000000,2,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,2,1.000000000,0,0.000000000,0,0,,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1001,seg_upperbound,04b,1001,observation_mid__size_area_mid,6,6,4,44.143843321,51.514799254,0,0.000000000,0,0.000000000,4,13.503473366,43.516760784,4,46.913948559,70.473443065,6,0.583333333,0.416666667,6,0.000000000,0.660383148,3,0.500000000,3,0.500000000,3,0.500000000,4,0.666666667,4,0.666666667,4,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1001,seg_upperbound,04b,1001,observation_mid__size_area_high,2,2,1,46.053383420,46.053383420,0,0.000000000,0,0.000000000,1,-22.623429252,45.867526228,1,50.770795252,50.770795252,2,0.125000000,0.875000000,2,0.000000000,0.499830170,1,0.500000000,1,0.500000000,1,0.500000000,1,0.500000000,1,0.500000000,1,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1001,seg_upperbound,04b,1001,observation_high__size_area_low,5,5,4,45.603343999,47.816920961,0,0.000000000,0,0.000000000,4,-929.206244239,45.511794525,4,58.188907998,69.842000000,5,1.000000000,0.000000000,5,0.000000000,0.975240301,4,0.800000000,4,0.800000000,4,0.800000000,3,0.600000000,4,0.800000000,4,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1001,seg_upperbound,04b,1001,observation_high__size_area_mid,1,1,1,43.536236970,43.536236970,0,0.000000000,0,0.000000000,1,-17.441260661,43.268533304,1,54.595996266,54.595996266,1,1.000000000,0.000000000,1,0.999971034,0.999971034,1,1.000000000,1,1.000000000,1,1.000000000,1,1.000000000,1,1.000000000,1,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1001,seg_upperbound,04b,1001,observation_high__size_area_high,6,6,6,44.913751848,52.128367300,0,0.000000000,0,0.000000000,6,44.841200676,42.359715251,6,61.165033316,75.512251296,6,4.309782608,3.309782608,6,0.254700737,0.940447254,5,0.833333333,3,0.500000000,3,0.500000000,3,0.500000000,6,1.000000000,6,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1002,seg_upperbound,04b,1002,all,30,30,15,46.842713238,110.746943970,0,0.000000000,0,0.000000000,15,46.985922592,46.551461632,15,63.503668308,5764.452121280,30,0.062500000,0.937500000,30,0.000000000,0.001994283,10,0.333333333,10,0.333333333,10,0.333333333,24,0.800000000,15,0.500000000,15,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,false,false,false,false,false,false,false
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1002,seg_upperbound,04b,1002,small_lt50m2,5,5,3,49.156208366,52.459360250,0,0.000000000,0,0.000000000,3,79.561860578,48.488429921,3,69.442000000,69.537487017,5,1.000000000,0.000000000,5,0.000000000,0.991555680,3,0.600000000,3,0.600000000,3,0.600000000,4,0.800000000,3,0.600000000,3,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1002,seg_upperbound,04b,1002,non_small_ge50m2,25,25,12,45.858389968,110.746943970,0,0.000000000,0,0.000000000,12,32.530317788,44.264994725,12,63.377260431,5764.452121280,25,0.000000000,1.000000000,25,0.000000000,0.000000000,7,0.280000000,7,0.280000000,7,0.280000000,20,0.800000000,12,0.480000000,12,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1002,seg_upperbound,04b,1002,observation_low,8,8,3,43.591805800,62.710466543,0,0.000000000,0,0.000000000,3,-33.092068239,43.191355938,3,62.744750327,63.164087622,8,0.000000000,1.000000000,8,0.000000000,0.000000000,1,0.125000000,1,0.125000000,1,0.125000000,6,0.750000000,3,0.375000000,3,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1002,seg_upperbound,04b,1002,size_area_low,8,8,3,49.156208366,52.459360250,0,0.000000000,0,0.000000000,3,79.561860578,48.488429921,3,69.442000000,69.537487017,8,0.000000000,1.000000000,8,0.000000000,0.000000000,3,0.375000000,3,0.375000000,3,0.375000000,7,0.875000000,3,0.375000000,3,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1002,seg_upperbound,04b,1002,observation_mid,10,10,3,44.874066698,46.842713238,0,0.000000000,0,0.000000000,3,46.985922592,43.834465278,3,63.250852554,63.503668308,10,0.000000000,1.000000000,10,0.000000000,0.000000000,1,0.100000000,1,0.100000000,1,0.100000000,10,1.000000000,3,0.300000000,3,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1002,seg_upperbound,04b,1002,size_area_mid,12,12,4,44.061784965,46.842713238,0,0.000000000,0,0.000000000,4,32.530317788,43.347269285,4,62.997801440,63.503668308,12,0.000000000,1.000000000,12,0.000000000,0.000000000,2,0.166666667,2,0.166666667,2,0.166666667,11,0.916666667,4,0.333333333,4,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1002,seg_upperbound,04b,1002,observation_high,12,12,9,52.459360250,110.746943970,0,0.000000000,0,0.000000000,9,57.585128812,49.722144671,9,69.202555749,5764.452121280,12,2.233695652,1.233695652,12,0.000000000,0.992096338,8,0.666666667,8,0.666666667,8,0.666666667,8,0.666666667,9,0.750000000,9,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1002,seg_upperbound,04b,1002,size_area_high,10,10,8,53.232005195,110.746943970,0,0.000000000,0,0.000000000,8,34.002912239,50.677968597,8,64.756715168,5764.452121280,10,2.233695652,1.233695652,10,0.000000000,0.794703329,5,0.500000000,5,0.500000000,5,0.500000000,6,0.600000000,8,0.800000000,8,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1002,seg_upperbound,04b,1002,observation_low__size_area_low,1,1,0,,,0,,0,,0,,,0,,,1,0.000000000,1.000000000,1,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,1,1.000000000,0,0.000000000,0,0,,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1002,seg_upperbound,04b,1002,observation_low__size_area_mid,5,5,1,43.249503232,43.249503232,0,0.000000000,0,0.000000000,1,18.074712985,40.295152480,1,62.744750327,62.744750327,5,0.000000000,1.000000000,5,0.000000000,0.000000000,1,0.200000000,1,0.200000000,1,0.200000000,4,0.800000000,1,0.200000000,1,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1002,seg_upperbound,04b,1002,observation_low__size_area_high,2,2,2,53.151136171,62.710466543,0,0.000000000,0,0.000000000,2,-111.964815093,52.660222827,2,62.665551498,63.164087622,2,1.562500000,0.562500000,2,0.010731570,0.157419915,0,0.000000000,0,0.000000000,0,0.000000000,1,0.500000000,2,1.000000000,2,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1002,seg_upperbound,04b,1002,observation_mid__size_area_low,2,2,0,,,0,,0,,0,,,0,,,2,0.000000000,1.000000000,2,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,2,1.000000000,0,0.000000000,0,0,,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1002,seg_upperbound,04b,1002,observation_mid__size_area_mid,6,6,3,44.874066698,46.842713238,0,0.000000000,0,0.000000000,3,46.985922592,43.834465278,3,63.250852554,63.503668308,6,0.166666667,0.833333333,6,0.000000000,0.001994283,1,0.166666667,1,0.166666667,1,0.166666667,6,1.000000000,3,0.500000000,3,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1002,seg_upperbound,04b,1002,observation_mid__size_area_high,2,2,0,,,0,,0,,0,,,0,,,2,0.000000000,1.000000000,2,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,2,1.000000000,0,0.000000000,0,0,,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1002,seg_upperbound,04b,1002,observation_high__size_area_low,5,5,3,49.156208366,52.459360250,0,0.000000000,0,0.000000000,3,79.561860578,48.488429921,3,69.442000000,69.537487017,5,1.000000000,0.000000000,5,0.000000000,0.991555680,3,0.600000000,3,0.600000000,3,0.600000000,4,0.800000000,3,0.600000000,3,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1002,seg_upperbound,04b,1002,observation_high__size_area_mid,1,1,0,,,0,,0,,0,,,0,,,1,0.000000000,1.000000000,1,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,1,1.000000000,0,0.000000000,0,0,,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04b_seed1002,seg_upperbound,04b,1002,observation_high__size_area_high,6,6,6,53.232005195,110.746943970,0,0.000000000,0,0.000000000,6,53.765402694,50.677968597,6,67.210930026,5764.452121280,6,2.750000000,1.750000000,6,0.604241722,0.993221880,5,0.833333333,5,0.833333333,5,0.833333333,3,0.500000000,6,1.000000000,6,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,als_w2_1,control,,,all,30,30,30,0.868951172,3.766890434,8,0.266666667,16,0.533333333,30,1.000000000,0.000000000,30,4.968833692,24.682947840,30,1.875000000,0.875000000,30,0.990261597,0.999881111,30,1.000000000,30,1.000000000,30,1.000000000,25,0.833333333,30,1.000000000,30,15,0.500000000,0.640884566,,,,,,,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,als_w2_1,control,,,small_lt50m2,5,5,5,0.097484721,0.667778445,3,0.600000000,5,1.000000000,5,1.000000000,0.000000000,5,0.229290497,8.965826682,5,1.000000000,0.000000000,5,0.990261597,0.998157929,5,1.000000000,5,1.000000000,5,1.000000000,5,1.000000000,5,1.000000000,5,3,0.600000000,0.640884566,,,,,,,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,als_w2_1,control,,,non_small_ge50m2,25,25,25,1.039601420,3.766890434,5,0.200000000,11,0.440000000,25,1.000000000,0.000000000,25,6.397252114,24.682947840,25,2.000000000,1.000000000,25,0.996719504,0.999909780,25,1.000000000,25,1.000000000,25,1.000000000,20,0.800000000,25,1.000000000,25,12,0.480000000,0.640884566,,,,,,,,,,,,,
