schema_version,row_type,source_id,source_role,condition_id,seed,stratum,population_count,metric_available_count,rms_measurable_count,roof_rms_median_m,roof_rms_max_m,rms_le_0p3_count,rms_le_0p3_rate,rms_le_1p0_count,rms_le_1p0_rate,als_approach_measurable_count,als_gap_closed_fraction_median,rms_gap_to_als_m_median,hausdorff_measurable_count,roof_hausdorff_median_m,roof_hausdorff_max_m,face_count_ratio_measurable_count,face_count_ratio_median,face_count_ratio_target_abs_deviation,completeness_measurable_count,roof_completeness_min,roof_completeness_median,completeness_ge_0p8_count,completeness_ge_0p8_rate,completeness_ge_0p9_count,completeness_ge_0p9_rate,completeness_ge_0p95_count,completeness_ge_0p95_rate,val3dity_valid_count,val3dity_valid_rate,lod2_count,lod2_rate,rms_lt_dense_measurable_count,rms_lt_dense_count,rms_lt_dense_rate,dense_bar_median_m,run_provenance_validated,run_eligible_20k_full_state,run_partial,run_guard_status,run_last_completed_steps,run_process_completed_steps,rule_a_rms_below_dense_bar,rule_b_structural_improvement,rule_c_all_metrics_nonworse,rule_d_completeness_floor_0p9,rule_d_completeness_floor_0p8_sensitivity,rule_d_completeness_floor_0p95_sensitivity,rule_abcd
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,02_seed1002,honest,02,1002,observation_low__size_area_mid,5,5,3,46.357222004,67.565602746,0,0.000000000,0,0.000000000,3,-191.642852817,45.126440130,3,49.103139609,91.841064174,5,0.500000000,0.500000000,5,0.000000000,0.571133156,2,0.400000000,2,0.400000000,2,0.400000000,4,0.800000000,3,0.600000000,3,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,02_seed1002,honest,02,1002,observation_low__size_area_high,2,2,2,46.606596010,46.977719601,0,0.000000000,0,0.000000000,2,-113.519322606,46.115682666,2,49.988913787,50.398635464,2,2.250000000,1.250000000,2,0.332637611,0.666265065,1,0.500000000,1,0.500000000,1,0.500000000,2,1.000000000,2,1.000000000,2,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,02_seed1002,honest,02,1002,observation_mid__size_area_low,2,2,0,,,0,,0,,0,,,0,,,2,0.000000000,1.000000000,2,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,2,1.000000000,0,0.000000000,0,0,,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,02_seed1002,honest,02,1002,observation_mid__size_area_mid,6,6,3,45.929425957,46.920833387,0,0.000000000,0,0.000000000,3,47.066298137,44.889824537,3,47.683740525,51.075198148,6,0.500000000,0.500000000,6,0.000000000,0.491642735,3,0.500000000,3,0.500000000,3,0.500000000,6,1.000000000,3,0.500000000,3,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,02_seed1002,honest,02,1002,observation_mid__size_area_high,2,2,1,46.836771112,46.836771112,0,0.000000000,0,0.000000000,1,-463.691506782,46.492076234,1,46.860939916,46.860939916,2,0.071428571,0.928571428,2,0.000000000,0.005918927,0,0.000000000,0,0.000000000,0,0.000000000,2,1.000000000,1,0.500000000,1,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,02_seed1002,honest,02,1002,observation_high__size_area_low,5,5,3,45.868594093,45.951637050,0,0.000000000,0,0.000000000,3,74.369754227,45.435189486,3,46.369588497,46.388449060,5,1.000000000,0.000000000,5,0.000000000,0.998110891,3,0.600000000,3,0.600000000,3,0.600000000,5,1.000000000,3,0.600000000,3,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,02_seed1002,honest,02,1002,observation_high__size_area_mid,1,1,0,,,0,,0,,0,,,0,,,1,0.000000000,1.000000000,1,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,1,1.000000000,0,0.000000000,0,0,,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,02_seed1002,honest,02,1002,observation_high__size_area_high,6,6,6,46.088345785,46.837263844,0,0.000000000,0,0.000000000,6,42.868986944,43.800368392,6,54.593407877,61.526491280,6,2.036231884,1.036231884,6,0.610433535,0.989637916,4,0.666666667,4,0.666666667,4,0.666666667,5,0.833333333,6,1.000000000,6,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1001,honest,03,1001,all,30,30,21,46.453891436,55.546366802,0,0.000000000,0,0.000000000,21,19.233708699,45.692313401,21,50.901065907,73.486763353,30,1.000000000,0.000000000,30,0.000000000,0.639920588,12,0.400000000,11,0.366666667,10,0.333333333,26,0.866666667,19,0.633333333,21,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,false,true,false,false,false,false,false
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1001,honest,03,1001,small_lt50m2,5,5,4,46.687755955,48.219000000,0,0.000000000,0,0.000000000,4,-946.810542586,46.487555088,4,47.649000000,50.488507573,5,1.000000000,0.000000000,5,0.000000000,0.999593782,4,0.800000000,4,0.800000000,4,0.800000000,4,0.800000000,2,0.400000000,4,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1001,honest,03,1001,non_small_ge50m2,25,25,17,46.453891436,55.546366802,0,0.000000000,0,0.000000000,17,19.233708699,45.450475481,17,51.569693285,73.486763353,25,1.000000000,0.000000000,25,0.000000000,0.607312223,8,0.320000000,7,0.280000000,6,0.240000000,22,0.880000000,17,0.680000000,17,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1001,honest,03,1001,observation_low,8,8,5,46.681257355,54.666620895,0,0.000000000,0,0.000000000,5,-193.026145941,45.692313401,5,51.037613291,67.636860350,8,1.125000000,0.125000000,8,0.000000000,0.532791804,2,0.250000000,2,0.250000000,1,0.125000000,7,0.875000000,5,0.625000000,5,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1001,honest,03,1001,size_area_low,8,8,5,47.079000000,49.807286590,0,0.000000000,0,0.000000000,5,19.233708699,46.040396156,5,48.219000000,59.289647613,8,0.666666667,0.333333333,8,0.000000000,0.998110396,5,0.625000000,5,0.625000000,5,0.625000000,7,0.875000000,3,0.375000000,5,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1001,honest,03,1001,observation_mid,10,10,5,46.727719245,55.546366802,0,0.000000000,0,0.000000000,5,19.233708699,46.025922476,5,54.080333393,73.486763353,10,0.166666667,0.833333333,10,0.000000000,0.220026366,3,0.300000000,2,0.200000000,2,0.200000000,9,0.900000000,5,0.500000000,5,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1001,honest,03,1001,size_area_mid,12,12,8,46.704488300,55.546366802,0,0.000000000,0,0.000000000,8,-106.373695671,45.738198978,8,51.303653288,73.486763353,12,0.500000000,0.500000000,12,0.000000000,0.546661208,4,0.333333333,3,0.250000000,3,0.250000000,10,0.833333333,8,0.666666667,8,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1001,honest,03,1001,observation_high,12,12,11,46.352451566,50.084837504,0,0.000000000,0,0.000000000,11,41.827850197,45.358363025,11,50.488507573,71.009235164,12,1.934782608,0.934782608,12,0.000000000,0.972474218,7,0.583333333,7,0.583333333,7,0.583333333,10,0.833333333,9,0.750000000,11,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1001,honest,03,1001,size_area_high,10,10,8,46.222607415,50.084837504,0,0.000000000,0,0.000000000,8,30.825276448,44.738608192,8,52.145164091,71.009235164,10,2.166666667,1.166666667,10,0.000000000,0.626051184,3,0.300000000,3,0.300000000,2,0.200000000,9,0.900000000,8,0.800000000,8,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1001,honest,03,1001,observation_low__size_area_low,1,1,0,,,0,,0,,0,,,0,,,1,0.000000000,1.000000000,1,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,1,1.000000000,0,0.000000000,0,0,,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1001,honest,03,1001,observation_low__size_area_mid,5,5,3,46.681257355,54.666620895,0,0.000000000,0,0.000000000,3,-193.026145941,45.450475481,3,51.037613291,67.636860350,5,0.500000000,0.500000000,5,0.000000000,0.458271386,1,0.200000000,1,0.200000000,1,0.200000000,4,0.800000000,3,0.600000000,3,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1001,honest,03,1001,observation_low__size_area_high,2,2,2,47.132474776,48.172186288,0,0.000000000,0,0.000000000,2,-113.530115625,46.641561431,2,51.193620821,53.389262276,2,2.125000000,1.125000000,2,0.607312223,0.769199758,1,0.500000000,1,0.500000000,0,0.000000000,2,1.000000000,2,1.000000000,2,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1001,honest,03,1001,observation_mid__size_area_low,2,2,1,49.807286590,49.807286590,0,0.000000000,0,0.000000000,1,19.233708699,46.040396156,1,59.289647613,59.289647613,2,0.166666667,0.833333333,2,0.000000000,0.499914433,1,0.500000000,1,0.500000000,1,0.500000000,2,1.000000000,1,0.500000000,1,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1001,honest,03,1001,observation_mid__size_area_mid,6,6,4,46.484102687,55.546366802,0,0.000000000,0,0.000000000,4,-127.205036597,45.502707598,4,51.909786652,73.486763353,6,0.750000000,0.250000000,6,0.000000000,0.537551881,2,0.333333333,1,0.166666667,1,0.166666667,5,0.833333333,4,0.666666667,4,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1001,honest,03,1001,observation_mid__size_area_high,2,2,0,,,0,,0,,0,,,0,,,2,0.000000000,1.000000000,2,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,2,1.000000000,0,0.000000000,0,0,,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1001,honest,03,1001,observation_high__size_area_low,5,5,4,46.687755955,48.219000000,0,0.000000000,0,0.000000000,4,-946.810542586,46.487555088,4,47.649000000,50.488507573,5,1.000000000,0.000000000,5,0.000000000,0.999593782,4,0.800000000,4,0.800000000,4,0.800000000,4,0.800000000,2,0.400000000,4,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1001,honest,03,1001,observation_high__size_area_mid,1,1,1,48.885740859,48.885740859,0,0.000000000,0,0.000000000,1,-19.721245400,48.618037193,1,51.569693285,51.569693285,1,0.500000000,0.500000000,1,0.999971034,0.999971034,1,1.000000000,1,1.000000000,1,1.000000000,1,1.000000000,1,1.000000000,1,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1001,honest,03,1001,observation_high__size_area_high,6,6,6,46.217236227,50.084837504,0,0.000000000,0,0.000000000,6,44.645560811,44.124577069,6,55.916862983,71.009235164,6,2.541666667,1.541666667,6,0.185533291,0.696395253,2,0.333333333,2,0.333333333,2,0.333333333,5,0.833333333,6,1.000000000,6,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1002,honest,03,1002,all,30,30,20,46.357164815,52.488647076,0,0.000000000,0,0.000000000,20,19.123573004,45.371712473,20,48.403530834,63.472090811,30,0.875000000,0.125000000,30,0.000000000,0.248434994,10,0.333333333,7,0.233333333,7,0.233333333,26,0.866666667,19,0.633333333,20,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,false,true,false,false,false,false,false
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1002,honest,03,1002,small_lt50m2,5,5,4,47.280294794,50.199204699,0,0.000000000,0,0.000000000,4,-1030.434187769,47.248636046,4,47.288255301,51.409793307,5,1.000000000,0.000000000,5,0.000000000,0.249023165,1,0.200000000,1,0.200000000,1,0.200000000,5,1.000000000,3,0.600000000,4,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1002,honest,03,1002,non_small_ge50m2,25,25,16,46.202555282,52.488647076,0,0.000000000,0,0.000000000,16,19.123573004,45.094103939,16,48.953446960,63.472090811,25,0.500000000,0.500000000,25,0.000000000,0.247846823,9,0.360000000,6,0.240000000,6,0.240000000,21,0.840000000,16,0.640000000,16,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1002,honest,03,1002,observation_low,8,8,5,46.136428886,52.488647076,0,0.000000000,0,0.000000000,5,-190.372296967,45.735979024,5,49.250892676,63.433808753,8,0.500000000,0.500000000,8,0.000000000,0.173727855,3,0.375000000,3,0.375000000,3,0.375000000,6,0.750000000,5,0.625000000,5,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1002,honest,03,1002,size_area_low,8,8,5,47.529000000,50.199204699,0,0.000000000,0,0.000000000,5,19.046466984,46.978753415,5,47.529000000,59.114799679,8,0.583333333,0.416666667,8,0.000000000,0.237750085,2,0.250000000,2,0.250000000,2,0.250000000,8,1.000000000,4,0.500000000,5,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1002,honest,03,1002,observation_mid,10,10,4,46.037920722,49.334498367,0,0.000000000,0,0.000000000,4,32.716698164,45.079871157,4,47.714213473,59.114799679,10,0.000000000,1.000000000,10,0.000000000,0.000000000,3,0.300000000,2,0.200000000,2,0.200000000,10,1.000000000,4,0.400000000,4,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1002,honest,03,1002,size_area_mid,12,12,7,46.059595273,52.488647076,0,0.000000000,0,0.000000000,7,-19.273974313,44.828813399,7,47.591055186,63.433808753,12,0.500000000,0.500000000,12,0.000000000,0.079976886,4,0.333333333,3,0.250000000,3,0.250000000,10,0.833333333,7,0.583333333,7,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1002,honest,03,1002,observation_high,12,12,11,46.552479030,50.472503831,0,0.000000000,0,0.000000000,11,42.013377306,45.359394479,11,48.656001244,63.472090811,12,1.416666666,0.416666666,12,0.000000000,0.546226277,4,0.333333333,2,0.166666667,2,0.166666667,10,0.833333333,10,0.833333333,11,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1002,honest,03,1002,size_area_high,10,10,8,46.299191920,50.472503831,0,0.000000000,0,0.000000000,8,30.931718631,44.794800643,8,50.854616116,63.472090811,10,1.706521739,0.706521739,10,0.000000000,0.621773772,4,0.400000000,2,0.200000000,2,0.200000000,8,0.800000000,8,0.800000000,8,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1002,honest,03,1002,observation_low__size_area_low,1,1,0,,,0,,0,,0,,,0,,,1,0.000000000,1.000000000,1,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,1,1.000000000,0,0.000000000,0,0,,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1002,honest,03,1002,observation_low__size_area_mid,5,5,3,46.059595273,52.488647076,0,0.000000000,0,0.000000000,3,-190.372296967,44.828813399,3,47.591055186,63.433808753,5,0.500000000,0.500000000,5,0.000000000,0.136454716,2,0.400000000,2,0.400000000,2,0.400000000,3,0.600000000,3,0.600000000,3,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1002,honest,03,1002,observation_low__size_area_high,2,2,2,46.423852127,46.711275368,0,0.000000000,0,0.000000000,2,-113.226265147,45.932938783,2,50.054241783,50.857590889,2,2.125000000,1.125000000,2,0.211000994,0.605455126,1,0.500000000,1,0.500000000,1,0.500000000,2,1.000000000,2,1.000000000,2,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1002,honest,03,1002,observation_mid__size_area_low,2,2,1,49.334498367,49.334498367,0,0.000000000,0,0.000000000,1,19.046466984,45.567607933,1,59.114799679,59.114799679,2,0.083333333,0.916666667,2,0.000000000,0.499910435,1,0.500000000,1,0.500000000,1,0.500000000,2,1.000000000,1,0.500000000,1,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1002,honest,03,1002,observation_mid__size_area_mid,6,6,3,45.815313267,46.260528177,0,0.000000000,0,0.000000000,3,46.386929344,44.775711847,3,47.277366522,48.151060424,6,0.666666666,0.333333334,6,0.000000000,0.178098079,2,0.333333333,1,0.166666667,1,0.166666667,6,1.000000000,3,0.500000000,3,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1002,honest,03,1002,observation_mid__size_area_high,2,2,0,,,0,,0,,0,,,0,,,2,0.000000000,1.000000000,2,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,2,1.000000000,0,0.000000000,0,0,,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1002,honest,03,1002,observation_high__size_area_low,5,5,4,47.280294794,50.199204699,0,0.000000000,0,0.000000000,4,-1030.434187769,47.248636046,4,47.288255301,51.409793307,5,1.000000000,0.000000000,5,0.000000000,0.249023165,1,0.200000000,1,0.200000000,1,0.200000000,5,1.000000000,3,0.600000000,4,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1002,honest,03,1002,observation_high__size_area_mid,1,1,1,47.836313477,47.836313477,0,0.000000000,0,0.000000000,1,-19.273974313,47.568609811,1,48.656001244,48.656001244,1,0.500000000,0.500000000,1,0.023499057,0.023499057,0,0.000000000,0,0.000000000,0,0.000000000,1,1.000000000,1,1.000000000,1,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,03_seed1002,honest,03,1002,observation_high__size_area_high,6,6,6,46.299191920,50.472503831,0,0.000000000,0,0.000000000,6,44.929130603,44.224545810,6,54.441654556,63.472090811,6,2.206521739,1.206521739,6,0.247846823,0.753162264,3,0.500000000,1,0.166666667,1,0.166666667,4,0.666666667,6,1.000000000,6,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1001,honest,04a,1001,all,30,30,14,48.778362097,80.461403314,0,0.000000000,0,0.000000000,14,34.064548794,46.483220137,14,62.778922103,103.714852856,30,0.000000000,1.000000000,30,0.000000000,0.000000000,6,0.200000000,5,0.166666667,5,0.166666667,27,0.900000000,14,0.466666667,14,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,false,false,false,false,false,false,false
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1001,honest,04a,1001,small_lt50m2,5,5,2,61.305432463,66.246425165,0,0.000000000,0,0.000000000,2,2510.605062252,60.945125155,2,63.283522388,67.080136701,5,0.000000000,1.000000000,5,0.000000000,0.000000000,1,0.200000000,1,0.200000000,1,0.200000000,5,1.000000000,2,0.400000000,2,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1001,honest,04a,1001,non_small_ge50m2,25,25,12,46.543167892,80.461403314,0,0.000000000,0,0.000000000,12,22.097243321,44.748233094,12,62.778922103,103.714852856,25,0.000000000,1.000000000,25,0.000000000,0.000000000,5,0.200000000,4,0.160000000,4,0.160000000,22,0.880000000,12,0.480000000,12,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1001,honest,04a,1001,observation_low,8,8,3,45.705511454,60.915800066,0,0.000000000,0,0.000000000,3,-23.760946667,45.124134627,3,62.570105751,66.840565311,8,0.000000000,1.000000000,8,0.000000000,0.000000000,2,0.250000000,1,0.125000000,1,0.125000000,8,1.000000000,3,0.375000000,3,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1001,honest,04a,1001,size_area_low,8,8,2,61.305432463,66.246425165,0,0.000000000,0,0.000000000,2,2510.605062252,60.945125155,2,63.283522388,67.080136701,8,0.000000000,1.000000000,8,0.000000000,0.000000000,1,0.125000000,1,0.125000000,1,0.125000000,8,1.000000000,2,0.250000000,2,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1001,honest,04a,1001,observation_mid,10,10,3,44.582527613,80.461403314,0,0.000000000,0,0.000000000,3,-40.344799696,44.367963959,3,62.297423240,103.714852856,10,0.000000000,1.000000000,10,0.000000000,0.000000000,3,0.300000000,3,0.300000000,3,0.300000000,9,0.900000000,3,0.300000000,3,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1001,honest,04a,1001,size_area_mid,12,12,3,44.582527613,60.915800066,0,0.000000000,0,0.000000000,3,25.560649366,44.367963959,3,62.297423240,62.570105751,12,0.000000000,1.000000000,12,0.000000000,0.000000000,2,0.166666667,2,0.166666667,2,0.166666667,11,0.916666667,3,0.250000000,3,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1001,honest,04a,1001,observation_high,12,12,8,51.310682320,66.246425165,0,0.000000000,0,0.000000000,8,68.307450797,49.032087887,8,64.167705918,73.302685868,12,0.833333333,0.166666667,12,0.000000000,0.117206909,1,0.083333333,1,0.083333333,1,0.083333333,10,0.833333333,8,0.666666667,8,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1001,honest,04a,1001,size_area_high,10,10,9,47.380824330,80.461403314,0,0.000000000,0,0.000000000,9,18.633837276,45.124134627,9,65.347673381,103.714852856,10,0.833333333,0.166666667,10,0.000000000,0.129291306,3,0.300000000,2,0.200000000,2,0.200000000,8,0.800000000,9,0.900000000,9,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1001,honest,04a,1001,observation_low__size_area_low,1,1,0,,,0,,0,,0,,,0,,,1,0.000000000,1.000000000,1,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,1,1.000000000,0,0.000000000,0,0,,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1001,honest,04a,1001,observation_low__size_area_mid,5,5,1,60.915800066,60.915800066,0,0.000000000,0,0.000000000,1,25.560649366,57.961449314,1,62.570105751,62.570105751,5,0.000000000,1.000000000,5,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,5,1.000000000,1,0.200000000,1,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1001,honest,04a,1001,observation_low__size_area_high,2,2,2,43.844189113,45.705511454,0,0.000000000,0,0.000000000,2,-103.726144205,43.353275768,2,64.601301284,66.840565311,2,2.250000000,1.250000000,2,0.847036026,0.923424049,2,1.000000000,1,0.500000000,1,0.500000000,2,1.000000000,2,1.000000000,2,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1001,honest,04a,1001,observation_mid__size_area_low,2,2,0,,,0,,0,,0,,,0,,,2,0.000000000,1.000000000,2,0.000000000,0.000000000,0,0.000000000,0,0.000000000,0,0.000000000,2,1.000000000,0,0.000000000,0,0,,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1001,honest,04a,1001,observation_mid__size_area_mid,6,6,2,41.851804149,44.582527613,0,0.000000000,0,0.000000000,2,-744.382808088,41.224721613,2,55.042454593,62.297423240,6,0.000000000,1.000000000,6,0.000000000,0.000000000,2,0.333333333,2,0.333333333,2,0.333333333,5,0.833333333,2,0.333333333,2,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1001,honest,04a,1001,observation_mid__size_area_high,2,2,1,80.461403314,80.461403314,0,0.000000000,0,0.000000000,1,-40.344799696,80.275546122,1,103.714852856,103.714852856,2,0.125000000,0.875000000,2,0.000000000,0.499830170,1,0.500000000,1,0.500000000,1,0.500000000,2,1.000000000,1,0.500000000,1,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
jointbuildgs.pilot_1wave.scoring.v1,source_stratum_summary,04a_seed1001,honest,04a,1001,observation_high__size_area_low,5,5,2,61.305432463,66.246425165,0,0.000000000,0,0.000000000,2,2510.605062252,60.945125155,2,63.283522388,67.080136701,5,0.000000000,1.000000000,5,0.000000000,0.000000000,1,0.200000000,1,0.200000000,1,0.200000000,5,1.000000000,2,0.400000000,2,0,0.000000000,0.640884566,true,true,false,not_triggered,20000,20000,,,,,,,
