schema_version,condition_id,seed,locked_selection_rank,locked_building_id,output_selection_rank,output_parent_id,locked_footprint_area_m2,output_roof_union_area_m2,intersection_area_m2,intersection_over_output_roof,is_diagonal,output_zero_roof,argmax_candidate_count,is_column_argmax,owner_assignment,assigned_owner_building_id,assigned_owner_selection_rank,containment_tolerance_m2,outside_assigned_owner_area_m2,assigned_owner_containment_ratio,assigned_owner_contained
jointbuildgs.pilot_1wave.binding_matrix.v1,01,1001,1,DEBY_LOD2_4906966,1,DEBY_LOD2_4906966,1437.020799997199,1432.629367501894,1432.598090801741,0.999978168324,true,false,1,true,true,DEBY_LOD2_4906966,1,0.000014326294,0.031276697231,0.999978168326,false
jointbuildgs.pilot_1wave.binding_matrix.v1,01,1001,2,DEBY_LOD2_4907178,1,DEBY_LOD2_4906966,192.955549999463,1432.629367501894,0.000000000000,0.000000000000,false,false,1,false,false,DEBY_LOD2_4906966,1,0.000014326294,0.031276697231,0.999978168326,false
jointbuildgs.pilot_1wave.binding_matrix.v1,01,1001,3,DEBY_LOD2_4907183,1,DEBY_LOD2_4906966,361.683100000485,1432.629367501894,0.000000000000,0.000000000000,false,false,1,false,false,DEBY_LOD2_4906966,1,0.000014326294,0.031276697231,0.999978168326,false
jointbuildgs.pilot_1wave.binding_matrix.v1,01,1001,4,DEBY_LOD2_4907184,1,DEBY_LOD2_4906966,337.863561498385,1432.629367501894,0.000000000000,0.000000000000,false,false,1,false,false,DEBY_LOD2_4906966,1,0.000014326294,0.031276697231,0.999978168326,false
jointbuildgs.pilot_1wave.binding_matrix.v1,01,1001,5,DEBY_LOD2_4907185,1,DEBY_LOD2_4906966,160.981467003157,1432.629367501894,0.000000000000,0.000000000000,false,false,1,false,false,DEBY_LOD2_4906966,1,0.000014326294,0.031276697231,0.999978168326,false
jointbuildgs.pilot_1wave.binding_matrix.v1,01,1001,6,DEBY_LOD2_4907186,1,DEBY_LOD2_4906966,167.832339000632,1432.629367501894,0.000000000000,0.000000000000,false,false,1,false,false,DEBY_LOD2_4906966,1,0.000014326294,0.031276697231,0.999978168326,false
jointbuildgs.pilot_1wave.binding_matrix.v1,01,1001,7,DEBY_LOD2_4907188,1,DEBY_LOD2_4906966,165.883249999110,1432.629367501894,0.000000000000,0.000000000000,false,false,1,false,false,DEBY_LOD2_4906966,1,0.000014326294,0.031276697231,0.999978168326,false
jointbuildgs.pilot_1wave.binding_matrix.v1,01,1001,8,DEBY_LOD2_4907195,1,DEBY_LOD2_4906966,177.838499999280,1432.629367501894,0.000000000000,0.000000000000,false,false,1,false,false,DEBY_LOD2_4906966,1,0.000014326294,0.031276697231,0.999978168326,false
jointbuildgs.pilot_1wave.binding_matrix.v1,01,1001,9,DEBY_LOD2_4907196,1,DEBY_LOD2_4906966,427.391250000066,1432.629367501894,0.000000000000,0.000000000000,false,false,1,false,false,DEBY_LOD2_4906966,1,0.000014326294,0.031276697231,0.999978168326,false
jointbuildgs.pilot_1wave.binding_matrix.v1,01,1001,10,DEBY_LOD2_4907198,1,DEBY_LOD2_4906966,359.799349996747,1432.629367501894,0.000000000000,0.000000000000,false,false,1,false,false,DEBY_LOD2_4906966,1,0.000014326294,0.031276697231,0.999978168326,false
jointbuildgs.pilot_1wave.binding_matrix.v1,01,1001,11,DEBY_LOD2_4907201,1,DEBY_LOD2_4906966,190.867050003854,1432.629367501894,0.000000000000,0.000000000000,false,false,1,false,false,DEBY_LOD2_4906966,1,0.000014326294,0.031276697231,0.999978168326,false
jointbuildgs.pilot_1wave.binding_matrix.v1,01,1001,12,DEBY_LOD2_4907202,1,DEBY_LOD2_4906966,160.458650001350,1432.629367501894,0.000000000000,0.000000000000,false,false,1,false,false,DEBY_LOD2_4906966,1,0.000014326294,0.031276697231,0.999978168326,false
jointbuildgs.pilot_1wave.binding_matrix.v1,01,1001,13,DEBY_LOD2_4907204,1,DEBY_LOD2_4906966,224.350300000665,1432.629367501894,0.000000000000,0.000000000000,false,false,1,false,false,DEBY_LOD2_4906966,1,0.000014326294,0.031276697231,0.999978168326,false
jointbuildgs.pilot_1wave.binding_matrix.v1,01,1001,14,DEBY_LOD2_4907205,1,DEBY_LOD2_4906966,105.059728500715,1432.629367501894,0.000000000000,0.000000000000,false,false,1,false,false,DEBY_LOD2_4906966,1,0.000014326294,0.031276697231,0.999978168326,false
jointbuildgs.pilot_1wave.binding_matrix.v1,01,1001,15,DEBY_LOD2_4907206,1,DEBY_LOD2_4906966,201.936085496385,1432.629367501894,0.000000000000,0.000000000000,false,false,1,false,false,DEBY_LOD2_4906966,1,0.000014326294,0.031276697231,0.999978168326,false
jointbuildgs.pilot_1wave.binding_matrix.v1,01,1001,16,DEBY_LOD2_4908168,1,DEBY_LOD2_4906966,28.831400000012,1432.629367501894,0.000000000000,0.000000000000,false,false,1,false,false,DEBY_LOD2_4906966,1,0.000014326294,0.031276697231,0.999978168326,false
jointbuildgs.pilot_1wave.binding_matrix.v1,01,1001,17,DEBY_LOD2_4908178,1,DEBY_LOD2_4906966,113.412250000690,1432.629367501894,0.000000000000,0.000000000000,false,false,1,false,false,DEBY_LOD2_4906966,1,0.000014326294,0.031276697231,0.999978168326,false
jointbuildgs.pilot_1wave.binding_matrix.v1,01,1001,18,DEBY_LOD2_60098,1,DEBY_LOD2_4906966,195.925425002511,1432.629367501894,0.000000000000,0.000000000000,false,false,1,false,false,DEBY_LOD2_4906966,1,0.000014326294,0.031276697231,0.999978168326,false
