schema_version,row_type,condition_id,honest_candidate,expected_seed_count,complete_seed_count,eligible_20k_seed_count,rule_abcd_seed_count,seed_1001_rule_abcd,seed_1002_rule_abcd,seed_1001_roof_rms_median_m,seed_1002_roof_rms_median_m,worst_seed_roof_rms_median_m,eligible_two_seed_rule,minimum_worst_rms_order,co_minimum_count,is_minimum_worst_rms
jointbuildgs.pilot_1wave.scoring.v1,honest_condition_numeric_rule,01,true,2,0,0,0,false,false,46.523225975,46.142043069,,false,,0,false
jointbuildgs.pilot_1wave.scoring.v1,honest_condition_numeric_rule,02,true,2,0,0,0,false,false,46.167911690,46.216379677,,false,,0,false
jointbuildgs.pilot_1wave.scoring.v1,honest_condition_numeric_rule,03,true,2,0,0,0,false,false,46.453891436,46.357164815,,false,,0,false
jointbuildgs.pilot_1wave.scoring.v1,honest_condition_numeric_rule,04a,true,2,0,0,0,false,false,48.778362097,44.815522613,,false,,0,false
