setting,n,has_lod22,val3dity_valid,not_built,roof0_success,invalid_or_collapse,assembled,mean_coverage_pre_minobs,mean_coverage_post_minobs,mean_coverage_post_sor,mean_completeness,mean_correctness,median_ref_rms_m,mean_ref_rms_m,delta_coverage_post_sor_vs_base,delta_correctness_vs_base,delta_ref_rms_m_vs_base
base,72,34,59,38,0,15,19,0.5646,0.2166,0.1256,0.2257,0.6090,5.4673,8.1707,,,
