setting,run_name,status,ckpt,tsdf_npz,coverage_csv,status_csv,cityjson,missing_count,missing_examples,readout
base,gs_e5_C001_s1fac_w100_p050_dense_reuse,present,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p050_dense_reuse/ckpt/final.pt,results/tum_transfer/e5_s1_full_factor/C001/readout_ablation/base/gs_e5_C001_s1fac_w100_p050_dense_reuse/tsdf_gssem.npz,results/tum_transfer/e5_s1_full_factor/C001/readout_ablation/base/gs_e5_C001_s1fac_w100_p050_dense_reuse/stage_coverage.csv,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_s1_full_factor_20260709_C001/base/status/gs_e5_C001_s1fac_w100_p050_dense_reuse_run_1.csv,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_s1_full_factor_20260709_C001/base/cityjson/gs_e5_C001_s1fac_w100_p050_dense_reuse_run_1.city.json,0,,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2)
base,gs_e5_C001_s1fac_w100_p005_dense_r1,present,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1/ckpt/final.pt,results/tum_transfer/e5_s1_full_factor/C001/readout_ablation/base/gs_e5_C001_s1fac_w100_p005_dense_r1/tsdf_gssem.npz,results/tum_transfer/e5_s1_full_factor/C001/readout_ablation/base/gs_e5_C001_s1fac_w100_p005_dense_r1/stage_coverage.csv,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_s1_full_factor_20260709_C001/base/status/gs_e5_C001_s1fac_w100_p005_dense_r1_run_1.csv,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_s1_full_factor_20260709_C001/base/cityjson/gs_e5_C001_s1fac_w100_p005_dense_r1_run_1.city.json,0,,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2)
base,gs_e5_C001_s1fac_w240_p050_dense_r1,present,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p050_dense_r1/ckpt/final.pt,results/tum_transfer/e5_s1_full_factor/C001/readout_ablation/base/gs_e5_C001_s1fac_w240_p050_dense_r1/tsdf_gssem.npz,results/tum_transfer/e5_s1_full_factor/C001/readout_ablation/base/gs_e5_C001_s1fac_w240_p050_dense_r1/stage_coverage.csv,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_s1_full_factor_20260709_C001/base/status/gs_e5_C001_s1fac_w240_p050_dense_r1_run_1.csv,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_s1_full_factor_20260709_C001/base/cityjson/gs_e5_C001_s1fac_w240_p050_dense_r1_run_1.city.json,0,,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2)
base,gs_e5_C001_s1fac_w240_p005_dense_r1,present,results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1/ckpt/final.pt,results/tum_transfer/e5_s1_full_factor/C001/readout_ablation/base/gs_e5_C001_s1fac_w240_p005_dense_r1/tsdf_gssem.npz,results/tum_transfer/e5_s1_full_factor/C001/readout_ablation/base/gs_e5_C001_s1fac_w240_p005_dense_r1/stage_coverage.csv,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_s1_full_factor_20260709_C001/base/status/gs_e5_C001_s1fac_w240_p005_dense_r1_run_1.csv,phases/p0-audit/runs/e5p_405_repair_20260709_C001/e5p_s1_full_factor_20260709_C001/base/cityjson/gs_e5_C001_s1fac_w240_p005_dense_r1_run_1.city.json,0,,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2)
