input,building_id,status,reason,rf_success,rf_extrusion_mode,rf_pointcloud_unusable,rf_roof_type,rf_pt_density,rf_nodata_frac,rf_rmse_lod22,rf_roof_planes,has_lod22,val3dity_valid,val3dity_errors
GS-acmp-r2,DEBY_LOD2_108247349,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.940298,,0,False,True,[]
GS-acmp-r2,DEBY_LOD2_108247350,failure,pointcloud_unusable_no_points,True,skip,True,no points,15.000000,0.916667,,0,False,True,[]
GS-acmp-r2,DEBY_LOD2_108247351,failure,pointcloud_unusable_no_planes,True,skip,True,no planes,9.500000,0.907692,,0,False,True,[]
GS-acmp-r2,DEBY_LOD2_4907184,success,success,True,standard,False,slanted,1208.147949,0.000000,1.236249,40,True,True,[]
GS-acmp-r2,DEBY_LOD2_4907185,success,success,True,standard,False,slanted,86.047394,0.672360,2.282899,11,True,True,[]
GS-acmp-r2,DEBY_LOD2_4907186,success,success,True,standard,False,slanted,28.883118,0.885757,2.357641,2,True,True,[]
GS-acmp-r2,DEBY_LOD2_4907188,failure,val3dity_invalid,True,standard,False,slanted,22.447762,0.899096,5.245536,2,True,False,"[{""code"":302,""description"":""SHELL_NOT_CLOSED"",""id"":""coid=DEBY_LOD2_4907188-0|geom=0|shell=0|face="",""info"":""Location hole: (690789, 5.33612e+06, 563.424)""},{""code"":302,""description"":""SHELL_NOT_CLOSED"",""id"":""coid=DEBY_LOD2_4907188-0|geom=0|shell=0|face="",""info"":""Location hole: (690794, 5.33611e+06, 563.424)""}]"
GS-acmp-r2,DEBY_LOD2_4907194,failure,val3dity_invalid,True,standard,False,slanted,6.000000,0.927145,7.867032,1,True,False,"[{""code"":302,""description"":""SHELL_NOT_CLOSED"",""id"":""coid=DEBY_LOD2_4907194-0|geom=0|shell=0|face="",""info"":""Location hole: (690781, 5.3361e+06, 573.525)""},{""code"":302,""description"":""SHELL_NOT_CLOSED"",""id"":""coid=DEBY_LOD2_4907194-0|geom=0|shell=0|face="",""info"":""Location hole: (690782, 5.33608e+06, 573.525)""}]"
GS-acmp-r2,DEBY_LOD2_4907195,success,success,True,standard,False,slanted,49.890907,0.845070,4.496936,5,True,True,[]
GS-acmp-r2,DEBY_LOD2_4907198,success,success,True,standard,False,slanted,56.029964,0.814325,8.531570,13,True,True,[]
GS-acmp-r2,DEBY_LOD2_4907199,failure,val3dity_invalid,True,standard,False,slanted,58.163265,0.750636,10.358346,2,True,False,"[{""code"":302,""description"":""SHELL_NOT_CLOSED"",""id"":""coid=DEBY_LOD2_4907199-0|geom=0|shell=0|face="",""info"":""Location hole: (690802, 5.33606e+06, 561.625)""},{""code"":302,""description"":""SHELL_NOT_CLOSED"",""id"":""coid=DEBY_LOD2_4907199-0|geom=0|shell=0|face="",""info"":""Location hole: (690790, 5.33605e+06, 561.625)""}]"
GS-acmp-r2,DEBY_LOD2_4907202,success,success,True,standard,False,multiple horizontal,57.183098,0.778471,0.457761,3,True,True,[]
GS-acmp-r2,DEBY_LOD2_4908168,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.938596,,0,False,True,[]
GS-acmp-r2,DEBY_LOD2_4908178,failure,val3dity_invalid,True,standard,False,multiple horizontal,102.974358,0.570485,15.298449,3,True,False,"[{""code"":302,""description"":""SHELL_NOT_CLOSED"",""id"":""coid=DEBY_LOD2_4908178-0|geom=0|shell=0|face="",""info"":""Location hole: (690808, 5.33604e+06, 561.575)""},{""code"":302,""description"":""SHELL_NOT_CLOSED"",""id"":""coid=DEBY_LOD2_4908178-0|geom=0|shell=0|face="",""info"":""Location hole: (690795, 5.33604e+06, 561.575)""}]"
GS-acmp-r2,DEBY_LOD2_4908179,failure,pointcloud_unusable_no_points,True,skip,True,no points,6.000000,0.932489,,0,False,True,[]
GS-acmp-r2,DEBY_LOD2_60098,success,success,True,standard,False,slanted,14.761905,0.892857,0.947106,3,True,True,[]
GS-acmp-r2,DEBY_LOD2_8568391,failure,pointcloud_unusable_no_planes,True,skip,True,no planes,16.705883,0.923077,,0,False,True,[]
GS-acmp-r2,DEBY_LOD2_8568392,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.916667,,0,False,True,[]
