input,building_id,status,reason,rf_success,rf_extrusion_mode,rf_pointcloud_unusable,rf_roof_type,rf_pt_density,rf_nodata_frac,rf_rmse_lod22,rf_roof_planes,has_lod22,val3dity_valid,val3dity_errors
GS-dense-r2,DEBY_LOD2_108247349,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.937811,,0,False,True,[]
GS-dense-r2,DEBY_LOD2_108247350,success,success,True,standard,False,slanted,23.200001,0.895833,0.026150,1,True,True,[]
GS-dense-r2,DEBY_LOD2_108247351,failure,pointcloud_unusable_no_planes,True,skip,True,no planes,14.833333,0.907692,,0,False,True,[]
GS-dense-r2,DEBY_LOD2_4907184,success,success,True,standard,False,slanted,1192.811279,0.000740,0.951003,43,True,True,[]
GS-dense-r2,DEBY_LOD2_4907185,success,success,True,standard,False,slanted,85.896713,0.669255,1.933761,14,True,True,[]
GS-dense-r2,DEBY_LOD2_4907186,success,success,True,standard,False,slanted,22.529411,0.899110,1.531319,2,True,True,[]
GS-dense-r2,DEBY_LOD2_4907188,failure,val3dity_invalid,True,standard,False,slanted,17.103449,0.912651,0.944160,3,True,False,"[{""code"":302,""description"":""SHELL_NOT_CLOSED"",""id"":""coid=DEBY_LOD2_4907188-0|geom=0|shell=0|face="",""info"":""Location hole: (690794, 5.33611e+06, 561.825)""},{""code"":302,""description"":""SHELL_NOT_CLOSED"",""id"":""coid=DEBY_LOD2_4907188-0|geom=0|shell=0|face="",""info"":""Location hole: (690802, 5.33612e+06, 561.825)""}]"
GS-dense-r2,DEBY_LOD2_4907194,failure,pointcloud_unusable_no_points,True,skip,True,no points,6.000000,0.934195,,0,False,True,[]
GS-dense-r2,DEBY_LOD2_4907195,success,success,True,standard,False,slanted,33.906544,0.849296,2.616632,6,True,True,[]
GS-dense-r2,DEBY_LOD2_4907198,success,success,True,standard,False,slanted,69.248230,0.803894,2.593539,19,True,True,[]
GS-dense-r2,DEBY_LOD2_4907199,failure,pointcloud_unusable_no_planes,True,skip,True,no planes,16.689655,0.926209,,0,False,True,[]
GS-dense-r2,DEBY_LOD2_4907202,success,success,True,standard,False,slanted,80.860466,0.731669,5.223785,5,True,True,[]
GS-dense-r2,DEBY_LOD2_4908168,success,success,True,standard,False,horizontal,95.571426,0.754386,0.013870,1,True,True,[]
GS-dense-r2,DEBY_LOD2_4908178,failure,val3dity_invalid,True,standard,False,horizontal,82.248993,0.451542,0.025339,1,True,False,"[{""code"":405,""description"":""WRONG_ORIENTATION_SHELL"",""id"":""Geometry (Solid) #coid=DEBY_LOD2_4908178-0|geom=0"",""info"":""Shell #0""}]"
GS-dense-r2,DEBY_LOD2_4908179,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.940928,,0,False,True,[]
GS-dense-r2,DEBY_LOD2_60098,success,success,True,standard,False,slanted,16.746666,0.904337,0.933127,2,True,True,[]
GS-dense-r2,DEBY_LOD2_8568391,success,success,True,standard,False,horizontal,31.111111,0.877828,0.007875,1,True,True,[]
GS-dense-r2,DEBY_LOD2_8568392,success,success,True,standard,False,horizontal,41.333332,0.625000,0.015306,1,True,True,[]
