building_id,source_group,source_run,display_label,source_role,seed,replicate,pair_raw,source_badge,readout,z_shift_to_reference_m,complexity_lens,size_lens,texture_lens,observation_lens,label_lens,has_lod22,val3dity_valid,status,status_reason,rf_success,rf_pointcloud_unusable,roof_planes,status_rf_roof_planes,ref_roof_planes,match_count,completeness,correctness,mean_match_iou,ref_rms_m,ref_hausdorff_m,ref_distance_samples,rf_rmse_lod22,shell_bucket,ref_rms_tail,ref_rms_tail_fence_m,setting,run_name,arm,readout_min_obs,readout_voxel_m,readout_alpha,readout_sor,readout_sor_std
DEBY_LOD2_108247349,gs_sparse,base__gs_e5_C001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,36.2498,base,gs_e5_C001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_108247350,gs_sparse,base__gs_e5_C001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,lowtex_mid,mid,복합(소형+가림),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,36.2498,base,gs_e5_C001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_108247351,gs_sparse,base__gs_e5_C001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,복합(저조도+가림),mid,복합(저조도+가림),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,36.2498,base,gs_e5_C001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4907184,gs_sparse,base__gs_e5_C001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,high,high,not_reviewed,high,none,true,true,success,success,True,False,10,58,4,4,1.0000,0.4000,0.6648,0.8289,3.2969,1354,1.904587,조립,false,36.2498,base,gs_e5_C001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4907185,gs_sparse,base__gs_e5_C001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,high,none,true,true,success,success,True,False,2,17,2,1,0.5000,0.5000,0.5395,3.5983,7.0850,645,8.095223,조립,false,36.2498,base,gs_e5_C001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4907186,gs_sparse,base__gs_e5_C001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,true,true,success,success,True,False,1,4,2,0,0.0000,0.0000,,6.5250,13.4977,674,0.551209,조립,false,36.2498,base,gs_e5_C001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4907188,gs_sparse,base__gs_e5_C001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,true,false,failure,val3dity_invalid,True,False,1,1,2,0,0.0000,0.0000,,12.7228,24.9907,664,8.337988,무효·붕괴,false,36.2498,base,gs_e5_C001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4907194,gs_sparse,base__gs_e5_C001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,true,true,success,success,True,False,1,2,2,0,0.0000,0.0000,,7.9535,17.5854,850,4.829216,조립,false,36.2498,base,gs_e5_C001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4907195,gs_sparse,base__gs_e5_C001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,true,true,success,success,True,False,1,6,2,1,0.5000,1.0000,0.5548,3.2711,7.8558,710,1.907919,조립,false,36.2498,base,gs_e5_C001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4907198,gs_sparse,base__gs_e5_C001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,high,high,not_reviewed,mid,none,true,true,success,success,True,False,2,12,4,1,0.2500,0.5000,0.3761,1.5743,5.0701,1208,5.792900,조립,false,36.2498,base,gs_e5_C001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4907199,gs_sparse,base__gs_e5_C001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,무텍스처,mid,무텍스처,true,true,success,success,True,False,1,1,1,1,1.0000,1.0000,0.9998,4.9523,9.6926,393,8.914948,조립,false,36.2498,base,gs_e5_C001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4907202,gs_sparse,base__gs_e5_C001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,true,true,success,success,True,False,1,5,2,0,0.0000,0.0000,,13.7791,14.6705,641,24.749371,조립,false,36.2498,base,gs_e5_C001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4908168,gs_sparse,base__gs_e5_C001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,high,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,36.2498,base,gs_e5_C001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4908178,gs_sparse,base__gs_e5_C001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,low,none,true,false,failure,val3dity_invalid,True,False,1,2,2,0,0.0000,0.0000,,11.2439,11.7608,454,45.606354,무효·붕괴,false,36.2498,base,gs_e5_C001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4908179,gs_sparse,base__gs_e5_C001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,mid,none,true,true,success,success,True,False,1,1,1,0,0.0000,0.0000,,36.9290,58.7241,474,0.255421,무효·붕괴,true,36.2498,base,gs_e5_C001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_60098,gs_sparse,base__gs_e5_C001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,true,true,success,success,True,False,2,2,2,0,0.0000,0.0000,,11.6023,23.8239,784,5.506659,조립,false,36.2498,base,gs_e5_C001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_8568391,gs_sparse,base__gs_e5_C001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,무텍스처,mid,무텍스처,true,true,success,success,True,False,1,2,1,0,0.0000,0.0000,,9.9430,9.9430,221,11.151482,조립,false,36.2498,base,gs_e5_C001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_8568392,gs_sparse,base__gs_e5_C001_sparse_r1,base sparse r1,gs,sparse,r1,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,lowtex_high,mid,복합(소형+재질),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,36.2498,base,gs_e5_C001_sparse_r1,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_108247349,gs_sparse,base__gs_e5_C001_sparse_r2,base sparse r2,gs,sparse,r2,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,36.2498,base,gs_e5_C001_sparse_r2,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_108247350,gs_sparse,base__gs_e5_C001_sparse_r2,base sparse r2,gs,sparse,r2,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,lowtex_mid,mid,복합(소형+가림),true,true,success,success,True,False,1,1,1,0,0.0000,0.0000,,15.4246,18.2647,48,0.470414,조립,false,36.2498,base,gs_e5_C001_sparse_r2,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_108247351,gs_sparse,base__gs_e5_C001_sparse_r2,base sparse r2,gs,sparse,r2,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,복합(저조도+가림),mid,복합(저조도+가림),true,true,success,success,True,False,1,2,1,0,0.0000,0.0000,,15.8523,19.3415,260,3.578240,조립,false,36.2498,base,gs_e5_C001_sparse_r2,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4907184,gs_sparse,base__gs_e5_C001_sparse_r2,base sparse r2,gs,sparse,r2,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,high,high,not_reviewed,high,none,true,false,failure,val3dity_invalid,True,False,14,52,4,4,1.0000,0.2857,0.5957,2.1612,18.0928,1355,0.782892,무효·붕괴,false,36.2498,base,gs_e5_C001_sparse_r2,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4907185,gs_sparse,base__gs_e5_C001_sparse_r2,base sparse r2,gs,sparse,r2,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,high,none,true,true,success,success,True,False,3,12,2,2,1.0000,0.6667,0.3356,2.8292,6.0269,649,6.137323,조립,false,36.2498,base,gs_e5_C001_sparse_r2,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4907186,gs_sparse,base__gs_e5_C001_sparse_r2,base sparse r2,gs,sparse,r2,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,true,true,success,success,True,False,1,1,2,0,0.0000,0.0000,,16.7813,39.9648,674,0.588986,조립,false,36.2498,base,gs_e5_C001_sparse_r2,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4907188,gs_sparse,base__gs_e5_C001_sparse_r2,base sparse r2,gs,sparse,r2,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,true,true,success,success,True,False,1,1,2,1,0.5000,1.0000,0.5034,6.7665,14.6770,664,2.090082,조립,false,36.2498,base,gs_e5_C001_sparse_r2,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4907194,gs_sparse,base__gs_e5_C001_sparse_r2,base sparse r2,gs,sparse,r2,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,true,true,success,success,True,False,1,3,2,0,0.0000,0.0000,,9.3242,20.0002,850,4.251304,조립,false,36.2498,base,gs_e5_C001_sparse_r2,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4907195,gs_sparse,base__gs_e5_C001_sparse_r2,base sparse r2,gs,sparse,r2,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,true,true,success,success,True,False,1,12,2,1,0.5000,1.0000,0.5548,2.7420,7.3043,710,1.146386,조립,false,36.2498,base,gs_e5_C001_sparse_r2,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4907198,gs_sparse,base__gs_e5_C001_sparse_r2,base sparse r2,gs,sparse,r2,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,high,high,not_reviewed,mid,none,true,true,success,success,True,False,1,20,4,1,0.2500,1.0000,0.3814,3.4998,6.7428,1200,4.022355,조립,false,36.2498,base,gs_e5_C001_sparse_r2,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4907199,gs_sparse,base__gs_e5_C001_sparse_r2,base sparse r2,gs,sparse,r2,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,무텍스처,mid,무텍스처,false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,36.2498,base,gs_e5_C001_sparse_r2,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4907202,gs_sparse,base__gs_e5_C001_sparse_r2,base sparse r2,gs,sparse,r2,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,true,true,success,success,True,False,1,2,2,1,0.5000,1.0000,0.8691,1.1165,2.8017,641,0.952530,조립,false,36.2498,base,gs_e5_C001_sparse_r2,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4908168,gs_sparse,base__gs_e5_C001_sparse_r2,base sparse r2,gs,sparse,r2,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,high,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,36.2498,base,gs_e5_C001_sparse_r2,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4908178,gs_sparse,base__gs_e5_C001_sparse_r2,base sparse r2,gs,sparse,r2,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,low,none,true,true,success,success,True,False,1,2,2,1,0.5000,1.0000,0.6143,2.4798,3.1917,454,3.406939,조립,false,36.2498,base,gs_e5_C001_sparse_r2,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_4908179,gs_sparse,base__gs_e5_C001_sparse_r2,base sparse r2,gs,sparse,r2,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,36.2498,base,gs_e5_C001_sparse_r2,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_60098,gs_sparse,base__gs_e5_C001_sparse_r2,base sparse r2,gs,sparse,r2,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,true,true,success,success,True,False,1,5,2,0,0.0000,0.0000,,1.3167,1.9407,5,9.278447,조립,false,36.2498,base,gs_e5_C001_sparse_r2,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_8568391,gs_sparse,base__gs_e5_C001_sparse_r2,base sparse r2,gs,sparse,r2,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,무텍스처,mid,무텍스처,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,36.2498,base,gs_e5_C001_sparse_r2,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_8568392,gs_sparse,base__gs_e5_C001_sparse_r2,base sparse r2,gs,sparse,r2,raw_sparse,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,lowtex_high,mid,복합(소형+재질),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,36.2498,base,gs_e5_C001_sparse_r2,sparse,3,0.05,0.5,on,2.0
DEBY_LOD2_108247349,gs_dense,base__gs_e5_C001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,36.2498,base,gs_e5_C001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_108247350,gs_dense,base__gs_e5_C001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,lowtex_mid,mid,복합(소형+가림),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,36.2498,base,gs_e5_C001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_108247351,gs_dense,base__gs_e5_C001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,복합(저조도+가림),mid,복합(저조도+가림),true,true,success,success,True,False,1,1,1,0,0.0000,0.0000,,15.0393,17.3048,260,2.000318,조립,false,36.2498,base,gs_e5_C001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907184,gs_dense,base__gs_e5_C001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,high,high,not_reviewed,high,none,true,false,failure,val3dity_invalid,True,False,10,48,4,4,1.0000,0.4000,0.7286,1.1527,19.2490,1360,1.123177,무효·붕괴,false,36.2498,base,gs_e5_C001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907185,gs_dense,base__gs_e5_C001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,high,none,true,true,success,success,True,False,3,9,2,2,1.0000,0.6667,0.3338,3.2116,6.9040,645,1.826008,조립,false,36.2498,base,gs_e5_C001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907186,gs_dense,base__gs_e5_C001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,true,true,success,success,True,False,1,3,2,0,0.0000,0.0000,,9.1136,21.9069,674,2.187086,조립,false,36.2498,base,gs_e5_C001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907188,gs_dense,base__gs_e5_C001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,true,false,failure,val3dity_invalid,True,False,1,2,2,0,0.0000,0.0000,,8.2451,16.5539,664,1.733458,무효·붕괴,false,36.2498,base,gs_e5_C001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907194,gs_dense,base__gs_e5_C001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,true,false,failure,val3dity_invalid,True,False,1,1,2,1,0.5000,1.0000,0.4345,6.7897,14.4594,850,7.167574,무효·붕괴,false,36.2498,base,gs_e5_C001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907195,gs_dense,base__gs_e5_C001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,true,true,success,success,True,False,2,8,2,1,0.5000,0.5000,0.4255,5.0379,11.5086,712,1.046478,조립,false,36.2498,base,gs_e5_C001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907198,gs_dense,base__gs_e5_C001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,high,high,not_reviewed,mid,none,true,true,success,success,True,False,2,22,4,1,0.2500,0.5000,0.3809,1.5891,4.1070,1201,2.674078,조립,false,36.2498,base,gs_e5_C001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907199,gs_dense,base__gs_e5_C001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,무텍스처,mid,무텍스처,false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,36.2498,base,gs_e5_C001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907202,gs_dense,base__gs_e5_C001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,2,0,0.0000,,,,,0,,미조립,false,36.2498,base,gs_e5_C001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4908168,gs_dense,base__gs_e5_C001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,high,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,36.2498,base,gs_e5_C001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4908178,gs_dense,base__gs_e5_C001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,low,none,true,false,failure,val3dity_invalid,True,False,1,2,2,0,0.0000,0.0000,,12.1446,12.6618,454,40.166115,무효·붕괴,false,36.2498,base,gs_e5_C001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4908179,gs_dense,base__gs_e5_C001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,36.2498,base,gs_e5_C001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_60098,gs_dense,base__gs_e5_C001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,true,true,success,success,True,False,1,6,2,0,0.0000,0.0000,,16.2820,19.5043,784,16.978695,조립,false,36.2498,base,gs_e5_C001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_8568391,gs_dense,base__gs_e5_C001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,무텍스처,mid,무텍스처,true,true,success,success,True,False,1,1,1,0,0.0000,0.0000,,10.8430,10.8430,221,0.000000,조립,false,36.2498,base,gs_e5_C001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_8568392,gs_dense,base__gs_e5_C001_dense_r1,base dense r1,gs,dense,r1,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,lowtex_high,mid,복합(소형+재질),false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,36.2498,base,gs_e5_C001_dense_r1,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_108247349,gs_dense,base__gs_e5_C001_dense_r2,base dense r2,gs,dense,r2,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,not_reviewed,mid,none,false,true,failure,pointcloud_unusable_no_points,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,36.2498,base,gs_e5_C001_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_108247350,gs_dense,base__gs_e5_C001_dense_r2,base dense r2,gs,dense,r2,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,lowtex_mid,mid,복합(소형+가림),true,true,success,success,True,False,1,1,1,0,0.0000,0.0000,,16.1453,16.2300,48,0.090368,조립,false,36.2498,base,gs_e5_C001_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_108247351,gs_dense,base__gs_e5_C001_dense_r2,base dense r2,gs,dense,r2,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,low,복합(저조도+가림),mid,복합(저조도+가림),false,true,failure,pointcloud_unusable_no_planes,True,True,0,0,1,0,0.0000,,,,,0,,미조립,false,36.2498,base,gs_e5_C001_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907184,gs_dense,base__gs_e5_C001_dense_r2,base dense r2,gs,dense,r2,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,high,high,not_reviewed,high,none,true,true,success,success,True,False,11,52,4,4,1.0000,0.3636,0.5143,0.7139,4.0270,1363,2.419840,조립,false,36.2498,base,gs_e5_C001_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907185,gs_dense,base__gs_e5_C001_dense_r2,base dense r2,gs,dense,r2,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,high,none,true,true,success,success,True,False,3,16,2,2,1.0000,0.6667,0.2972,3.9349,8.0620,642,2.140845,조립,false,36.2498,base,gs_e5_C001_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907186,gs_dense,base__gs_e5_C001_dense_r2,base dense r2,gs,dense,r2,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,mid,none,true,true,success,success,True,False,1,4,2,0,0.0000,0.0000,,8.0871,17.6346,674,1.973450,조립,false,36.2498,base,gs_e5_C001_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907188,gs_dense,base__gs_e5_C001_dense_r2,base dense r2,gs,dense,r2,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,true,false,failure,val3dity_invalid,True,False,1,5,2,0,0.0000,0.0000,,12.5978,25.5664,664,0.435703,무효·붕괴,false,36.2498,base,gs_e5_C001_dense_r2,dense,3,0.05,0.5,on,2.0
DEBY_LOD2_4907194,gs_dense,base__gs_e5_C001_dense_r2,base dense r2,gs,dense,r2,raw_dense,base,readout_ablation(base; minobs3; voxel0.05; alpha0.5; SORstd2),-45.7000,low,mid,not_reviewed,low,none,true,true,success,success,True,False,1,2,2,1,0.5000,1.0000,0.5652,8.2646,18.2976,850,6.141866,조립,false,36.2498,base,gs_e5_C001_dense_r2,dense,3,0.05,0.5,on,2.0
