building_id,priority_rank,priority_group,primary_assignment,queue_inclusion_reason,status,failure_reason,measurement_complete,selected_dlt_point_count,footprint_inside_point_count,inside_z_median_m,inside_z_mad_m,inside_z_median_local_m,inside_z_mad_local_m,coverage_grid_m,coverage_eligible_cell_count,coverage_occupied_cell_count,coverage_ratio,selected_pair_count,completed_pair_count,eligible_pair_count,nonzero_inside_pair_count,failed_pair_count,pending_pair_count,reciprocal_match_count,border_match_count,dlt_finite_count,positive_depth_count,reprojection_2px_count,crop_source_inventory,camera_branch_inventory,frame_source_inventory,camera_model_inventory,world_frame_inventory,triangulation_rule_inventory,sparse_v2_status,sparse_v2_selected_dlt_point_count,sparse_v2_footprint_inside_point_count,sparse_v2_inside_z_median_m,sparse_v2_inside_z_mad_m,sparse_v2_score,sparse_v2_reference_json,reproduction_check_required,reproduction_expected_selected_dlt_point_count,reproduction_expected_footprint_inside_point_count,reproduction_expected_inside_z_median_m,reproduction_check_passed,elapsed_seconds,elapsed_seconds_this_invocation,completed_utc,model_id,model_revision,model_sha256,docker_image_id,raw_definition,match_rule,triangulation_rule,pooling_rule,footprint_role,lod2_role,crs,new_mast3r_inference_runs,cache_reuse_runs,learning_runs_started,new_inference_type,job_sha256,input_fingerprint,census_role,anchor_status,inference_execution_this_census,source_measurement_path,source_measurement_sha256,source_measurement_git_commit,pair_selection_rule,reprojection_threshold_px,reference_lod2_role,new_inference_allowlist
DEBY_LOD2_108247350,1,canonical_C001_remaining,dense_failure_census,canonical_raw_lidar_assembled_and_raw_dense_failed_and_not_previously_measured,complete,,true,0,0,,,,,0.500000,69,0,0.000000,10,10,4,0,0,0,139,111,111,111,0,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,,,,,,,"{""fm_completed_pair_count"":"""",""fm_correspondence_count"":"""",""fm_pooling_rule"":"""",""fm_reprojection_pass_count"":"""",""fm_score"":"""",""fm_selected_pair_count"":"""",""fm_status"":"""",""fm_z_mad_m"":"""",""fm_z_median_m"":""""}",false,,,,,6.402468,13.111611,2026-07-20T07:27:03.959805+00:00,naver/MASt3R_ViTLarge_BaseDecoder_512_catmlpdpt_metric,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,sha256:89d64b4c7112cc55db0d42d562e2a0208858658c0c67ab1bd48424175c50f501,"MASt3R reciprocal descriptor-NN matches after the locked 3-pixel crop border, linearly triangulated with fixed COLMAP K[R|t], finite homogeneous DLT, and positive depth in both cameras; no reprojection-error ceiling",MASt3R reciprocal descriptor NN; stride8; dot distance; block_size=8192; 3px border in 512x384 crop,source-specific fixed-COLMAP-camera float64 linear DLT; finite homogeneous solution; positive depth in both cameras; max per-view reprojection error in original source pixels <=2.0px,concatenate 2px DLT survivors only from cross-acquisition-minute-block pairs with fixed-COLMAP camera-centre baseline >0.06m,post-DLT footprint-XY containment and EPSG:25832 0.5m intersect-cell coverage denominator only,not read by this runner; downstream classification/scoring only,EPSG:25832,10,0,0,census_FM_dense_dial_2px_only,7ebbb259a4224a5c3aa73903d2a53ca89931e155354a367a6c8a1e7b48a18fe2,8d7a4d7cf77f0e01eaeff3207cb9e35375657852cd33e62060b91934eb822df8,fixed_dense_failure_census,measured,new_inference,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,e83d0b56366b1a6c6cee25151687b48e44b1664d3a6ba33afa9dd1aa6bc038b5,c636c1804ae2b91882f56bf077fc2f9228dcd149,R1prime same 10-pair address/ranking; cross-acquisition-minute-block and fixed-camera-centre baseline >0.06m pooling,2.000000,projection and classification only,census_FM_dense_dial_2px_only
DEBY_LOD2_108247351,2,canonical_C001_remaining,dense_failure_census,canonical_raw_lidar_assembled_and_raw_dense_failed_and_not_previously_measured,complete,,true,0,0,,,,,0.500000,308,0,0.000000,10,10,6,0,0,0,37,26,26,26,0,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,complete,7732,0,,,0.000000,"{""fm_completed_pair_count"":""10"",""fm_correspondence_count"":""0"",""fm_pooling_rule"":""sum counts and concatenate footprint-inside orthometric z from all completed nondegenerate pairs; building z=pooled median; building score=pooled inside count/pooled border count"",""fm_reprojection_pass_count"":""7732"",""fm_score"":""0.000000"",""fm_selected_pair_count"":""10"",""fm_status"":""complete"",""fm_z_mad_m"":"""",""fm_z_median_m"":""""}",false,,,,,5.528835,6.053314,2026-07-20T07:27:10.092879+00:00,naver/MASt3R_ViTLarge_BaseDecoder_512_catmlpdpt_metric,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,sha256:89d64b4c7112cc55db0d42d562e2a0208858658c0c67ab1bd48424175c50f501,"MASt3R reciprocal descriptor-NN matches after the locked 3-pixel crop border, linearly triangulated with fixed COLMAP K[R|t], finite homogeneous DLT, and positive depth in both cameras; no reprojection-error ceiling",MASt3R reciprocal descriptor NN; stride8; dot distance; block_size=8192; 3px border in 512x384 crop,source-specific fixed-COLMAP-camera float64 linear DLT; finite homogeneous solution; positive depth in both cameras; max per-view reprojection error in original source pixels <=2.0px,concatenate 2px DLT survivors only from cross-acquisition-minute-block pairs with fixed-COLMAP camera-centre baseline >0.06m,post-DLT footprint-XY containment and EPSG:25832 0.5m intersect-cell coverage denominator only,not read by this runner; downstream classification/scoring only,EPSG:25832,10,0,0,census_FM_dense_dial_2px_only,a1a643a768a928830c4235ea7c9d2204f7e39b6d4324b2c1246fa8b092c4b05d,8d7a4d7cf77f0e01eaeff3207cb9e35375657852cd33e62060b91934eb822df8,fixed_dense_failure_census,measured,new_inference,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,e83d0b56366b1a6c6cee25151687b48e44b1664d3a6ba33afa9dd1aa6bc038b5,c636c1804ae2b91882f56bf077fc2f9228dcd149,R1prime same 10-pair address/ranking; cross-acquisition-minute-block and fixed-camera-centre baseline >0.06m pooling,2.000000,projection and classification only,census_FM_dense_dial_2px_only
DEBY_LOD2_42364607,3,manual_label_nonsmall,dense_failure_census,canonical_raw_lidar_assembled_and_raw_dense_failed_and_not_previously_measured,complete,,true,101,0,,,,,0.500000,419,0,0.000000,10,10,8,0,0,0,479,314,314,298,101,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,,,,,,,"{""fm_completed_pair_count"":"""",""fm_correspondence_count"":"""",""fm_pooling_rule"":"""",""fm_reprojection_pass_count"":"""",""fm_score"":"""",""fm_selected_pair_count"":"""",""fm_status"":"""",""fm_z_mad_m"":"""",""fm_z_median_m"":""""}",false,,,,,5.864342,6.461279,2026-07-20T07:27:16.646397+00:00,naver/MASt3R_ViTLarge_BaseDecoder_512_catmlpdpt_metric,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,sha256:89d64b4c7112cc55db0d42d562e2a0208858658c0c67ab1bd48424175c50f501,"MASt3R reciprocal descriptor-NN matches after the locked 3-pixel crop border, linearly triangulated with fixed COLMAP K[R|t], finite homogeneous DLT, and positive depth in both cameras; no reprojection-error ceiling",MASt3R reciprocal descriptor NN; stride8; dot distance; block_size=8192; 3px border in 512x384 crop,source-specific fixed-COLMAP-camera float64 linear DLT; finite homogeneous solution; positive depth in both cameras; max per-view reprojection error in original source pixels <=2.0px,concatenate 2px DLT survivors only from cross-acquisition-minute-block pairs with fixed-COLMAP camera-centre baseline >0.06m,post-DLT footprint-XY containment and EPSG:25832 0.5m intersect-cell coverage denominator only,not read by this runner; downstream classification/scoring only,EPSG:25832,10,0,0,census_FM_dense_dial_2px_only,3b534b9d0baa5bea1c7b6a8d6314c9178075ad5b1e928da714f872bf8bf196ae,8d7a4d7cf77f0e01eaeff3207cb9e35375657852cd33e62060b91934eb822df8,fixed_dense_failure_census,measured,new_inference,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,e83d0b56366b1a6c6cee25151687b48e44b1664d3a6ba33afa9dd1aa6bc038b5,c636c1804ae2b91882f56bf077fc2f9228dcd149,R1prime same 10-pair address/ranking; cross-acquisition-minute-block and fixed-camera-centre baseline >0.06m pooling,2.000000,projection and classification only,census_FM_dense_dial_2px_only
DEBY_LOD2_4906999,4,manual_label_nonsmall,dense_failure_census,canonical_raw_lidar_assembled_and_raw_dense_failed_and_not_previously_measured,complete,,true,1,0,,,,,0.500000,966,0,0.000000,10,10,9,0,0,0,599,453,453,439,1,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,,,,,,,"{""fm_completed_pair_count"":"""",""fm_correspondence_count"":"""",""fm_pooling_rule"":"""",""fm_reprojection_pass_count"":"""",""fm_score"":"""",""fm_selected_pair_count"":"""",""fm_status"":"""",""fm_z_mad_m"":"""",""fm_z_median_m"":""""}",false,,,,,6.462124,7.103408,2026-07-20T07:27:23.879143+00:00,naver/MASt3R_ViTLarge_BaseDecoder_512_catmlpdpt_metric,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,sha256:89d64b4c7112cc55db0d42d562e2a0208858658c0c67ab1bd48424175c50f501,"MASt3R reciprocal descriptor-NN matches after the locked 3-pixel crop border, linearly triangulated with fixed COLMAP K[R|t], finite homogeneous DLT, and positive depth in both cameras; no reprojection-error ceiling",MASt3R reciprocal descriptor NN; stride8; dot distance; block_size=8192; 3px border in 512x384 crop,source-specific fixed-COLMAP-camera float64 linear DLT; finite homogeneous solution; positive depth in both cameras; max per-view reprojection error in original source pixels <=2.0px,concatenate 2px DLT survivors only from cross-acquisition-minute-block pairs with fixed-COLMAP camera-centre baseline >0.06m,post-DLT footprint-XY containment and EPSG:25832 0.5m intersect-cell coverage denominator only,not read by this runner; downstream classification/scoring only,EPSG:25832,10,0,0,census_FM_dense_dial_2px_only,666d9f6b45ea8e5690a308f54d9a6a5347728b61ab8a7810212068a5f4035bb5,8d7a4d7cf77f0e01eaeff3207cb9e35375657852cd33e62060b91934eb822df8,fixed_dense_failure_census,measured,new_inference,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,e83d0b56366b1a6c6cee25151687b48e44b1664d3a6ba33afa9dd1aa6bc038b5,c636c1804ae2b91882f56bf077fc2f9228dcd149,R1prime same 10-pair address/ranking; cross-acquisition-minute-block and fixed-camera-centre baseline >0.06m pooling,2.000000,projection and classification only,census_FM_dense_dial_2px_only
DEBY_LOD2_4907012,5,manual_label_nonsmall,dense_failure_census,canonical_raw_lidar_assembled_and_raw_dense_failed_and_not_previously_measured,complete,,true,63,0,,,,,0.500000,248,0,0.000000,10,10,9,0,0,0,1694,1372,1372,493,63,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,,,,,,,"{""fm_completed_pair_count"":"""",""fm_correspondence_count"":"""",""fm_pooling_rule"":"""",""fm_reprojection_pass_count"":"""",""fm_score"":"""",""fm_selected_pair_count"":"""",""fm_status"":"""",""fm_z_mad_m"":"""",""fm_z_median_m"":""""}",false,,,,,5.966312,6.534654,2026-07-20T07:27:30.540208+00:00,naver/MASt3R_ViTLarge_BaseDecoder_512_catmlpdpt_metric,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,sha256:89d64b4c7112cc55db0d42d562e2a0208858658c0c67ab1bd48424175c50f501,"MASt3R reciprocal descriptor-NN matches after the locked 3-pixel crop border, linearly triangulated with fixed COLMAP K[R|t], finite homogeneous DLT, and positive depth in both cameras; no reprojection-error ceiling",MASt3R reciprocal descriptor NN; stride8; dot distance; block_size=8192; 3px border in 512x384 crop,source-specific fixed-COLMAP-camera float64 linear DLT; finite homogeneous solution; positive depth in both cameras; max per-view reprojection error in original source pixels <=2.0px,concatenate 2px DLT survivors only from cross-acquisition-minute-block pairs with fixed-COLMAP camera-centre baseline >0.06m,post-DLT footprint-XY containment and EPSG:25832 0.5m intersect-cell coverage denominator only,not read by this runner; downstream classification/scoring only,EPSG:25832,10,0,0,census_FM_dense_dial_2px_only,b1b221c45d8bce0a464a12118d300355c3f6586c820f2905ebd803ab7bd20e7e,8d7a4d7cf77f0e01eaeff3207cb9e35375657852cd33e62060b91934eb822df8,fixed_dense_failure_census,measured,new_inference,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,e83d0b56366b1a6c6cee25151687b48e44b1664d3a6ba33afa9dd1aa6bc038b5,c636c1804ae2b91882f56bf077fc2f9228dcd149,R1prime same 10-pair address/ranking; cross-acquisition-minute-block and fixed-camera-centre baseline >0.06m pooling,2.000000,projection and classification only,census_FM_dense_dial_2px_only
DEBY_LOD2_4907013,6,manual_label_nonsmall,dense_failure_census,canonical_raw_lidar_assembled_and_raw_dense_failed_and_not_previously_measured,complete,,true,1688,202,-24.558560,0.690746,-24.558560,0.690746,0.500000,523,161,0.307839,10,10,10,1,0,0,3186,2703,2703,2508,1688,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,,,,,,,"{""fm_completed_pair_count"":"""",""fm_correspondence_count"":"""",""fm_pooling_rule"":"""",""fm_reprojection_pass_count"":"""",""fm_score"":"""",""fm_selected_pair_count"":"""",""fm_status"":"""",""fm_z_mad_m"":"""",""fm_z_median_m"":""""}",false,,,,,5.797026,6.436756,2026-07-20T07:27:37.057941+00:00,naver/MASt3R_ViTLarge_BaseDecoder_512_catmlpdpt_metric,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,sha256:89d64b4c7112cc55db0d42d562e2a0208858658c0c67ab1bd48424175c50f501,"MASt3R reciprocal descriptor-NN matches after the locked 3-pixel crop border, linearly triangulated with fixed COLMAP K[R|t], finite homogeneous DLT, and positive depth in both cameras; no reprojection-error ceiling",MASt3R reciprocal descriptor NN; stride8; dot distance; block_size=8192; 3px border in 512x384 crop,source-specific fixed-COLMAP-camera float64 linear DLT; finite homogeneous solution; positive depth in both cameras; max per-view reprojection error in original source pixels <=2.0px,concatenate 2px DLT survivors only from cross-acquisition-minute-block pairs with fixed-COLMAP camera-centre baseline >0.06m,post-DLT footprint-XY containment and EPSG:25832 0.5m intersect-cell coverage denominator only,not read by this runner; downstream classification/scoring only,EPSG:25832,10,0,0,census_FM_dense_dial_2px_only,83ae71bae201682fec8c29c2e4b345314479bdd21194be94a187ee2b203063e5,8d7a4d7cf77f0e01eaeff3207cb9e35375657852cd33e62060b91934eb822df8,fixed_dense_failure_census,measured,new_inference,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,e83d0b56366b1a6c6cee25151687b48e44b1664d3a6ba33afa9dd1aa6bc038b5,c636c1804ae2b91882f56bf077fc2f9228dcd149,R1prime same 10-pair address/ranking; cross-acquisition-minute-block and fixed-camera-centre baseline >0.06m pooling,2.000000,projection and classification only,census_FM_dense_dial_2px_only
DEBY_LOD2_4907014,7,manual_label_nonsmall,dense_failure_census,canonical_raw_lidar_assembled_and_raw_dense_failed_and_not_previously_measured,complete,,true,1751,0,,,,,0.500000,664,0,0.000000,10,10,9,0,0,0,4064,3461,3461,2903,1751,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,,,,,,,"{""fm_completed_pair_count"":"""",""fm_correspondence_count"":"""",""fm_pooling_rule"":"""",""fm_reprojection_pass_count"":"""",""fm_score"":"""",""fm_selected_pair_count"":"""",""fm_status"":"""",""fm_z_mad_m"":"""",""fm_z_median_m"":""""}",false,,,,,6.282145,6.872738,2026-07-20T07:27:44.041362+00:00,naver/MASt3R_ViTLarge_BaseDecoder_512_catmlpdpt_metric,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,sha256:89d64b4c7112cc55db0d42d562e2a0208858658c0c67ab1bd48424175c50f501,"MASt3R reciprocal descriptor-NN matches after the locked 3-pixel crop border, linearly triangulated with fixed COLMAP K[R|t], finite homogeneous DLT, and positive depth in both cameras; no reprojection-error ceiling",MASt3R reciprocal descriptor NN; stride8; dot distance; block_size=8192; 3px border in 512x384 crop,source-specific fixed-COLMAP-camera float64 linear DLT; finite homogeneous solution; positive depth in both cameras; max per-view reprojection error in original source pixels <=2.0px,concatenate 2px DLT survivors only from cross-acquisition-minute-block pairs with fixed-COLMAP camera-centre baseline >0.06m,post-DLT footprint-XY containment and EPSG:25832 0.5m intersect-cell coverage denominator only,not read by this runner; downstream classification/scoring only,EPSG:25832,10,0,0,census_FM_dense_dial_2px_only,0b321e7a8b5a429f9d8c64bc4889e04342f57bc418657edda4d073f4ec8016bc,8d7a4d7cf77f0e01eaeff3207cb9e35375657852cd33e62060b91934eb822df8,fixed_dense_failure_census,measured,new_inference,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,e83d0b56366b1a6c6cee25151687b48e44b1664d3a6ba33afa9dd1aa6bc038b5,c636c1804ae2b91882f56bf077fc2f9228dcd149,R1prime same 10-pair address/ranking; cross-acquisition-minute-block and fixed-camera-centre baseline >0.06m pooling,2.000000,projection and classification only,census_FM_dense_dial_2px_only
DEBY_LOD2_4907015,8,manual_label_nonsmall,dense_failure_census,canonical_raw_lidar_assembled_and_raw_dense_failed_and_not_previously_measured,complete,,true,772,0,,,,,0.500000,742,0,0.000000,10,10,9,0,0,0,3938,3284,3284,2150,772,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,,,,,,,"{""fm_completed_pair_count"":"""",""fm_correspondence_count"":"""",""fm_pooling_rule"":"""",""fm_reprojection_pass_count"":"""",""fm_score"":"""",""fm_selected_pair_count"":"""",""fm_status"":"""",""fm_z_mad_m"":"""",""fm_z_median_m"":""""}",false,,,,,6.926384,7.522609,2026-07-20T07:27:51.671563+00:00,naver/MASt3R_ViTLarge_BaseDecoder_512_catmlpdpt_metric,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,sha256:89d64b4c7112cc55db0d42d562e2a0208858658c0c67ab1bd48424175c50f501,"MASt3R reciprocal descriptor-NN matches after the locked 3-pixel crop border, linearly triangulated with fixed COLMAP K[R|t], finite homogeneous DLT, and positive depth in both cameras; no reprojection-error ceiling",MASt3R reciprocal descriptor NN; stride8; dot distance; block_size=8192; 3px border in 512x384 crop,source-specific fixed-COLMAP-camera float64 linear DLT; finite homogeneous solution; positive depth in both cameras; max per-view reprojection error in original source pixels <=2.0px,concatenate 2px DLT survivors only from cross-acquisition-minute-block pairs with fixed-COLMAP camera-centre baseline >0.06m,post-DLT footprint-XY containment and EPSG:25832 0.5m intersect-cell coverage denominator only,not read by this runner; downstream classification/scoring only,EPSG:25832,10,0,0,census_FM_dense_dial_2px_only,0321026bfedcad224e03ddf0be5e2047ae3277e0308955e426115d31234c47fc,8d7a4d7cf77f0e01eaeff3207cb9e35375657852cd33e62060b91934eb822df8,fixed_dense_failure_census,measured,new_inference,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,e83d0b56366b1a6c6cee25151687b48e44b1664d3a6ba33afa9dd1aa6bc038b5,c636c1804ae2b91882f56bf077fc2f9228dcd149,R1prime same 10-pair address/ranking; cross-acquisition-minute-block and fixed-camera-centre baseline >0.06m pooling,2.000000,projection and classification only,census_FM_dense_dial_2px_only
DEBY_LOD2_4907016,9,manual_label_nonsmall,dense_failure_census,canonical_raw_lidar_assembled_and_raw_dense_failed_and_not_previously_measured,complete,,true,0,0,,,,,0.500000,1222,0,0.000000,10,10,4,0,0,0,135,89,89,89,0,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,,,,,,,"{""fm_completed_pair_count"":"""",""fm_correspondence_count"":"""",""fm_pooling_rule"":"""",""fm_reprojection_pass_count"":"""",""fm_score"":"""",""fm_selected_pair_count"":"""",""fm_status"":"""",""fm_z_mad_m"":"""",""fm_z_median_m"":""""}",false,,,,,6.433753,7.139276,2026-07-20T07:27:58.946826+00:00,naver/MASt3R_ViTLarge_BaseDecoder_512_catmlpdpt_metric,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,sha256:89d64b4c7112cc55db0d42d562e2a0208858658c0c67ab1bd48424175c50f501,"MASt3R reciprocal descriptor-NN matches after the locked 3-pixel crop border, linearly triangulated with fixed COLMAP K[R|t], finite homogeneous DLT, and positive depth in both cameras; no reprojection-error ceiling",MASt3R reciprocal descriptor NN; stride8; dot distance; block_size=8192; 3px border in 512x384 crop,source-specific fixed-COLMAP-camera float64 linear DLT; finite homogeneous solution; positive depth in both cameras; max per-view reprojection error in original source pixels <=2.0px,concatenate 2px DLT survivors only from cross-acquisition-minute-block pairs with fixed-COLMAP camera-centre baseline >0.06m,post-DLT footprint-XY containment and EPSG:25832 0.5m intersect-cell coverage denominator only,not read by this runner; downstream classification/scoring only,EPSG:25832,10,0,0,census_FM_dense_dial_2px_only,757480a3238d36bdf989b02d1b134fa8e5136681746ea40e8e9161b1e25c846b,8d7a4d7cf77f0e01eaeff3207cb9e35375657852cd33e62060b91934eb822df8,fixed_dense_failure_census,measured,new_inference,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,e83d0b56366b1a6c6cee25151687b48e44b1664d3a6ba33afa9dd1aa6bc038b5,c636c1804ae2b91882f56bf077fc2f9228dcd149,R1prime same 10-pair address/ranking; cross-acquisition-minute-block and fixed-camera-centre baseline >0.06m pooling,2.000000,projection and classification only,census_FM_dense_dial_2px_only
DEBY_LOD2_4907019,10,manual_label_nonsmall,dense_failure_census,canonical_raw_lidar_assembled_and_raw_dense_failed_and_not_previously_measured,complete,,true,945,0,,,,,0.500000,897,0,0.000000,10,10,7,0,0,0,3064,2676,2676,2523,945,projected_footprint,p0_full_opencv_text,phases/p0-audit/data/work/images/Images,FULL_OPENCV,canonical_local_xyz,crop pixels mapped to raw source pixels without half-pixel shift; FULL_OPENCV raw pixels undistorted with the frozen 12 camera parameters; float64 linear DLT with fixed COLMAP [R|t]; finite homogeneous solution; positive depth in both cameras; reprojection with the original FULL_OPENCV distortion; max per-view raw source-pixel reprojection error <=2.0px,,,,,,,"{""fm_completed_pair_count"":"""",""fm_correspondence_count"":"""",""fm_pooling_rule"":"""",""fm_reprojection_pass_count"":"""",""fm_score"":"""",""fm_selected_pair_count"":"""",""fm_status"":"""",""fm_z_mad_m"":"""",""fm_z_median_m"":""""}",false,,,,,8.399246,9.116449,2026-07-20T07:28:08.188490+00:00,naver/MASt3R_ViTLarge_BaseDecoder_512_catmlpdpt_metric,06e7259f34c3060f322df5cb0c7b9094f57e41fc,0a615eb05fa9db654050aa655945ee5696e7c6c1b7f93f1ee8c37249010f6feb,sha256:89d64b4c7112cc55db0d42d562e2a0208858658c0c67ab1bd48424175c50f501,"MASt3R reciprocal descriptor-NN matches after the locked 3-pixel crop border, linearly triangulated with fixed COLMAP K[R|t], finite homogeneous DLT, and positive depth in both cameras; no reprojection-error ceiling",MASt3R reciprocal descriptor NN; stride8; dot distance; block_size=8192; 3px border in 512x384 crop,source-specific fixed-COLMAP-camera float64 linear DLT; finite homogeneous solution; positive depth in both cameras; max per-view reprojection error in original source pixels <=2.0px,concatenate 2px DLT survivors only from cross-acquisition-minute-block pairs with fixed-COLMAP camera-centre baseline >0.06m,post-DLT footprint-XY containment and EPSG:25832 0.5m intersect-cell coverage denominator only,not read by this runner; downstream classification/scoring only,EPSG:25832,10,0,0,census_FM_dense_dial_2px_only,0d353ba5430384878519505071721382c4ef42fa0dfb0eb9952541e1fbad6c86,8d7a4d7cf77f0e01eaeff3207cb9e35375657852cd33e62060b91934eb822df8,fixed_dense_failure_census,measured,new_inference,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,e83d0b56366b1a6c6cee25151687b48e44b1664d3a6ba33afa9dd1aa6bc038b5,c636c1804ae2b91882f56bf077fc2f9228dcd149,R1prime same 10-pair address/ranking; cross-acquisition-minute-block and fixed-camera-centre baseline >0.06m pooling,2.000000,projection and classification only,census_FM_dense_dial_2px_only
