population,n,DIM_only_missing_lod22,ALS_only_missing_lod22,both_missing_lod22,neither_missing_lod22,discordant_pairs,exact_mcnemar_p,source
coverage_controlled_93,93,8,0,0,85,8,0.0078125,docs/W3_2c_canonical_paired_status.csv; coverage_control_population=yes; *_reason=missing_lod22_geometry
priority_accounting_199,199,8,0,,,,,docs/W3_2c_canonical_input_bucket_summary.csv; bucket_v1=roof_matching_assembly_failure; full_199_count
