building_id,arm,clip_source,clip_path,clip_note,crs_xy,z_datum_history,footprint_area_m2,n_points_footprint,pt_density_m2,density_valid,density_reason,status_input,status_rf_pt_density,status_density_delta,grid_cell_m,grid_n_cells,grid_occupied_cells,coverage_frac,hole_frac,coverage_valid,coverage_reason,status_rf_nodata_frac,status_hole_delta,status_compare_note,roof_point_count,ground_point_count,local_plane_radius_m,local_plane_rms_m,local_plane_core_count,local_plane_valid,local_plane_reason,m3c2_normal_radius_m,m3c2_proj_radius_m,m3c2_core_count,m3c2_mean_m,m3c2_median_abs_m,m3c2_rms_m,m3c2_valid,m3c2_reason,ref_valid_345,ref_invalid_reason,ref_roof_surface_count,ref_lookup_miss_frac,floater_margin_m,floater_count,floater_frac,floater_valid,floater_reason,label_proxy_roof_minus_m,ground_high_count,label_proxy_frac_all,label_proxy_frac_ground,label_proxy_valid,label_proxy_reason
DEBY_LOD2_4906990,raw_lidar,missing_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_4906990_orig_classified.las,building-level clip absent,EPSG:25832,none,292.582000,0,none,false,missing_clip,ALS,none,none,0.500000,1169,0,none,none,false,missing_clip,none,none,status_numeric_parse_failed,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,true,none,2,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_4906991,raw_dense,missing_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_4906991_orig_classified.las,building-level clip absent,EPSG:25832,none,167.681550,0,none,false,missing_clip,DIM,57.967312,none,0.500000,673,0,none,none,false,missing_clip,0.000000,none,metric_none,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,insufficient_source_roof_points,true,none,1,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_4906991,raw_acmp,fallback_fused_acmp_footprint_clip,results/tum_transfer/mob_analysis/p0c_step2/acmp_classified.laz,non-persistent fallback because raw_acmp building clip was absent,EPSG:25832,fused ACMP classified LAZ orthometric +48.0 m to ellip-unified,167.681550,18014,107.429828,true,ok,none,none,none,0.500000,673,673,1.000000,0.000000,true,ok,none,none,no_canonical_status_for_acmp,18014,0,0.750000,0.194543,3000,true,ok,1.000000,0.750000,2500,-1.666583,2.174457,1.879476,true,ok,true,none,1,0.000000,3.000000,34,0.001887,true,ok,1.000000,0,0.000000,none,true,ok_no_ground_points
DEBY_LOD2_4906991,raw_lidar,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_4906991_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,167.681550,3314,19.763653,true,ok,ALS,19.387815,0.375838,0.500000,673,672,0.998514,0.001486,true,ok,0.000000,0.001486,direct_comparison_same_arm_metric_not_identical_grid,3290,24,0.750000,0.129719,2999,true,ok,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,true,none,1,0.000000,3.000000,0,0.000000,true,ok,1.000000,0,0.000000,0.000000,true,ok
DEBY_LOD2_4906997,raw_dense,missing_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_4906997_orig_classified.las,building-level clip absent,EPSG:25832,none,193.584472,0,none,false,missing_clip,DIM,none,none,0.500000,776,0,none,none,false,missing_clip,none,none,status_numeric_parse_failed,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,missing_lidar_clip,true,none,2,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_4906997,raw_acmp,fallback_fused_acmp_footprint_clip,results/tum_transfer/mob_analysis/p0c_step2/acmp_classified.laz,non-persistent fallback because raw_acmp building clip was absent,EPSG:25832,fused ACMP classified LAZ orthometric +48.0 m to ellip-unified,193.584472,572,2.954782,true,ok,none,none,none,0.500000,776,221,0.284794,0.715206,true,ok,none,none,no_canonical_status_for_acmp,321,251,0.750000,0.152074,251,true,ok,1.000000,0.750000,none,none,none,none,false,missing_lidar_clip,true,none,2,0.000000,3.000000,25,0.043706,true,ok,1.000000,5,0.008741,0.019920,true,ok
DEBY_LOD2_4906997,raw_lidar,missing_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_4906997_orig_classified.las,building-level clip absent,EPSG:25832,none,193.584472,0,none,false,missing_clip,ALS,none,none,0.500000,776,0,none,none,false,missing_clip,none,none,status_numeric_parse_failed,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,true,none,2,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_4906998,raw_dense,missing_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_4906998_orig_classified.las,building-level clip absent,EPSG:25832,none,326.340650,0,none,false,missing_clip,DIM,79.478508,none,0.500000,1309,0,none,none,false,missing_clip,0.466769,none,metric_none,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,missing_lidar_clip,true,none,4,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_4906998,raw_acmp,fallback_fused_acmp_footprint_clip,results/tum_transfer/mob_analysis/p0c_step2/acmp_classified.laz,non-persistent fallback because raw_acmp building clip was absent,EPSG:25832,fused ACMP classified LAZ orthometric +48.0 m to ellip-unified,326.340650,36518,111.901475,true,ok,none,none,none,0.500000,1309,1058,0.808251,0.191749,true,ok,none,none,no_canonical_status_for_acmp,35943,575,0.750000,0.197494,2995,true,ok,1.000000,0.750000,none,none,none,none,false,missing_lidar_clip,true,none,4,0.000000,3.000000,125,0.003423,true,ok,1.000000,2,0.000055,0.003478,true,ok
DEBY_LOD2_4906998,raw_lidar,missing_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_4906998_orig_classified.las,building-level clip absent,EPSG:25832,none,326.340650,0,none,false,missing_clip,ALS,17.925018,none,0.500000,1309,0,none,none,false,missing_clip,0.001528,none,metric_none,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,true,none,4,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_4906999,raw_dense,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_4906999_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,221.161150,0,none,false,no_points,DIM,0.000000,none,0.500000,883,0,none,none,false,no_points,1.000000,none,metric_none,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,insufficient_source_roof_points,true,none,2,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_4906999,raw_acmp,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_4906999_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,221.161150,210,0.949534,true,ok,none,none,none,0.500000,883,172,0.194790,0.805210,true,ok,none,none,no_canonical_status_for_acmp,171,39,0.750000,none,0,false,insufficient_local_neighborhoods,1.000000,0.750000,8,16.173099,23.097134,19.720978,true,ok,true,none,2,0.000000,3.000000,125,0.595238,true,ok,1.000000,27,0.128571,0.692308,true,ok
DEBY_LOD2_4906999,raw_lidar,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_4906999_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,221.161150,4100,18.538518,true,ok,ALS,18.097395,0.441123,0.500000,883,883,1.000000,0.000000,true,ok,0.000000,0.000000,direct_comparison_same_arm_metric_not_identical_grid,4046,54,0.750000,0.145674,3000,true,ok,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,true,none,2,0.000000,3.000000,0,0.000000,true,ok,1.000000,0,0.000000,0.000000,true,ok
DEBY_LOD2_4907000,raw_dense,missing_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_4907000_orig_classified.las,building-level clip absent,EPSG:25832,none,198.242750,0,none,false,missing_clip,DIM,none,none,0.500000,796,0,none,none,false,missing_clip,none,none,status_numeric_parse_failed,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,missing_lidar_clip,true,none,2,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_4907000,raw_acmp,fallback_fused_acmp_footprint_clip,results/tum_transfer/mob_analysis/p0c_step2/acmp_classified.laz,non-persistent fallback because raw_acmp building clip was absent,EPSG:25832,fused ACMP classified LAZ orthometric +48.0 m to ellip-unified,198.242750,17,0.085753,true,ok,none,none,none,0.500000,796,17,0.021357,0.978643,true,ok,none,none,no_canonical_status_for_acmp,14,3,0.750000,none,0,false,insufficient_local_neighborhoods,1.000000,0.750000,none,none,none,none,false,missing_lidar_clip,true,none,2,0.000000,3.000000,12,0.705882,true,ok,1.000000,3,0.176471,1.000000,true,ok
DEBY_LOD2_4907000,raw_lidar,missing_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_4907000_orig_classified.las,building-level clip absent,EPSG:25832,none,198.242750,0,none,false,missing_clip,ALS,none,none,0.500000,796,0,none,none,false,missing_clip,none,none,status_numeric_parse_failed,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,true,none,2,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_4907011,raw_dense,missing_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_4907011_orig_classified.las,building-level clip absent,EPSG:25832,none,194.986722,0,none,false,missing_clip,DIM,none,none,0.500000,780,0,none,none,false,missing_clip,none,none,status_numeric_parse_failed,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,missing_lidar_clip,true,none,2,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_4907011,raw_acmp,fallback_fused_acmp_footprint_clip,results/tum_transfer/mob_analysis/p0c_step2/acmp_classified.laz,non-persistent fallback because raw_acmp building clip was absent,EPSG:25832,fused ACMP classified LAZ orthometric +48.0 m to ellip-unified,194.986722,417,2.138607,true,ok,none,none,none,0.500000,780,270,0.346154,0.653846,true,ok,none,none,no_canonical_status_for_acmp,59,358,0.750000,none,0,false,insufficient_local_neighborhoods,1.000000,0.750000,none,none,none,none,false,missing_lidar_clip,true,none,2,0.000000,3.000000,10,0.023981,true,ok,1.000000,104,0.249400,0.290503,true,ok
DEBY_LOD2_4907011,raw_lidar,missing_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_4907011_orig_classified.las,building-level clip absent,EPSG:25832,none,194.986722,0,none,false,missing_clip,ALS,none,none,0.500000,780,0,none,none,false,missing_clip,none,none,status_numeric_parse_failed,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,true,none,2,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_4907012,raw_dense,missing_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_4907012_orig_classified.las,building-level clip absent,EPSG:25832,none,51.116826,0,none,false,missing_clip,DIM,0.000000,none,0.500000,204,0,none,none,false,missing_clip,1.000000,none,metric_none,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,insufficient_source_roof_points,true,none,2,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_4907012,raw_acmp,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_4907012_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,51.116826,65,1.271597,true,ok,none,none,none,0.500000,204,51,0.250000,0.750000,true,ok,none,none,no_canonical_status_for_acmp,17,48,0.750000,none,0,false,insufficient_local_neighborhoods,1.000000,0.750000,none,none,none,none,false,insufficient_m3c2_neighborhoods,true,none,2,0.000000,3.000000,0,0.000000,true,ok,1.000000,3,0.046154,0.062500,true,ok
DEBY_LOD2_4907012,raw_lidar,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_4907012_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,51.116826,1037,20.286862,true,ok,ALS,19.352942,0.933920,0.500000,204,204,1.000000,0.000000,true,ok,0.000000,0.000000,direct_comparison_same_arm_metric_not_identical_grid,1015,22,0.750000,0.188446,1015,true,ok,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,true,none,2,0.000000,3.000000,0,0.000000,true,ok,1.000000,0,0.000000,0.000000,true,ok
DEBY_LOD2_4907013,raw_dense,missing_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_4907013_orig_classified.las,building-level clip absent,EPSG:25832,none,116.322533,0,none,false,missing_clip,DIM,0.000000,none,0.500000,467,0,none,none,false,missing_clip,1.000000,none,metric_none,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,insufficient_source_roof_points,true,none,2,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_4907013,raw_acmp,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_4907013_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,116.322533,177,1.521631,true,ok,none,none,none,0.500000,467,132,0.282655,0.717345,true,ok,none,none,no_canonical_status_for_acmp,21,156,0.750000,none,0,false,insufficient_local_neighborhoods,1.000000,0.750000,none,none,none,none,false,insufficient_m3c2_neighborhoods,true,none,2,0.000000,3.000000,7,0.039548,true,ok,1.000000,0,0.000000,0.000000,true,ok
DEBY_LOD2_4907013,raw_lidar,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_4907013_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,116.322533,2368,20.357191,true,ok,ALS,19.905781,0.451410,0.500000,467,467,1.000000,0.000000,true,ok,0.000000,0.000000,direct_comparison_same_arm_metric_not_identical_grid,2234,134,0.750000,0.158700,2234,true,ok,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,true,none,2,0.000000,3.000000,0,0.000000,true,ok,1.000000,0,0.000000,0.000000,true,ok
DEBY_LOD2_4907014,raw_dense,missing_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_4907014_orig_classified.las,building-level clip absent,EPSG:25832,none,149.950904,0,none,false,missing_clip,DIM,0.000000,none,0.500000,599,0,none,none,false,missing_clip,1.000000,none,metric_none,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,insufficient_source_roof_points,true,none,3,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_4907014,raw_acmp,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_4907014_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,149.950904,151,1.006996,true,ok,none,none,none,0.500000,599,128,0.213689,0.786311,true,ok,none,none,no_canonical_status_for_acmp,49,102,0.750000,none,0,false,insufficient_local_neighborhoods,1.000000,0.750000,none,none,none,none,false,insufficient_m3c2_neighborhoods,true,none,3,0.000000,3.000000,30,0.198675,true,ok,1.000000,22,0.145695,0.215686,true,ok
DEBY_LOD2_4907014,raw_lidar,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_4907014_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,149.950904,2951,19.679775,true,ok,ALS,19.078465,0.601310,0.500000,599,599,1.000000,0.000000,true,ok,0.000000,0.000000,direct_comparison_same_arm_metric_not_identical_grid,2927,24,0.750000,0.149794,2927,true,ok,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,true,none,3,0.000000,3.000000,12,0.004066,true,ok,1.000000,0,0.000000,0.000000,true,ok
DEBY_LOD2_4907015,raw_dense,missing_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_4907015_orig_classified.las,building-level clip absent,EPSG:25832,none,168.432642,0,none,false,missing_clip,DIM,0.000000,none,0.500000,674,0,none,none,false,missing_clip,1.000000,none,metric_none,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,insufficient_source_roof_points,true,none,3,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_4907015,raw_acmp,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_4907015_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,168.432642,435,2.582635,true,ok,none,none,none,0.500000,674,292,0.433234,0.566766,true,ok,none,none,no_canonical_status_for_acmp,139,296,0.750000,none,0,false,insufficient_local_neighborhoods,1.000000,0.750000,2,7.918308,7.918308,7.918310,true,ok,true,none,3,0.000000,3.000000,54,0.124138,true,ok,1.000000,78,0.179310,0.263514,true,ok
DEBY_LOD2_4907015,raw_lidar,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_4907015_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,168.432642,3327,19.752703,true,ok,ALS,19.121662,0.631041,0.500000,674,674,1.000000,0.000000,true,ok,0.000000,0.000000,direct_comparison_same_arm_metric_not_identical_grid,3279,48,0.750000,0.143098,3000,true,ok,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,true,none,3,0.000000,3.000000,0,0.000000,true,ok,1.000000,0,0.000000,0.000000,true,ok
DEBY_LOD2_4907016,raw_dense,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_4907016_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,282.209920,0,none,false,no_points,DIM,0.000000,none,0.500000,1130,0,none,none,false,no_points,1.000000,none,metric_none,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,insufficient_source_roof_points,true,none,2,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_4907016,raw_acmp,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_4907016_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,282.209920,664,2.352858,true,ok,none,none,none,0.500000,1130,449,0.397345,0.602655,true,ok,none,none,no_canonical_status_for_acmp,150,514,0.750000,0.236892,3,true,ok,1.000000,0.750000,4,-0.629124,0.630562,0.629964,true,ok,true,none,2,0.000000,3.000000,30,0.045181,true,ok,1.000000,140,0.210843,0.272374,true,ok
DEBY_LOD2_4907016,raw_lidar,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_4907016_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,282.209920,5365,19.010671,true,ok,ALS,18.437555,0.573116,0.500000,1130,1129,0.999115,0.000885,true,ok,0.000885,-0.000000,direct_comparison_same_arm_metric_not_identical_grid,5311,54,0.750000,0.148894,2999,true,ok,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,true,none,2,0.000000,3.000000,0,0.000000,true,ok,1.000000,0,0.000000,0.000000,true,ok
DEBY_LOD2_4907017,raw_dense,missing_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_4907017_orig_classified.las,building-level clip absent,EPSG:25832,none,287.672257,0,none,false,missing_clip,DIM,15.333333,none,0.500000,1150,0,none,none,false,missing_clip,0.989565,none,metric_none,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,missing_lidar_clip,true,none,2,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_4907017,raw_acmp,fallback_fused_acmp_footprint_clip,results/tum_transfer/mob_analysis/p0c_step2/acmp_classified.laz,non-persistent fallback because raw_acmp building clip was absent,EPSG:25832,fused ACMP classified LAZ orthometric +48.0 m to ellip-unified,287.672257,812,2.822657,true,ok,none,none,none,0.500000,1150,381,0.331304,0.668696,true,ok,none,none,no_canonical_status_for_acmp,563,249,0.750000,0.162207,406,true,ok,1.000000,0.750000,none,none,none,none,false,missing_lidar_clip,true,none,2,0.000000,3.000000,65,0.080049,true,ok,1.000000,126,0.155172,0.506024,true,ok
DEBY_LOD2_4907017,raw_lidar,missing_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_4907017_orig_classified.las,building-level clip absent,EPSG:25832,none,287.672257,0,none,false,missing_clip,ALS,18.566957,none,0.500000,1150,0,none,none,false,missing_clip,0.000000,none,metric_none,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,true,none,2,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_4907018,raw_dense,missing_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_4907018_orig_classified.las,building-level clip absent,EPSG:25832,none,257.295189,0,none,false,missing_clip,DIM,82.432159,none,0.500000,1030,0,none,none,false,missing_clip,0.033981,none,metric_none,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,insufficient_source_roof_points,true,none,4,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_4907018,raw_acmp,fallback_fused_acmp_footprint_clip,results/tum_transfer/mob_analysis/p0c_step2/acmp_classified.laz,non-persistent fallback because raw_acmp building clip was absent,EPSG:25832,fused ACMP classified LAZ orthometric +48.0 m to ellip-unified,257.295189,32430,126.041999,true,ok,none,none,none,0.500000,1030,1014,0.984466,0.015534,true,ok,none,none,no_canonical_status_for_acmp,32405,25,0.750000,0.178432,3000,true,ok,1.000000,0.750000,2483,-1.344518,1.733836,1.553474,true,ok,true,none,4,0.000000,3.000000,21,0.000648,true,ok,1.000000,0,0.000000,0.000000,true,ok
DEBY_LOD2_4907018,raw_lidar,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_4907018_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,257.295189,4943,19.211397,true,ok,ALS,18.660175,0.551222,0.500000,1030,1027,0.997087,0.002913,true,ok,0.002913,-0.000000,direct_comparison_same_arm_metric_not_identical_grid,4922,21,0.750000,0.158869,3000,true,ok,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,true,none,4,0.000000,3.000000,0,0.000000,true,ok,1.000000,0,0.000000,0.000000,true,ok
DEBY_LOD2_4907019,raw_dense,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_4907019_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,206.425002,0,none,false,no_points,DIM,0.000000,none,0.500000,827,0,none,none,false,no_points,1.000000,none,metric_none,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,insufficient_source_roof_points,true,none,3,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_4907019,raw_acmp,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_4907019_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,206.425002,106,0.513504,true,ok,none,none,none,0.500000,827,96,0.116082,0.883918,true,ok,none,none,no_canonical_status_for_acmp,102,4,0.750000,none,0,false,insufficient_local_neighborhoods,1.000000,0.750000,none,none,none,none,false,insufficient_m3c2_neighborhoods,true,none,3,0.000000,3.000000,94,0.886792,true,ok,1.000000,2,0.018868,0.500000,true,ok
DEBY_LOD2_4907019,raw_lidar,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_4907019_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,206.425002,3846,18.631464,true,ok,ALS,18.166868,0.464596,0.500000,827,827,1.000000,0.000000,true,ok,0.000000,0.000000,direct_comparison_same_arm_metric_not_identical_grid,3816,30,0.750000,0.141776,2998,true,ok,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,true,none,3,0.000000,3.000000,0,0.000000,true,ok,1.000000,0,0.000000,0.000000,true,ok
DEBY_LOD2_4907020,raw_dense,missing_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_4907020_orig_classified.las,building-level clip absent,EPSG:25832,none,330.553900,0,none,false,missing_clip,DIM,65.397591,none,0.500000,1321,0,none,none,false,missing_clip,0.120363,none,metric_none,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,insufficient_source_roof_points,true,none,2,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_4907020,raw_acmp,fallback_fused_acmp_footprint_clip,results/tum_transfer/mob_analysis/p0c_step2/acmp_classified.laz,non-persistent fallback because raw_acmp building clip was absent,EPSG:25832,fused ACMP classified LAZ orthometric +48.0 m to ellip-unified,330.553900,65934,199.465201,true,ok,none,none,none,0.500000,1321,1319,0.998486,0.001514,true,ok,none,none,no_canonical_status_for_acmp,65197,737,0.750000,0.167168,3000,true,ok,1.000000,0.750000,2499,-1.355195,1.725662,1.563296,true,ok,true,none,2,0.000000,3.000000,57,0.000865,true,ok,1.000000,0,0.000000,0.000000,true,ok
DEBY_LOD2_4907020,raw_lidar,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_4907020_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,330.553900,4441,13.435025,true,ok,ALS,13.041636,0.393389,0.500000,1321,1321,1.000000,0.000000,true,ok,0.000000,0.000000,direct_comparison_same_arm_metric_not_identical_grid,4392,49,0.750000,0.134159,2994,true,ok,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,true,none,2,0.000000,3.000000,0,0.000000,true,ok,1.000000,0,0.000000,0.000000,true,ok
DEBY_LOD2_4907021,raw_dense,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_4907021_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,249.025251,0,none,false,no_points,DIM,0.000000,none,0.500000,1000,0,none,none,false,no_points,1.000000,none,metric_none,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,insufficient_source_roof_points,true,none,12,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_4907021,raw_acmp,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_4907021_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,249.025251,108,0.433691,true,ok,none,none,none,0.500000,1000,101,0.101000,0.899000,true,ok,none,none,no_canonical_status_for_acmp,64,44,0.750000,none,0,false,insufficient_local_neighborhoods,1.000000,0.750000,none,none,none,none,false,insufficient_m3c2_neighborhoods,true,none,12,0.000000,3.000000,44,0.407407,true,ok,1.000000,34,0.314815,0.772727,true,ok
DEBY_LOD2_4907021,raw_lidar,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_4907021_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,249.025251,2702,10.850305,true,ok,ALS,10.693387,0.156918,0.500000,1000,998,0.998000,0.002000,true,ok,0.002000,0.000000,direct_comparison_same_arm_metric_not_identical_grid,2702,0,0.750000,0.132149,2669,true,ok,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,true,none,12,0.000000,3.000000,12,0.004441,true,ok,1.000000,0,0.000000,none,true,ok_no_ground_points
