building_id,arm,clip_source,clip_path,clip_note,crs_xy,z_datum_history,footprint_area_m2,n_points_footprint,pt_density_m2,density_valid,density_reason,status_input,status_rf_pt_density,status_density_delta,grid_cell_m,grid_n_cells,grid_occupied_cells,coverage_frac,hole_frac,coverage_valid,coverage_reason,status_rf_nodata_frac,status_hole_delta,status_compare_note,roof_point_count,ground_point_count,local_plane_radius_m,local_plane_rms_m,local_plane_core_count,local_plane_valid,local_plane_reason,m3c2_normal_radius_m,m3c2_proj_radius_m,m3c2_core_count,m3c2_mean_m,m3c2_median_abs_m,m3c2_rms_m,m3c2_valid,m3c2_reason,ref_valid_345,ref_invalid_reason,ref_roof_surface_count,ref_lookup_miss_frac,floater_margin_m,floater_count,floater_frac,floater_valid,floater_reason,label_proxy_roof_minus_m,ground_high_count,label_proxy_frac_all,label_proxy_frac_ground,label_proxy_valid,label_proxy_reason
DEBY_LOD2_104583447,raw_dense,missing_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_104583447_orig_classified.las,building-level clip absent,EPSG:25832,none,6.082100,0,none,false,missing_clip,DIM,36.666668,none,0.500000,24,0,none,none,false,missing_clip,0.500000,none,metric_none,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,missing_lidar_clip,true,none,1,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_104583447,raw_acmp,fallback_fused_acmp_footprint_clip,results/tum_transfer/mob_analysis/p0c_step2/acmp_classified.laz,non-persistent fallback because raw_acmp building clip was absent,EPSG:25832,fused ACMP classified LAZ orthometric +48.0 m to ellip-unified,6.082100,341,56.066161,true,ok,none,none,none,0.500000,24,22,0.916667,0.083333,true,ok,none,none,no_canonical_status_for_acmp,341,0,0.750000,0.254064,337,true,ok,1.000000,0.750000,none,none,none,none,false,missing_lidar_clip,true,none,1,0.000000,3.000000,10,0.029326,true,ok,1.000000,0,0.000000,none,true,ok_no_ground_points
DEBY_LOD2_104583447,raw_lidar,missing_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_104583447_orig_classified.las,building-level clip absent,EPSG:25832,none,6.082100,0,none,false,missing_clip,ALS,17.333334,none,0.500000,24,0,none,none,false,missing_clip,0.000000,none,metric_none,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,true,none,1,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_104583794,raw_dense,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_104583794_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,6.387450,0,none,false,no_points,DIM,0.000000,none,0.500000,25,0,none,none,false,no_points,1.000000,none,metric_none,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,insufficient_source_roof_points,true,none,1,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_104583794,raw_acmp,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_104583794_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,6.387450,1,0.156557,true,ok,none,none,none,0.500000,25,1,0.040000,0.960000,true,ok,none,none,no_canonical_status_for_acmp,0,1,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,insufficient_source_roof_points,true,none,1,0.000000,3.000000,1,1.000000,true,ok,1.000000,1,1.000000,1.000000,true,ok
DEBY_LOD2_104583794,raw_lidar,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_104583794_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,6.387450,131,20.508967,true,ok,ALS,18.080000,2.428967,0.500000,25,25,1.000000,0.000000,true,ok,0.000000,0.000000,direct_comparison_same_arm_metric_not_identical_grid,108,23,0.750000,0.223805,105,true,ok,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,true,none,1,0.000000,3.000000,0,0.000000,true,ok,1.000000,0,0.000000,0.000000,true,ok
DEBY_LOD2_104586480,raw_dense,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_104586480_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,14.770800,5508,372.897880,true,ok,DIM,978.620667,-605.722787,0.500000,58,58,1.000000,0.000000,true,ok,0.000000,0.000000,direct_comparison_same_arm_metric_not_identical_grid,2347,3161,0.750000,0.151630,2347,true,ok,1.000000,0.750000,25,-0.079541,0.119407,0.118411,true,ok,false,"DIM footprint interior is dominated by ground-class points while ALS has almost no ground-class interior; coverage is high, so the failure is treated as reference or temporal mismatch candidate.",1,0.000000,3.000000,1309,0.237654,true,ok,1.000000,0,0.000000,0.000000,true,ok
DEBY_LOD2_104586480,raw_acmp,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_104586480_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,14.770800,6711,454.342351,true,ok,none,none,none,0.500000,58,58,1.000000,0.000000,true,ok,none,none,no_canonical_status_for_acmp,3804,2907,0.750000,0.099837,2997,true,ok,1.000000,0.750000,25,-0.220898,0.261534,0.254306,true,ok,false,"DIM footprint interior is dominated by ground-class points while ALS has almost no ground-class interior; coverage is high, so the failure is treated as reference or temporal mismatch candidate.",1,0.000000,3.000000,1217,0.181344,true,ok,1.000000,0,0.000000,0.000000,true,ok
DEBY_LOD2_104586480,raw_lidar,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_104586480_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,14.770800,175,11.847700,true,ok,ALS,10.827586,1.020114,0.500000,58,58,1.000000,0.000000,true,ok,0.000000,0.000000,direct_comparison_same_arm_metric_not_identical_grid,41,134,0.750000,0.136660,23,true,ok,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,false,"DIM footprint interior is dominated by ground-class points while ALS has almost no ground-class interior; coverage is high, so the failure is treated as reference or temporal mismatch candidate.",1,0.000000,3.000000,19,0.108571,true,ok,1.000000,0,0.000000,0.000000,true,ok
DEBY_LOD2_107802038,raw_dense,missing_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_107802038_orig_classified.las,building-level clip absent,EPSG:25832,none,388.471650,0,none,false,missing_clip,DIM,0.000000,none,0.500000,1554,0,none,none,false,missing_clip,1.000000,none,metric_none,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,insufficient_source_roof_points,true,none,1,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_107802038,raw_acmp,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_107802038_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,388.471650,75,0.193064,true,ok,none,none,none,0.500000,1554,71,0.045689,0.954311,true,ok,none,none,no_canonical_status_for_acmp,73,2,0.750000,none,0,false,insufficient_local_neighborhoods,1.000000,0.750000,none,none,none,none,false,insufficient_m3c2_neighborhoods,true,none,1,0.000000,3.000000,68,0.906667,true,ok,1.000000,1,0.013333,0.500000,true,ok
DEBY_LOD2_107802038,raw_lidar,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_107802038_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,388.471650,7010,18.045075,true,ok,ALS,17.390856,0.654219,0.500000,1554,1554,1.000000,0.000000,true,ok,0.000000,0.000000,direct_comparison_same_arm_metric_not_identical_grid,6962,48,0.750000,0.141489,2997,true,ok,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,true,none,1,0.000000,3.000000,0,0.000000,true,ok,1.000000,0,0.000000,0.000000,true,ok
DEBY_LOD2_107807336,raw_dense,missing_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_107807336_orig_classified.las,building-level clip absent,EPSG:25832,none,100.625850,0,none,false,missing_clip,DIM,0.000000,none,0.500000,403,0,none,none,false,missing_clip,1.000000,none,metric_none,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,insufficient_source_roof_points,true,none,1,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_107807336,raw_acmp,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_107807336_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,100.625850,25,0.248445,true,ok,none,none,none,0.500000,403,22,0.054591,0.945409,true,ok,none,none,no_canonical_status_for_acmp,23,2,0.750000,none,0,false,insufficient_local_neighborhoods,1.000000,0.750000,none,none,none,none,false,insufficient_m3c2_neighborhoods,true,none,1,0.000000,3.000000,25,1.000000,true,ok,1.000000,2,0.080000,1.000000,true,ok
DEBY_LOD2_107807336,raw_lidar,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_107807336_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,100.625850,1816,18.047053,true,ok,ALS,17.293531,0.753522,0.500000,403,402,0.997519,0.002481,true,ok,0.002481,0.000000,direct_comparison_same_arm_metric_not_identical_grid,1708,108,0.750000,0.151071,1702,true,ok,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,true,none,1,0.000000,3.000000,34,0.018722,true,ok,1.000000,0,0.000000,0.000000,true,ok
DEBY_LOD2_108246888,raw_dense,missing_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_108246888_orig_classified.las,building-level clip absent,EPSG:25832,none,13.961250,0,none,false,missing_clip,DIM,85.886795,none,0.500000,56,0,none,none,false,missing_clip,0.053571,none,metric_none,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,insufficient_source_roof_points,true,none,4,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_108246888,raw_acmp,fallback_fused_acmp_footprint_clip,results/tum_transfer/mob_analysis/p0c_step2/acmp_classified.laz,non-persistent fallback because raw_acmp building clip was absent,EPSG:25832,fused ACMP classified LAZ orthometric +48.0 m to ellip-unified,13.961250,2914,208.720566,true,ok,none,none,none,0.500000,56,56,1.000000,0.000000,true,ok,none,none,no_canonical_status_for_acmp,2617,297,0.750000,0.194278,2617,true,ok,1.000000,0.750000,235,-2.089080,2.195668,2.201038,true,ok,true,none,4,0.000000,3.000000,0,0.000000,true,ok,1.000000,0,0.000000,0.000000,true,ok
DEBY_LOD2_108246888,raw_lidar,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_108246888_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,13.961250,273,19.554123,true,ok,ALS,18.285715,1.268408,0.500000,56,56,1.000000,0.000000,true,ok,0.000000,0.000000,direct_comparison_same_arm_metric_not_identical_grid,238,35,0.750000,0.105120,233,true,ok,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,true,none,4,0.000000,3.000000,1,0.003663,true,ok,1.000000,0,0.000000,0.000000,true,ok
DEBY_LOD2_108247349,raw_dense,missing_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_108247349_orig_classified.las,building-level clip absent,EPSG:25832,none,101.102650,0,none,false,missing_clip,DIM,none,none,0.500000,402,0,none,none,false,missing_clip,none,none,status_numeric_parse_failed,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,missing_lidar_clip,true,none,1,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_108247349,raw_acmp,fallback_fused_acmp_footprint_clip,results/tum_transfer/mob_analysis/p0c_step2/acmp_classified.laz,non-persistent fallback because raw_acmp building clip was absent,EPSG:25832,fused ACMP classified LAZ orthometric +48.0 m to ellip-unified,101.102650,7,0.069237,true,ok,none,none,none,0.500000,402,5,0.012438,0.987562,true,ok,none,none,no_canonical_status_for_acmp,6,1,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,missing_lidar_clip,true,none,1,0.000000,3.000000,5,0.714286,true,ok,1.000000,1,0.142857,1.000000,true,ok
DEBY_LOD2_108247349,raw_lidar,missing_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_108247349_orig_classified.las,building-level clip absent,EPSG:25832,none,101.102650,0,none,false,missing_clip,ALS,none,none,0.500000,402,0,none,none,false,missing_clip,none,none,status_numeric_parse_failed,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,true,none,1,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_108247350,raw_dense,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_108247350_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,12.137050,13,1.071100,true,ok,DIM,9.142858,-8.071758,0.500000,48,6,0.125000,0.875000,true,ok,0.854167,0.020833,direct_comparison_same_arm_metric_not_identical_grid,0,13,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,insufficient_source_roof_points,true,none,1,0.000000,3.000000,13,1.000000,true,ok,1.000000,13,1.000000,1.000000,true,ok
DEBY_LOD2_108247350,raw_acmp,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_108247350_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,12.137050,114,9.392727,true,ok,none,none,none,0.500000,48,38,0.791667,0.208333,true,ok,none,none,no_canonical_status_for_acmp,114,0,0.750000,0.232974,96,true,ok,1.000000,0.750000,106,9.509199,13.099544,13.111461,true,ok,true,none,1,0.000000,3.000000,114,1.000000,true,ok,1.000000,0,0.000000,none,true,ok_no_ground_points
DEBY_LOD2_108247350,raw_lidar,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_108247350_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,12.137050,168,13.841914,true,ok,ALS,13.391304,0.450610,0.500000,48,46,0.958333,0.041667,true,ok,0.041667,-0.000000,direct_comparison_same_arm_metric_not_identical_grid,162,6,0.750000,0.171617,155,true,ok,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,true,none,1,0.000000,3.000000,17,0.101190,true,ok,1.000000,0,0.000000,0.000000,true,ok
DEBY_LOD2_108247351,raw_dense,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_108247351_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,65.278500,11,0.168509,true,ok,DIM,4.500000,-4.331491,0.500000,260,8,0.030769,0.969231,true,ok,0.969231,-0.000000,direct_comparison_same_arm_metric_not_identical_grid,0,11,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,insufficient_source_roof_points,true,none,1,0.000000,3.000000,11,1.000000,true,ok,1.000000,11,1.000000,1.000000,true,ok
DEBY_LOD2_108247351,raw_acmp,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_108247351_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,65.278500,278,4.258676,true,ok,none,none,none,0.500000,260,86,0.330769,0.669231,true,ok,none,none,no_canonical_status_for_acmp,265,13,0.750000,0.194245,207,true,ok,1.000000,0.750000,339,6.938414,6.848302,9.167234,true,ok,true,none,1,0.000000,3.000000,276,0.992806,true,ok,1.000000,13,0.046763,1.000000,true,ok
DEBY_LOD2_108247351,raw_lidar,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_108247351_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,65.278500,1204,18.444051,true,ok,ALS,17.861538,0.582513,0.500000,260,260,1.000000,0.000000,true,ok,0.000000,0.000000,direct_comparison_same_arm_metric_not_identical_grid,1190,14,0.750000,0.174076,1186,true,ok,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,true,none,1,0.000000,3.000000,109,0.090532,true,ok,1.000000,0,0.000000,0.000000,true,ok
DEBY_LOD2_108247714,raw_dense,missing_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_108247714_orig_classified.las,building-level clip absent,EPSG:25832,none,34.270400,0,none,false,missing_clip,DIM,46.814816,none,0.500000,137,0,none,none,false,missing_clip,0.014599,none,metric_none,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,missing_lidar_clip,true,none,1,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_108247714,raw_acmp,fallback_fused_acmp_footprint_clip,results/tum_transfer/mob_analysis/p0c_step2/acmp_classified.laz,non-persistent fallback because raw_acmp building clip was absent,EPSG:25832,fused ACMP classified LAZ orthometric +48.0 m to ellip-unified,34.270400,4893,142.776273,true,ok,none,none,none,0.500000,137,137,1.000000,0.000000,true,ok,none,none,no_canonical_status_for_acmp,4850,43,0.750000,0.078500,3000,true,ok,1.000000,0.750000,none,none,none,none,false,missing_lidar_clip,true,none,1,0.000000,3.000000,2,0.000409,true,ok,1.000000,0,0.000000,0.000000,true,ok
DEBY_LOD2_108247714,raw_lidar,missing_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_108247714_orig_classified.las,building-level clip absent,EPSG:25832,none,34.270400,0,none,false,missing_clip,ALS,8.000000,none,0.500000,137,0,none,none,false,missing_clip,0.941606,none,metric_none,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,true,none,1,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_108250120,raw_dense,missing_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_108250120_orig_classified.las,building-level clip absent,EPSG:25832,none,46.818150,0,none,false,missing_clip,DIM,25.862068,none,0.500000,188,0,none,none,false,missing_clip,0.691489,none,metric_none,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,missing_lidar_clip,true,none,1,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_108250120,raw_acmp,fallback_fused_acmp_footprint_clip,results/tum_transfer/mob_analysis/p0c_step2/acmp_classified.laz,non-persistent fallback because raw_acmp building clip was absent,EPSG:25832,fused ACMP classified LAZ orthometric +48.0 m to ellip-unified,46.818150,1066,22.768948,true,ok,none,none,none,0.500000,188,104,0.553191,0.446809,true,ok,none,none,no_canonical_status_for_acmp,935,131,0.750000,0.158789,926,true,ok,1.000000,0.750000,none,none,none,none,false,missing_lidar_clip,true,none,1,0.000000,3.000000,167,0.156660,true,ok,1.000000,0,0.000000,0.000000,true,ok
DEBY_LOD2_108250120,raw_lidar,missing_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_108250120_orig_classified.las,building-level clip absent,EPSG:25832,none,46.818150,0,none,false,missing_clip,ALS,15.413043,none,0.500000,188,0,none,none,false,missing_clip,0.021277,none,metric_none,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,true,none,1,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_108580335,raw_dense,missing_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_108580335_orig_classified.las,building-level clip absent,EPSG:25832,none,1020.870370,0,none,false,missing_clip,DIM,145.979919,none,0.500000,4083,0,none,none,false,missing_clip,0.000000,none,metric_none,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,missing_lidar_clip,true,none,10,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_108580335,raw_acmp,fallback_fused_acmp_footprint_clip,results/tum_transfer/mob_analysis/p0c_step2/acmp_classified.laz,non-persistent fallback because raw_acmp building clip was absent,EPSG:25832,fused ACMP classified LAZ orthometric +48.0 m to ellip-unified,1020.870370,207288,203.050266,true,ok,none,none,none,0.500000,4083,4083,1.000000,0.000000,true,ok,none,none,no_canonical_status_for_acmp,205120,2168,0.750000,0.194369,3000,true,ok,1.000000,0.750000,none,none,none,none,false,missing_lidar_clip,true,none,10,0.000000,3.000000,152,0.000733,true,ok,1.000000,0,0.000000,0.000000,true,ok
DEBY_LOD2_108580335,raw_lidar,missing_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_108580335_orig_classified.las,building-level clip absent,EPSG:25832,none,1020.870370,0,none,false,missing_clip,ALS,10.847725,none,0.500000,4083,0,none,none,false,missing_clip,0.004409,none,metric_none,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,true,none,10,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_108580336,raw_dense,missing_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_108580336_orig_classified.las,building-level clip absent,EPSG:25832,none,4799.452335,0,none,false,missing_clip,DIM,356.527710,none,0.500000,19197,0,none,none,false,missing_clip,0.000000,none,metric_none,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,insufficient_source_roof_points,true,none,17,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_108580336,raw_acmp,fallback_fused_acmp_footprint_clip,results/tum_transfer/mob_analysis/p0c_step2/acmp_classified.laz,non-persistent fallback because raw_acmp building clip was absent,EPSG:25832,fused ACMP classified LAZ orthometric +48.0 m to ellip-unified,4799.452335,1640657,341.842545,true,ok,none,none,none,0.500000,19197,19197,1.000000,0.000000,true,ok,none,none,no_canonical_status_for_acmp,1486612,154045,0.750000,0.222899,2996,true,ok,1.000000,0.750000,2499,-1.719041,2.181716,2.079828,true,ok,true,none,17,0.000000,3.000000,51086,0.031138,true,ok,1.000000,2930,0.001786,0.019020,true,ok
DEBY_LOD2_108580336,raw_lidar,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_108580336_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,4799.452335,89825,18.715677,true,ok,ALS,18.559450,0.156227,0.500000,19197,19174,0.998802,0.001198,true,ok,0.001250,-0.000052,direct_comparison_same_arm_metric_not_identical_grid,75290,14535,0.750000,0.155525,2995,true,ok,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,true,none,17,0.000000,3.000000,2874,0.031996,true,ok,1.000000,13953,0.155335,0.959959,true,ok
DEBY_LOD2_42364607,raw_dense,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_42364607_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,90.440800,0,none,false,no_points,DIM,0.000000,none,0.500000,361,0,none,none,false,no_points,1.000000,none,metric_none,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,insufficient_source_roof_points,true,none,1,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_42364607,raw_acmp,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_42364607_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,90.440800,13,0.143740,true,ok,none,none,none,0.500000,361,8,0.022161,0.977839,true,ok,none,none,no_canonical_status_for_acmp,11,2,0.750000,none,0,false,insufficient_local_neighborhoods,1.000000,0.750000,none,none,none,none,false,insufficient_m3c2_neighborhoods,true,none,1,0.000000,3.000000,13,1.000000,true,ok,1.000000,2,0.153846,1.000000,true,ok
DEBY_LOD2_42364607,raw_lidar,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_42364607_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,90.440800,1615,17.856985,true,ok,ALS,17.329639,0.527346,0.500000,361,361,1.000000,0.000000,true,ok,0.000000,0.000000,direct_comparison_same_arm_metric_not_identical_grid,233,1382,0.750000,0.099919,146,true,ok,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,true,none,1,0.000000,3.000000,8,0.004954,true,ok,1.000000,0,0.000000,0.000000,true,ok
DEBY_LOD2_42364609,raw_dense,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_42364609_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,16.445355,506,30.768567,true,ok,DIM,36.571430,-5.802863,0.500000,67,56,0.835821,0.164179,true,ok,0.164179,0.000000,direct_comparison_same_arm_metric_not_identical_grid,48,458,0.750000,0.051754,45,true,ok,1.000000,0.750000,73,-1.089884,0.969165,1.285081,true,ok,true,none,1,0.000000,3.000000,0,0.000000,true,ok,1.000000,0,0.000000,0.000000,true,ok
DEBY_LOD2_42364609,raw_acmp,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_acmp/DEBY_LOD2_42364609_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,16.445355,1423,86.528993,true,ok,none,none,none,0.500000,67,63,0.940299,0.059701,true,ok,none,none,no_canonical_status_for_acmp,47,1376,0.750000,0.007896,46,true,ok,1.000000,0.750000,32,-0.243947,0.238410,0.446506,true,ok,true,none,1,0.000000,3.000000,1,0.000703,true,ok,1.000000,0,0.000000,0.000000,true,ok
DEBY_LOD2_42364609,raw_lidar,existing_mob_eval_clip,phases/p0-audit/runs/mob_eval/raw_lidar/DEBY_LOD2_42364609_orig_classified.las,,EPSG:25832,ellip-unified existing classified clip,16.445355,349,21.221798,true,ok,ALS,19.940298,1.281500,0.500000,67,67,1.000000,0.000000,true,ok,0.000000,0.000000,direct_comparison_same_arm_metric_not_identical_grid,327,22,0.750000,0.177931,327,true,ok,1.000000,0.750000,none,none,none,none,false,not_applicable_lidar_self,true,none,1,0.000000,3.000000,1,0.002865,true,ok,1.000000,0,0.000000,0.000000,true,ok
DEBY_LOD2_42364657,raw_dense,missing_clip,phases/p0-audit/runs/mob_eval/raw_dense/DEBY_LOD2_42364657_orig_classified.las,building-level clip absent,EPSG:25832,none,107.301025,0,none,false,missing_clip,DIM,54.701176,none,0.500000,429,0,none,none,false,missing_clip,0.009324,none,metric_none,0,0,0.750000,none,0,false,insufficient_roof_points,1.000000,0.750000,none,none,none,none,false,insufficient_source_roof_points,true,none,1,0.000000,3.000000,0,none,false,no_points,1.000000,0,none,none,false,no_points
DEBY_LOD2_42364657,raw_acmp,fallback_fused_acmp_footprint_clip,results/tum_transfer/mob_analysis/p0c_step2/acmp_classified.laz,non-persistent fallback because raw_acmp building clip was absent,EPSG:25832,fused ACMP classified LAZ orthometric +48.0 m to ellip-unified,107.301025,14249,132.794631,true,ok,none,none,none,0.500000,429,429,1.000000,0.000000,true,ok,none,none,no_canonical_status_for_acmp,7162,7087,0.750000,0.163391,2999,true,ok,1.000000,0.750000,1216,-2.054338,2.231266,2.181529,true,ok,true,none,1,0.000000,3.000000,6,0.000421,true,ok,1.000000,3,0.000211,0.000423,true,ok
