setting,n,has_lod22,val3dity_valid,not_built,roof0_success,invalid_or_collapse,assembled,mean_coverage_pre_minobs,mean_coverage_post_minobs,mean_coverage_post_sor,mean_completeness,mean_correctness,median_ref_rms_m,mean_ref_rms_m,delta_coverage_post_sor_vs_base,delta_correctness_vs_base,delta_ref_rms_m_vs_base
base,36,20,29,16,0,7,13,0.6699,0.2889,0.1578,0.2917,0.7283,4.4294,5.4449,,,
