record_type,phase,replicate,run_name,config,config_sha256,base_config,base_config_sha256,base_invariant_key_count,base_invariant_fingerprint,derived_invariant_fingerprint,invariant_match,seed,max_iter,semantic_active_start,semantic_active_end,semantic_active_updates,w_semdepth_smooth,w_semdepth_plane,w_semdepth_total,w_boundary_normal,semdepth_scale,nb_scale,gate_attempt,loss_grad_audit_every,semantic_geometry_audit_every,semantic_pi_event_until_positive,semantic_delta_keys,gate_control_keys,audit_control_keys,recording_only_keys,densify_audit_buildings,densify_audit_added_buildings,out_dir,semantic_region_cache,cache_expected_files,cache_present_files,cache_ready_at_generation,claim_scope,denominator_contract,human_verdict,human_verdict_reason,artifact,path,sha256,bytes,data_rows,required_fields,schema_status,canonical_mutated,pipeline_order
training_config,gate,gate,gs_e5_C001_s3a_semantic_guided_gate,configs/tum_mob/e5_s3_semantic_guided/gs_e5_C001_s3a_semantic_guided_gate.yaml,2f48bed44ece638bf83bbce0cd946454d28840d1f6a056ce132c65bbe8c55def,configs/tum_mob/e5_s2p_interaction/gs_e5_C001_s2p_arm1p_dense_r1.yaml,bdd3d229e6ae8052e60d5d8bbff26d670c62008326ee6ed4d8ee81970a4146df,67,a410801dbc5c1f8da22d9dd7e7f56befa3c07a23d7b740accc1347fca6873bf2,a410801dbc5c1f8da22d9dd7e7f56befa3c07a23d7b740accc1347fca6873bf2,true,2001,2500,1500,2499,1000,0.25,0.25,0.5,0.01,1.0,1.0,1,100,10,true,w_semdepth_smooth;w_semdepth_plane;w_boundary_normal;semantic_geometry_warmup;semantic_roof_class;semantic_alpha_threshold;semantic_source_component_min_pixels;semantic_component_connectivity;semantic_footprint_buffer_m;semantic_cutline_half_width_px;semantic_plane_min_pixels;semantic_plane_refit_every;semantic_huber_delta;semantic_plane_irls_iterations;semantic_boundary_band_px;semantic_pi_target_buildings;semantic_pi_event_until_positive,max_iter,loss_grad_audit_every;semantic_geometry_audit_every,out_dir;semantic_region_cache;densify_audit_buildings,DEBY_LOD2_4907202;DEBY_LOD2_4908168;DEBY_LOD2_4908178;DEBY_LOD2_4907184;DEBY_LOD2_4907199;DEBY_LOD2_8568391;DEBY_LOD2_8568392,DEBY_LOD2_4907199;DEBY_LOD2_8568391;DEBY_LOD2_8568392,/workspace/JointBuildGS/results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_gate,/workspace/JointBuildGS/results/tum_transfer/e5_s3/C001/semantic_regions,428,428,true,oracle class+instance-address mechanism upper bound; not a battlefield win; S3-B forbids the oracle ID map and owns the FM/paper claim,primary effective components include combined semdepth and boundary_normal once; smooth/plane audit_only,,,,,,,,,,,
training_config,gate_regate,gate2,gs_e5_C001_s3a_semantic_guided_gate_half_once,configs/tum_mob/e5_s3_semantic_guided/gs_e5_C001_s3a_semantic_guided_gate_half_once.yaml,dce6deb93d8fd63f8752314a06f54196ea5b791be3e2242a63a98d6858a9328d,configs/tum_mob/e5_s2p_interaction/gs_e5_C001_s2p_arm1p_dense_r1.yaml,bdd3d229e6ae8052e60d5d8bbff26d670c62008326ee6ed4d8ee81970a4146df,67,a410801dbc5c1f8da22d9dd7e7f56befa3c07a23d7b740accc1347fca6873bf2,a410801dbc5c1f8da22d9dd7e7f56befa3c07a23d7b740accc1347fca6873bf2,true,2001,2500,1500,2499,1000,0.125,0.125,0.25,0.01,0.5,1.0,2,100,10,true,w_semdepth_smooth;w_semdepth_plane;w_boundary_normal;semantic_geometry_warmup;semantic_roof_class;semantic_alpha_threshold;semantic_source_component_min_pixels;semantic_component_connectivity;semantic_footprint_buffer_m;semantic_cutline_half_width_px;semantic_plane_min_pixels;semantic_plane_refit_every;semantic_huber_delta;semantic_plane_irls_iterations;semantic_boundary_band_px;semantic_pi_target_buildings;semantic_pi_event_until_positive,max_iter,loss_grad_audit_every;semantic_geometry_audit_every,out_dir;semantic_region_cache;densify_audit_buildings,DEBY_LOD2_4907202;DEBY_LOD2_4908168;DEBY_LOD2_4908178;DEBY_LOD2_4907184;DEBY_LOD2_4907199;DEBY_LOD2_8568391;DEBY_LOD2_8568392,DEBY_LOD2_4907199;DEBY_LOD2_8568391;DEBY_LOD2_8568392,/workspace/JointBuildGS/results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_gate_half_once,/workspace/JointBuildGS/results/tum_transfer/e5_s3/C001/semantic_regions,428,428,true,oracle class+instance-address mechanism upper bound; not a battlefield win; S3-B forbids the oracle ID map and owns the FM/paper claim,primary effective components include combined semdepth and boundary_normal once; smooth/plane audit_only,,,,,,,,,,,
training_config,full_human_authorized,r1,gs_e5_C001_s3a_semantic_guided_r1,configs/tum_mob/e5_s3_semantic_guided/gs_e5_C001_s3a_semantic_guided_r1.yaml,28145a0926381fe8e11350928f7f109f9893179a3ddbd86c9816b750c9086a82,configs/tum_mob/e5_s2p_interaction/gs_e5_C001_s2p_arm1p_dense_r1.yaml,bdd3d229e6ae8052e60d5d8bbff26d670c62008326ee6ed4d8ee81970a4146df,67,a410801dbc5c1f8da22d9dd7e7f56befa3c07a23d7b740accc1347fca6873bf2,a410801dbc5c1f8da22d9dd7e7f56befa3c07a23d7b740accc1347fca6873bf2,true,2001,30000,1500,29999,28500,0.125,0.125,0.25,0.01,0.5,1.0,0,500,5000,false,w_semdepth_smooth;w_semdepth_plane;w_boundary_normal;semantic_geometry_warmup;semantic_roof_class;semantic_alpha_threshold;semantic_source_component_min_pixels;semantic_component_connectivity;semantic_footprint_buffer_m;semantic_cutline_half_width_px;semantic_plane_min_pixels;semantic_plane_refit_every;semantic_huber_delta;semantic_plane_irls_iterations;semantic_boundary_band_px;semantic_pi_target_buildings;semantic_pi_event_until_positive,max_iter,loss_grad_audit_every;semantic_geometry_audit_every,out_dir;semantic_region_cache;densify_audit_buildings,DEBY_LOD2_4907202;DEBY_LOD2_4908168;DEBY_LOD2_4908178;DEBY_LOD2_4907184;DEBY_LOD2_4907199;DEBY_LOD2_8568391;DEBY_LOD2_8568392,DEBY_LOD2_4907199;DEBY_LOD2_8568391;DEBY_LOD2_8568392,/workspace/JointBuildGS/results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r1,/workspace/JointBuildGS/results/tum_transfer/e5_s3/C001/semantic_regions,428,428,true,oracle class+instance-address mechanism upper bound; not a battlefield win; S3-B forbids the oracle ID map and owns the FM/paper claim,primary effective components include combined semdepth and boundary_normal once; smooth/plane audit_only,pass_by_kim_20260714,P-I reclassified as measurement,,,,,,,,,
training_config,full_human_authorized,r2,gs_e5_C001_s3a_semantic_guided_r2,configs/tum_mob/e5_s3_semantic_guided/gs_e5_C001_s3a_semantic_guided_r2.yaml,ad0baee1f19ced010355391e5f3a8030999cbfa78a9cfdf2365ed1955a49786f,configs/tum_mob/e5_s2p_interaction/gs_e5_C001_s2p_arm1p_dense_r1.yaml,bdd3d229e6ae8052e60d5d8bbff26d670c62008326ee6ed4d8ee81970a4146df,67,a410801dbc5c1f8da22d9dd7e7f56befa3c07a23d7b740accc1347fca6873bf2,a410801dbc5c1f8da22d9dd7e7f56befa3c07a23d7b740accc1347fca6873bf2,true,2001,30000,1500,29999,28500,0.125,0.125,0.25,0.01,0.5,1.0,0,500,5000,false,w_semdepth_smooth;w_semdepth_plane;w_boundary_normal;semantic_geometry_warmup;semantic_roof_class;semantic_alpha_threshold;semantic_source_component_min_pixels;semantic_component_connectivity;semantic_footprint_buffer_m;semantic_cutline_half_width_px;semantic_plane_min_pixels;semantic_plane_refit_every;semantic_huber_delta;semantic_plane_irls_iterations;semantic_boundary_band_px;semantic_pi_target_buildings;semantic_pi_event_until_positive,max_iter,loss_grad_audit_every;semantic_geometry_audit_every,out_dir;semantic_region_cache;densify_audit_buildings,DEBY_LOD2_4907202;DEBY_LOD2_4908168;DEBY_LOD2_4908178;DEBY_LOD2_4907184;DEBY_LOD2_4907199;DEBY_LOD2_8568391;DEBY_LOD2_8568392,DEBY_LOD2_4907199;DEBY_LOD2_8568391;DEBY_LOD2_8568392,/workspace/JointBuildGS/results/tum_transfer/e5_s3_semantic_guided/C001/runs/gs_e5_C001_s3a_semantic_guided_r2,/workspace/JointBuildGS/results/tum_transfer/e5_s3/C001/semantic_regions,428,428,true,oracle class+instance-address mechanism upper bound; not a battlefield win; S3-B forbids the oracle ID map and owns the FM/paper claim,primary effective components include combined semdepth and boundary_normal once; smooth/plane audit_only,pass_by_kim_20260714,P-I reclassified as measurement,,,,,,,,,
downstream_artifact,final_readout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oracle-label mechanism upper bound; not FM/paper claim,,,,semantic_gate_reference,docs/e5_c001_s3_semantic_gate.csv,f72bb205e79f598be82271577389b0c434e64a91dd5a00612df2df889194edca,26894,36,row_type;building_id;iou,pass,false,final checkpoint -> canonical base pointcloudification -> Roofer assembly -> original val3dity -> ring-only 405 overlay -> repaired val3dity/evaluation
downstream_artifact,final_readout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oracle-label mechanism upper bound; not FM/paper claim,,,,seed_inventory,docs/e5_c001_s3_seed_inventory.csv,a01d6e494cb84f5c71c0ef42df8d36d54d48ff697416f23525bb45560a431742,5305,6,building_id;sfm_seed_points_in_footprint;initial_gaussians_in_footprint,pass,false,final checkpoint -> canonical base pointcloudification -> Roofer assembly -> original val3dity -> ring-only 405 overlay -> repaired val3dity/evaluation
downstream_artifact,final_readout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oracle-label mechanism upper bound; not FM/paper claim,,,,normal_multiview,docs/e5_c001_s3_normal_multiview.csv,2f10312152c12b55496e5d80971f78eccb6ad9ca39d9a31c31c48bb19fe3f8ab,40174,70,building_id;view_rank;building_angle_error_median_deg_absdot,pass,false,final checkpoint -> canonical base pointcloudification -> Roofer assembly -> original val3dity -> ring-only 405 overlay -> repaired val3dity/evaluation
downstream_artifact,final_readout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oracle-label mechanism upper bound; not FM/paper claim,,,,loss_gate_and_full_audit,docs/e5_c001_s3_loss_gate_audit.csv,e38afffdfe64e5c0328b4feff0f3b8ace90107cf5abe600fbb05b1fda825f9c2,568710,916,record_type;run_name,pass,false,final checkpoint -> canonical base pointcloudification -> Roofer assembly -> original val3dity -> ring-only 405 overlay -> repaired val3dity/evaluation
downstream_artifact,final_readout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oracle-label mechanism upper bound; not FM/paper claim,,,,timeline_roofcrop,docs/e5_c001_s3_timeline_roofcrop.csv,2419c2ca2108b0b8610bbcc380a2a18f28762ead7745ef94fa0e1c70c4a64edc,23454,84,arm;replicate;run_name;step;ckpt;building_id;n_gaussians_in_footprint;z_p50;z_std;opacity_p50;count_definition,pass,false,final checkpoint -> canonical base pointcloudification -> Roofer assembly -> original val3dity -> ring-only 405 overlay -> repaired val3dity/evaluation
downstream_artifact,final_readout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oracle-label mechanism upper bound; not FM/paper claim,,,,checkpoint_gradient_pairing,docs/e5_c001_s3_checkpoint_gradient_pairing.csv,44192125a97bc186e6a4f04889844db5c7039bd73b8ad53d8f21e14b0e6c87b9,186170,228,record_type;claim_scope;run_name;step;building_id;semdepth_depth_grad_norm;semdepth_depth_grad_rms;semdepth_depth_grad_norm_share;semdepth_depth_grad_nonzero_pixel_count;alpha_valid_pixel_count;depth_anchor_pixel_count;plane_residual_huber_mean,pass,false,final checkpoint -> canonical base pointcloudification -> Roofer assembly -> original val3dity -> ring-only 405 overlay -> repaired val3dity/evaluation
downstream_artifact,final_readout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oracle-label mechanism upper bound; not FM/paper claim,,,,densify_log,docs/e5_c001_s3_densify_log.csv,ffa3055df1a22a12197f84e1165e9c27dad8f76797b02b016609891dd03fe1f1,11023,56,arm;replicate;run_name;interval_start_exclusive;interval_end_inclusive;building_id;duplicate_events;split_events;total_events;audit_steps;source,pass,false,final checkpoint -> canonical base pointcloudification -> Roofer assembly -> original val3dity -> ring-only 405 overlay -> repaired val3dity/evaluation
downstream_artifact,final_readout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oracle-label mechanism upper bound; not FM/paper claim,,,,405_rescore_building,docs/e5_c001_s3_405_rescore_building.csv,aebffba545a5fc8baaefdace19ed5b5bc9f9db19e65e6d58c64636de4edfd0d9,15223,36,building_id;run_name;setting;ref_rms_m;completeness,pass,false,final checkpoint -> canonical base pointcloudification -> Roofer assembly -> original val3dity -> ring-only 405 overlay -> repaired val3dity/evaluation
