building_id,population_scope,dense_assembled,dense_status_source,footprint_area_m2,small_lt50,anchor_status,anchor_measurement_source,anchor_measurement_lineage,anchor_selected_dlt_point_count,anchor_footprint_inside_point_count,anchor_inside_z_median_m,anchor_inside_z_mad_m,anchor_coverage_ratio,anchor_selected_pair_count,anchor_completed_pair_count,anchor_eligible_pair_count,anchor_zero_observed,anchor_undecided_sticker,anchor_count_threshold,anchor_mad_threshold_status,outline_observable,outline_representative_view_count,outline_inframe_frac_max,outline_valid_pixel_count_max,outline_definition_source,cell_label,cell_assignment_basis,legacy_v1_2_label_reference,ref_roof_type,ref_roof_slope_group,ref_roof_type_source,ref_roof_type_role,override_recorded,override_source,override_inside_count,override_effect_on_cell,texture_low_gradient_fraction,texture_grad_p10,texture_signal_role,crs,learning_runs_started,new_inference_type,same_block_only,pair_independence,low_independence,supplement_measurement_source,supplement_measurement_lineage,supplement_cache_reuse_runs,supplement_new_mast3r_inference_runs,supplement_new_inference_allowlist,preregister_primary_list_eligible
DEBY_LOD2_4906984,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,246.428000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,130,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,multiple horizontal,horizontal,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.772000,0.003900,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4906985,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,875.803000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,237,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.254000,0.011400,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4906986,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,236.227000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,136,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.541000,0.004400,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4906987,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,231.477000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,136,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.381000,0.004400,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4906988,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,130.994000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,103,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.335000,0.006200,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4906989,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,320.910000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,147,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.308000,0.008300,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4906991,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,167.684000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,111,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.240000,0.009800,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4906998,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,326.336000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,158,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.478000,0.004400,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4906999,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,221.160000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,1,0,,,0.000000,10,10,9,true,,1,not_preregistered,true,3,1.000000,127,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and no measured anchor assignment and outline_observable=true,outline-only,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.464000,0.004400,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907012,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,51.113000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,63,0,,,0.000000,10,10,9,true,,1,not_preregistered,true,3,1.000000,67,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and no measured anchor assignment and outline_observable=true,outline-only,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.658000,0.002000,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907013,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,116.320000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,1688,202,-24.558560,0.690746,0.307839,10,10,10,false,,1,not_preregistered,true,3,1.000000,88,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_2_anchored,raw_dense assembled=false and measured inside_count>=1,"textureless, correspondence-anchored",slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.392000,0.002000,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907014,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,149.949000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,1751,0,,,0.000000,10,10,9,true,,1,not_preregistered,true,3,1.000000,99,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and no measured anchor assignment and outline_observable=true,outline-only,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.389000,0.005900,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907015,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,168.434000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,772,0,,,0.000000,10,10,9,true,,1,not_preregistered,true,3,1.000000,106,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and no measured anchor assignment and outline_observable=true,outline-only,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.291000,0.009800,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907016,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,282.211000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,0,0,,,0.000000,10,10,4,true,,1,not_preregistered,true,3,1.000000,142,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and no measured anchor assignment and outline_observable=true,outline-only,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.585000,0.004400,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907017,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,287.672000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,144,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.625000,0.002000,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907018,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,257.297000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,134,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.846000,0.002800,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907019,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,206.424000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,945,0,,,0.000000,10,10,7,true,,1,not_preregistered,true,3,1.000000,119,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and no measured anchor assignment and outline_observable=true,outline-only,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.671000,0.005900,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907020,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,330.555000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,158,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.518000,0.004400,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907021,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,249.031000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,1028,0,,,0.000000,10,10,10,true,,1,not_preregistered,true,3,1.000000,133,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and no measured anchor assignment and outline_observable=true,outline-only,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.239000,0.010600,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907022,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,240.906000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,940,0,,,0.000000,10,10,7,true,,1,not_preregistered,true,3,1.000000,131,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and no measured anchor assignment and outline_observable=true,outline-only,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.706000,0.003900,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907023,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,181.232000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,109,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.338000,0.007100,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907024,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,289.031000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,144,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.806000,0.002000,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907025,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,468.750000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,202,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.604000,0.002800,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907026,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,132.693000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,94,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.428000,0.005900,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907027,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,264.336000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,13,0,,,0.000000,10,10,7,true,,1,not_preregistered,true,3,1.000000,136,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and no measured anchor assignment and outline_observable=true,outline-only,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.708000,0.003900,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907028,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,199.660000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,115,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.708000,0.002000,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907029,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,425.699000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,398,0,,,0.000000,10,10,6,true,,1,not_preregistered,true,3,1.000000,201,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and no measured anchor assignment and outline_observable=true,outline-only,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.538000,0.005500,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907030,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,177.418000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,0,0,,,0.000000,10,10,10,true,,1,not_preregistered,true,3,1.000000,110,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and no measured anchor assignment and outline_observable=true,outline-only,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.644000,0.003900,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907031,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,163.719000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census_supplement/anchor_census_supplement_measurements.csv,same_block_cache_repool_low_independence,15908,0,,,0.000000,10,10,10,true,,1,not_preregistered,true,3,1.000000,103,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and same-block-only measured footprint-inside count=0 and outline_observable=true; low_independence,outline-only,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.578000,0.005500,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; locked raw-cache re-pooling only,true,low_same_block,true,phases/p2-gsjso/runs/20260720_anchor_census_supplement/anchor_census_supplement_measurements.csv,cached fixed-pose DLT 2px; same-minute-block pooling,10,0,supplement_FM_dense_dial_2px_same_block,false
DEBY_LOD2_4907032,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,375.523000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,2598,319,-26.392902,0.785923,0.148857,10,10,9,false,,1,not_preregistered,true,3,1.000000,183,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_2_anchored,raw_dense assembled=false and measured inside_count>=1,"textureless, correspondence-anchored",slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.519000,0.004400,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907033,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,128.949000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,2799,355,-24.096349,1.377241,0.336824,10,10,7,false,,1,not_preregistered,true,3,1.000000,91,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_2_anchored,raw_dense assembled=false and measured inside_count>=1,"textureless, correspondence-anchored",slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.719000,0.004400,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907034,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,549.504000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,135,41,-17.963860,0.529169,0.009742,10,10,7,false,,1,not_preregistered,true,3,1.000000,251,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_2_anchored,raw_dense assembled=false and measured inside_count>=1,"textureless, correspondence-anchored",slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.497000,0.004400,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907036,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,187.848000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,2792,403,-24.418455,1.729978,0.282424,10,10,9,false,,1,not_preregistered,true,3,1.000000,111,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_2_anchored,raw_dense assembled=false and measured inside_count>=1,"textureless, correspondence-anchored",slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.549000,0.004400,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907165,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,262.125000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,143,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.523000,0.004400,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907167,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,203.195000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,5746,2688,-25.084966,1.270808,0.488789,10,10,4,false,,1,not_preregistered,true,3,1.000000,117,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_2_anchored,raw_dense assembled=false and measured inside_count>=1,"textureless, correspondence-anchored",slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.648000,0.004400,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907168,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,207.379000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,0,0,,,0.000000,10,10,4,true,,1,not_preregistered,true,3,1.000000,118,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and no measured anchor assignment and outline_observable=true,outline-only,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.574000,0.005900,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
