building_id,population_scope,dense_assembled,dense_status_source,footprint_area_m2,small_lt50,anchor_status,anchor_measurement_source,anchor_measurement_lineage,anchor_selected_dlt_point_count,anchor_footprint_inside_point_count,anchor_inside_z_median_m,anchor_inside_z_mad_m,anchor_coverage_ratio,anchor_selected_pair_count,anchor_completed_pair_count,anchor_eligible_pair_count,anchor_zero_observed,anchor_undecided_sticker,anchor_count_threshold,anchor_mad_threshold_status,outline_observable,outline_representative_view_count,outline_inframe_frac_max,outline_valid_pixel_count_max,outline_definition_source,cell_label,cell_assignment_basis,legacy_v1_2_label_reference,ref_roof_type,ref_roof_slope_group,ref_roof_type_source,ref_roof_type_role,override_recorded,override_source,override_inside_count,override_effect_on_cell,texture_low_gradient_fraction,texture_grad_p10,texture_signal_role,crs,learning_runs_started,new_inference_type,same_block_only,pair_independence,low_independence,supplement_measurement_source,supplement_measurement_lineage,supplement_cache_reuse_runs,supplement_new_mast3r_inference_runs,supplement_new_inference_allowlist,preregister_primary_list_eligible
DEBY_LOD2_4907169,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,317.445000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,424,156,-26.830304,1.954080,0.044299,10,10,9,false,,1,not_preregistered,true,3,1.000000,162,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_2_anchored,raw_dense assembled=false and measured inside_count>=1,"textureless, correspondence-anchored",slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.647000,0.003900,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907170,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,239.910000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,126,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.593000,0.003900,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907171,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,189.008000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,111,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.583000,0.004400,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907172,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,165.273000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,103,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.564000,0.004400,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907173,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,377.953000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,172,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.553000,0.004400,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907174,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,260.426000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,2291,0,,,0.000000,10,10,8,true,,1,not_preregistered,true,3,1.000000,164,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and no measured anchor assignment and outline_observable=true,outline-only,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.533000,0.004400,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907175,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,413.891000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,0,0,,,0.000000,10,10,4,true,,1,not_preregistered,true,3,1.000000,194,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and no measured anchor assignment and outline_observable=true,outline-only,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.444000,0.003900,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907176,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,515.387000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,183,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.498000,0.002000,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907177,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,95.570000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,90,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.610000,0.004400,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907178,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,192.957000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,114,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.503000,0.004400,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907179,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,160.359000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,110,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.476000,0.004400,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907180,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,386.109000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,173,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.561000,0.004400,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907181,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,190.789000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,13,0,,,0.000000,10,10,9,true,,1,not_preregistered,true,3,1.000000,116,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and no measured anchor assignment and outline_observable=true,outline-only,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.514000,0.002800,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907182,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,95.004000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,0,0,,,0.000000,10,10,8,true,,1,not_preregistered,true,3,1.000000,87,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and no measured anchor assignment and outline_observable=true,outline-only,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.738000,0.002800,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907183,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,361.680000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,162,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.507000,0.004400,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907184,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,337.875000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,167,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.198000,0.009800,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907185,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,160.980000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,102,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.338000,0.006200,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907186,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,167.836000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,104,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.610000,0.002800,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907187,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,119.906000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,1,0,,,0.000000,10,10,6,true,,1,not_preregistered,true,3,1.000000,102,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_3_outline_only,raw_dense assembled=false and no measured anchor assignment and outline_observable=true,outline-only,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.541000,0.004400,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907188,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,165.881000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,104,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.598000,0.002800,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907195,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,177.840000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,120,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.732000,0.003900,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907196,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,427.391000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,201,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.407000,0.005500,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907198,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,359.797000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,201,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.641000,0.004400,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907199,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,98.346000,false,measured,phases/p2-gsjso/runs/20260719_boundary_map_v3/fm_dense_measurements.csv,R1prime_reproduction_cache_read_only,538,373,-34.347425,0.022915,0.125000,10,10,7,false,,1,not_preregistered,true,3,1.000000,83,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_2_anchored,raw_dense assembled=false and measured inside_count>=1,"textureless, correspondence-anchored",horizontal,horizontal,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,true,B-1 measured flat-seed evidence,373,none; measured formula also yields cell_2_anchored,0.656000,0.004400,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907201,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,190.867000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,119,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.324000,0.006200,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907202,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,160.461000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,117,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.562000,0.003900,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907204,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,224.359000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,132,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.355000,0.005900,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907205,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,105.059000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,90,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.749000,0.003900,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907206,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,201.945000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,116,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.441000,0.007100,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907207,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,324.508000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,184,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.531000,0.002800,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907505,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,217.312000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,119,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.620000,0.003900,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907506,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,283.363000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,140,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.553000,0.004400,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907507,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,283.699000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,141,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.531000,0.005900,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907508,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,131.098000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census/anchor_census_inference_measurements.csv,anchor_census_current,4403,156,-39.959552,1.228451,0.097682,10,10,8,false,,1,not_preregistered,true,3,1.000000,123,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_2_anchored,raw_dense assembled=false and measured inside_count>=1,"textureless, correspondence-anchored",multiple horizontal,horizontal,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.506000,0.004400,descriptive covariate; not used in cell assignment,EPSG:25832,0,census_FM_dense_dial_2px_only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907509,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,322.402000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,174,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.428000,0.006200,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907510,canonical_raw_lidar_assembled_178,false,docs/regression_input_snapshot.csv,119.363000,false,measured,phases/p2-gsjso/runs/20260720_anchor_census_supplement/anchor_census_supplement_measurements.csv,same_block_cache_repool_low_independence,25062,12312,-43.424649,0.329260,0.974217,10,10,10,false,,1,not_preregistered,true,3,1.000000,99,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_2_anchored,raw_dense assembled=false and same-block-only measured footprint-inside count>=1; low_independence,outline-only,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.554000,0.005500,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; locked raw-cache re-pooling only,true,low_same_block,true,phases/p2-gsjso/runs/20260720_anchor_census_supplement/anchor_census_supplement_measurements.csv,cached fixed-pose DLT 2px; same-minute-block pooling,10,0,supplement_FM_dense_dial_2px_same_block,false
DEBY_LOD2_4907514,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,300.688000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,169,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.514000,0.004400,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
DEBY_LOD2_4907515,canonical_raw_lidar_assembled_178,true,docs/regression_input_snapshot.csv,306.219000,false,not_applicable_dense_assembled,,,,,,,,,,,,,1,not_preregistered,true,3,1.000000,163,boundary_map_v3: views>=2 and inframe_max>0 and valid_pixel_max>=3,cell_1_assembled,raw_dense assembled=true,well-textured,slanted,sloped,"phases/p0-audit/runs/w2_1_roofer_default_20260612_152729/building_reconstruction_status.csv: input=ALS, rf_roof_type",classification only,false,,,,0.619000,0.003900,descriptive covariate; not used in cell assignment,EPSG:25832,0,none; existing measurement read-only,false,not_supplement_target_original_value,false,,,0,0,,unchanged_not_evaluated_by_supplement
