setting,run_name,roofer_repeat,building_id,prep_returncode,n_clip,n_used,n_building,n_building_in_fp,classified_las
sor_weak,gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4907199,0,32629,32629,32629,2039,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_weak/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4907199_run_1_classified.las
sor_weak,gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4907202,0,16311,16311,16311,2460,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_weak/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4907202_run_1_classified.las
sor_weak,gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4908168,0,500276,500276,500276,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_weak/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4908168_run_1_classified.las
sor_weak,gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4908178,0,25408,25408,25408,5786,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_weak/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4908178_run_1_classified.las
sor_weak,gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4908179,0,26480,26480,26480,44,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_weak/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4908179_run_1_classified.las
sor_weak,gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_60098,0,191907,191907,191907,1387,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_weak/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_60098_run_1_classified.las
sor_weak,gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_8568391,0,15401,15401,15401,75,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_weak/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_8568391_run_1_classified.las
sor_weak,gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_8568392,0,13169,13169,13169,25,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_weak/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_8568392_run_1_classified.las
sor_off,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_108247349,0,18731,18731,18731,224,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_108247349_run_1_classified.las
sor_off,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_108247350,0,15011,15011,15011,9,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_108247350_run_1_classified.las
sor_off,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_108247351,0,16256,16256,16256,88,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_108247351_run_1_classified.las
sor_off,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4907184,0,600075,600075,600075,384450,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4907184_run_1_classified.las
sor_off,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4907185,0,602493,602493,602493,5074,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4907185_run_1_classified.las
sor_off,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4907186,0,10976,10976,10976,1074,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4907186_run_1_classified.las
sor_off,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4907188,0,3668,3668,3668,891,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4907188_run_1_classified.las
sor_off,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4907194,0,15675,15675,15675,683,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4907194_run_1_classified.las
sor_off,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4907195,0,19444,19444,19444,3511,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4907195_run_1_classified.las
sor_off,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4907198,0,106595,106595,106595,5477,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4907198_run_1_classified.las
sor_off,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4907199,0,20491,20491,20491,2264,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4907199_run_1_classified.las
sor_off,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4907202,0,9837,9837,9837,2306,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4907202_run_1_classified.las
sor_off,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4908168,0,475691,475691,475691,22,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4908168_run_1_classified.las
sor_off,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4908178,0,14146,14146,14146,867,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4908178_run_1_classified.las
sor_off,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4908179,0,16147,16147,16147,259,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4908179_run_1_classified.las
sor_off,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_60098,0,174802,174802,174802,954,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_60098_run_1_classified.las
sor_off,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_8568391,0,8156,8156,8156,288,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_8568391_run_1_classified.las
sor_off,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_8568392,0,6842,6842,6842,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_8568392_run_1_classified.las
sor_off,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_108247349,0,22059,22059,22059,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_108247349_run_1_classified.las
sor_off,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_108247350,0,16802,16802,16802,157,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_108247350_run_1_classified.las
sor_off,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_108247351,0,19313,19313,19313,886,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_108247351_run_1_classified.las
sor_off,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4907184,0,628210,628210,628210,385388,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4907184_run_1_classified.las
sor_off,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4907185,0,629662,629662,629662,5282,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4907185_run_1_classified.las
sor_off,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4907186,0,12286,12286,12286,730,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4907186_run_1_classified.las
sor_off,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4907188,0,3018,3018,3018,329,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4907188_run_1_classified.las
sor_off,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4907194,0,15459,15459,15459,656,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4907194_run_1_classified.las
sor_off,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4907195,0,24965,24965,24965,2779,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4907195_run_1_classified.las
sor_off,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4907198,0,128547,128547,128547,6018,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4907198_run_1_classified.las
sor_off,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4907199,0,28471,28471,28471,1102,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4907199_run_1_classified.las
sor_off,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4907202,0,17208,17208,17208,7395,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4907202_run_1_classified.las
sor_off,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4908168,0,483772,483772,483772,3,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4908168_run_1_classified.las
sor_off,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4908178,0,26426,26426,26426,2835,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4908178_run_1_classified.las
sor_off,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4908179,0,26950,26950,26950,2,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4908179_run_1_classified.las
sor_off,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_60098,0,190324,190324,190324,1322,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_60098_run_1_classified.las
sor_off,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_8568391,0,16964,16964,16964,30,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_8568391_run_1_classified.las
sor_off,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_8568392,0,16182,16182,16182,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_8568392_run_1_classified.las
sor_off,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_108247349,0,14501,14501,14501,21,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_108247349_run_1_classified.las
sor_off,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_108247350,0,14807,14807,14807,36,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_108247350_run_1_classified.las
sor_off,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_108247351,0,15186,15186,15186,386,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_108247351_run_1_classified.las
sor_off,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907184,0,658111,658111,658111,411086,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907184_run_1_classified.las
sor_off,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907185,0,660608,660608,660608,4398,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907185_run_1_classified.las
sor_off,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907186,0,13137,13137,13137,1014,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907186_run_1_classified.las
sor_off,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907188,0,4338,4338,4338,939,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907188_run_1_classified.las
sor_off,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907194,0,16750,16750,16750,584,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907194_run_1_classified.las
sor_off,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907195,0,23353,23353,23353,2945,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907195_run_1_classified.las
sor_off,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907198,0,125790,125790,125790,6346,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907198_run_1_classified.las
sor_off,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907199,0,15660,15660,15660,1873,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907199_run_1_classified.las
sor_off,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907202,0,1910,1910,1910,953,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907202_run_1_classified.las
sor_off,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4908168,0,500217,500217,500217,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4908168_run_1_classified.las
sor_off,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4908178,0,8180,8180,8180,447,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4908178_run_1_classified.las
sor_off,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4908179,0,10899,10899,10899,1,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4908179_run_1_classified.las
sor_off,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_60098,0,198170,198170,198170,1573,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_60098_run_1_classified.las
sor_off,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_8568391,0,1835,1835,1835,57,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_8568391_run_1_classified.las
sor_off,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_8568392,0,1445,1445,1445,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_8568392_run_1_classified.las
sor_off,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_108247349,0,25696,25696,25696,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_108247349_run_1_classified.las
sor_off,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_108247350,0,17633,17633,17633,59,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_108247350_run_1_classified.las
sor_off,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_108247351,0,20668,20668,20668,459,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_108247351_run_1_classified.las
sor_off,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907184,0,654060,654060,654060,410595,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907184_run_1_classified.las
sor_off,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907185,0,657506,657506,657506,5710,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907185_run_1_classified.las
sor_off,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907186,0,12610,12610,12610,1026,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907186_run_1_classified.las
sor_off,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907188,0,5116,5116,5116,829,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907188_run_1_classified.las
sor_off,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907194,0,19411,19411,19411,996,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907194_run_1_classified.las
sor_off,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907195,0,23936,23936,23936,3018,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907195_run_1_classified.las
sor_off,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907198,0,127602,127602,127602,9540,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907198_run_1_classified.las
sor_off,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907199,0,28326,28326,28326,291,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907199_run_1_classified.las
sor_off,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907202,0,16044,16044,16044,4304,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907202_run_1_classified.las
sor_off,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4908168,0,504587,504587,504587,749,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4908168_run_1_classified.las
sor_off,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4908178,0,23107,23107,23107,5692,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4908178_run_1_classified.las
sor_off,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4908179,0,25527,25527,25527,0,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4908179_run_1_classified.las
sor_off,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_60098,0,198870,198870,198870,1385,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_60098_run_1_classified.las
sor_off,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_8568391,0,16038,16038,16038,290,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_8568391_run_1_classified.las
sor_off,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_8568392,0,14729,14729,14729,134,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_8568392_run_1_classified.las
sor_off,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_108247349,0,20000,20000,20000,125,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_108247349_run_1_classified.las
sor_off,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_108247350,0,21047,21047,21047,29,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_108247350_run_1_classified.las
sor_off,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_108247351,0,21907,21907,21907,435,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_108247351_run_1_classified.las
sor_off,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907184,0,650545,650545,650545,416533,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4907184_run_1_classified.las
sor_off,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907185,0,653421,653421,653421,5887,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4907185_run_1_classified.las
sor_off,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907186,0,17211,17211,17211,1558,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4907186_run_1_classified.las
sor_off,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907188,0,5712,5712,5712,891,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4907188_run_1_classified.las
sor_off,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907194,0,20384,20384,20384,746,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4907194_run_1_classified.las
sor_off,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907195,0,31128,31128,31128,3813,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4907195_run_1_classified.las
sor_off,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907198,0,130126,130126,130126,6371,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4907198_run_1_classified.las
sor_off,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907199,0,24237,24237,24237,1774,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4907199_run_1_classified.las
sor_off,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907202,0,4891,4891,4891,999,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4907202_run_1_classified.las
sor_off,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4908168,0,507112,507112,507112,2464,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4908168_run_1_classified.las
sor_off,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4908178,0,15870,15870,15870,1799,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4908178_run_1_classified.las
sor_off,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4908179,0,16985,16985,16985,183,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/sor_off/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4908179_run_1_classified.las
