setting,run_name,roofer_repeat,building_id,prep_returncode,n_clip,n_used,n_building,n_building_in_fp,classified_las
minobs2,gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4907186,0,86329,86329,86329,8873,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs2/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4907186_run_1_classified.las
minobs2,gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4907188,0,38592,38592,38592,5174,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs2/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4907188_run_1_classified.las
minobs2,gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4907194,0,83220,83220,83220,5409,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs2/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4907194_run_1_classified.las
minobs2,gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4907195,0,128636,128636,128636,14292,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs2/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4907195_run_1_classified.las
minobs2,gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4907198,0,368760,368760,368760,31850,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs2/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4907198_run_1_classified.las
minobs2,gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4907199,0,131635,131635,131635,4464,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs2/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4907199_run_1_classified.las
minobs2,gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4907202,0,82825,82825,82825,22693,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs2/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4907202_run_1_classified.las
minobs2,gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4908168,0,876715,876715,876715,5785,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs2/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4908168_run_1_classified.las
minobs2,gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4908178,0,109871,109871,109871,21940,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs2/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4908178_run_1_classified.las
minobs2,gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_4908179,0,114766,114766,114766,356,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs2/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_4908179_run_1_classified.las
minobs2,gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_60098,0,468757,468757,468757,10871,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs2/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_60098_run_1_classified.las
minobs2,gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_8568391,0,80178,80178,80178,1437,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs2/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_8568391_run_1_classified.las
minobs2,gs_e5_C001_acmp_r2,run_1,DEBY_LOD2_8568392,0,69301,69301,69301,473,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs2/roofer/gs_e5_C001_acmp_r2/run_1/DEBY_LOD2_8568392_run_1_classified.las
minobs1,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_108247349,0,1156693,1156693,1156693,24399,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_108247349_run_1_classified.las
minobs1,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_108247350,0,1024716,1024716,1024716,6900,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_108247350_run_1_classified.las
minobs1,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_108247351,0,1144660,1144660,1144660,35822,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_108247351_run_1_classified.las
minobs1,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4907184,0,4071851,4071851,4071851,1583559,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4907184_run_1_classified.las
minobs1,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4907185,0,4435806,4435806,4435806,363296,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4907185_run_1_classified.las
minobs1,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4907186,0,1332316,1332316,1332316,126223,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4907186_run_1_classified.las
minobs1,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4907188,0,703831,703831,703831,87859,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4907188_run_1_classified.las
minobs1,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4907194,0,1027990,1027990,1027990,43170,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4907194_run_1_classified.las
minobs1,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4907195,0,1778987,1778987,1778987,156589,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4907195_run_1_classified.las
minobs1,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4907198,0,3121419,3121419,3121419,443753,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4907198_run_1_classified.las
minobs1,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4907199,0,1580721,1580721,1580721,93392,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4907199_run_1_classified.las
minobs1,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4907202,0,918344,918344,918344,273727,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4907202_run_1_classified.las
minobs1,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4908168,0,2708714,2708714,2708714,49739,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4908168_run_1_classified.las
minobs1,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4908178,0,1281689,1281689,1281689,168175,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4908178_run_1_classified.las
minobs1,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_4908179,0,1300859,1300859,1300859,31492,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_4908179_run_1_classified.las
minobs1,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_60098,0,2843279,2843279,2843279,225845,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_60098_run_1_classified.las
minobs1,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_8568391,0,820821,820821,820821,54643,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_8568391_run_1_classified.las
minobs1,gs_e5_C001_sparse_r1,run_1,DEBY_LOD2_8568392,0,693424,693424,693424,2893,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r1/run_1/DEBY_LOD2_8568392_run_1_classified.las
minobs1,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_108247349,0,972613,972613,972613,27806,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_108247349_run_1_classified.las
minobs1,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_108247350,0,835558,835558,835558,5249,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_108247350_run_1_classified.las
minobs1,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_108247351,0,989079,989079,989079,29987,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_108247351_run_1_classified.las
minobs1,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4907184,0,3951454,3951454,3951454,1476423,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4907184_run_1_classified.las
minobs1,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4907185,0,4146010,4146010,4146010,365046,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4907185_run_1_classified.las
minobs1,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4907186,0,1056712,1056712,1056712,81627,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4907186_run_1_classified.las
minobs1,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4907188,0,511691,511691,511691,73655,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4907188_run_1_classified.las
minobs1,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4907194,0,843762,843762,843762,70801,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4907194_run_1_classified.las
minobs1,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4907195,0,1406114,1406114,1406114,121189,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4907195_run_1_classified.las
minobs1,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4907198,0,2854468,2854468,2854468,294634,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4907198_run_1_classified.las
minobs1,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4907199,0,1321762,1321762,1321762,63897,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4907199_run_1_classified.las
minobs1,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4907202,0,827416,827416,827416,257729,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4907202_run_1_classified.las
minobs1,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4908168,0,2653750,2653750,2653750,53344,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4908168_run_1_classified.las
minobs1,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4908178,0,1145833,1145833,1145833,134991,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4908178_run_1_classified.las
minobs1,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_4908179,0,1148802,1148802,1148802,43390,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_4908179_run_1_classified.las
minobs1,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_60098,0,2629677,2629677,2629677,155335,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_60098_run_1_classified.las
minobs1,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_8568391,0,752293,752293,752293,48531,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_8568391_run_1_classified.las
minobs1,gs_e5_C001_sparse_r2,run_1,DEBY_LOD2_8568392,0,596786,596786,596786,2416,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_sparse_r2/run_1/DEBY_LOD2_8568392_run_1_classified.las
minobs1,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_108247349,0,917679,917679,917679,23207,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_108247349_run_1_classified.las
minobs1,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_108247350,0,965389,965389,965389,2311,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_108247350_run_1_classified.las
minobs1,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_108247351,0,1023556,1023556,1023556,9698,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_108247351_run_1_classified.las
minobs1,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907184,0,3954469,3954469,3954469,1471896,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907184_run_1_classified.las
minobs1,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907185,0,4268155,4268155,4268155,353060,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907185_run_1_classified.las
minobs1,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907186,0,1255143,1255143,1255143,120532,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907186_run_1_classified.las
minobs1,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907188,0,665460,665460,665460,109105,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907188_run_1_classified.las
minobs1,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907194,0,1082055,1082055,1082055,115216,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907194_run_1_classified.las
minobs1,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907195,0,1668777,1668777,1668777,138365,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907195_run_1_classified.las
minobs1,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907198,0,2899206,2899206,2899206,367645,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907198_run_1_classified.las
minobs1,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907199,0,1220147,1220147,1220147,50811,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907199_run_1_classified.las
minobs1,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4907202,0,544531,544531,544531,155006,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4907202_run_1_classified.las
minobs1,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4908168,0,2656505,2656505,2656505,53274,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4908168_run_1_classified.las
minobs1,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4908178,0,878215,878215,878215,74827,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4908178_run_1_classified.las
minobs1,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_4908179,0,946339,946339,946339,26995,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_4908179_run_1_classified.las
minobs1,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_60098,0,2695062,2695062,2695062,179997,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_60098_run_1_classified.las
minobs1,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_8568391,0,482876,482876,482876,58479,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_8568391_run_1_classified.las
minobs1,gs_e5_C001_dense_r1,run_1,DEBY_LOD2_8568392,0,394480,394480,394480,4876,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r1/run_1/DEBY_LOD2_8568392_run_1_classified.las
minobs1,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_108247349,0,1008307,1008307,1008307,11507,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_108247349_run_1_classified.las
minobs1,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_108247350,0,947949,947949,947949,3038,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_108247350_run_1_classified.las
minobs1,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_108247351,0,1063543,1063543,1063543,9807,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_108247351_run_1_classified.las
minobs1,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907184,0,3712445,3712445,3712445,1353362,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907184_run_1_classified.las
minobs1,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907185,0,4071572,4071572,4071572,323634,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907185_run_1_classified.las
minobs1,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907186,0,1210046,1210046,1210046,104409,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907186_run_1_classified.las
minobs1,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907188,0,589596,589596,589596,53457,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907188_run_1_classified.las
minobs1,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907194,0,915904,915904,915904,67817,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907194_run_1_classified.las
minobs1,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907195,0,1556508,1556508,1556508,107890,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907195_run_1_classified.las
minobs1,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907198,0,3047092,3047092,3047092,398775,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907198_run_1_classified.las
minobs1,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907199,0,1355612,1355612,1355612,55886,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907199_run_1_classified.las
minobs1,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4907202,0,786157,786157,786157,224829,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4907202_run_1_classified.las
minobs1,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4908168,0,2485533,2485533,2485533,39856,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4908168_run_1_classified.las
minobs1,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4908178,0,1088203,1088203,1088203,164000,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4908178_run_1_classified.las
minobs1,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_4908179,0,1118243,1118243,1118243,21332,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_4908179_run_1_classified.las
minobs1,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_60098,0,2762479,2762479,2762479,221105,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_60098_run_1_classified.las
minobs1,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_8568391,0,720804,720804,720804,55937,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_8568391_run_1_classified.las
minobs1,gs_e5_C001_dense_r2,run_1,DEBY_LOD2_8568392,0,581134,581134,581134,5911,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_dense_r2/run_1/DEBY_LOD2_8568392_run_1_classified.las
minobs1,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_108247349,0,866168,866168,866168,20691,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_108247349_run_1_classified.las
minobs1,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_108247350,0,870524,870524,870524,3265,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_108247350_run_1_classified.las
minobs1,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_108247351,0,965343,965343,965343,9265,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_108247351_run_1_classified.las
minobs1,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907184,0,3866913,3866913,3866913,1619156,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4907184_run_1_classified.las
minobs1,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907185,0,4096484,4096484,4096484,308665,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4907185_run_1_classified.las
minobs1,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907186,0,1052535,1052535,1052535,96248,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4907186_run_1_classified.las
minobs1,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907188,0,504397,504397,504397,66759,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4907188_run_1_classified.las
minobs1,gs_e5_C001_acmp_r1,run_1,DEBY_LOD2_4907194,0,810743,810743,810743,49012,/workspace/JointBuildGS/phases/p0-audit/runs/e5p_readout_ablation_20260708_C001/minobs1/roofer/gs_e5_C001_acmp_r1/run_1/DEBY_LOD2_4907194_run_1_classified.las
