building_id,segment_index,segment_length_m,segment_midpoint_e_utm,segment_midpoint_n_utm,h_est_local_m,h_est_above_ground_m,peak_score,background_median_score,peak_to_background_ratio,peak_status,ground_z_local_m,edge_definition,score_definition,semantic_mask_scope,gt_used,lod2_used,als_used,learning_runs_started,new_inference_runs,status
DEBY_LOD2_4907199,1,7.648856123293,690793.975000000093,5336049.834999999963,-34.242000000000,9.100000000000,13.934950826239,0.170840963994,81.566800493794,interior_positive_peak,-43.342000000000,"T11 np.gradient magnitude on full source-image grayscale [0,1]",sum edge magnitude at unique projected outline pixels after available non-GT neighbor-mask exclusion,0-e crop mask placed back at native crop_box; outside crop is recorded unknown and excluded from edge score,false,false,false,0,0,measured
DEBY_LOD2_4907199,2,12.814948303059,690792.705000000075,5336057.259999999776,-33.892000000000,9.450000000000,25.879651693957,0.000000000000,,interior_positive_peak,-43.342000000000,"T11 np.gradient magnitude on full source-image grayscale [0,1]",sum edge magnitude at unique projected outline pixels after available non-GT neighbor-mask exclusion,0-e crop mask placed back at native crop_box; outside crop is recorded unknown and excluded from edge score,false,false,false,0,0,measured
DEBY_LOD2_4907199,3,7.639849474791,690798.540000000037,5336061.865000000224,-35.092000000000,8.250000000000,12.287320693306,0.000000000000,,interior_positive_peak,-43.342000000000,"T11 np.gradient magnitude on full source-image grayscale [0,1]",sum edge magnitude at unique projected outline pixels after available non-GT neighbor-mask exclusion,0-e crop mask placed back at native crop_box; outside crop is recorded unknown and excluded from edge score,false,false,false,0,0,measured
DEBY_LOD2_4907199,4,12.919086655078,690799.810000000056,5336054.440000000410,-29.642000000000,13.700000000000,20.517236479076,2.306086679695,8.896992753885,interior_positive_peak,-43.342000000000,"T11 np.gradient magnitude on full source-image grayscale [0,1]",sum edge magnitude at unique projected outline pixels after available non-GT neighbor-mask exclusion,0-e crop mask placed back at native crop_box; outside crop is recorded unknown and excluded from edge score,false,false,false,0,0,measured
DEBY_LOD2_8568391,1,10.190902805968,690791.169999999925,5336023.185000000522,-37.728000000000,5.450000000000,9.875692301848,0.629846423178,15.679524306930,interior_positive_peak,-43.178000000000,"T11 np.gradient magnitude on full source-image grayscale [0,1]",sum edge magnitude at unique projected outline pixels after available non-GT neighbor-mask exclusion,0-e crop mask placed back at native crop_box; outside crop is recorded unknown and excluded from edge score,false,false,false,0,0,measured
DEBY_LOD2_8568391,2,5.478138369574,690787.390000000014,5336027.500000000000,-41.028000000000,2.150000000000,2.322550377895,0.000000000000,,interior_positive_peak,-43.178000000000,"T11 np.gradient magnitude on full source-image grayscale [0,1]",sum edge magnitude at unique projected outline pixels after available non-GT neighbor-mask exclusion,0-e crop mask placed back at native crop_box; outside crop is recorded unknown and excluded from edge score,false,false,false,0,0,measured
DEBY_LOD2_8568391,3,10.083238567090,690793.119999999995,5336028.304999999702,-36.528000000000,6.650000000000,4.429309519704,0.013039767725,339.677025928205,interior_positive_peak,-43.178000000000,"T11 np.gradient magnitude on full source-image grayscale [0,1]",sum edge magnitude at unique projected outline pixels after available non-GT neighbor-mask exclusion,0-e crop mask placed back at native crop_box; outside crop is recorded unknown and excluded from edge score,false,false,false,0,0,measured
DEBY_LOD2_8568391,4,5.479927006507,690796.899999999907,5336023.990000000224,-37.578000000000,5.600000000000,7.481868839117,0.859503420193,8.704873841500,interior_positive_peak,-43.178000000000,"T11 np.gradient magnitude on full source-image grayscale [0,1]",sum edge magnitude at unique projected outline pixels after available non-GT neighbor-mask exclusion,0-e crop mask placed back at native crop_box; outside crop is recorded unknown and excluded from edge score,false,false,false,0,0,measured
DEBY_LOD2_8568392,1,2.359241615996,690795.543500000029,5336020.309000000358,-39.007000000000,4.150000000000,2.243508444117,0.000000000000,,interior_positive_peak,-43.157000000000,"T11 np.gradient magnitude on full source-image grayscale [0,1]",sum edge magnitude at unique projected outline pixels after available non-GT neighbor-mask exclusion,0-e crop mask placed back at native crop_box; outside crop is recorded unknown and excluded from edge score,false,false,false,0,0,measured
DEBY_LOD2_8568392,2,2.457076718677,690793.983500000089,5336019.627499999478,-40.957000000000,2.200000000000,2.490320353617,0.000000000000,,interior_positive_peak,-43.157000000000,"T11 np.gradient magnitude on full source-image grayscale [0,1]",sum edge magnitude at unique projected outline pixels after available non-GT neighbor-mask exclusion,0-e crop mask placed back at native crop_box; outside crop is recorded unknown and excluded from edge score,false,false,false,0,0,measured
DEBY_LOD2_8568392,3,2.358896351821,690793.238000000012,5336021.160000000149,-39.907000000000,3.250000000000,1.344083375590,0.000000000000,,interior_positive_peak,-43.157000000000,"T11 np.gradient magnitude on full source-image grayscale [0,1]",sum edge magnitude at unique projected outline pixels after available non-GT neighbor-mask exclusion,0-e crop mask placed back at native crop_box; outside crop is recorded unknown and excluded from edge score,false,false,false,0,0,measured
DEBY_LOD2_8568392,4,2.458014849337,690794.797999999952,5336021.841500000097,-37.207000000000,5.950000000000,3.226235485218,0.000000000000,,interior_positive_peak,-43.157000000000,"T11 np.gradient magnitude on full source-image grayscale [0,1]",sum edge magnitude at unique projected outline pixels after available non-GT neighbor-mask exclusion,0-e crop mask placed back at native crop_box; outside crop is recorded unknown and excluded from edge score,false,false,false,0,0,measured
