building_id,tier,cohort,processing_order,source_cell_label,roof_fixed_crop_n,roof_moving_crop_n,roof_fixed_voxel_n,roof_moving_voxel_n,roof_fixed_valid_n,roof_moving_valid_n,roof_usable,ground_fixed_crop_n,ground_moving_crop_n,ground_fixed_voxel_n,ground_moving_voxel_n,ground_fixed_valid_n,ground_moving_valid_n,ground_usable,usable_surface_count,inventory_status,boundary_cell_label,before_surface_count,before_forward_matches_n,before_forward_total_n,before_reverse_matches_n,before_reverse_total_n,before_pooled_matched_observations_n,before_correspondence_n,before_matched_median_m,before_matched_p90_m,before_censored_median_m,before_censored_p90_m,before_forward_support,before_reverse_support,before_bidirectional_support,before_censor_radius_m,before_roof_matched_median_m,before_roof_matched_p90_m,before_roof_censored_median_m,before_roof_censored_p90_m,before_ground_matched_median_m,before_ground_matched_p90_m,before_ground_censored_median_m,before_ground_censored_p90_m,before_residual_strata_observed_n,before_all_four_residual_strata_observed,before_available_strata_equal_weight_median_m,before_matched_tail_n,before_censored_unmatched_n,after_surface_count,after_forward_matches_n,after_forward_total_n,after_reverse_matches_n,after_reverse_total_n,after_pooled_matched_observations_n,after_correspondence_n,after_matched_median_m,after_matched_p90_m,after_censored_median_m,after_censored_p90_m,after_forward_support,after_reverse_support,after_bidirectional_support,after_censor_radius_m,after_roof_matched_median_m,after_roof_matched_p90_m,after_roof_censored_median_m,after_roof_censored_p90_m,after_ground_matched_median_m,after_ground_matched_p90_m,after_ground_censored_median_m,after_ground_censored_p90_m,after_residual_strata_observed_n,after_all_four_residual_strata_observed,after_available_strata_equal_weight_median_m,after_matched_tail_n,after_censored_unmatched_n,delta_after_minus_before_matched_median_m,delta_after_minus_before_matched_p90_m,delta_after_minus_before_censored_median_m,delta_after_minus_before_censored_p90_m,delta_after_minus_before_correspondence_n,delta_after_minus_before_bidirectional_support,n_distribution_q10_nearest_rank,n_threshold,correspondence_capable,after_matched_median_le_0p3,after_state_disposition,gate_statistic_only,gate_statistic_scope,capability_scope,p90_support_gate_role,low_support,support_classification,tier_group
DEBY_LOD2_8568391,height,extension,60,cell_2_anchored,754,0,354,0,354,0,false,1006,5026,436,32,434,0,false,0,no_usable_surface,cell_2_anchored,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,,,,,0,,0,40,false,false,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,,not_applicable_incapable,height_or_outline
DEBY_LOD2_4907030,outline,extension,61,cell_3_outline_only,1644,0,1181,0,1179,0,false,1859,0,1153,0,1153,0,false,0,no_usable_surface,cell_3_outline_only,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,,,,,0,,0,40,false,false,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,,not_applicable_incapable,height_or_outline
DEBY_LOD2_4906975,surface,extension,62,cell_1_assembled,31505,303725,2500,2500,1814,1589,true,8705,140657,2500,2500,2497,2116,true,2,roof_and_ground,cell_1_assembled,2,1206,3705,1412,4311,2618,1206,0.0797751538554,0.224337850563,0.35,0.35,0.325506072874,0.327534214799,0.325506072874,0.35,0.0846704002864,0.223772458861,0.35,0.35,0.0792895921693,0.22491808679,0.35,0.35,4,true,0.0826365183743,262,5398,2,1284,3705,1463,4311,2747,1284,0.0834292134291,0.204851984142,0.35,0.35,0.346558704453,0.339364416609,0.339364416609,0.35,0.0908352935433,0.20610661779,0.35,0.35,0.0819541157464,0.204618571262,0.35,0.35,4,true,0.0853949965109,275,5269,0.00365405957362,-0.0194858664206,0,0,78,0.0138583437342,0,40,true,true,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,false,capable_not_low_support,surface
DEBY_LOD2_8568392,height,extension,63,cell_2_anchored,36,23,18,13,0,0,false,766,2906,287,30,287,0,false,0,no_usable_surface,cell_2_anchored,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,,,,,0,,0,40,false,false,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,,not_applicable_incapable,height_or_outline
DEBY_LOD2_4907031,outline,extension,64,cell_3_outline_only,1461,0,1047,0,1040,0,false,1534,0,961,0,961,0,false,0,no_usable_surface,cell_3_outline_only,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,,,,,0,,0,40,false,false,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,,not_applicable_incapable,height_or_outline
DEBY_LOD2_4906976,surface,extension,65,cell_1_assembled,4250,48321,2038,2500,1993,1990,true,2433,120673,1595,2500,1595,2216,true,2,roof_and_ground,cell_1_assembled,2,3264,4206,3173,3588,6437,3173,0.0689403219514,0.165865318813,0.0858473469537,0.35,0.776034236805,0.884336677815,0.776034236805,0.35,0.0637163684551,0.157883766113,0.0779950436673,0.35,0.0766361884751,0.171410414182,0.0948828164127,0.35,4,true,0.0670692895927,644,1357,2,3311,4206,3184,3588,6495,3184,0.0608983642216,0.174920109686,0.0789139602816,0.35,0.787208749406,0.88740245262,0.787208749406,0.35,0.053244479229,0.158600862752,0.0684375331882,0.35,0.0731229781653,0.1846430677,0.0933323594387,0.35,4,true,0.0597970104698,650,1299,-0.00804195772983,0.00905479087352,-0.00693338667207,0,11,0.011174512601,0,40,true,true,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,false,capable_not_low_support,surface
DEBY_LOD2_107802038,height,extension,66,cell_2_anchored,5909,0,2500,0,2478,0,false,3457,0,1691,0,1691,0,false,0,no_usable_surface,cell_2_anchored,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,,,,,0,,0,40,false,false,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,,not_applicable_incapable,height_or_outline
DEBY_LOD2_4907174,outline,extension,67,cell_3_outline_only,4026,0,1709,0,1675,0,false,338,0,187,0,176,0,false,0,no_usable_surface,cell_3_outline_only,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,,,,,0,,0,40,false,false,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,,not_applicable_incapable,height_or_outline
DEBY_LOD2_4906977,surface,extension,68,cell_1_assembled,8986,86547,2500,2500,2465,2115,true,2230,95540,946,2155,946,2064,true,2,roof_and_ground,cell_1_assembled,2,2101,4179,2111,3411,4212,2101,0.0560953393319,0.203103733619,0.20376794333,0.35,0.502751854511,0.618880093814,0.502751854511,0.35,0.0477836791535,0.192902121087,0.175914073429,0.35,0.0695125072718,0.215900881941,0.264340552007,0.35,4,true,0.0580533029679,422,3378,2,2269,4179,2179,3411,4448,2179,0.0883084631151,0.18386325943,0.156474302585,0.35,0.542952859536,0.638815596599,0.542952859536,0.35,0.0921292161305,0.172843987627,0.145892627495,0.35,0.0839772103977,0.196788891112,0.179057132961,0.35,4,true,0.0868268913572,445,3142,0.0322131237832,-0.0192404741891,-0.047293640745,0,78,0.0402010050251,0,40,true,true,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,false,capable_not_low_support,surface
DEBY_LOD2_107807336,height,extension,69,cell_2_anchored,1167,0,507,0,485,0,false,2807,0,1286,0,1286,0,false,0,no_usable_surface,cell_2_anchored,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,,,,,0,,0,40,false,false,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,,not_applicable_incapable,height_or_outline
DEBY_LOD2_4907175,outline,extension,70,cell_3_outline_only,6937,531,2500,154,2409,154,true,667,5576,341,0,333,0,false,1,one_surface,cell_3_outline_only,1,22,154,15,2409,37,15,0.113257797717,0.276783869648,0.35,0.35,0.142857142857,0.00622665006227,0.00622665006227,0.35,0.113257797717,0.276783869648,0.35,0.35,,,,,2,false,0.111285536642,4,2526,1,23,154,15,2409,38,15,0.117837689171,0.26740623922,0.35,0.35,0.149350649351,0.00622665006227,0.00622665006227,0.35,0.117837689171,0.26740623922,0.35,0.35,,,,,2,false,0.114955101715,4,2525,0.00457989145309,-0.00937763042816,0,0,0,0,0,40,false,false,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,,not_applicable_incapable,height_or_outline
DEBY_LOD2_4906980,surface,extension,71,cell_1_assembled,365,2305,247,530,244,444,true,889,53952,479,1266,479,988,true,2,roof_and_ground,cell_1_assembled,2,621,1432,446,723,1067,446,0.129114220007,0.247659470694,0.35,0.35,0.433659217877,0.616874135546,0.433659217877,0.35,0.113341074695,0.226771011302,0.35,0.35,0.138408248863,0.25279597647,0.279682478171,0.35,4,true,0.118784683114,107,1088,2,717,1432,485,723,1202,485,0.0728913922236,0.212194421253,0.209942605191,0.35,0.500698324022,0.67081604426,0.500698324022,0.35,0.0832719745484,0.21216389605,0.35,0.35,0.0694026405625,0.212302035429,0.172629982552,0.35,4,true,0.0771282776345,121,953,-0.056222827783,-0.0354650494407,-0.140057394809,0,39,0.0670391061453,0,40,true,true,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,false,capable_not_low_support,surface
DEBY_LOD2_4907181,outline,extension,72,cell_3_outline_only,3245,2564,1268,582,1258,561,true,2907,4116,1196,314,1194,303,true,2,roof_and_ground,cell_3_outline_only,2,535,864,492,2452,1027,492,0.0886482905992,0.211374865633,0.35,0.35,0.619212962963,0.200652528548,0.200652528548,0.35,0.0878066582324,0.210472124403,0.35,0.35,0.0911472816713,0.21516960844,0.35,0.35,4,true,0.0876959879703,103,2289,2,543,864,498,2452,1041,498,0.052109538594,0.201847372996,0.35,0.35,0.628472222222,0.203099510604,0.203099510604,0.35,0.0520112956398,0.201339458921,0.35,0.35,0.0564988299436,0.204028371919,0.35,0.35,4,true,0.0540700248163,104,2275,-0.0365387520052,-0.00952749263789,0,0,6,0.00244698205546,0,40,true,true,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,true,capable_low_support,height_or_outline
DEBY_LOD2_4906981,surface,extension,73,cell_1_assembled,24435,193624,2500,2500,2418,2436,true,8218,174172,2500,2500,2500,2292,true,2,roof_and_ground,cell_1_assembled,2,2461,4728,2496,4918,4957,2461,0.0792806430305,0.18111167339,0.253151134699,0.35,0.52051607445,0.507523383489,0.507523383489,0.35,0.0573931496138,0.160659938777,0.35,0.35,0.0931439260164,0.197307578575,0.166370111509,0.35,4,true,0.0761820713466,496,4689,2,2599,4728,2629,4918,5228,2599,0.0494364547456,0.16089586171,0.179946896679,0.35,0.549703891709,0.534566897113,0.534566897113,0.35,0.0577097271274,0.144111601095,0.35,0.35,0.0433680334957,0.173756266953,0.101921078807,0.35,4,true,0.0510134261424,523,4418,-0.0298441882849,-0.0202158116801,-0.0732042380204,0,138,0.0270435136234,0,40,true,true,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,false,capable_not_low_support,surface
DEBY_LOD2_4907187,outline,extension,74,cell_3_outline_only,1660,0,920,0,878,0,false,1803,0,743,0,735,0,false,0,no_usable_surface,cell_3_outline_only,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,,,,,0,,0,40,false,false,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,,not_applicable_incapable,height_or_outline
DEBY_LOD2_4906982,surface,extension,75,cell_1_assembled,14214,217553,2500,2500,2438,2331,true,8881,108677,2500,2500,2482,1995,true,2,roof_and_ground,cell_1_assembled,2,1636,4326,1657,4920,3293,1636,0.0513459882962,0.176977628487,0.35,0.35,0.378178455848,0.336788617886,0.336788617886,0.35,0.0420254483949,0.140310656128,0.35,0.35,0.0851170739117,0.220765964583,0.35,0.35,4,true,0.0627377697844,330,5953,2,1704,4326,1701,4920,3405,1701,0.0653934158851,0.154736315227,0.35,0.35,0.393897364771,0.345731707317,0.345731707317,0.35,0.0614926594939,0.12268324758,0.35,0.35,0.0772494834843,0.188555859316,0.35,0.35,4,true,0.0692487995632,341,5841,0.0140474275889,-0.0222413132606,0,0,65,0.00894308943089,0,40,true,true,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,false,capable_not_low_support,surface
DEBY_LOD2_4908044,outline,extension,76,cell_3_outline_only,613,0,239,0,238,0,false,2717,0,1230,0,1226,0,false,0,no_usable_surface,cell_3_outline_only,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,,,,,0,,0,40,false,false,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,,not_applicable_incapable,height_or_outline
DEBY_LOD2_4906983,surface,extension,77,cell_1_assembled,11077,87714,2500,2500,2485,2500,true,7676,72259,2500,2500,2474,2265,true,2,roof_and_ground,cell_1_assembled,2,2467,4765,2373,4959,4840,2373,0.0684439532097,0.158442263537,0.35,0.35,0.517733473242,0.478523895947,0.478523895947,0.35,0.0629510708194,0.127024130707,0.0854672409997,0.35,0.100403167425,0.222290685368,0.35,0.35,4,true,0.0796051450246,484,4884,2,2603,4765,2450,4959,5053,2450,0.0408483520823,0.120120876098,0.191849990586,0.35,0.546274921301,0.494051220004,0.494051220004,0.35,0.0336370787516,0.0845613412749,0.0515811075248,0.35,0.0715154298326,0.204071339504,0.35,0.35,4,true,0.0524654267529,506,4671,-0.0275956011274,-0.038321387439,-0.158150009414,0,77,0.0155273240573,0,40,true,true,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,false,capable_not_low_support,surface
DEBY_LOD2_4908045,outline,extension,78,cell_3_outline_only,673,0,296,0,279,0,false,2786,0,1385,0,1382,0,false,0,no_usable_surface,cell_3_outline_only,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,,,,,0,,0,40,false,false,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,,not_applicable_incapable,height_or_outline
DEBY_LOD2_4906984,surface,extension,79,cell_1_assembled,2428,14807,1440,2453,1417,2216,true,1197,52920,631,1947,628,1506,true,2,roof_and_ground,cell_1_assembled,2,2006,3722,1558,2045,3564,1558,0.0828796546394,0.194665261041,0.152717381901,0.35,0.538957549704,0.761858190709,0.538957549704,0.35,0.0825785399769,0.186024755685,0.098349593793,0.35,0.0848190727769,0.233124787024,0.35,0.35,4,true,0.0823382267956,357,2203,2,2134,3722,1607,2045,3741,1607,0.0503268660103,0.160562462347,0.0968406982968,0.35,0.573347662547,0.785819070905,0.573347662547,0.35,0.0467807779755,0.138671875919,0.0544906217446,0.35,0.0810118823177,0.252380697476,0.35,0.35,4,true,0.0606387595696,374,2026,-0.0325527886291,-0.0341027986944,-0.0558766836043,0,49,0.0343901128426,0,40,true,true,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,false,capable_not_low_support,surface
DEBY_LOD2_4908046,outline,extension,80,cell_3_outline_only,1777,802,930,221,855,220,true,5116,1617,2500,408,2500,400,true,2,roof_and_ground,cell_3_outline_only,2,311,620,314,3355,625,311,0.108865875661,0.239123125192,0.35,0.35,0.501612903226,0.0935916542474,0.0935916542474,0.35,0.0835668428831,0.2140473707,0.35,0.35,0.132190299084,0.246826234168,0.35,0.35,4,true,0.108593585498,63,3350,2,347,620,348,3355,695,347,0.0803742875618,0.224998984074,0.35,0.35,0.559677419355,0.103725782414,0.103725782414,0.35,0.0660671423394,0.202667453355,0.35,0.35,0.0856151293797,0.241683916774,0.35,0.35,4,true,0.0803167866609,70,3280,-0.0284915880988,-0.0141241411175,0,0,36,0.0101341281669,0,40,true,true,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,true,capable_low_support,height_or_outline
DEBY_LOD2_4906985,surface,extension,81,cell_1_assembled,8946,106270,2500,2500,2447,2381,true,6277,55061,2500,2500,2487,2219,true,2,roof_and_ground,cell_1_assembled,2,1822,4600,2068,4934,3890,1822,0.0779342707947,0.217332200629,0.35,0.35,0.396086956522,0.419132549655,0.396086956522,0.35,0.0565990916537,0.209228493205,0.35,0.35,0.10008713409,0.227115062378,0.35,0.35,4,true,0.0781704828325,389,5644,2,2021,4600,2212,4934,4233,2021,0.0664563231607,0.195001015575,0.35,0.35,0.439347826087,0.448317794893,0.439347826087,0.35,0.0683421524936,0.173362599439,0.35,0.35,0.0631905121028,0.21203266467,0.35,0.35,4,true,0.0665039215605,424,5301,-0.0114779476339,-0.0223311850542,0,0,199,0.0432608695652,0,40,true,true,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,false,capable_not_low_support,surface
DEBY_LOD2_4908052,outline,extension,82,cell_3_outline_only,1193,0,785,0,775,0,false,2436,0,1478,0,1478,0,false,0,no_usable_surface,cell_3_outline_only,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,,,,,0,,0,40,false,false,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,,not_applicable_incapable,height_or_outline
DEBY_LOD2_4906986,surface,extension,83,cell_1_assembled,3534,21458,1525,2199,1478,1993,true,2869,35524,1344,2048,1344,1868,true,2,roof_and_ground,cell_1_assembled,2,2565,3861,1996,2822,4561,1996,0.0659491385959,0.209683285579,0.123314913962,0.35,0.664335664336,0.707299787385,0.664335664336,0.35,0.0543698258037,0.173647244325,0.0616319132157,0.295620652333,0.106284420768,0.24399381477,0.35,0.35,4,true,0.0823494394926,456,2122,2,2697,3861,2060,2822,4757,2060,0.0837706300789,0.198780436353,0.125141319248,0.35,0.698523698524,0.729978738483,0.698523698524,0.35,0.0869682154603,0.189065148516,0.0941413542159,0.253322993944,0.0755038594641,0.226760944204,0.35,0.35,4,true,0.077677449414,476,1926,0.017821491483,-0.0109028492259,0.00182640528535,0,64,0.034188034188,0,40,true,true,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,false,capable_not_low_support,surface
DEBY_LOD2_4908053,outline,extension,84,cell_3_outline_only,265,0,172,0,172,0,false,1512,0,934,0,934,0,false,0,no_usable_surface,cell_3_outline_only,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,,,,,0,,0,40,false,false,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,,not_applicable_incapable,height_or_outline
DEBY_LOD2_4906987,surface,extension,85,cell_1_assembled,3496,22379,1391,2029,1374,1990,true,3455,46096,1648,2500,1644,2367,true,2,roof_and_ground,cell_1_assembled,2,3181,4357,2525,3018,5706,2525,0.0652352700537,0.189497909513,0.0938709680947,0.35,0.730089511132,0.836646785951,0.730089511132,0.35,0.0516901934137,0.154211431749,0.055205941728,0.191876974534,0.0893924923388,0.220620285434,0.172483470917,0.35,4,true,0.0697234831632,571,1669,2,3307,4357,2589,3018,5896,2589,0.0709171655515,0.192220114031,0.0943311475988,0.35,0.759008492082,0.857852882704,0.759008492082,0.35,0.0673102986054,0.157837227884,0.0695138912197,0.181275385799,0.0779035832493,0.22470917316,0.15366358551,0.35,4,true,0.0726365202195,590,1479,0.00568189549784,0.00272220451818,0.000460179504198,0,64,0.0289189809502,0,40,true,true,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,false,capable_not_low_support,surface
DEBY_LOD2_4908054,outline,extension,86,cell_3_outline_only,249,0,165,0,159,0,false,1066,0,679,0,678,0,false,0,no_usable_surface,cell_3_outline_only,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,,,,,0,,0,40,false,false,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,,not_applicable_incapable,height_or_outline
DEBY_LOD2_4906988,surface,extension,87,cell_1_assembled,1996,6652,754,990,752,943,true,1228,29389,603,1196,603,1056,true,2,roof_and_ground,cell_1_assembled,2,1085,1999,932,1355,2017,932,0.0615000322044,0.195438029609,0.151768125461,0.35,0.542771385693,0.687822878229,0.542771385693,0.35,0.0516970842872,0.137162378095,0.0592008954814,0.35,0.129381586341,0.271503056877,0.35,0.35,4,true,0.0839245024748,202,1337,2,1166,1999,961,1355,2127,961,0.0971346926301,0.212099324892,0.162158113943,0.35,0.583291645823,0.709225092251,0.583291645823,0.35,0.0939269021679,0.18094807385,0.103495341936,0.35,0.112086999984,0.257100105122,0.35,0.35,4,true,0.0961670053717,213,1227,0.0356346604257,0.0166612952823,0.0103899884813,0,29,0.0405202601301,0,40,true,true,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,false,capable_not_low_support,surface
DEBY_LOD2_4908157,outline,extension,88,cell_3_outline_only,2510,0,1030,0,1022,0,false,1355,0,626,0,623,0,false,0,no_usable_surface,cell_3_outline_only,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,,,,,0,,0,40,false,false,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,,not_applicable_incapable,height_or_outline
DEBY_LOD2_4906989,surface,extension,89,cell_1_assembled,5203,19740,2428,2287,2375,2222,true,4146,24080,2143,2500,2143,2433,true,2,roof_and_ground,cell_1_assembled,2,2685,4655,2100,4518,4785,2100,0.0958450207903,0.222029144031,0.265853521844,0.35,0.576799140709,0.464807436919,0.464807436919,0.35,0.0756026060375,0.205875028138,0.130684819982,0.35,0.133019515148,0.248205750826,0.35,0.35,4,true,0.103250537198,479,4388,2,2877,4655,2208,4518,5085,2208,0.0592250435847,0.182544233682,0.183056836389,0.35,0.618045112782,0.488711819389,0.488711819389,0.35,0.0532535424422,0.157962802942,0.0839965646125,0.35,0.0771296130205,0.221474655936,0.35,0.35,4,true,0.0643184526818,509,4088,-0.0366199772056,-0.0394849103491,-0.0827966854547,0,108,0.0239043824701,0,40,true,true,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,false,capable_not_low_support,surface
DEBY_LOD2_4908158,outline,extension,90,cell_3_outline_only,2857,0,1232,0,1194,0,false,2258,1,918,0,914,0,false,0,no_usable_surface,cell_3_outline_only,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,,,,,0,,0,40,false,false,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,,not_applicable_incapable,height_or_outline
DEBY_LOD2_4906991,surface,extension,91,cell_1_assembled,2654,7959,1016,1330,997,1320,true,1079,17328,436,275,436,275,true,2,roof_and_ground,cell_1_assembled,2,1126,1595,950,1433,2076,950,0.0978035273867,0.234863564921,0.158600895755,0.35,0.705956112853,0.6629448709,0.6629448709,0.35,0.09440484428,0.22995233982,0.128189109949,0.35,0.127245420853,0.255031954539,0.35,0.35,4,true,0.10688627628,208,952,2,1163,1595,988,1433,2151,988,0.103657992872,0.23822487618,0.158241197755,0.35,0.729153605016,0.689462665736,0.689462665736,0.35,0.104571985656,0.237920465817,0.138556933714,0.35,0.0958679078337,0.246379038942,0.35,0.35,4,true,0.102529109173,215,877,0.00585446548539,0.00336131125858,-0.000359698000197,0,38,0.026517794836,0,40,true,true,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,false,capable_not_low_support,surface
DEBY_LOD2_4908159,outline,extension,92,cell_3_outline_only,498,0,256,0,245,0,false,592,0,276,0,276,0,false,0,no_usable_surface,cell_3_outline_only,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,0,0,0,0,0,0,0,,,,,,,,0.35,,,,,,,,,0,false,,0,0,,,,,0,,0,40,false,false,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,,not_applicable_incapable,height_or_outline
DEBY_LOD2_4906998,surface,extension,93,cell_1_assembled,5161,11910,2439,1708,2421,1700,true,3355,11205,1905,2421,1904,2421,true,2,roof_and_ground,cell_1_assembled,2,2802,4121,2296,4325,5098,2296,0.0994811692677,0.21492931378,0.182802621115,0.35,0.679932055326,0.530867052023,0.530867052023,0.35,0.107642098745,0.218684556088,0.186088257726,0.35,0.0942194386584,0.210304577357,0.17820605944,0.35,4,true,0.101548908054,510,3348,2,2951,4121,2391,4325,5342,2391,0.0701329263224,0.201515905528,0.145224509502,0.35,0.716088328076,0.552832369942,0.552832369942,0.35,0.0818182400905,0.208654480641,0.16063679607,0.35,0.0591180557182,0.195292144246,0.128106517768,0.35,4,true,0.070684824059,535,3104,-0.0293482429453,-0.0134134082515,-0.0375781116131,0,95,0.0219653179191,0,40,true,true,diagnostic_global_candidate_not_adopted,matched_median_m_le_0.3,conditional_matched_reference_only,baseline_correspondence_conditioned,auxiliary_only,false,capable_not_low_support,surface
