tier_group,low_support,count,row_fraction,capable_population_n,support_cutoff_q25,odds_ratio_height_outline_vs_surface,fisher_two_sided_p,test_role
height_or_outline,true,7,0.35,132,0.200652528548,1.78106508876,0.271551958692,auxiliary_observation_only
height_or_outline,false,13,0.65,132,0.200652528548,1.78106508876,0.271551958692,auxiliary_observation_only
surface,true,26,0.232142857143,132,0.200652528548,1.78106508876,0.271551958692,auxiliary_observation_only
surface,false,86,0.767857142857,132,0.200652528548,1.78106508876,0.271551958692,auxiliary_observation_only
