setting,run_name,arm,replicate,roofer_repeat,input,building_id,status,reason,rf_success,rf_extrusion_mode,rf_pointcloud_unusable,rf_roof_type,rf_pt_density,rf_nodata_frac,rf_rmse_lod22,rf_roof_planes,has_lod22,val3dity_valid,val3dity_errors
base,gs_e5_C001_s1_acmp_r1,acmp,r1,run_1,GS-acmp-r1-base,DEBY_LOD2_108247349,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.666667,0.940298,,0,False,True,[]
base,gs_e5_C001_s1_acmp_r1,acmp,r1,run_1,GS-acmp-r1-base,DEBY_LOD2_108247350,failure,pointcloud_unusable_no_points,True,skip,True,no points,8.800000,0.895833,,0,False,True,[]
base,gs_e5_C001_s1_acmp_r1,acmp,r1,run_1,GS-acmp-r1-base,DEBY_LOD2_108247351,success,success,True,standard,False,slanted,46.418606,0.834615,4.164085,1,True,True,[]
base,gs_e5_C001_s1_acmp_r1,acmp,r1,run_1,GS-acmp-r1-base,DEBY_LOD2_4907184,success,success,True,standard,False,slanted,1295.443359,0.000740,2.850572,35,True,True,[]
base,gs_e5_C001_s1_acmp_r1,acmp,r1,run_1,GS-acmp-r1-base,DEBY_LOD2_4907185,success,success,True,standard,False,slanted,102.173668,0.445652,5.589759,27,True,True,[]
base,gs_e5_C001_s1_acmp_r1,acmp,r1,run_1,GS-acmp-r1-base,DEBY_LOD2_4907186,success,success,True,standard,False,slanted,43.791306,0.829377,1.328823,6,True,True,[]
base,gs_e5_C001_s1_acmp_r1,acmp,r1,run_1,GS-acmp-r1-base,DEBY_LOD2_4907188,success,success,True,standard,False,slanted,44.096386,0.875000,1.832471,2,True,True,[]
base,gs_e5_C001_s1_acmp_r1,acmp,r1,run_1,GS-acmp-r1-base,DEBY_LOD2_4907194,success,success,True,standard,False,slanted,12.577778,0.894242,5.689352,4,True,True,[]
base,gs_e5_C001_s1_acmp_r1,acmp,r1,run_1,GS-acmp-r1-base,DEBY_LOD2_4907195,success,success,True,standard,False,slanted,57.902622,0.623944,1.114274,6,True,True,[]
base,gs_e5_C001_s1_acmp_r1,acmp,r1,run_1,GS-acmp-r1-base,DEBY_LOD2_4907198,success,success,True,standard,False,slanted,48.801456,0.618220,4.189841,20,True,True,[]
base,gs_e5_C001_s1_acmp_r1,acmp,r1,run_1,GS-acmp-r1-base,DEBY_LOD2_4907199,failure,pointcloud_unusable_no_planes,True,skip,True,no planes,54.717949,0.801527,,0,False,True,[]
base,gs_e5_C001_s1_acmp_r1,acmp,r1,run_1,GS-acmp-r1-base,DEBY_LOD2_4907202,success,success,True,standard,False,slanted,212.242081,0.458658,6.209997,9,True,True,[]
base,gs_e5_C001_s1_acmp_r1,acmp,r1,run_1,GS-acmp-r1-base,DEBY_LOD2_4908168,success,success,True,standard,False,slanted,160.842102,0.333333,14.256321,2,True,True,[]
base,gs_e5_C001_s1_acmp_r1,acmp,r1,run_1,GS-acmp-r1-base,DEBY_LOD2_4908178,success,success,True,standard,False,slanted,116.750809,0.319383,9.662446,3,True,True,[]
base,gs_e5_C001_s1_acmp_r1,acmp,r1,run_1,GS-acmp-r1-base,DEBY_LOD2_4908179,failure,pointcloud_unusable_no_points,True,skip,True,no points,6.545455,0.953587,,0,False,True,[]
base,gs_e5_C001_s1_acmp_r1,acmp,r1,run_1,GS-acmp-r1-base,DEBY_LOD2_60098,success,success,True,standard,False,slanted,24.770054,0.761480,3.712745,9,True,True,[]
base,gs_e5_C001_s1_acmp_r1,acmp,r1,run_1,GS-acmp-r1-base,DEBY_LOD2_8568391,success,success,True,standard,False,slanted,30.266666,0.864253,15.352741,3,True,True,[]
base,gs_e5_C001_s1_acmp_r1,acmp,r1,run_1,GS-acmp-r1-base,DEBY_LOD2_8568392,success,success,True,standard,False,horizontal,15.500000,0.666667,0.000000,1,True,True,[]
