input,building_id,status,reason,rf_success,rf_extrusion_mode,rf_pointcloud_unusable,rf_roof_type,rf_pt_density,rf_nodata_frac,rf_rmse_lod22,rf_roof_planes,has_lod22,val3dity_valid,val3dity_errors
raw-sparse,DEBY_LOD2_4906967,failure,val3dity_invalid,True,standard,False,slanted,10.298534,0.574601,4.180243,46,True,False,"[{""code"":104,""description"":""RING_SELF_INTERSECTION"",""id"":""coid=DEBY_LOD2_4906967-0|geom=0|shell=0|face=140"",""info"":""ring self-intersects or is collapsed to a line""},{""code"":203,""description"":""NON_PLANAR_POLYGON_DISTANCE_PLANE"",""id"":""coid=DEBY_LOD2_4906967-0|geom=0|shell=0|face=134"",""info"":""distance to fitted plane: 0.329143 (tolerance=0.01)""}]"
raw-sparse,DEBY_LOD2_4906968,success,success,True,standard,False,slanted,11.864702,0.742773,9.044530,14,True,True,[]
raw-sparse,DEBY_LOD2_4906969,success,success,True,standard,False,slanted,6.353909,0.649351,6.702130,4,True,True,[]
raw-sparse,DEBY_LOD2_4906970,success,success,True,standard,False,slanted,14.368580,0.466129,6.050995,6,True,True,[]
raw-sparse,DEBY_LOD2_4906972,success,success,True,standard,False,slanted,17.760832,0.610924,6.393650,6,True,True,[]
raw-sparse,DEBY_LOD2_4906973,success,success,True,standard,False,slanted,5.735849,0.761261,6.584484,1,True,True,[]
raw-sparse,DEBY_LOD2_4906974,success,success,True,standard,False,slanted,9.006098,0.481013,2.845215,3,True,True,[]
raw-sparse,DEBY_LOD2_4906975,success,success,True,standard,False,slanted,5.942857,0.830473,13.115190,11,True,True,[]
raw-sparse,DEBY_LOD2_4906976,success,success,True,standard,False,slanted,12.025974,0.578467,5.445310,5,True,True,[]
raw-sparse,DEBY_LOD2_4906977,success,success,True,standard,False,slanted,7.474403,0.723845,4.306870,9,True,True,[]
raw-sparse,DEBY_LOD2_4906980,failure,pointcloud_unusable_no_planes,True,skip,True,no planes,5.756098,0.772222,,0,False,True,[]
raw-sparse,DEBY_LOD2_4906981,success,success,True,standard,False,slanted,13.273850,0.743486,8.510089,10,True,True,[]
raw-sparse,DEBY_LOD2_4906982,success,success,True,standard,False,slanted,10.198095,0.431408,3.716451,22,True,True,[]
raw-sparse,DEBY_LOD2_4906983,success,success,True,standard,False,multiple horizontal,6.461988,0.816671,1.261072,2,True,True,[]
raw-sparse,DEBY_LOD2_4906984,failure,pointcloud_unusable_no_planes,True,skip,True,no planes,5.428571,0.943205,,0,False,True,[]
raw-sparse,DEBY_LOD2_4906985,success,success,True,standard,False,slanted,6.916286,0.624893,3.790575,12,True,True,[]
raw-sparse,DEBY_LOD2_4906986,success,success,True,standard,False,slanted,6.216560,0.667373,1.973744,4,True,True,[]
raw-sparse,DEBY_LOD2_4906987,success,success,True,standard,False,slanted,6.927536,0.553398,1.801949,3,True,True,[]
raw-sparse,DEBY_LOD2_4906988,success,success,True,standard,False,horizontal,5.060606,0.748092,1.712214,1,True,True,[]
raw-sparse,DEBY_LOD2_4906989,success,success,True,standard,False,slanted,5.818182,0.802806,4.984320,4,True,True,[]
raw-sparse,DEBY_LOD2_4906990,success,success,True,standard,False,slanted,5.263158,0.951240,5.737846,1,True,True,[]
raw-sparse,DEBY_LOD2_4906991,success,success,True,standard,False,slanted,5.349398,0.876672,0.582810,1,True,True,[]
raw-sparse,DEBY_LOD2_4906997,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.993557,,0,False,True,[]
raw-sparse,DEBY_LOD2_4906998,success,success,True,standard,False,slanted,5.142857,0.877005,5.080537,4,True,True,[]
raw-sparse,DEBY_LOD2_4906999,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907000,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907011,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.998718,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907012,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907013,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907014,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.998331,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907015,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907016,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.999115,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907017,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907018,success,success,True,standard,False,slanted,4.980645,0.849515,1.859355,6,True,True,[]
raw-sparse,DEBY_LOD2_4907019,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907020,success,success,True,standard,False,slanted,5.275362,0.947767,6.344069,2,True,True,[]
raw-sparse,DEBY_LOD2_4907021,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907022,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.998960,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907023,success,success,True,standard,False,slanted,5.577465,0.902473,4.975611,2,True,True,[]
raw-sparse,DEBY_LOD2_4907024,success,success,True,standard,False,slanted,5.000000,0.958442,4.433864,1,True,True,[]
raw-sparse,DEBY_LOD2_4907025,success,success,True,standard,False,slanted,7.293617,0.749734,4.872153,12,True,True,[]
raw-sparse,DEBY_LOD2_4907026,failure,pointcloud_unusable_no_planes,True,skip,True,no planes,4.952381,0.960452,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907027,failure,pointcloud_unusable_no_points,True,skip,True,no points,6.400000,0.995279,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907028,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.987484,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907029,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907030,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.995775,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907031,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.996947,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907032,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.999335,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907033,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.994197,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907034,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907035,failure,pointcloud_unusable_no_points,True,skip,True,no points,8.000000,0.999232,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907036,failure,pointcloud_unusable_no_points,True,skip,True,no points,5.333333,0.996005,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907156,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.998307,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907164,failure,pointcloud_unusable_no_planes,True,skip,True,no planes,4.333333,0.972136,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907165,failure,pointcloud_unusable_no_planes,True,skip,True,no planes,6.666667,0.982857,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907166,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.989114,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907167,failure,pointcloud_unusable_no_points,True,skip,True,no points,5.428571,0.982822,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907168,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.285714,0.983153,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907169,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.222222,0.985849,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907170,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.461538,0.972917,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907171,failure,pointcloud_unusable_no_points,True,skip,True,no points,5.333333,0.976190,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907172,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.990937,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907173,success,success,True,standard,False,slanted,9.559441,0.621192,3.237360,14,True,True,[]
raw-sparse,DEBY_LOD2_4907174,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907175,failure,pointcloud_unusable_no_points,True,skip,True,no points,7.000000,0.997580,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907176,success,success,True,standard,False,horizontal,4.673267,0.950995,8.602617,1,True,True,[]
raw-sparse,DEBY_LOD2_4907177,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.994778,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907178,success,success,True,standard,False,slanted,11.391585,0.600259,4.716073,10,True,True,[]
raw-sparse,DEBY_LOD2_4907179,success,success,True,standard,False,slanted,9.955056,0.721440,2.142555,3,True,True,[]
raw-sparse,DEBY_LOD2_4907180,success,success,True,standard,False,slanted,8.866995,0.736876,5.488554,8,True,True,[]
raw-sparse,DEBY_LOD2_4907181,success,success,True,standard,False,slanted,4.571429,0.944882,6.483433,1,True,True,[]
raw-sparse,DEBY_LOD2_4907182,success,success,True,standard,False,slanted,4.750000,0.873684,6.722024,1,True,True,[]
raw-sparse,DEBY_LOD2_4907183,success,success,True,standard,False,slanted,13.797503,0.501728,2.201031,23,True,True,[]
raw-sparse,DEBY_LOD2_4907184,success,success,True,standard,False,slanted,11.254135,0.508136,2.511257,13,True,True,[]
raw-sparse,DEBY_LOD2_4907185,failure,pointcloud_unusable_no_planes,True,skip,True,no planes,4.551724,0.954969,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907186,failure,pointcloud_unusable_no_planes,True,skip,True,no planes,4.571429,0.968843,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907187,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907188,failure,pointcloud_unusable_no_planes,True,skip,True,no planes,4.705883,0.974398,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907194,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.992949,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907195,failure,pointcloud_unusable_no_planes,True,skip,True,no planes,4.969697,0.953521,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907196,success,success,True,standard,False,slanted,9.095462,0.626970,2.671425,8,True,True,[]
raw-sparse,DEBY_LOD2_4907198,failure,pointcloud_unusable_no_planes,True,skip,True,no planes,4.888889,0.968707,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907199,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.994911,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907201,success,success,True,standard,False,slanted,7.253165,0.586387,2.395305,5,True,True,[]
raw-sparse,DEBY_LOD2_4907202,success,success,True,standard,False,slanted,5.283019,0.917317,1.506370,1,True,True,[]
raw-sparse,DEBY_LOD2_4907204,success,success,True,standard,False,slanted,8.879852,0.398220,4.300777,11,True,True,[]
raw-sparse,DEBY_LOD2_4907205,success,success,True,standard,False,horizontal,4.727273,0.868735,0.168824,1,True,True,[]
raw-sparse,DEBY_LOD2_4907206,success,success,True,standard,False,slanted,11.579381,0.399752,0.870815,4,True,True,[]
raw-sparse,DEBY_LOD2_4907207,success,success,True,standard,False,slanted,7.944637,0.777692,4.732310,5,True,True,[]
raw-sparse,DEBY_LOD2_4907208,failure,pointcloud_unusable_no_planes,True,skip,True,no planes,4.352941,0.970097,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907505,success,success,True,standard,False,slanted,5.918919,0.829885,2.772086,2,True,True,[]
raw-sparse,DEBY_LOD2_4907506,success,success,True,standard,False,slanted,8.650307,0.712268,4.804601,5,True,True,[]
raw-sparse,DEBY_LOD2_4907507,success,success,True,standard,False,slanted,13.876858,0.585387,3.843798,6,True,True,[]
raw-sparse,DEBY_LOD2_4907508,failure,pointcloud_unusable_no_points,True,skip,True,no points,5.142857,0.933333,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907509,success,success,True,standard,False,slanted,5.055215,0.873741,2.348545,2,True,True,[]
raw-sparse,DEBY_LOD2_4907510,failure,pointcloud_unusable_no_planes,True,skip,True,no planes,4.642857,0.883090,,0,False,True,[]
raw-sparse,DEBY_LOD2_4907514,success,success,True,standard,False,slanted,11.579530,0.397500,3.606264,15,True,True,[]
raw-sparse,DEBY_LOD2_4907515,success,success,True,standard,False,slanted,10.379889,0.414075,3.977796,9,True,True,[]
raw-sparse,DEBY_LOD2_4907516,success,success,True,standard,False,slanted,11.212814,0.387955,3.669627,9,True,True,[]
raw-sparse,DEBY_LOD2_4907517,success,success,True,standard,False,slanted,9.655860,0.491117,3.329969,8,True,True,[]
raw-sparse,DEBY_LOD2_4907518,success,success,True,standard,False,slanted,10.112054,0.413930,3.765003,6,True,True,[]
raw-sparse,DEBY_LOD2_4907519,success,success,True,standard,False,slanted,5.708179,0.847298,19.376390,10,True,True,[]
raw-sparse,DEBY_LOD2_4907520,success,success,True,standard,False,slanted,13.419068,0.546278,3.782511,6,True,True,[]
raw-sparse,DEBY_LOD2_4907521,success,success,True,standard,False,slanted,6.686275,0.831822,6.026123,2,True,True,[]
raw-sparse,DEBY_LOD2_4908023,success,success,True,standard,False,horizontal,14.366198,0.202247,2.540483,1,True,True,[]
raw-sparse,DEBY_LOD2_4908024,success,success,True,standard,False,horizontal,13.741936,0.303371,0.892311,1,True,True,[]
raw-sparse,DEBY_LOD2_4908025,success,success,True,standard,False,horizontal,12.518518,0.379310,0.785499,1,True,True,[]
raw-sparse,DEBY_LOD2_4908026,success,success,True,standard,False,slanted,12.500000,0.363636,0.638103,2,True,True,[]
raw-sparse,DEBY_LOD2_4908027,success,success,True,standard,False,slanted,10.324325,0.149425,0.438673,2,True,True,[]
raw-sparse,DEBY_LOD2_4908028,success,success,True,standard,False,horizontal,11.428572,0.204545,2.167735,1,True,True,[]
raw-sparse,DEBY_LOD2_4908044,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4908045,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4908046,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.444445,0.983842,,0,False,True,[]
raw-sparse,DEBY_LOD2_4908048,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.996337,,0,False,True,[]
raw-sparse,DEBY_LOD2_4908049,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4908050,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.363636,0.895833,,0,False,True,[]
raw-sparse,DEBY_LOD2_4908051,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4908052,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4908053,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4908054,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4908059,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4908157,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4908158,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.998632,,0,False,True,[]
raw-sparse,DEBY_LOD2_4908159,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4908160,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4908161,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4908162,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.997613,,0,False,True,[]
raw-sparse,DEBY_LOD2_4908163,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4908164,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4908165,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4908166,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4908167,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4908168,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.991228,,0,False,True,[]
raw-sparse,DEBY_LOD2_4908169,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4908170,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.000000,0.996575,,0,False,True,[]
raw-sparse,DEBY_LOD2_4908172,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4908176,failure,pointcloud_unusable_no_points,True,skip,True,no points,5.600000,0.965035,,0,False,True,[]
raw-sparse,DEBY_LOD2_4908178,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.190476,0.953744,,0,False,True,[]
raw-sparse,DEBY_LOD2_4908179,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_4908351,failure,pointcloud_unusable_no_points,True,skip,True,no points,5.818182,0.950450,,0,False,True,[]
raw-sparse,DEBY_LOD2_4908352,success,success,True,standard,False,horizontal,5.391304,0.803419,0.229734,1,True,True,[]
raw-sparse,DEBY_LOD2_4908353,success,success,True,standard,False,slanted,6.208145,0.620926,7.072424,4,True,True,[]
raw-sparse,DEBY_LOD2_4908354,failure,pointcloud_unusable_no_planes,True,skip,True,no planes,4.761905,0.817391,,0,False,True,[]
raw-sparse,DEBY_LOD2_4959314,success,success,True,standard,False,horizontal,4.363636,0.990105,4.619146,1,True,True,[]
raw-sparse,DEBY_LOD2_4959320,failure,pointcloud_unusable_no_planes,True,skip,True,no planes,6.859060,0.984420,,0,False,True,[]
raw-sparse,DEBY_LOD2_4959322,success,success,True,standard,False,slanted,13.085622,0.604978,5.348832,5,True,True,[]
raw-sparse,DEBY_LOD2_4959323,success,success,True,standard,False,slanted,13.897130,0.660228,8.087279,13,True,True,[]
raw-sparse,DEBY_LOD2_4959324,success,success,True,standard,False,slanted,8.627451,0.711864,11.668705,2,True,True,[]
raw-sparse,DEBY_LOD2_4959325,success,success,True,standard,False,slanted,6.415585,0.720000,6.155180,8,True,True,[]
raw-sparse,DEBY_LOD2_4959326,success,success,True,standard,False,slanted,6.989648,0.801207,5.253117,8,True,True,[]
raw-sparse,DEBY_LOD2_4959327,success,success,True,standard,False,slanted,7.087719,0.655242,5.360984,6,True,True,[]
raw-sparse,DEBY_LOD2_4959336,success,success,True,standard,False,slanted,6.663014,0.850164,2.080471,5,True,True,[]
raw-sparse,DEBY_LOD2_4959340,success,success,True,standard,False,slanted,6.101420,0.679662,4.593372,2,True,True,[]
raw-sparse,DEBY_LOD2_4959457,success,success,True,standard,False,slanted,8.672717,0.658523,6.138566,5,True,True,[]
raw-sparse,DEBY_LOD2_4959458,success,success,True,standard,False,slanted,15.522870,0.536383,4.610079,28,True,True,[]
raw-sparse,DEBY_LOD2_4959459,success,success,True,standard,False,slanted,10.367347,0.442436,3.079593,15,True,True,[]
raw-sparse,DEBY_LOD2_4959460,success,success,True,standard,False,slanted,10.319825,0.586477,13.225207,43,True,True,[]
raw-sparse,DEBY_LOD2_4959461,success,success,True,standard,False,slanted,5.991632,0.868138,7.002279,10,True,True,[]
raw-sparse,DEBY_LOD2_4959463,success,success,True,standard,False,slanted,6.142857,0.770492,4.810207,2,True,True,[]
raw-sparse,DEBY_LOD2_4959464,success,success,True,standard,False,multiple horizontal,6.717557,0.700229,1.869970,3,True,True,[]
raw-sparse,DEBY_LOD2_4959465,success,success,True,standard,False,slanted,4.769231,0.847418,0.954898,2,True,True,[]
raw-sparse,DEBY_LOD2_4959753,failure,pointcloud_unusable_no_planes,True,skip,True,no planes,5.454545,0.668342,,0,False,True,[]
raw-sparse,DEBY_LOD2_4959758,failure,pointcloud_unusable_no_points,True,skip,True,no points,5.333333,0.993576,,0,False,True,[]
raw-sparse,DEBY_LOD2_4959759,failure,pointcloud_unusable_no_points,True,skip,True,no points,4.571429,0.970339,,0,False,True,[]
raw-sparse,DEBY_LOD2_4959793,success,success,True,standard,False,slanted,9.358491,0.727156,10.809308,5,True,True,[]
raw-sparse,DEBY_LOD2_60042,success,success,True,standard,False,slanted,10.279016,0.459547,4.035298,71,True,True,[]
raw-sparse,DEBY_LOD2_60097,success,success,True,standard,False,slanted,4.300000,0.937888,2.928505,1,True,True,[]
raw-sparse,DEBY_LOD2_60098,failure,pointcloud_unusable_no_planes,True,skip,True,no planes,4.235294,0.978316,,0,False,True,[]
raw-sparse,DEBY_LOD2_60109,failure,missing_roofer_output,,,,,,,,,False,,
raw-sparse,DEBY_LOD2_8568391,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_8568392,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_8568403,failure,pointcloud_unusable_no_points,True,skip,True,no points,5.000000,0.929825,,0,False,True,[]
raw-sparse,DEBY_LOD2_8573617,failure,pointcloud_unusable_no_points,True,skip,True,no points,0.000000,1.000000,,0,False,True,[]
raw-sparse,DEBY_LOD2_8573847,success,success,True,standard,False,slanted,4.792079,0.891164,3.271829,7,True,True,[]
raw-sparse,DEBY_LOD2_8573848,success,success,True,standard,False,slanted,5.286031,0.873492,3.766439,6,True,True,[]
raw-sparse,DEBY_LOD2_8573849,success,success,True,standard,False,slanted,6.893010,0.791803,4.737906,12,True,True,[]
