view_idx,image_name,roof_pixels,mvs_depth_valid_roof_pixels,mvs_depth_valid_roof_frac,mvs_depth_valid_all_frac
46,DJI_20241217084829_0178_D.JPG,2859,2851,0.9972018188177685,0.9772987773815588
47,DJI_20241217084831_0179_D.JPG,42632,41951,0.9840260836930006,0.9873282201590116
48,DJI_20241217084833_0180_D.JPG,180796,164322,0.9088807274497224,0.9054638190608415
49,DJI_20241217084835_0181_D.JPG,234589,218383,0.930917476949047,0.9369596204467658
50,DJI_20241217084837_0182_D.JPG,281020,264229,0.9402498042843925,0.9446361440334319
51,DJI_20241217084839_0183_D.JPG,467747,446382,0.954323598013456,0.9655310579257355
52,DJI_20241217084841_0184_D.JPG,539600,527369,0.9773332097850259,0.9738032621145516
53,DJI_20241217084843_0185_D.JPG,575690,566055,0.9832635619864858,0.9687907018643566
54,DJI_20241217084845_0186_D.JPG,580640,561230,0.9665713695232847,0.9680131622244159
55,DJI_20241217084847_0187_D.JPG,540218,525042,0.9719076372871692,0.9584355676041107
56,DJI_20241217084849_0188_D.JPG,526264,513241,0.9752538649803141,0.9569047360391466
57,DJI_20241217084851_0189_D.JPG,520813,502347,0.9645438957936918,0.9635703086099728
58,DJI_20241217084853_0190_D.JPG,544402,515479,0.9468719806319594,0.9511053938912136
59,DJI_20241217084855_0191_D.JPG,605253,553827,0.9150338783946548,0.9358045409674235
60,DJI_20241217084857_0192_D.JPG,637302,583039,0.9148551236305551,0.9377697080806656
61,DJI_20241217084859_0193_D.JPG,667324,624444,0.9357433570499487,0.9507629389366803
62,DJI_20241217084901_0194_D.JPG,694447,670601,0.9656618863642582,0.9623318290791144
63,DJI_20241217084903_0195_D.JPG,735967,714942,0.971432143017282,0.9671026653504442
64,DJI_20241217084905_0196_D.JPG,791692,775154,0.9791105631988197,0.9732823297137216
65,DJI_20241217084907_0197_D.JPG,764448,744306,0.9736515760391812,0.975096601325624
66,DJI_20241217084909_0198_D.JPG,550369,540258,0.9816286891158478,0.9850789443851563
67,DJI_20241217084911_0199_D.JPG,399121,394259,0.9878182305616593,0.9911844536476585
68,DJI_20241217084913_0200_D.JPG,282937,281373,0.9944722676779636,0.9940774705067583
69,DJI_20241217084915_0201_D.JPG,112964,112426,0.9952374207712191,0.9223178917253522
70,DJI_20241217084917_0202_D.JPG,99489,99052,0.9956075546040266,0.9082905355832722
71,DJI_20241217084919_0203_D.JPG,108542,108156,0.996443772917396,0.9192284508740205
72,DJI_20241217090847_0026_D.JPG,43857,25787,0.5879791139384819,0.4018595041322314
73,DJI_20241217090849_0027_D.JPG,56762,23438,0.4129170924209859,0.28899601593625496
74,DJI_20241217090851_0028_D.JPG,103108,68128,0.6607440741746519,0.4175085275879731
75,DJI_20241217090853_0029_D.JPG,111222,97534,0.8769308230386075,0.8206818634943842
76,DJI_20241217090855_0030_D.JPG,80709,78325,0.9704617824530102,0.9531789451319913
77,DJI_20241217090857_0031_D.JPG,22660,19780,0.8729037952338923,0.8561109837193305
78,DJI_20241217094516_0014_D.JPG,49208,38966,0.7918631116891562,0.670779816893138
79,DJI_20241217094534_0023_D.JPG,142113,115064,0.8096655478386917,0.39033158227799847
80,DJI_20241217094536_0024_D.JPG,147224,95172,0.6464435146443515,0.3633230339722074
81,DJI_20241217094546_0029_D.JPG,141987,114128,0.8037918964412235,0.7614715616100978
82,DJI_20241217094548_0030_D.JPG,167287,131887,0.7883876212736196,0.5337588084887042
83,DJI_20241217094550_0031_D.JPG,167856,130312,0.7763320941759604,0.5231639083040597
84,DJI_20241217094552_0032_D.JPG,169132,134317,0.7941548612917722,0.5286760706805373
85,DJI_20241217094652_0041_D.JPG,92340,60002,0.6497942386831276,0.322257362541709
86,DJI_20241217094653_0042_D.JPG,95509,62738,0.6568805034080558,0.32789046769174446
87,DJI_20241217094945_0019_D.JPG,38973,30382,0.7795653401072538,0.793604184718077
88,DJI_20241217094947_0020_D.JPG,49177,36827,0.7488663399556703,0.6067749257901169
89,DJI_20241217094953_0023_D.JPG,65856,52779,0.8014303935860059,0.6852489915934709
90,DJI_20241217094955_0024_D.JPG,67372,52855,0.7845247283738052,0.6676082262574776
91,DJI_20241217094957_0025_D.JPG,45370,37693,0.8307912717654838,0.5993144339447841
92,DJI_20241217094959_0026_D.JPG,7756,7266,0.9368231046931408,0.7184239048010091
93,DJI_20241217095005_0029_D.JPG,28299,28124,0.9938160359023287,0.976323747024384
94,DJI_20241217095007_0030_D.JPG,2687,2684,0.9988835132117603,0.9819125322454856
95,DJI_20241217095009_0031_D.JPG,21894,19911,0.9094272403398191,0.6977903215774087
96,DJI_20241217095011_0032_D.JPG,22339,20424,0.9142754823403018,0.9639594094142871
97,DJI_20241217095013_0033_D.JPG,24240,20995,0.8661303630363036,0.9439672313688062
98,DJI_20241217095015_0034_D.JPG,13785,12239,0.8878491113529199,0.8984499237892953
99,DJI_20241217095017_0035_D.JPG,12032,11662,0.969248670212766,0.9767342646241766
100,DJI_20241217095023_0038_D.JPG,124709,118244,0.9481593148850525,0.6989965149766357
101,DJI_20241217095027_0040_D.JPG,92040,91391,0.992948717948718,0.9869595925375105
102,DJI_20241217095029_0041_D.JPG,130743,125733,0.9616805488630367,0.8257738916111617
103,DJI_20241217095039_0046_D.JPG,229216,225699,0.9846563939690074,0.8907146509117764
104,DJI_20241217095041_0047_D.JPG,51548,51527,0.9995926127104834,0.9869129927269462
105,DJI_20241217095051_0052_D.JPG,242637,238189,0.9816680885437917,0.6971632619593493
106,DJI_20241217095053_0053_D.JPG,241833,237435,0.9818138963665008,0.601430832073089
107,DJI_20241217095055_0054_D.JPG,249370,245100,0.9828768496611461,0.7162329962065476
108,DJI_20241217095057_0055_D.JPG,227193,222615,0.979849731285735,0.8521355652588484
109,DJI_20241217095103_0058_D.JPG,153450,151189,0.985265558813946,0.9861732963305582
110,DJI_20241217095121_0067_D.JPG,210955,205169,0.9725723495532222,0.5569353681475305
111,DJI_20241217095123_0068_D.JPG,286585,279271,0.9744787759303523,0.7906497292794669
112,DJI_20241217095125_0069_D.JPG,298771,289541,0.9691067740844995,0.8445583059769911
113,DJI_20241217095127_0070_D.JPG,303560,297954,0.9815324812228226,0.97701596216376
114,DJI_20241217095129_0071_D.JPG,246532,243121,0.9861640679506108,0.9767185627932993
115,DJI_20241217095131_0072_D.JPG,255574,252710,0.9887938522697927,0.9756290618230294
116,DJI_20241217095137_0075_D.JPG,95848,95499,0.9963588181287037,0.9294669526299811
117,DJI_20241217095139_0076_D.JPG,329678,289404,0.8778383756271271,0.8506423301272575
118,DJI_20241217095141_0077_D.JPG,314893,222616,0.7069576014709759,0.46983492763093865
119,DJI_20241217095143_0078_D.JPG,314125,219206,0.6978304814962196,0.4910645260494807
120,DJI_20241217095145_0079_D.JPG,313603,219260,0.6991642299340248,0.4920703271266637
121,DJI_20241217095147_0080_D.JPG,313053,219009,0.6995908041130415,0.492378203288228
122,DJI_20241217095149_0081_D.JPG,313518,219386,0.6997556759101551,0.49316691466500634
123,DJI_20241217095359_0002_D.JPG,167627,97160,0.5796202282448532,0.6600593987485806
124,DJI_20241217095403_0004_D.JPG,206436,127479,0.6175231064349241,0.6962624595345028
125,DJI_20241217095417_0011_D.JPG,480663,474971,0.9881580233968498,0.9898423300827559
126,DJI_20241217095419_0012_D.JPG,459874,452085,0.9830627519711921,0.9749943558847095
127,DJI_20241217095421_0013_D.JPG,540644,505337,0.9346945494632327,0.9253161584819344
128,DJI_20241217095427_0016_D.JPG,520338,481120,0.9246297598868428,0.9188014149391247
129,DJI_20241217095429_0017_D.JPG,510983,467283,0.9144785638661169,0.915021047836289
130,DJI_20241217095431_0018_D.JPG,789732,751202,0.951211296996956,0.9627951510852366
131,DJI_20241217095433_0019_D.JPG,748449,717538,0.9586999247777738,0.9656507917947472
132,DJI_20241217095435_0020_D.JPG,845100,802093,0.9491101644775766,0.9604211816572689
133,DJI_20241217095437_0021_D.JPG,537609,526018,0.9784397210612173,0.979126008435219
134,DJI_20241217095439_0022_D.JPG,720445,580851,0.8062391993837142,0.7920159356931321
135,DJI_20241217095441_0023_D.JPG,558072,276869,0.4961169884889405,0.30354745451981385
136,DJI_20241217095443_0024_D.JPG,579566,567803,0.9797037783444854,0.9302108306303766
137,DJI_20241217095445_0025_D.JPG,762672,752422,0.9865604086684708,0.9788386687350162
138,DJI_20241217095447_0026_D.JPG,441015,419568,0.9513690010543859,0.94915416985334
139,DJI_20241217095449_0027_D.JPG,851890,817041,0.9590921363086784,0.9665576082357918
140,DJI_20241217095451_0028_D.JPG,410589,354338,0.8629992522936561,0.702644149545837
141,DJI_20241217095453_0029_D.JPG,420317,362917,0.8634364063314117,0.6984030705521364
142,DJI_20241217095455_0030_D.JPG,407603,356419,0.8744268319909324,0.7078363395540739
143,DJI_20241217095457_0031_D.JPG,404016,358268,0.8867668607183874,0.7351339726413764
144,DJI_20241217095459_0032_D.JPG,781400,743858,0.9519554645508063,0.9707939641799465
145,DJI_20241217095501_0033_D.JPG,658631,582558,0.8844983002622105,0.8695247496826963
146,DJI_20241217095503_0034_D.JPG,719482,546141,0.7590752791591728,0.6692680863065859
147,DJI_20241217095505_0035_D.JPG,763770,720130,0.9428623800358746,0.9453733587712074
148,DJI_20241217095507_0036_D.JPG,572507,565481,0.987727660971831,0.9911147934000846
149,DJI_20241217095509_0037_D.JPG,361477,340819,0.9428511357569085,0.6613778028486814
150,DJI_20241217095511_0038_D.JPG,474611,451064,0.950386737770511,0.9601819207446058
151,DJI_20241217095513_0039_D.JPG,390256,359463,0.9210953835431102,0.9432724580454097
152,DJI_20241217095515_0040_D.JPG,679266,665645,0.9799474727131934,0.973549951816857
153,DJI_20241217095517_0041_D.JPG,595041,589075,0.9899738001246973,0.9797179888904715
154,DJI_20241217095519_0042_D.JPG,577862,573349,0.9921901768934451,0.9822324072768298
155,DJI_20241217095521_0043_D.JPG,580350,577005,0.9942362367536831,0.9901019345238096
156,DJI_20241217095523_0044_D.JPG,486452,467450,0.960937564240665,0.980451981384854
157,DJI_20241217095525_0045_D.JPG,531700,457278,0.8600300921572315,0.9322867367806018
158,DJI_20241217095527_0046_D.JPG,526249,490375,0.931830749322089,0.9568401813130575
159,DJI_20241217095529_0047_D.JPG,518053,503598,0.9720974494887589,0.9737649722465673
160,DJI_20241217095531_0048_D.JPG,667900,346127,0.518231771223237,0.4200912712869165
161,DJI_20241217095533_0049_D.JPG,658709,449819,0.6828796934609972,0.609233535467494
162,DJI_20241217095535_0050_D.JPG,615256,607591,0.9875417712301872,0.978263996615428
163,DJI_20241217095537_0051_D.JPG,490996,486428,0.9906964618856365,0.9846030179100268
164,DJI_20241217095539_0052_D.JPG,398237,381719,0.9585221865371626,0.9682414328021436
165,DJI_20241217095541_0053_D.JPG,337778,316942,0.9383145142667669,0.5783961285206692
166,DJI_20241217095543_0054_D.JPG,334354,313413,0.9373687768054217,0.576924035585551
167,DJI_20241217095545_0055_D.JPG,323199,298617,0.9239415963539491,0.5718964496010592
168,DJI_20241217095547_0056_D.JPG,180331,157237,0.8719354963927445,0.4280312117767823
169,DJI_20241217095549_0057_D.JPG,281769,259039,0.9193310832632404,0.7370693801098539
170,DJI_20241217095551_0058_D.JPG,398016,345335,0.8676409993568098,0.8764231307321623
171,DJI_20241217095553_0059_D.JPG,383143,359245,0.9376264214666586,0.9634882245099422
172,DJI_20241217095555_0060_D.JPG,446289,422130,0.9458669158325659,0.9752721759977436
173,DJI_20241217095557_0061_D.JPG,643677,622718,0.9674386377018287,0.9685573261881258
174,DJI_20241217095559_0062_D.JPG,409785,400919,0.9783642641873177,0.9851176470588235
175,DJI_20241217095603_0064_D.JPG,409522,401015,0.9792270012355868,0.9864584290307763
176,DJI_20241217095605_0065_D.JPG,410583,402238,0.9796752422774445,0.9855137038738325
177,DJI_20241217095607_0066_D.JPG,414816,410029,0.9884599436858752,0.98807410236822
178,DJI_20241217095609_0067_D.JPG,484926,477421,0.9845234118195354,0.9807932590607813
179,DJI_20241217095611_0068_D.JPG,504017,480139,0.9526246138523106,0.9712346636581582
180,DJI_20241217095613_0069_D.JPG,509880,481509,0.9443574958813838,0.9702721759977436
181,DJI_20241217095615_0070_D.JPG,665989,489909,0.7356112488344402,0.7895374418276688
182,DJI_20241217095617_0071_D.JPG,664272,594653,0.8951950405857841,0.9190564102564103
183,DJI_20241217095619_0072_D.JPG,770001,735739,0.955503953890969,0.9627711183189959
184,DJI_20241217095621_0073_D.JPG,744562,735663,0.9880480067475912,0.9906226202228177
185,DJI_20241217095623_0074_D.JPG,725914,640070,0.8817435674198321,0.8879297701311522
186,DJI_20241217095625_0075_D.JPG,697521,602492,0.8637618078882213,0.8777943872514455
187,DJI_20241217095627_0076_D.JPG,726336,699852,0.9635375363468147,0.9696636581582287
188,DJI_20241217095629_0077_D.JPG,399917,316913,0.7924469327385433,0.8619108729375264
189,DJI_20241217095631_0078_D.JPG,312477,257434,0.8238494353184395,0.8644691634450468
190,DJI_20241217095633_0079_D.JPG,406341,322843,0.7945124907405356,0.8649548723734312
191,DJI_20241217095635_0080_D.JPG,404745,321645,0.7946855427491384,0.8659956282611762
192,DJI_20241217095637_0081_D.JPG,405327,319477,0.7881957037157653,0.861355239035397
193,DJI_20241217095639_0082_D.JPG,589629,574536,0.9744025480429219,0.9802245272668678
194,DJI_20241217095641_0083_D.JPG,641561,614872,0.95839990273723,0.9770991890205863
195,DJI_20241217095643_0084_D.JPG,771929,604209,0.7827261315483678,0.880218586941193
196,DJI_20241217095645_0085_D.JPG,653985,635304,0.9714351246588224,0.9852091726061357
197,DJI_20241217095647_0086_D.JPG,439503,438429,0.9975563306735108,0.9989219732704403
198,DJI_20241217095649_0087_D.JPG,614470,612612,0.9969762559604212,0.9980871794871795
199,DJI_20241217095755_0002_D.JPG,445227,426192,0.9572465281755149,0.8981255004731746
200,DJI_20241217095757_0003_D.JPG,464818,444589,0.9564797404575555,0.9074045903135637
201,DJI_20241217095759_0004_D.JPG,503994,489830,0.9718964908312401,0.9541062385889972
202,DJI_20241217095801_0005_D.JPG,572381,566419,0.9895838610995124,0.9944486223272662
203,DJI_20241217095803_0006_D.JPG,610673,609126,0.9974667293297722,0.9986166271487849
204,DJI_20241217095805_0007_D.JPG,611024,609569,0.9976187514729372,0.9986242009811208
205,DJI_20241217095807_0008_D.JPG,504147,503583,0.9988812786746722,0.9974794968858187
206,DJI_20241217095809_0009_D.JPG,574645,417954,0.727325566219144,0.8503021832633892
207,DJI_20241217095811_0010_D.JPG,434887,432287,0.9940214354533476,0.9970108552681447
208,DJI_20241217095813_0011_D.JPG,236915,233983,0.9876242534242239,0.990478969308368
209,DJI_20241217095815_0012_D.JPG,307416,302155,0.98288638197101,0.9885088937556754
210,DJI_20241217095817_0013_D.JPG,283300,278993,0.9847970349452877,0.9909737175112795
211,DJI_20241217095819_0014_D.JPG,115560,110476,0.9560055382485289,0.9786643662498077
212,DJI_20241217095821_0015_D.JPG,201936,189939,0.940590087948657,0.9543285160829893
214,DJI_20241217095825_0017_D.JPG,7956,6174,0.7760180995475113,0.943690748610657
215,DJI_20241217095839_0024_D.JPG,125201,44278,0.3536553222418351,0.47661461345671874
216,DJI_20241217095841_0025_D.JPG,33914,26976,0.7954237188181872,0.8587884165523917
217,DJI_20241217095843_0026_D.JPG,62369,36996,0.5931793038208084,0.8437240859404448
218,DJI_20241217095845_0027_D.JPG,66831,39205,0.5866289596145501,0.8542567034887587
219,DJI_20241217095847_0028_D.JPG,69220,40018,0.5781277087546952,0.8589750549659347
220,DJI_20241217095851_0030_D.JPG,42112,32805,0.7789941109422492,0.8764264047378304
221,DJI_20241217095853_0031_D.JPG,30692,29582,0.963834223901994,0.9770450450450451
222,DJI_20241217095855_0032_D.JPG,98765,90723,0.9185743937629727,0.9222569463153546
223,DJI_20241217095857_0033_D.JPG,24092,24000,0.9961813049975096,0.995797351755901
224,DJI_20241217100036_0024_D.JPG,28680,15346,0.5350767085076709,0.6599620216184633
225,DJI_20241217100102_0037_D.JPG,112990,110464,0.9776440392955129,0.9837449377972206
226,DJI_20241217100106_0039_D.JPG,193516,156843,0.8104911221811116,0.7800935683003751
227,DJI_20241217100110_0041_D.JPG,191467,142637,0.7449691069479336,0.665668061097783
228,DJI_20241217100112_0042_D.JPG,22760,9018,0.3962214411247803,0.24295302013422818
229,DJI_20241217100255_0002_D.JPG,250394,116454,0.4650830291460658,0.3902481819719263
230,DJI_20241217100257_0003_D.JPG,224759,116407,0.5179191934472035,0.43795114449636247
231,DJI_20241217100259_0004_D.JPG,218772,156778,0.7166273563344486,0.6282757593805837
232,DJI_20241217100301_0005_D.JPG,218664,159562,0.7297131672337468,0.6700926929095943
233,DJI_20241217100303_0006_D.JPG,63785,63358,0.9933056361213451,0.9919452624285466
234,DJI_20241217100309_0009_D.JPG,102007,99582,0.9762271216681209,0.9816334560580084
235,DJI_20241217100319_0014_D.JPG,149294,108345,0.7257157019036264,0.6189988769828272
236,DJI_20241217101108_0003_D.JPG,91772,63514,0.6920847317264525,0.46064851988651573
237,DJI_20241217101110_0004_D.JPG,134947,79389,0.5882976279576426,0.5730915857311428
238,DJI_20241217101112_0005_D.JPG,52822,37436,0.7087198515769945,0.6977873563218391
239,DJI_20241217101118_0008_D.JPG,29301,20833,0.7109996245861916,0.6797985056344928
240,DJI_20241217101120_0009_D.JPG,80237,62832,0.7830801251293045,0.810033263346623
241,DJI_20241217101122_0010_D.JPG,87733,67207,0.7660401445294245,0.7270151852848447
242,DJI_20241217101124_0011_D.JPG,26164,23037,0.8804846353768537,0.9357094594594595
243,DJI_20241217101128_0013_D.JPG,67025,62023,0.9253711301753077,0.9430209197561762
244,DJI_20241217101130_0014_D.JPG,70420,54761,0.7776341948310139,0.5343005835041792
245,DJI_20241217101132_0015_D.JPG,64416,51396,0.797876304023845,0.5993207065838068
246,DJI_20241217101134_0016_D.JPG,63646,50389,0.7917072557584137,0.60170840380998
247,DJI_20241217101146_0022_D.JPG,7004,5092,0.7270131353512279,0.8021218850234394
248,DJI_20241217101148_0023_D.JPG,7555,6393,0.8461945731303773,0.8832539003625403
249,DJI_20241217101307_0006_D.JPG,114092,103934,0.9109665883672825,0.9077933130699088
250,DJI_20241217101309_0007_D.JPG,125543,113326,0.9026867288498761,0.834856178408588
251,DJI_20241217101311_0008_D.JPG,120745,111876,0.9265476831338771,0.5742472491909385
252,DJI_20241217101313_0009_D.JPG,122597,105990,0.8645399153323491,0.6278615585674219
253,DJI_20241217101315_0010_D.JPG,123047,102501,0.8330231537542565,0.8486075129533679
254,DJI_20241217101317_0011_D.JPG,114084,96101,0.8423705339924967,0.8734679853209969
255,DJI_20241217101319_0012_D.JPG,79759,78834,0.9884025627201946,0.9855957517424494
256,DJI_20241217101323_0014_D.JPG,101207,84046,0.83043662987738,0.71957770504986
257,DJI_20241217101325_0015_D.JPG,89204,73556,0.8245818573158155,0.5421074904782057
258,DJI_20241217101327_0016_D.JPG,80329,69843,0.8694618381904418,0.5858813700918964
259,DJI_20241217101329_0017_D.JPG,49520,49318,0.9959208400646203,0.9985600677097932
260,DJI_20241217101333_0019_D.JPG,40394,40181,0.9947269396445017,0.9980673272893387
261,DJI_20241217101339_0022_D.JPG,34264,33996,0.992178379640439,0.9958390044720979
262,DJI_20241217101341_0023_D.JPG,41884,41590,0.9929806131219558,0.9951200666924219
263,DJI_20241217101343_0024_D.JPG,68152,53942,0.7914954806902219,0.7085841694537347
264,DJI_20241217101345_0025_D.JPG,61086,51088,0.8363291097796549,0.5962109097370292
265,DJI_20241217101347_0026_D.JPG,61367,51026,0.8314892368862744,0.6037724550898204
266,DJI_20241217101349_0027_D.JPG,61357,51383,0.8374431605195821,0.6033937758732426
267,DJI_20241217101351_0028_D.JPG,61703,51693,0.837771259095992,0.6025891979349901
268,DJI_20241217101353_0029_D.JPG,65048,48934,0.7522752428975525,0.5788763995512637
269,DJI_20241217101355_0030_D.JPG,76785,54900,0.7149833951943739,0.6191286112679879
270,DJI_20241217101357_0031_D.JPG,33614,20124,0.5986791217944903,0.6170103747954434
271,DJI_20241217101359_0032_D.JPG,10720,2897,0.27024253731343284,0.6143003480017961
272,DJI_20241217101401_0033_D.JPG,80022,59172,0.7394466521706531,0.6189397349337334
273,DJI_20241217101403_0034_D.JPG,84817,64132,0.7561220038435691,0.6191056163250299
274,DJI_20241217101405_0035_D.JPG,87910,68234,0.7761801842793766,0.6173214896676622
275,DJI_20241217101453_0037_D.JPG,249314,150173,0.6023448342251138,0.47829999271811835
276,DJI_20241217101530_0002_D.JPG,136957,55635,0.40622239096942836,0.4820585673189903
277,DJI_20241217101536_0005_D.JPG,64471,41031,0.6364256797629942,0.8795351990125255
278,DJI_20241217101538_0006_D.JPG,41818,38686,0.9251040221914009,0.98312094556295
279,DJI_20241217101540_0007_D.JPG,36270,36259,0.9996967190515578,0.9995444752231456
280,DJI_20241217101542_0008_D.JPG,51070,49467,0.9686117094184453,0.9927837139818707
281,DJI_20241217101544_0009_D.JPG,130470,67921,0.5205871081474669,0.6678163983806648
282,DJI_20241217101546_0010_D.JPG,124306,75637,0.608474249030618,0.586466548198861
283,DJI_20241217101548_0011_D.JPG,52098,51760,0.9935122269568889,0.9956870761866773
284,DJI_20241217101550_0012_D.JPG,51909,51632,0.9946637384653914,0.9935425443950073
285,DJI_20241217101556_0015_D.JPG,124367,106505,0.8563766915660906,0.8495507470722843
286,DJI_20241217101558_0016_D.JPG,96906,85275,0.8799764720450746,0.6301392392454997
287,DJI_20241217101600_0017_D.JPG,101723,90805,0.8926693078261554,0.6376121439536073
288,DJI_20241217101602_0018_D.JPG,46590,44465,0.9543893539386135,0.9715906000781185
289,DJI_20241217102006_0002_D.JPG,182753,103276,0.5651124742138296,0.5084432229592242
290,DJI_20241217102008_0003_D.JPG,171881,110459,0.6426481111932093,0.5612349171053922
291,DJI_20241217102010_0004_D.JPG,185410,134494,0.7253869802060299,0.629855943196559
292,DJI_20241217102012_0005_D.JPG,179132,162548,0.907420226425206,0.7979984797693733
293,DJI_20241217102249_0006_D.JPG,96165,72335,0.7521967451775594,0.7202645015485059
294,DJI_20241217102251_0007_D.JPG,122628,115755,0.9439524415304824,0.881650613461759
295,DJI_20241217102253_0008_D.JPG,103271,100250,0.970746869886028,0.8732792628762173
296,DJI_20241217102255_0009_D.JPG,107412,106742,0.99376233567944,0.9587553451130869
297,DJI_20241217102257_0010_D.JPG,209913,206743,0.9848985055713557,0.9868351063829788
298,DJI_20241217102259_0011_D.JPG,278232,224267,0.8060431582276661,0.8389667302647269
299,DJI_20241217102301_0012_D.JPG,274551,234416,0.8538158666331574,0.8726696760909163
300,DJI_20241217102303_0013_D.JPG,266718,259175,0.9717191940551444,0.9748709544724725
301,DJI_20241217102305_0014_D.JPG,263537,260620,0.9889313455036675,0.9898774983881367
302,DJI_20241217102307_0015_D.JPG,252418,252140,0.9988986522355775,0.9989150943396227
303,DJI_20241217102309_0016_D.JPG,261572,260883,0.9973659260165462,0.9978182320176702
304,DJI_20241217102311_0017_D.JPG,268688,268182,0.9981167748466623,0.9982211041732177
305,DJI_20241217102313_0018_D.JPG,266796,266574,0.9991679035667701,0.9990102511822
306,DJI_20241217102315_0019_D.JPG,231288,230674,0.9973453010964685,0.9975017641301132
307,DJI_20241217102317_0020_D.JPG,289165,288872,0.9989867376757214,0.9986694677871149
308,DJI_20241217102319_0021_D.JPG,356768,337951,0.9472570409902233,0.9618463701331668
309,DJI_20241217102321_0022_D.JPG,344431,341637,0.9918880704698474,0.9826307134581604
310,DJI_20241217102323_0023_D.JPG,351042,341111,0.9717099378421955,0.9707191675680271
