config,run_name,w_distort,prune_opa,final_prune_opa,max_iter,ckpt_every,loss_grad_audit_every,out_dir,sha256
configs/e5_c001/e5_s1_full_factor/gs_e5_C001_s1fac_preview_w240_p050_dense_r1.yaml,gs_e5_C001_s1fac_preview_w240_p050_dense_r1,240.0,0.05,0.0,1000,500,50,/workspace/JointBuildGS/results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_preview_w240_p050_dense_r1,8fea3293b1dab1a03d38af9ed78ab6358d0db003766b42e22a0493a08d10b384
configs/e5_c001/e5_s1_full_factor/gs_e5_C001_s1fac_preview_w480_p050_dense_r1.yaml,gs_e5_C001_s1fac_preview_w480_p050_dense_r1,480.0,0.05,0.0,1000,500,50,/workspace/JointBuildGS/results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_preview_w480_p050_dense_r1,2c7143e7526fb94a9592b2a9578c0cc8be27339eea308ff8f163b694e613c95a
configs/e5_c001/e5_s1_full_factor/gs_e5_C001_s1fac_w100_p005_dense_r1.yaml,gs_e5_C001_s1fac_w100_p005_dense_r1,100.0,0.005,0.0,30000,5000,500,/workspace/JointBuildGS/results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w100_p005_dense_r1,edf478d1287961bfbb2fdfc6bed60bf9cee5e8d465a67ba8db68980f55b26401
configs/e5_c001/e5_s1_full_factor/gs_e5_C001_s1fac_w240_p005_dense_r1.yaml,gs_e5_C001_s1fac_w240_p005_dense_r1,240.0,0.005,0.0,30000,5000,500,/workspace/JointBuildGS/results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p005_dense_r1,edd347dbaf9288dd748ee46eeefb3ad7e1f23824a50f85ff353c7c2128ff44e3
configs/e5_c001/e5_s1_full_factor/gs_e5_C001_s1fac_w240_p050_dense_r1.yaml,gs_e5_C001_s1fac_w240_p050_dense_r1,240.0,0.05,0.0,30000,5000,500,/workspace/JointBuildGS/results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w240_p050_dense_r1,4bdbe04ca98110d99c28b3333b23167ae4c4c8a4b9f715cf1747124fa079ba99
configs/e5_c001/e5_s1_full_factor/gs_e5_C001_s1fac_w480_p005_dense_r1.yaml,gs_e5_C001_s1fac_w480_p005_dense_r1,480.0,0.005,0.0,30000,5000,500,/workspace/JointBuildGS/results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w480_p005_dense_r1,f2ef9cd3fbd2ef8344f900a107b6311394e9cef8a1baa292e8362200f532e84e
configs/e5_c001/e5_s1_full_factor/gs_e5_C001_s1fac_w480_p050_dense_r1.yaml,gs_e5_C001_s1fac_w480_p050_dense_r1,480.0,0.05,0.0,30000,5000,500,/workspace/JointBuildGS/results/tum_transfer/e5_s1_full_factor/C001/runs/gs_e5_C001_s1fac_w480_p050_dense_r1,9f10a6bc830ac5b4309306baad17de6aa2dc5861d717eee8a6183fd046508b81
